"","team_id","player_id","rank","player","k_bb"
"1",529,10986,1,"Megan Kleist","8.5"
"2",235,15053,2,"Aleshia Ocasio","7.1"
"3",529,5801,3,"Miranda Elish","6.5"
"4",670,17614,4,"Randi Rupp","6.1"
"5",83,7196,5,"Raeanne Geffert","5.8"
"6",43,16435,6,"Morgan Rackel","5.8"
"7",189,14732,7,"Nicole Newman","5.7"
"8",28,10492,8,"Giselle Juarez","4.9"
"9",244,1479,9,"Lindsey Bert","4.9"
"10",234,8393,10,"Kylee Hanson","4.8"
"11",756,401,11,"Taran Alvelo","4.8"
"12",522,15509,12,"Paige Parker","4.5"
"13",257,7773,13,"Brittany Gray","4.3"
"14",719,21390,14,"Emily Watson","4.2"
"15",110,7044,15,"Rachel Garcia","4.1"
"16",1157,4497,16,"Alley Cutting","4.1"
"17",229,2496,17,"Tatum Buckley","4.1"
"18",688,17382,18,"Alexa Romero","4.0"
"19",31,8180,19,"Mary Haff","3.9"
"20",2,14937,20,"Hannah Null","3.9"
"21",771,9875,21,"Emily Ira","3.8"
"22",51,17248,22,"Gia Rodoni","3.8"
"23",756,16064,23,"Gabbie Plain","3.8"
"24",418,1253,24,"Meghan Beaubien","3.8"
"25",235,1059,25,"Kelly Barnhill","3.7"
"26",459,2466,26,"Stephanie Bryden","3.7"
"27",519,19468,27,"Danielle Stiene","3.6"
"28",380,10732,28,"Annie Kennedy","3.6"
"29",493,18369,29,"Jacquelyn Sertic","3.6"
"30",236,728,30,"Madie Aughinbaugh","3.5"
"31",37,3003,31,"Kaylee Carlson","3.5"
"32",317,277,32,"Odicci Alexander","3.4"
"33",368,19828,33,"Kaysee Talcik","3.4"
"34",365,21210,34,"Allie Walljasper","3.3"
"35",563,9639,35,"Kayla Huffman","3.3"
"36",428,6394,36,"Amber Fiser","3.2"
"37",165,5145,37,"Madison Didion","3.2"
"38",28755,16562,38,"Riley Randolph","3.2"
"39",489,13923,39,"Courtney Mirabella","3.1"
"40",563,14275,40,"Abby Morrow","3.1"
"41",288,8793,41,"Savannah Heebner","3.1"
"42",107,5546,42,"Kamalani Dung","3.0"
"43",590,15201,43,"Emily Orosco","3.0"
"44",671,5851,44,"Summer Ellyson","3.0"
"45",219,6518,45,"Morgan Florey","3.0"
"46",400,15122,46,"Kiara Oliver","3.0"
"47",651,4102,47,"Georgina Corrick","3.0"
"48",189,18917,48,"Kailee Smith","3.0"
"49",28600,10462,49,"Mandy Jordan","3.0"
"50",220,15403,50,"Destinee Pallotto","3.0"
"51",248,551,51,"Bekah Ansbro","3.0"
"52",659,10352,52,"Brianna Jones","2.9"
"53",485,8226,53,"Hunter Halford","2.9"
"54",370,22029,54,"Linnay Wilson","2.9"
"55",28,12425,55,"Breanna Macha","2.9"
"56",312,5323,56,"Allison Doocy","2.8"
"57",68,5458,57,"Ali Dubois","2.8"
"58",107,3932,58,"Zoe Conley","2.8"
"59",365,9430,59,"Carley Hoover","2.8"
"60",694,656,60,"Caylan Arnold","2.8"
"61",234,10895,61,"Meghan King","2.8"
"62",1157,7806,62,"Abigail Green","2.8"
"63",735,15354,63,"Kelsie Packard","2.8"
"64",283,4086,64,"Sarah Cornell","2.8"
"65",654,20059,65,"Haley Thogmartin","2.7"
"66",231,17713,66,"Shannon Saile","2.7"
"67",772,14956,67,"Shelby Nunn","2.7"
"68",416,22486,68,"Kristina Zalewski","2.7"
"69",792,12523,69,"Kiley Majette","2.6"
"70",172,6041,70,"Breanna Ethridge","2.6"
"71",648,15091,71,"Kelsey Oh","2.6"
"72",404,18957,72,"Molly Smith","2.6"
"73",430,21265,73,"Holly Ward","2.6"
"74",10411,1573,74,"Christina Biggerstaff","2.6"
"75",352,2031,75,"Parker Boyd","2.6"
"76",497,20413,76,"Hope Trautwein","2.5"
"77",201,22100,77,"Jessica Wireman","2.5"
"78",14927,11710,78,"Brooklin Lee","2.5"
"79",817,2520,79,"Elle Buffenbarger","2.4"
"80",414,20950,80,"Courtney Vierstra","2.4"
"81",99,13702,81,"Cielo Meza","2.4"
"82",483,11468,82,"Megan Landry","2.4"
"83",731,9696,83,"Delaney Hull","2.4"
"84",562,9023,85,"Casey Herzog","2.4"
"85",37,12792,85,"Makayla Martin","2.4"
"86",366,6918,86,"Preslee Gallaway","2.4"
"87",732,21014,87,"Miranda Viramontes","2.4"
"88",257,1139,88,"Kylie Bass","2.3"
"89",430,11063,89,"Cassady Knudsen","2.3"
"90",502,20942,90,"Valerie Vidal","2.3"
"91",514,22538,91,"Haley Zemmer","2.3"
"92",646,2336,92,"Devin Brown","2.3"
"93",277,20183,93,"Dana Thomsen","2.3"
"94",813,10145,94,"Terra Jerpbak","2.3"
"95",248,7659,95,"Haellie Gordon","2.2"
"96",31,19534,96,"Autumn Storms","2.2"
"97",175,3171,97,"Manda Cash","2.2"
"98",439,16996,98,"Amanda Riley","2.2"
"99",108,22356,99,"Brooke Yanez","2.2"
"100",47,13760,100,"Aeshia Miles","2.2"
