"","team_id","player_id","rank","player","xbh"
"1",402,15954,1,"Erika Piancastelli",43
"2",234,18512,2,"Sydney Sherrill",42
"3",202,14465,3,"Paige Murphy",40
"4",1356,3249,4,"Madison Cathcart",39
"5",700,8589,5,"Jessica Hartwell",38
"6",522,360,6,"Jocelyn Alo",37
"7",257,5118,6,"Alyssa Dicarlo",37
"8",115,13148,6,"Rachel Mccollum",37
"9",229,12078,6,"Emily Lochten",37
"10",472,9485,10,"Kelsey Horton",36
"11",234,21319,10,"Jessie Warren",36
"12",711,13748,10,"Brook Miko",36
"13",1092,16254,13,"Katie Prebble",35
"14",518,16029,13,"Lilli Piper",35
"15",101,9489,13,"Savannah Horvath",35
"16",355,1623,13,"Autumn Bishop",35
"17",235,12208,17,"Amanda Lorenz",34
"18",191,5177,17,"Kristi Dimeo",34
"19",509,11910,17,"Rachel Lewis",34
"20",317,7660,17,"Kate Gordon",34
"21",711,18240,17,"Kendyl Scott",34
"22",29,8460,17,"Jessie Harper",34
"23",355,1621,17,"Amber Bishop",34
"24",254,5412,24,"Ivie Drake",33
"25",428,11978,24,"Kendyl Lindaman",33
"26",317,20302,24,"Morgan Tolle",33
"27",430,4664,24,"Mia Davidson",33
"28",400,4226,28,"Jena Cozza",32
"29",102,2297,28,"Suzy Brookshire",32
"30",694,7870,28,"Meghan Gregg",32
"31",416,6546,28,"Lea Foerster",32
"32",459,18557,28,"Marisa Sholtes",32
"33",202,12066,28,"Destinee Lizzmore",32
"34",706,907,34,"Bailee Baldwin",31
"35",466,8376,34,"Erika Hansen",31
"36",61,9952,34,"Ryan Jackson",31
"37",283,15994,34,"Brielle Pietrafesa",31
"38",1104,7577,34,"Dominique Gonzalez",31
"39",521,14078,34,"Madi sue Montgomery",31
"40",331,19178,40,"Holly Speers",30
"41",603,16354,40,"Krystal Puga",30
"42",110,10451,40,"Aaliyah Jordan",30
"43",201,13954,40,"Haley Mitchell",30
"44",257,13894,40,"Justice Milz",30
"45",235,5088,40,"Nicole Dewitt",30
"46",600,2740,40,"Madison Cabell",30
"47",756,20756,40,"Taylor Van zee",30
"48",115,18865,40,"Caroline Smith",30
"49",191,17619,49,"Linda Rush",29
"50",639,4124,49,"Madysen Cossack",29
"51",485,12183,49,"Kylee Lopez",29
"52",257,6210,49,"Alysen Febrey",29
"53",43,11944,49,"Danielle Liermann",29
"54",648,1816,49,"Mackenzie Boesel",29
"55",202,3614,49,"Hannah Clark",29
"56",249,3917,56,"Jenna Cone",28
"57",609,22109,56,"Sadie Wise",28
"58",66,556,56,"Madison Anthony",28
"59",301,20074,56,"Carly Thomas",28
"60",1104,18979,56,"Sierra Smith",28
"61",83,11168,56,"Meghan Kovac",28
"62",732,1983,56,"Heather Bowen",28
"63",29,15418,63,"Alyssa Palomino",27
"64",704,3670,63,"Courtney Clayton",27
"65",236,16596,63,"Paige Rauch",27
"66",587,8243,63,"Rebecca Hall",27
"67",158,7694,63,"Madison Gott",27
"68",311,21934,63,"Sami Williams",27
"69",756,5013,63,"Julia Deponte",27
"70",234,7657,63,"Carsyn Gordon",27
"71",99,6801,63,"Nichole Fry",27
"72",315,1494,63,"Taylor Beshears",27
"73",694,18307,63,"Chelsea Seggern",27
"74",514,10412,74,"Madison Jones",26
"75",509,14680,74,"Morgan Nelson",26
"76",283,349,74,"Brittany Allocca",26
"77",66,3305,74,"Rebekah Cervantes",26
"78",110,14791,74,"Bubba Nickles",26
"79",419,4489,74,"Lexi Cushing",26
"80",519,4043,74,"Mikayla Cooper",26
"81",236,10329,74,"Skylar Johnston",26
"82",756,20093,74,"Kirstyn Thomas",26
"83",676,6650,74,"Taylor Fraccastoro",26
"84",107,17412,74,"Lindsay Rood",26
"85",700,8286,74,"Karli Hamilton",26
"86",10411,1242,86,"Karla Beasley",25
"87",48,6972,86,"Jade Gandara",25
"88",545,22543,86,"Giorgiana Zeremenko",25
"89",503,20743,86,"Jenny Van geertry",25
"90",711,19489,86,"Nicole Stockinger",25
"91",522,17397,86,"Sydney Romero",25
"92",47,11353,86,"Maddy Labrador",25
"93",249,18477,86,"Elena Shelepak",25
"94",334,3440,86,"Abbey Cheek",25
"95",428,15552,86,"Makenna Partain",25
"96",772,20087,86,"Jordan Thomas",25
"97",370,22116,86,"Delanie Wisz",25
"98",529,17847,86,"Dj Sanders",25
"99",176,11921,86,"Megan Leyva",25
"100",655,7299,86,"Mahalia Gibson",25
"101",796,22324,86,"Brooke Wyderski",25
