"","team_id","player_id","rank","player","rc"
"1",9004,64399,1,"Samantha Reilly","101.66"
"2",1376,28726,2,"Brooke Goad"," 99.57"
"3",11416,35330,3,"Brooke Hodgson"," 84.07"
"4",30028,60322,4,"Ashley Perez"," 76.23"
"5",767,32277,5,"Ashley Hardin"," 74.76"
"6",790,79906,6,"Lani Van zyl"," 72.97"
"7",30013,54229,7,"Taylor Moran"," 71.63"
"8",568,38884,8,"Jaiden Johnson"," 68.28"
"9",1371,82233,9,"Elexis Watson"," 68.22"
"10",30222,59826,10,"Kyleigh Payne"," 67.07"
"11",155,44013,11,"Clara Larson"," 65.63"
"12",383,51801,12,"Jess Meidl"," 65.04"
"13",1460,10376,13,"Rosa'lynn Burton"," 64.20"
"14",1402,26605,14,"Andrea Gahan"," 63.30"
"15",734,53556,15,"Jessica Mohl"," 62.72"
"16",9081,32755,16,"Carlie Hart"," 62.13"
"17",25,41484,17,"Taegan Kirk"," 61.97"
"18",30028,27162,18,"Nicole Garcia"," 60.69"
"19",499,64461,19,"Christa Reisinger"," 60.18"
"20",767,54046,20,"Kylee Moore"," 59.40"
"21",427,69575,21,"Hannah Schmoll"," 59.34"
"22",9630,41327,22,"Lauryn King"," 57.87"
"23",383,23050,23,"Carly Esselman"," 57.74"
"24",1028,84845,24,"Jenna Witt"," 56.53"
"25",427,72670,25,"Becky Smith"," 55.57"
"26",765,26982,26,"Bri Garber"," 55.43"
"27",1023,84275,27,"Maria Williamson"," 55.35"
"28",11416,78310,28,"Annmarie Torres"," 55.13"
"29",30138,26636,29,"Brooke Gajewski"," 55.09"
"30",436,58026,30,"Serena Olson"," 54.00"
"31",30058,12626,31,"Kayla Cato"," 53.92"
"32",74,47191,32,"Allison Luzzi"," 53.88"
"33",537,38888,33,"Jamie Johnson"," 53.56"
"34",3,49228,34,"Brenna Martini"," 53.07"
"35",159,60283,35,"Elizabeth Perdue"," 53.00"
"36",1376,37745,36,"Monica Islava"," 52.77"
"37",1314,35601,37,"Kala Holder"," 52.44"
"38",206,10101,38,"Erikka Burke"," 51.76"
"39",1170,7318,39,"Erin Boone"," 51.63"
"40",11403,18281,40,"Stephanie Day"," 50.40"
"41",1000,65375,41,"Lacie Rinus"," 50.22"
"42",30052,31933,42,"Shelby Hammontree"," 50.19"
"43",41,52573,43,"Ashley Mickschl"," 49.76"
"44",591,67207,44,"Meredith Rousse"," 49.61"
"45",701,76326,45,"Tylia Sylestine"," 49.20"
"46",929,33372,46,"Tyler Hays"," 49.16"
"47",507,82683,47,"Kaitlin Weis"," 48.96"
"48",41,60712,48,"Shannon Petersen"," 48.75"
"49",1376,58535,49,"Faith Otts"," 48.58"
"50",1170,45095,50,"Kylee Leonhardt"," 48.50"
"51",427,85517,51,"Natalie Wright"," 48.48"
"52",996,10394,52,"Brenna Busby"," 48.28"
"53",767,79865,53,"Suka Van gurp"," 47.88"
"54",13028,56636,54,"Cailah Niles"," 47.85"
"55",181,10652,55,"Kelly Byrd"," 47.79"
"56",95,72366,56,"Karli Skowrup"," 47.57"
"57",30180,18250,57,"Danelle Day"," 47.53"
"58",591,64262,58,"Courtney Reeves"," 47.04"
"59",30138,25756,59,"Rebecca Franke"," 47.02"
"60",93,9142,60,"Jessica Brown"," 47.00"
"61",30051,65173,61,"Hannah Riddle"," 46.77"
"62",30050,81301,62,"Lakyn Wagoner"," 46.75"
"63",1376,52984,63,"Rachel Miller"," 46.59"
"64",30002,57656,64,"Makray Odom"," 46.38"
"65",1318,69232,65,"Emily Schaffer"," 46.23"
"66",2697,27530,66,"Bailey Gaspar"," 46.20"
"67",407,44959,67,"Skania Lemus"," 46.19"
"68",11416,48352,68,"Maggie Manwarren"," 46.04"
"69",1123,30115,69,"Madie Green"," 46.03"
"70",995,53668,70,"Marisa Monasseri"," 45.98"
"71",1238,80876,71,"Kelsey Vining"," 45.91"
"72",30154,32689,72,"Hannah Harrison"," 45.80"
"73",1071,74031,73,"Danielle Sprinkle"," 45.60"
"74",25,66079,74,"Karina Rocha"," 45.58"
"75",436,60583,75,"Jennah Perryman"," 45.47"
"76",947,41975,76,"Janie Knowles"," 45.44"
"77",30180,72950,77,"Merissa Smith"," 45.35"
"78",593,6028,78,"Amanda Bickford"," 45.23"
"79",8875,74984,79,"Lindsey Stigler"," 44.66"
"80",423,83959,80,"Faith Willenbrock"," 44.47"
"81",1126,23808,81,"Taylor Favinger"," 44.28"
"82",1009,33463,82,"Morgan Heard"," 44.19"
"83",1170,12608,83,"Mackenzie Cates"," 44.14"
"84",1376,21505,84,"Marina Duran"," 44.07"
"85",507,40331,85,"Erin Keeney"," 43.98"
"86",675,65087,86,"Patricia Riches"," 43.89"
"87",65,83220,87,"Kalynn Wheeland"," 43.74"
"88",598,22607,88,"Morgan Emmans"," 43.68"
"89",205,78490,89,"Heather Tracy"," 43.59"
"90",9754,82532,90,"Whitney Weber"," 43.46"
"91",1000,24325,91,"Abby Fiessinger"," 43.33"
"92",10,48093,92,"Reagan Malone"," 43.32"
"93",407,56299,92,"Mikayla Newham"," 43.32"
"94",435,86099,94,"Olivia Young"," 43.23"
"95",1274,83995,94,"Anna Williams"," 43.23"
"96",9004,36849,96,"Caitlin Hughes"," 43.14"
"97",947,29355,97,"Megan Goodnight"," 43.06"
"98",30028,29055,98,"Andrea Gonzales"," 42.98"
"99",510,59729,99,"Sydni Pauley"," 42.91"
"100",1376,67295,100,"Jill Roye"," 42.46"
