"","team_id","player_id","rank","player","h"
"1",9081,32755,1,"Carlie Hart",93
"2",427,69575,2,"Hannah Schmoll",91
"3",593,6028,3,"Amanda Bickford",88
"4",1460,10376,4,"Rosa'lynn Burton",87
"5",765,26982,5,"Bri Garber",84
"6",30028,27162,6,"Nicole Garcia",83
"7",11416,35330,7,"Brooke Hodgson",80
"8",333,17809,8,"Meredith Daunhauer",79
"9",383,51801,8,"Jess Meidl",79
"10",9081,77625,10,"Nicole Thompson",78
"11",790,79906,11,"Lani Van zyl",77
"12",11416,48352,11,"Maggie Manwarren",77
"13",383,23050,13,"Carly Esselman",74
"14",427,72670,13,"Becky Smith",74
"15",1376,52984,13,"Rachel Miller",74
"16",9630,41327,13,"Lauryn King",74
"17",9754,82532,13,"Whitney Weber",74
"18",30002,57656,13,"Makray Odom",74
"19",23121,45924,19,"Melissa Livermore",73
"20",25,41484,20,"Taegan Kirk",72
"21",262,64875,20,"Kaylie Rhynard",72
"22",383,58686,20,"Mckenzie Paap",72
"23",1376,58535,20,"Faith Otts",72
"24",30028,60322,20,"Ashley Perez",72
"25",30050,81301,20,"Lakyn Wagoner",72
"26",30154,32552,20,"Emily Harris",72
"27",41,52573,27,"Ashley Mickschl",71
"28",30152,68929,27,"Mahina Sauer",71
"29",3,41323,29,"Krista King",70
"30",25,30203,29,"Madison Greenwell",70
"31",591,67207,29,"Meredith Rousse",70
"32",734,53556,29,"Jessica Mohl",70
"33",1000,65375,29,"Lacie Rinus",70
"34",9004,64399,29,"Samantha Reilly",70
"35",30013,54229,29,"Taylor Moran",70
"36",427,85517,36,"Natalie Wright",69
"37",947,29355,36,"Megan Goodnight",69
"38",1023,84275,36,"Maria Williamson",69
"39",1376,37745,36,"Monica Islava",69
"40",1376,21505,36,"Marina Duran",69
"41",2720,54274,36,"Gabby Moreno",69
"42",30028,29055,36,"Andrea Gonzales",69
"43",30119,41732,36,"Taylor Kline",69
"44",30138,25756,36,"Rebecca Franke",69
"45",155,44013,45,"Clara Larson",68
"46",309,53827,45,"Brooke Montgomery",68
"47",1371,82233,45,"Elexis Watson",68
"48",1402,26605,45,"Andrea Gahan",68
"49",2814,74214,45,"Samantha Stallbaumer",68
"50",30050,31361,45,"Ali Haesele",68
"51",30052,1998,45,"Kaylyn Anthony",68
"52",205,78490,52,"Heather Tracy",67
"53",1000,24325,52,"Abby Fiessinger",67
"54",407,56299,54,"Mikayla Newham",66
"55",947,9885,54,"Bailey Bunch",66
"56",30051,65173,54,"Hannah Riddle",66
"57",333,55015,57,"Alexis Mullen",65
"58",436,49094,57,"Chelsea Martinez",65
"59",499,64461,57,"Christa Reisinger",65
"60",765,34174,57,"Alyssa Herion",65
"61",765,31890,57,"Cat Hammer",65
"62",767,32277,57,"Ashley Hardin",65
"63",947,41975,57,"Janie Knowles",65
"64",1123,1091,57,"Bethany Allen",65
"65",1257,84322,57,"Natalie Willis",65
"66",9630,70049,57,"Sara Scoone",65
"67",30058,12626,57,"Kayla Cato",65
"68",30222,59826,57,"Kyleigh Payne",65
"69",10,7306,69,"Shelby Booker",64
"70",95,72366,69,"Karli Skowrup",64
"71",95,48753,69,"Ari Marsh",64
"72",1028,84845,69,"Jenna Witt",64
"73",1266,72279,69,"Courtney Sjerven",64
"74",1376,28726,69,"Brooke Goad",64
"75",1446,16427,69,"Tyler Creach",64
"76",9630,12536,69,"Madison Casto",64
"77",10870,42258,69,"Kaitlyn Konopka",64
"78",12830,30860,69,"Delaney Guerrero",64
"79",30154,32689,69,"Hannah Harrison",64
"80",262,71462,80,"Teagan Shomin",63
"81",280,41541,80,"Katie Kish",63
"82",436,60583,80,"Jennah Perryman",63
"83",436,58364,80,"Reagan Osborn",63
"84",593,77549,80,"Erin Thompson",63
"85",696,40570,80,"Loren Kelly",63
"86",1123,30115,80,"Madie Green",63
"87",1126,48530,80,"Kelsey Marigliano",63
"88",1289,62245,80,"Kelly Powell",63
"89",1402,24454,80,"Laura Finke",63
"90",30052,73982,80,"Sydney Sprague",63
"91",262,35784,91,"Nikoma Holmen",62
"92",383,65015,91,"Torey Richards",62
"93",413,41150,91,"Ashlee Kim",62
"94",568,2076,91,"Analece Apodaca",62
"95",1010,22166,91,"Savannah Egbert",62
"96",1446,36808,91,"Ryanne Huffman",62
"97",2720,10285,91,"Michaela Burpee",62
"98",8965,76751,91,"Alissa Taylor",62
"99",9680,70128,91,"Maggie Scott",62
"100",11403,18281,91,"Stephanie Day",62
"101",30138,26637,91,"Miranda Gajewski",62
