"","team_id","player_id","rank","player","h"
"1",1092,1900,1,"Andria Booth",94
"2",257,5864,2,"Cortni Emanuel",91
"3",711,18240,3,"Kendyl Scott",89
"4",51,18261,4,"Jessica Scroggins",88
"5",402,13123,5,"Justyce Mcclain",85
"6",110,10451,6,"Aaliyah Jordan",84
"7",202,14465,7,"Paige Murphy",82
"8",694,11671,7,"Aubrey Leach",82
"9",521,18546,9,"Vanessa Shippy",81
"10",234,18512,9,"Sydney Sherrill",81
"11",301,18508,9,"Kiana Sherlund",81
"12",110,15754,9,"Briana Perez",81
"13",110,15767,9,"Kylee Perez",81
"14",317,20302,14,"Morgan Tolle",79
"15",404,20477,14,"Kyler Trosclair klatt",79
"16",711,13748,16,"Brook Miko",77
"17",522,17397,16,"Sydney Romero",77
"18",418,2911,16,"Faith Canfield",77
"19",66,3305,19,"Rebekah Cervantes",76
"20",110,14791,19,"Bubba Nickles",76
"21",756,20756,19,"Taylor Van zee",76
"22",311,21934,19,"Sami Williams",76
"23",355,1621,19,"Amber Bishop",76
"24",1104,18979,19,"Sierra Smith",76
"25",201,13954,25,"Haley Mitchell",75
"26",756,1164,25,"Sis Bates",75
"27",99,8969,25,"Naomi Hernandez",75
"28",509,16429,25,"Sabrina Rabin",75
"29",498,13351,25,"Sydney Mckay",75
"30",1014,5574,25,"Taylor Dupree",75
"31",234,21319,31,"Jessie Warren",74
"32",235,12208,31,"Amanda Lorenz",74
"33",694,7870,31,"Meghan Gregg",74
"34",1068,18593,31,"Kara Shutt",74
"35",99,6801,31,"Nichole Fry",74
"36",711,22033,31,"Madison Wilson",74
"37",28,8164,31,"Kindra Hackbarth",74
"38",703,10072,31,"Janae Jefferson",74
"39",700,2664,31,"Heaven Burton",74
"40",9,5898,31,"Destini England",74
"41",419,2587,31,"Summer Burgess",74
"42",522,360,42,"Jocelyn Alo",73
"43",66,556,42,"Madison Anthony",73
"44",649,14442,42,"Abbey Murphy",73
"45",355,1623,42,"Autumn Bishop",73
"46",648,1816,42,"Mackenzie Boesel",73
"47",315,1494,42,"Taylor Beshears",73
"48",649,450,42,"Julia Andersen",73
"49",302,21416,42,"Lexi Watts",73
"50",700,3735,42,"Michaela Cochran",73
"51",257,5118,51,"Alyssa Dicarlo",72
"52",317,7660,51,"Kate Gordon",72
"53",257,6210,51,"Alysen Febrey",72
"54",111,4476,51,"Jenna Curtan",72
"55",202,12066,51,"Destinee Lizzmore",72
"56",521,12390,51,"Taylor Lynch",72
"57",603,16354,57,"Krystal Puga",71
"58",704,3670,57,"Courtney Clayton",71
"59",257,13894,57,"Justice Milz",71
"60",649,14289,57,"Brittney Morse",71
"61",625,13057,57,"Shelby Maze",71
"62",68,8819,57,"Alex Heinen",71
"63",229,15409,57,"Madisyn Palmer",71
"64",365,518,57,"Aliyah Andrews",71
"65",1092,16254,65,"Katie Prebble",70
"66",2711,15730,65,"Navia Penrod",70
"67",201,1230,65,"Kayla Bear",70
"68",671,4553,65,"Alissa Dalton",70
"69",66,21089,65,"Kora Wade",70
"70",66,18351,70,"Alison Seng",69
"71",428,15552,70,"Makenna Partain",69
"72",529,11960,70,"Jenna Lilley",69
"73",28,9561,70,"Morgan Howe",69
"74",51,21166,70,"Kyla Walker",69
"75",646,20287,70,"Kaleigh Todd",69
"76",102,9185,70,"Zamari Hinton",69
"77",231,18130,70,"Jackie Schoff",69
"78",472,9485,78,"Kelsey Horton",68
"79",115,13148,78,"Rachel Mccollum",68
"80",719,9334,78,"Julia Hollingsworth",68
"81",47,5287,78,"Haley Dominique",68
"82",288,9999,78,"Arielle James",68
"83",716,21457,78,"Katie Webb",68
"84",1356,3249,84,"Madison Cathcart",67
"85",430,4664,84,"Mia Davidson",67
"86",521,14078,84,"Madi sue Montgomery",67
"87",739,9773,84,"Brittany Husk",67
"88",774,19772,84,"Mackenzie Swinehart",67
"89",1356,3500,84,"Ally Choate",67
"90",400,4226,90,"Jena Cozza",66
"91",700,8589,90,"Jessica Hartwell",66
"92",466,8376,90,"Erika Hansen",66
"93",29,8460,90,"Jessie Harper",66
"94",301,20074,90,"Carly Thomas",66
"95",697,9604,90,"Sarah Hudek",66
"96",756,20093,90,"Kirstyn Thomas",66
"97",719,6024,90,"Shelby Estocado",66
"98",156,14509,90,"Sarah Muzik",66
"99",306,10089,90,"Gabbi Jenkins",66
"100",651,5316,90,"Astin Donovan",66
"101",191,10762,90,"Taylor Kent",66
"102",1157,7453,90,"Olivia Gocke",66
"103",68,22160,90,"Emma Wong",66
"104",386,969,90,"Caroline Baratta",66
"105",346,8069,90,"Savana Guidry",66
"106",529,12438,90,"Alexis Mack",66
