"","team_id","player_id","rank","player","era"
"1",257,7773,1,"Brittany Gray",0.479
"2",522,15509,2,"Paige Parker",0.821
"3",189,14732,3,"Nicole Newman",0.888
"4",756,16064,4,"Gabbie Plain",1.01
"5",235,1059,5,"Kelly Barnhill",1.078
"6",288,8793,6,"Savannah Heebner",1.149
"7",418,1253,7,"Meghan Beaubien",1.161
"8",234,10895,8,"Meghan King",1.167
"9",365,21210,9,"Allie Walljasper",1.173
"10",189,18917,10,"Kailee Smith",1.184
"11",529,5801,11,"Miranda Elish",1.2
"12",28,10492,12,"Giselle Juarez",1.217
"13",670,17614,13,"Randi Rupp",1.257
"14",756,401,14,"Taran Alvelo",1.303
"15",110,7044,15,"Rachel Garcia",1.312
"16",529,10986,16,"Megan Kleist",1.325
"17",234,8393,17,"Kylee Hanson",1.334
"18",37,12792,18,"Makayla Martin",1.358
"19",37,3003,19,"Kaylee Carlson",1.372
"20",590,15201,20,"Emily Orosco",1.377
"21",43,16435,21,"Morgan Rackel",1.405
"22",430,21265,22,"Holly Ward",1.43
"23",519,19468,23,"Danielle Stiene",1.446
"24",235,15053,24,"Aleshia Ocasio",1.448
"25",99,13702,25,"Cielo Meza",1.462
"26",459,2466,26,"Stephanie Bryden",1.488
"27",31,8180,27,"Mary Haff",1.509
"28",244,1479,28,"Lindsey Bert",1.514
"29",380,10732,29,"Annie Kennedy",1.523
"30",671,5851,30,"Summer Ellyson",1.529
"31",236,16596,31,"Paige Rauch",1.537
"32",365,9430,32,"Carley Hoover",1.602
"33",719,21390,33,"Emily Watson",1.604
"34",28600,10462,34,"Mandy Jordan",1.619
"35",175,3171,35,"Manda Cash",1.656
"36",562,9023,36,"Casey Herzog",1.661
"37",651,4102,37,"Georgina Corrick",1.675
"38",28755,16562,38,"Riley Randolph",1.678
"39",428,6394,39,"Amber Fiser",1.69
"40",489,13923,40,"Courtney Mirabella",1.691
"41",688,17382,41,"Alexa Romero",1.692
"42",493,18369,42,"Jacquelyn Sertic",1.702
"43",29,4980,43,"Alyssa Denham",1.717
"44",742,5668,44,"Carrie Eberle",1.722
"45",371,10405,45,"Kiley Jones",1.75
"46",108,22356,46,"Brooke Yanez",1.753
"47",735,8001,47,"Mackenzie Grossmann",1.755
"48",14927,11710,48,"Brooklin Lee",1.772
"49",107,5546,49,"Kamalani Dung",1.786
"50",111,5263,50,"Hailey Dolcini",1.797
"51",400,15122,51,"Kiara Oliver",1.801
"52",312,5323,52,"Allison Doocy",1.806
"53",189,20251,53,"Nicole Timmons",1.855
"54",283,4574,54,"Sophie Dandola",1.883
"55",1157,4497,55,"Alley Cutting",1.891
"56",648,15091,56,"Kelsey Oh",1.918
"57",654,20059,57,"Haley Thogmartin",1.92
"58",231,17713,58,"Shannon Saile",1.934
"59",193,21783,59,"Amelia Wiercioch",1.946
"60",446,1301,60,"Amy Begg",1.957
"61",317,2576,61,"Payton Buresch",1.959
"62",219,6518,62,"Morgan Florey",1.963
"63",363,7175,63,"Sydney Gay",1.97
"64",404,18957,64,"Molly Smith",1.984
"65",47,13760,65,"Aeshia Miles",2
"66",257,1139,66,"Kylie Bass",2.003
"67",796,9039,67,"Haley Hestekin",2.006
"68",725,19247,68,"Courtney Springman",2.007
"69",483,11468,69,"Megan Landry",2.008
"70",563,9639,70,"Kayla Huffman",2.011
"71",68,5458,71,"Ali Dubois",2.016
"72",646,2336,72,"Devin Brown",2.029
"73",370,943,73,"Hannah Bandimere",2.03
"74",10411,1573,74,"Christina Biggerstaff",2.031
"75",459,1215,75,"Alicia Bazonski",2.032
"76",83,7196,76,"Raeanne Geffert",2.056
"77",694,656,77,"Caylan Arnold",2.065
"78",14,20899,78,"Celeste Verdolivo",2.073
"79",711,4899,79,"Megan Dejter",2.078
"80",8,15261,80,"Alexis Osorio",2.079
"81",659,10352,81,"Brianna Jones",2.082
"82",648,16477,82,"Dixie Raley",2.094
"83",2,14937,83,"Hannah Null",2.097
"84",316,1591,84,"Alyssa Bilodeau",2.1
"85",697,8492,84,"Trinity Harrington",2.1
"86",176,22574,86,"Missy Zoch",2.105
"87",102,12982,87,"Celina Matthias",2.107
"88",176,14155,88,"Pat Moore",2.111
"89",77,21013,89,"Kerisa Viramontes",2.113
"90",28,12425,90,"Breanna Macha",2.115
"91",465,15885,91,"Janine Petmecky",2.14
"92",563,14275,92,"Abby Morrow",2.153
"93",439,16996,93,"Amanda Riley",2.155
"94",2711,12993,94,"Sydney Matzko",2.168
"95",110,786,95,"Holly Azevedo",2.179
"96",107,3932,96,"Zoe Conley",2.182
"97",703,1848,97,"Brooke Bolinger",2.201
"98",363,813,98,"Sydney Backstrom",2.213
"99",97,6792,99,"Sophie Frost",2.225
"100",697,18573,100,"Samantha Show",2.235
