"","team_id","player_id","rank","player","hr_a"
"1",725,19247,1,"Courtney Springman",0
"2",639,2710,2,"Laura Butts",1
"3",257,7773,2,"Brittany Gray",1
"4",249,4134,4,"Sarah Costlow",2
"5",430,21265,5,"Holly Ward",3
"6",514,22538,5,"Haley Zemmer",3
"7",37,12792,5,"Makayla Martin",3
"8",236,16596,5,"Paige Rauch",3
"9",102,4100,5,"Savanna Corr",3
"10",576,15161,5,"Emily Oltman",3
"11",315,18706,11,"Faith Sims",4
"12",316,1591,11,"Alyssa Bilodeau",4
"13",742,5668,11,"Carrie Eberle",4
"14",446,1301,11,"Amy Begg",4
"15",189,14732,11,"Nicole Newman",4
"16",302,20496,11,"Allie Trudeau",4
"17",380,10732,11,"Annie Kennedy",4
"18",665,10000,11,"Aubrion James",4
"19",735,8001,11,"Mackenzie Grossmann",4
"20",485,8226,11,"Hunter Halford",4
"21",508,2384,11,"Mikayla Brown",4
"22",627,1897,11,"Hannah Boos",4
"23",460,11802,11,"Haley Lenderman",4
"24",234,10895,24,"Meghan King",5
"25",43,16435,24,"Morgan Rackel",5
"26",371,10405,24,"Kiley Jones",5
"27",175,3171,24,"Manda Cash",5
"28",518,16611,24,"Morgan Ray",5
"29",446,17603,24,"Stephanie Rundlett",5
"30",503,6750,24,"Alex Frenz",5
"31",285,21397,24,"Katy Watson",5
"32",176,14155,24,"Pat Moore",5
"33",368,2953,24,"Lovina Capria",5
"34",627,8835,24,"Delaney Heller",5
"35",310,18773,24,"Marnie Skinner",5
"36",813,10145,24,"Terra Jerpbak",5
"37",189,20251,24,"Nicole Timmons",5
"38",71,15479,24,"Brooke Parker",5
"39",732,21014,24,"Miranda Viramontes",5
"40",430,11063,24,"Cassady Knudsen",5
"41",488,21081,24,"Zadaisha Waddell",5
"42",14927,11710,42,"Brooklin Lee",6
"43",465,15885,42,"Janine Petmecky",6
"44",270,800,42,"Allyson Babinsack",6
"45",99,13702,42,"Cielo Meza",6
"46",416,22486,42,"Kristina Zalewski",6
"47",454,2863,42,"Haven Campbell",6
"48",817,7182,42,"Paige Geanangel",6
"49",275,5537,42,"Kathleen Duncan",6
"50",697,8492,42,"Trinity Harrington",6
"51",627,11337,42,"Halle Kyler",6
"52",444,16451,42,"Allison Rager",6
"53",87,7758,42,"Alyssa Graves",6
"54",459,2466,42,"Stephanie Bryden",6
"55",302,6699,42,"Karissa Frazier",6
"56",352,19101,42,"Emily Sorem",6
"57",688,7164,42,"Annamarie Gatti",6
"58",664,4368,42,"Kim Crowson",6
"59",110,786,42,"Holly Azevedo",6
"60",172,6041,42,"Breanna Ethridge",6
"61",189,18917,42,"Kailee Smith",6
"62",129,21318,42,"Hanna Warren",6
"63",416,16465,42,"Bridgette Rainey",6
"64",1004,17826,42,"Rio Sanchez",6
"65",418,1253,65,"Meghan Beaubien",7
"66",2711,12993,65,"Sydney Matzko",7
"67",419,10111,65,"Cori Jennings",7
"68",47,13760,65,"Aeshia Miles",7
"69",709,13899,65,"Kailey Minarchick",7
"70",676,18624,65,"Makayla Sikes",7
"71",1157,4497,65,"Alley Cutting",7
"72",7,10067,65,"Justine Jean",7
"73",178,18520,65,"Hannah Shields",7
"74",9,1778,65,"Claire Blount",7
"75",368,19828,65,"Kaysee Talcik",7
"76",97,6792,65,"Sophie Frost",7
"77",229,15155,65,"Mia Olson",7
"78",342,16552,65,"Alexis Randall",7
"79",746,15255,65,"Erika Osherow",7
"80",603,14483,65,"Mckenzie Murray",7
"81",731,21699,65,"Kellie White",7
"82",748,2385,65,"Morgan Brown",7
"83",8,7250,65,"Courtney Gettins",7
"84",505,7388,65,"Taylor Ginther",7
"85",579,16985,65,"Madison Riggle",7
"86",104,14887,65,"Felisha Noriega",7
"87",285,8833,65,"Alexandra Held",7
"88",371,5267,65,"Keenan Dolezal",7
"89",1320,3982,65,"Alex Cook",7
"90",334,16784,65,"Erin Rethlake",7
"91",489,13923,91,"Courtney Mirabella",8
"92",67,5432,91,"Jessica Dreswick",8
"93",219,6518,91,"Morgan Florey",8
"94",756,401,91,"Taran Alvelo",8
"95",497,20413,91,"Hope Trautwein",8
"96",529,10986,91,"Megan Kleist",8
"97",529,5801,91,"Miranda Elish",8
"98",651,4102,91,"Georgina Corrick",8
"99",756,16064,91,"Gabbie Plain",8
"100",635,2850,91,"Reganne Camp",8
"101",193,21783,91,"Amelia Wiercioch",8
"102",504,4235,91,"Brooke Craig",8
"103",692,21137,91,"Taylor Waldrop",8
"104",648,15091,91,"Kelsey Oh",8
"105",28600,10462,91,"Mandy Jordan",8
"106",404,14769,91,"Mariah Nichols",8
"107",731,9696,91,"Delaney Hull",8
"108",817,2520,91,"Elle Buffenbarger",8
"109",600,18838,91,"Adrian Smith",8
"110",66,2247,91,"Kelsey Broadus",8
"111",204,20505,91,"Trisha Trujillo",8
"112",87,5361,91,"Kaitlin Doud",8
"113",316,14166,91,"Seana Mora",8
"114",2743,8946,91,"Breanna Hernandez",8
"115",193,9625,91,"Katherine Huey",8
"116",513,1449,91,"Katie Beriont",8
"117",153,8684,91,"Jessica Hay",8
