"","team_id","player_id","rank","player","k_7"
"1",601,77208,1,"Lindsey Thayer","11.4"
"2",615,29716,2,"Julie Graf","10.8"
"3",120,58446,3,"Amanda Osterhus","10.6"
"4",1064,69231,4,"Elisabeth Schaffer","10.6"
"5",1451,66584,5,"Jazmyn Rohrer","10.2"
"6",300,83682,6,"Ally Wiegand","10.2"
"7",114,27969,7,"Anna Gernant","10.1"
"8",745,36961,8,"Hanna Hull"," 9.9"
"9",286,39442,9,"Sydney Jones"," 9.8"
"10",24,79385,10,"Lorena Ukanwa"," 9.5"
"11",712,55683,11,"Alanna Namit"," 9.3"
"12",973,36440,12,"Kassie Howard"," 9.3"
"13",1468,15152,13,"Cindy Connoly"," 9.1"
"14",531,38861,14,"Gabby Johnson"," 8.9"
"15",28749,54683,15,"Renae Morton"," 8.9"
"16",804,32200,16,"Macy Hanson"," 8.9"
"17",279,80824,17,"Diamond Villegas"," 8.7"
"18",30044,67313,18,"Jess Rozick"," 8.6"
"19",20220,61931,19,"Lorrin Pondo"," 8.3"
"20",18,83775,20,"Jessica Wilcox"," 8.2"
"21",815,45329,21,"Ginger Lewis"," 8.2"
"22",217,73932,22,"Jacqueline Spizizen"," 8.1"
"23",30038,61443,23,"Anna Pipenhagen"," 8.1"
"24",121,30821,24,"Stefanie Guercio"," 8.0"
"25",1305,21777,25,"Krista Earl"," 8.0"
"26",1115,30419,26,"Sydney Griffin"," 7.9"
"27",800,35375,27,"Ashton Hoeppner"," 7.9"
"28",717,79881,28,"Kristi Van meter"," 7.8"
"29",263,16150,29,"Cheyanne Cox"," 7.8"
"30",623,56010,30,"Andi Nelson"," 7.8"
"31",150,57976,31,"Alyssa Olson"," 7.6"
"32",443,57044,32,"Josie Novak"," 7.6"
"33",8911,47868,33,"Abby Mahsem"," 7.6"
"34",1062,1689,34,"Jordan Anderson"," 7.5"
"35",789,21310,35,"Rebecca Duncan"," 7.5"
"36",398,11190,36,"Colleen Campbell"," 7.5"
"37",438,35140,37,"Liz Hippen"," 7.5"
"38",24317,18260,38,"Jordan Day"," 7.5"
"39",565,83580,39,"Candace Whittemore"," 7.4"
"40",177,3467,40,"Emma Baldwin"," 7.4"
"41",775,41565,41,"Aimee Kistner"," 7.4"
"42",805,49641,42,"Bella Matthias"," 7.4"
"43",1094,73464,43,"Madison Sorensen"," 7.4"
"44",44,628,44,"Kaitlyn Aherron"," 7.2"
"45",484,24195,45,"Alexis Ferris"," 7.2"
"46",390,19258,46,"Kara Deppe"," 7.2"
"47",641,5147,47,"Emily Bell"," 7.2"
"48",22626,15735,48,"Jennifer Corona"," 7.1"
"49",303,6285,49,"Emma Bischoff"," 7.1"
"50",122,31827,50,"Ilissa Hamilton"," 7.0"
"51",1255,5846,51,"Sydnee Bessler"," 7.0"
"52",538,56436,52,"Aj Nichols"," 6.7"
"53",805,11083,53,"Julia Camardo"," 6.7"
"54",566,13047,54,"Lindsey Chaney"," 6.7"
"55",549,66134,55,"Liz Rodarte"," 6.7"
"56",2694,59526,56,"Olivia Paszek"," 6.6"
"57",50,60079,57,"Kirsten Pelletier"," 6.6"
"58",1133,39316,58,"Jen Jones"," 6.5"
"59",28593,16819,59,"Haley Crumpton"," 6.5"
"60",396,72849,60,"Katlyn Smith"," 6.5"
"61",802,58919,61,"Anna Palicka"," 6.5"
"62",185,52693,62,"Madison Milaszewski"," 6.3"
"63",372,8327,63,"Samantha Bratland"," 6.3"
"64",238,31019,64,"Kelsi Gunarathne"," 6.3"
"65",24,58797,65,"Gina Pagan"," 6.2"
"66",1340,11583,66,"Theresa Cardello"," 6.2"
"67",30040,58741,67,"Sara Packard"," 6.2"
"68",577,64254,68,"Lexi Reetz"," 6.2"
"69",114,7462,69,"Ellie Borst"," 6.2"
"70",182,34350,70,"Sarah Herold"," 6.1"
"71",259,18609,71,"Jesse Dedomenico"," 6.1"
"72",344,19786,72,"Missy Dieckman-meyer"," 6.1"
"73",259,70861,73,"Lauren Shannon"," 6.1"
"74",12973,62161,74,"Megan Potter"," 6.1"
"75",1450,62520,75,"Katie Price"," 6.0"
"76",139,4383,76,"Aubrey Bates"," 6.0"
"77",517,45513,77,"Kirsten Lightel"," 6.0"
"78",278,54022,78,"Kaitlyn Moore"," 6.0"
"79",30072,47866,79,"Victoria Mahoney"," 5.9"
"80",595,35204,80,"Ally Hjort"," 5.9"
"81",30041,3873,81,"Miranda Barker"," 5.9"
"82",179,74529,82,"Jamie Stefani"," 5.9"
"83",515,78983,83,"Emily Tucci"," 5.8"
"84",8398,1163,84,"Rachel Allen"," 5.8"
"85",453,23853,85,"Haley Fedak"," 5.8"
"86",137,54226,86,"Molly Moran"," 5.8"
"87",633,64559,87,"Morgan Rentzheimer"," 5.7"
"88",398,55778,88,"Ravenne Nasser"," 5.7"
"89",330,74099,89,"Molly St germain"," 5.7"
"90",161,32225,90,"Abigail Haraldson"," 5.7"
"91",467,3784,91,"Taylor Barbour"," 5.7"
"92",730,84313,92,"Kaitlyn Willis"," 5.6"
"93",8567,53004,93,"Sarah Miller"," 5.6"
"94",1254,71733,94,"Jen Sieminski"," 5.6"
"95",28746,69618,95,"Olivia Schneider"," 5.5"
"96",1115,5929,96,"Lily Beurman"," 5.5"
"97",45,64384,97,"Ali Reilly"," 5.5"
"98",215,41049,98,"Megan Kieselback"," 5.5"
"99",8688,63936,99,"Morgan Raymer"," 5.4"
"100",753,32250,100,"Taylor Harcum"," 5.4"
