"","team_id","player_id","rank","player","xbh"
"1",300,5627,1,"Sam Berghoff",38
"2",139,1854,2,"Leah Andrews",34
"3",264,83198,3,"Darice Wheeler",33
"4",789,17183,3,"Lexi Curt",33
"5",160,3509,5,"Melissa Balkema",32
"6",303,4280,6,"Annemarie Bartow",31
"7",30037,25592,6,"Kaylee Fox",31
"8",139,57733,8,"Patty maye Ohanian",30
"9",622,61260,9,"Annie Pietanza",29
"10",42,81414,10,"Elaine Walker",28
"11",303,64621,10,"Ashley Rey",28
"12",122,20831,12,"Nicole Doyle",27
"13",296,7864,12,"Jenna Boyajian",27
"14",329,65593,12,"Cayleen Rizo",27
"15",492,52841,12,"Emily Miller",27
"16",531,50702,12,"Bailey Mcelwain",27
"17",542,71235,12,"Vada blue Sherrill",27
"18",987,36755,12,"Brittany Huff",27
"19",24317,197,12,"Ashleigh Acker",27
"20",125,21369,20,"Anna Dunn",26
"21",372,75464,20,"Anna Strien",26
"22",745,36516,20,"Cassetty Howerin",26
"23",1111,39160,20,"Kate Jolliff rosado",26
"24",8688,21299,20,"Makenzie Duncan",26
"25",259,1651,25,"Carly Anderson",25
"26",411,24710,25,"Carrie Fix",25
"27",549,18465,25,"Izzy Deatherage",25
"28",778,77701,25,"Kelly Thornton",25
"29",1192,43259,25,"Laurren Ladwig",25
"30",20220,73165,25,"Emily Snow",25
"31",30064,56758,25,"Shelby Noel",25
"32",215,10072,32,"Olivia Burgos",24
"33",296,13483,32,"Emily Chitwood",24
"34",296,48105,32,"Angie Malsack",24
"35",525,6813,32,"Kinslea Blouin",24
"36",673,20968,32,"Kristen Drobiak",24
"37",684,76311,32,"Payton Sylvester",24
"38",789,55313,32,"Mackenzie Murphy",24
"39",973,49413,32,"Bayleigh Masterson",24
"40",973,23857,32,"Elisabeth Federici",24
"41",987,50693,32,"Josie Mcelroy",24
"42",1062,68209,32,"Sabrina Salts",24
"43",1179,24859,32,"Cheyenne Fletcher",24
"44",30037,32808,32,"Makenna Hartline",24
"45",30160,71781,32,"Taylor Sile",24
"46",182,70278,46,"Lauren Secaras",23
"47",286,64453,46,"Hayley Reitsma",23
"48",335,24469,46,"Grace Finn",23
"49",396,11253,46,"Taylor Campbell",23
"50",398,28815,46,"Devon Goetz",23
"51",443,73855,46,"Kat Spilman",23
"52",455,36870,46,"Krissy Hughes",23
"53",479,41274,46,"Diana King",23
"54",542,60173,46,"Makenzie Pennell",23
"55",622,14821,46,"Leanne Collins",23
"56",684,86669,46,"Ashley Zulla",23
"57",779,2608,46,"Jade Assad",23
"58",1112,16409,46,"Makayla Crawford",23
"59",1179,58082,46,"Melanie Oord",23
"60",1203,81689,46,"Devon Walter",23
"61",1254,23531,46,"Kierstin Fallers",23
"62",1450,77012,46,"Amber Tepen",23
"63",16142,10498,46,"Amanda Butera",23
"64",24317,18256,46,"Jordan Day",23
"65",259,72941,65,"Morgan Smith",22
"66",279,19623,65,"Maranda Diaz",22
"67",300,26332,65,"Shelby Fulk",22
"68",372,75059,65,"Natalie Stockman",22
"69",382,19799,65,"Dolores Diemicke",22
"70",398,81003,65,"Sarah Von ahn",22
"71",411,16490,65,"Erin Cressman",22
"72",532,58017,65,"Elizabeth Olszewski",22
"73",601,42867,65,"Sarah Kubik",22
"74",618,69424,65,"Maggie Schley",22
"75",622,25652,65,"Dakotah Fraley",22
"76",751,39041,65,"Rachel Johnson",22
"77",807,66994,65,"Marina Roski",22
"78",808,6192,65,"Ama Biney",22
"79",815,51736,65,"Ashley Meekins",22
"80",1179,14252,65,"Makenna Clizer",22
"81",2694,76634,65,"Alexis Tarver",22
"82",8530,65395,65,"Rachel Ripley",22
"83",122,78738,83,"Grace Tritchler",21
"84",150,57220,83,"Allie O'brien",21
"85",168,57362,83,"Kelly O'gorman",21
"86",278,51054,83,"Abbey Mckee",21
"87",420,48157,83,"Melanie Mandell",21
"88",443,82574,83,"Brooke Wehr",21
"89",451,33720,83,"Rachel Heizer",21
"90",542,53103,83,"Kiana Millsaps",21
"91",547,30562,83,"Jennifer Groat",21
"92",618,8448,83,"Alexa Bremer",21
"93",770,57060,83,"Kayla Nowak",21
"94",1094,8347,83,"Roni Braun",21
"95",1254,69582,83,"Jackie Schneider",21
"96",1340,2167,83,"Kristen Arbiter",21
"97",8981,36064,83,"Jamie Hopgood",21
"98",14795,69569,83,"Molly Schnaubelt",21
"99",28593,16816,83,"Haley Crumpton",21
"100",28749,55081,83,"Brittany Mumford",21
