"","team_id","player_id","rank","player","ip"
"1",457,15963,1,"Brittany Pickett",299.2
"2",670,17614,2,"Randi Rupp",278.1
"3",128,21677,3,"Alea White",266.2
"4",244,1479,4,"Lindsey Bert",259
"5",600,20396,5,"Abby Trahan",255.2
"6",428,6394,6,"Amber Fiser",244.1
"7",255,469,7,"Emily Anderson",244
"8",671,5851,8,"Summer Ellyson",238
"9",288,8793,9,"Savannah Heebner",237.2
"10",719,21390,10,"Emily Watson",235.2
"11",519,19468,11,"Danielle Stiene",232.1
"12",659,10352,12,"Brianna Jones",232
"13",493,18369,13,"Jacquelyn Sertic",230.1
"14",513,9345,14,"Alexis Holloway",228
"15",315,18706,15,"Faith Sims",227.2
"16",489,13923,15,"Courtney Mirabella",227.2
"17",646,2336,15,"Devin Brown",227.2
"18",68,5458,18,"Ali Dubois",225.2
"19",317,277,19,"Odicci Alexander",225.1
"20",810,18428,20,"Ashley Sharp",224.2
"21",28,10492,21,"Giselle Juarez",224.1
"22",51,17248,22,"Gia Rodoni",223.2
"23",283,4086,23,"Sarah Cornell",222.1
"24",404,18957,23,"Molly Smith",222.1
"25",711,4899,23,"Megan Dejter",222.1
"26",702,15947,26,"Randy Phillips",222
"27",370,943,27,"Hannah Bandimere",220.2
"28",2,14937,28,"Hannah Null",220.1
"29",418,1253,29,"Meghan Beaubien",217
"30",694,656,29,"Caylan Arnold",217
"31",502,20942,31,"Valerie Vidal",215.1
"32",235,1059,32,"Kelly Barnhill",214.1
"33",31,8180,33,"Mary Haff",213.1
"34",102,12982,34,"Celina Matthias",212.2
"35",563,14275,35,"Abby Morrow",211.1
"36",67,5432,36,"Jessica Dreswick",210.2
"37",363,7175,37,"Sydney Gay",209.2
"38",782,11494,37,"Bailey Lange",209.2
"39",110,7044,39,"Rachel Garcia",208
"40",2711,12993,40,"Sydney Matzko",206.2
"41",201,22100,41,"Jessica Wireman",205.1
"42",234,8393,42,"Kylee Hanson",204.2
"43",352,2031,42,"Parker Boyd",204.2
"44",219,6518,44,"Morgan Florey",199.2
"45",228,2366,45,"Kyaira Brown",198.2
"46",306,20402,45,"Tara Trainer",198.2
"47",234,10895,47,"Meghan King",198
"48",312,5323,48,"Allison Doocy",197.2
"49",458,22110,48,"Haley Wiseman",197.2
"50",277,20183,50,"Dana Thomsen",197.1
"51",419,10111,51,"Cori Jennings",197
"52",107,3932,52,"Zoe Conley",195.2
"53",202,15625,52,"Mollie Paulick",195.2
"54",490,21192,54,"Devin Wallace",194.2
"55",700,5712,55,"Erin Edmoundson",193.1
"56",2699,15306,56,"Megan Overton",193
"57",10411,1573,56,"Christina Biggerstaff",193
"58",156,9800,58,"Bridgette Hutton",191.2
"59",439,16996,58,"Amanda Riley",191.2
"60",463,9913,60,"Kaylan Jablonski",191.1
"61",365,21210,61,"Allie Walljasper",191
"62",528,13059,61,"Mariah Mazon",191
"63",83,7196,63,"Raeanne Geffert",190.2
"64",316,1591,64,"Alyssa Bilodeau",190
"65",562,9023,65,"Casey Herzog",189.2
"66",111,13939,66,"Tayler Misfeldt",189.1
"67",47,13760,67,"Aeshia Miles",189
"68",725,19247,68,"Courtney Springman",188.1
"69",756,401,69,"Taran Alvelo",188
"70",108,22356,70,"Brooke Yanez",187.2
"71",509,21836,70,"Kenna Wilkey",187.2
"72",522,15509,70,"Paige Parker",187.2
"73",254,10118,73,"Kinsley Jennings",187.1
"74",649,9440,74,"Madison Hope",187
"75",742,5668,74,"Carrie Eberle",187
"76",430,21265,76,"Holly Ward",186
"77",459,1215,76,"Alicia Bazonski",186
"78",709,13899,76,"Kailey Minarchick",186
"79",498,14487,79,"Paige Murray",185.2
"80",739,415,80,"Anissa Amarillas",185.1
"81",43,16435,81,"Morgan Rackel",184.1
"82",367,8908,82,"Megan Hensley",184
"83",371,10405,82,"Kiley Jones",184
"84",37,3003,84,"Kaylee Carlson",183.2
"85",433,11726,84,"Kaitlin Lee",183.2
"86",497,20413,84,"Hope Trautwein",183.2
"87",165,5145,87,"Madison Didion",182.3
"88",392,4981,88,"Ryan Denhart",181.2
"89",14927,11710,88,"Brooklin Lee",181.2
"90",101,10005,90,"Jillian James",181
"91",231,17713,90,"Shannon Saile",181
"92",695,16971,90,"Hannah Ridolfi",181
"93",1014,1467,93,"Izzy Berouty",180.2
"94",229,2496,94,"Tatum Buckley",180.1
"95",331,9597,94,"Madi Huck",180.1
"96",1092,21291,96,"Ashley Wark",180
"97",529,10986,97,"Megan Kleist",179.2
"98",706,6643,97,"Lizzy Fox",179.2
"99",609,790,99,"Maddie Baalman",178
"100",648,5447,100,"Cayla Drotar",177.2
"101",676,18624,100,"Makayla Sikes",177.2
