"","team_id","player_id","rank","player","k_7"
"1",688,17382,1,"Alexa Romero","10.9"
"2",189,14732,2,"Nicole Newman","10.9"
"3",219,6518,3,"Morgan Florey","10.6"
"4",110,7044,4,"Rachel Garcia","10.6"
"5",235,1059,5,"Kelly Barnhill","10.6"
"6",231,17713,6,"Shannon Saile","10.3"
"7",529,5801,7,"Miranda Elish","10.0"
"8",590,15201,8,"Emily Orosco"," 9.7"
"9",244,1479,9,"Lindsey Bert"," 9.5"
"10",8,15261,10,"Alexis Osorio"," 9.5"
"11",28,10492,11,"Giselle Juarez"," 9.5"
"12",489,13923,12,"Courtney Mirabella"," 9.4"
"13",493,18369,13,"Jacquelyn Sertic"," 9.3"
"14",257,7773,14,"Brittany Gray"," 9.2"
"15",459,2466,15,"Stephanie Bryden"," 9.2"
"16",719,21390,16,"Emily Watson"," 9.1"
"17",756,401,17,"Taran Alvelo"," 9.0"
"18",1157,7806,18,"Abigail Green"," 8.9"
"19",99,13702,19,"Cielo Meza"," 8.9"
"20",176,14155,20,"Pat Moore"," 8.8"
"21",529,10986,21,"Megan Kleist"," 8.6"
"22",430,11063,22,"Cassady Knudsen"," 8.6"
"23",418,1253,23,"Meghan Beaubien"," 8.6"
"24",519,19468,24,"Danielle Stiene"," 8.5"
"25",51,17248,25,"Gia Rodoni"," 8.4"
"26",10411,1573,26,"Christina Biggerstaff"," 8.3"
"27",14927,11710,27,"Brooklin Lee"," 8.3"
"28",234,8393,28,"Kylee Hanson"," 8.2"
"29",201,22100,29,"Jessica Wireman"," 8.2"
"30",235,15053,30,"Aleshia Ocasio"," 8.2"
"31",31,8180,31,"Mary Haff"," 8.2"
"32",107,5546,32,"Kamalani Dung"," 8.1"
"33",365,9430,33,"Carley Hoover"," 8.1"
"34",439,16996,34,"Amanda Riley"," 8.0"
"35",670,17614,35,"Randi Rupp"," 8.0"
"36",522,15509,36,"Paige Parker"," 7.9"
"37",732,21014,37,"Miranda Viramontes"," 7.8"
"38",771,9875,38,"Emily Ira"," 7.8"
"39",43,16435,39,"Morgan Rackel"," 7.8"
"40",189,20251,40,"Nicole Timmons"," 7.7"
"41",283,4086,41,"Sarah Cornell"," 7.7"
"42",735,15354,42,"Kelsie Packard"," 7.6"
"43",756,16064,43,"Gabbie Plain"," 7.6"
"44",306,20402,44,"Tara Trainer"," 7.6"
"45",400,15122,45,"Kiara Oliver"," 7.6"
"46",169,13823,46,"Kiele Miller"," 7.6"
"47",416,22486,47,"Kristina Zalewski"," 7.5"
"48",66,2247,48,"Kelsey Broadus"," 7.5"
"49",572,17327,49,"Becca Rogers"," 7.4"
"50",28600,10462,50,"Mandy Jordan"," 7.3"
"51",694,656,51,"Caylan Arnold"," 7.3"
"52",703,1848,52,"Brooke Bolinger"," 7.3"
"53",370,22029,53,"Linnay Wilson"," 7.3"
"54",416,16465,54,"Bridgette Rainey"," 7.3"
"55",312,5323,55,"Allison Doocy"," 7.3"
"56",732,5320,56,"Katie Donovan"," 7.2"
"57",669,10675,57,"Holly Kelley"," 7.2"
"58",646,2336,58,"Devin Brown"," 7.1"
"59",660,9857,59,"Emily Ingles"," 7.1"
"60",108,22356,60,"Brooke Yanez"," 7.1"
"61",220,15403,61,"Destinee Pallotto"," 7.0"
"62",176,22574,62,"Missy Zoch"," 7.0"
"63",404,18957,63,"Molly Smith"," 6.9"
"64",165,5145,64,"Madison Didion"," 6.9"
"65",172,6041,65,"Breanna Ethridge"," 6.9"
"66",817,2520,66,"Elle Buffenbarger"," 6.8"
"67",648,15091,67,"Kelsey Oh"," 6.8"
"68",102,12982,68,"Celina Matthias"," 6.8"
"69",428,6394,69,"Amber Fiser"," 6.8"
"70",87,7758,70,"Alyssa Graves"," 6.8"
"71",458,22110,71,"Haley Wiseman"," 6.8"
"72",107,3932,72,"Zoe Conley"," 6.8"
"73",111,13939,73,"Tayler Misfeldt"," 6.7"
"74",234,10895,74,"Meghan King"," 6.7"
"75",317,277,75,"Odicci Alexander"," 6.7"
"76",184,13005,76,"Ashley Mauser"," 6.7"
"77",175,3171,77,"Manda Cash"," 6.7"
"78",651,4102,78,"Georgina Corrick"," 6.7"
"79",96,5652,79,"Danielle East"," 6.6"
"80",202,15625,80,"Mollie Paulick"," 6.5"
"81",430,21265,81,"Holly Ward"," 6.5"
"82",67,6738,82,"Allyson Frei"," 6.5"
"83",1157,4497,83,"Alley Cutting"," 6.5"
"84",671,5851,84,"Summer Ellyson"," 6.5"
"85",306,7621,85,"Emily Goodin"," 6.5"
"86",603,14263,86,"Madison Morris"," 6.4"
"87",518,16611,87,"Morgan Ray"," 6.4"
"88",414,20950,88,"Courtney Vierstra"," 6.4"
"89",47,21996,89,"Carolyn Wilmes"," 6.4"
"90",497,20413,90,"Hope Trautwein"," 6.4"
"91",659,10352,91,"Brianna Jones"," 6.4"
"92",352,2031,92,"Parker Boyd"," 6.4"
"93",66,12582,93,"Gianna Mancha"," 6.4"
"94",648,16477,94,"Dixie Raley"," 6.3"
"95",248,551,95,"Bekah Ansbro"," 6.3"
"96",562,9023,96,"Casey Herzog"," 6.3"
"97",198,15086,97,"Madison Ogle"," 6.2"
"98",576,15161,99,"Emily Oltman"," 6.2"
"99",676,8063,99,"Callee Guffey"," 6.2"
"100",71,13836,100,"Meredith Miller"," 6.2"
