"","team_id","player_id","rank","player","so"
"1",244,1479,1,"Lindsey Bert",353
"2",235,1059,2,"Kelly Barnhill",324
"3",670,17614,3,"Randi Rupp",317
"4",110,7044,4,"Rachel Garcia",315
"5",493,18369,5,"Jacquelyn Sertic",307
"6",719,21390,6,"Emily Watson",306
"7",489,13923,6,"Courtney Mirabella",306
"8",28,10492,8,"Giselle Juarez",305
"9",219,6518,9,"Morgan Florey",303
"10",519,19468,10,"Danielle Stiene",281
"11",51,17248,11,"Gia Rodoni",268
"12",231,17713,12,"Shannon Saile",267
"13",418,1253,13,"Meghan Beaubien",266
"14",688,17382,14,"Alexa Romero",264
"15",31,8180,15,"Mary Haff",249
"16",529,5801,15,"Miranda Elish",249
"17",283,4086,17,"Sarah Cornell",245
"18",189,14732,17,"Nicole Newman",245
"19",756,401,19,"Taran Alvelo",242
"20",234,8393,20,"Kylee Hanson",241
"21",201,22100,21,"Jessica Wireman",240
"22",428,6394,22,"Amber Fiser",237
"23",646,2336,23,"Devin Brown",231
"24",10411,1573,24,"Christina Biggerstaff",229
"25",8,15261,24,"Alexis Osorio",229
"26",694,656,26,"Caylan Arnold",227
"27",529,10986,27,"Megan Kleist",221
"28",671,5851,28,"Summer Ellyson",220
"29",404,18957,28,"Molly Smith",220
"30",439,16996,30,"Amanda Riley",219
"31",99,13702,30,"Cielo Meza",219
"32",457,15963,32,"Brittany Pickett",216
"33",317,277,32,"Odicci Alexander",216
"34",306,20402,32,"Tara Trainer",216
"35",14927,11710,35,"Brooklin Lee",215
"36",522,15509,36,"Paige Parker",213
"37",659,10352,37,"Brianna Jones",212
"38",102,12982,38,"Celina Matthias",207
"39",312,5323,39,"Allison Doocy",205
"40",43,16435,40,"Morgan Rackel",204
"41",590,15201,41,"Emily Orosco",198
"42",2,14937,42,"Hannah Null",194
"43",255,469,43,"Emily Anderson",193
"44",68,5458,44,"Ali Dubois",192
"45",235,15053,44,"Aleshia Ocasio",192
"46",458,22110,46,"Haley Wiseman",191
"47",234,10895,47,"Meghan King",190
"48",108,22356,47,"Brooke Yanez",190
"49",107,3932,49,"Zoe Conley",189
"50",352,2031,50,"Parker Boyd",187
"51",600,20396,51,"Abby Trahan",186
"52",365,9430,51,"Carley Hoover",186
"53",107,5546,51,"Kamalani Dung",186
"54",67,5432,54,"Jessica Dreswick",184
"55",782,11494,54,"Bailey Lange",184
"56",202,15625,56,"Mollie Paulick",182
"57",111,13939,56,"Tayler Misfeldt",182
"58",165,5145,58,"Madison Didion",181
"59",756,16064,58,"Gabbie Plain",181
"60",513,9345,60,"Alexis Holloway",179
"61",128,21677,61,"Alea White",175
"62",430,21265,62,"Holly Ward",173
"63",400,15122,62,"Kiara Oliver",173
"64",363,7175,64,"Sydney Gay",171
"65",562,9023,64,"Casey Herzog",171
"66",660,9857,66,"Emily Ingles",170
"67",416,22486,66,"Kristina Zalewski",170
"68",771,9875,66,"Emily Ira",170
"69",497,20413,69,"Hope Trautwein",168
"70",175,3171,70,"Manda Cash",166
"71",651,4102,71,"Georgina Corrick",164
"72",1157,7806,71,"Abigail Green",164
"73",315,18706,73,"Faith Sims",163
"74",502,20942,74,"Valerie Vidal",162
"75",2699,15306,74,"Megan Overton",162
"76",414,20950,76,"Courtney Vierstra",161
"77",1157,4497,76,"Alley Cutting",161
"78",459,2466,78,"Stephanie Bryden",160
"79",47,13760,79,"Aeshia Miles",159
"80",176,14155,80,"Pat Moore",158
"81",96,5652,81,"Danielle East",155
"82",101,10005,82,"Jillian James",153
"83",83,7196,83,"Raeanne Geffert",152
"84",725,19247,83,"Courtney Springman",152
"85",466,10131,85,"Julia Jensen",151
"86",71,13836,85,"Meredith Miller",151
"87",288,8793,87,"Savannah Heebner",150
"88",465,15885,87,"Janine Petmecky",150
"89",370,22029,87,"Linnay Wilson",150
"90",509,21836,90,"Kenna Wilkey",148
"91",28755,16562,90,"Riley Randolph",148
"92",198,15086,92,"Madison Ogle",147
"93",169,13823,92,"Kiele Miller",147
"94",277,20183,94,"Dana Thomsen",146
"95",518,16611,95,"Morgan Ray",145
"96",28600,10462,95,"Mandy Jordan",145
"97",365,21210,97,"Allie Walljasper",143
"98",2711,12993,98,"Sydney Matzko",142
"99",220,15403,98,"Destinee Pallotto",142
"100",528,13059,100,"Mariah Mazon",141
"101",67,6738,100,"Allyson Frei",141
