"","last_team","player_id","player","teams","seasons","first","last","headshot","...1","team_id","division"
"227","Miami-Hamilton",29359,"Abby Goodpastor","Miami-Hamilton","2025","Abby","Goodpastor",NA,NA,NA,"D-III"
"228","WashU",29710,"Abby Graegin","WashU","2018+2019","Abby","Graegin",NA,974,755,"D-III"
"229","Saint Benedict",29735,"Abby Graham","Saint Benedict","2020","Abby","Graham",NA,906,595,"D-III"
"230","Curry",30149,"Abby Greene","Curry","2025","Abby","Greene",NA,682,170,"D-III"
"231","St. Olaf",30548,"Abby Grismer","St. Olaf","2018+2019+2020+2024+2022+2021","Abby","Grismer",NA,937,615,"D-III"
"232","Wittenberg",31255,"Abby Haab","Wittenberg","2016+2017+2018","Abby","Haab",NA,1008,806,"D-III"
"233","VTSU Castleton",31321,"Abby Hacker","VTSU Castleton","2024+2025","Abby","Hacker",NA,965,123,"D-III"
"234","Wis. Lutheran",31444,"Abby Hahm","Wis. Lutheran","2024+2025","Abby","Hahm",NA,999,8911,"D-III"
"235","Wheaton (IL)",31985,"Abby Hancock","Wheaton (IL)","2016+2017+2018+2019","Abby","Hancock",NA,988,778,"D-III"
"236","Carroll (MT)",32068,"Abby Hanley","Carroll (MT)","2021+2022+2023+2020","Abby","Hanley",NA,NA,NA,"D-III"
"237","Wis.-Eau Claire",32133,"Abby Hansen","Wis.-Eau Claire","2016","Abby","Hansen",NA,1000,793,"D-III"
"238","UChicago",33265,"Abby Hayes","Tulsa + UChicago","2025+2018+2019+2020+2024","Abby","Hayes",NA,958,137,"D-III"
"239","LaGrange",33615,"Abby Hefner","LaGrange","2023+2024+2025","Abby","Hefner",NA,768,1162,"D-III"
"240","Lakeland",33720,"Abby Heitman","Lakeland","2023+2024+2025","Abby","Heitman",NA,770,1164,"D-III"
"241","Plymouth St.",33849,"Abby Henderson","Coastal Carolina + Lesley + Plymouth St.","2024+2016+2017+2018+2020+2025","Abby","Henderson",NA,869,548,"D-III"
"242","Franklin",34696,"Abby Hickson","Franklin","2018+2019+2020+2024","Abby","Hickson",NA,717,2694,"D-III"
"243","Westfield St.",34731,"Abby Higgins","Westfield St.","2022+2023","Abby","Higgins",NA,985,777,"D-III"
"244","Manchester",34807,"Abby Hile","Manchester","2024","Abby","Hile",NA,791,1192,"D-III"
"245","Pitt.-Bradford",35077,"Abby Hinkley","Pitt.-Bradford","2020+2024+2021","Abby","Hinkley",NA,866,1315,"D-III"
"246","Augustana (IL)",35155,"Abby Hironimus","Augustana (IL)","2025","Abby","Hironimus",NA,617,40,"D-III"
"247","SUNY Potsdam",35285,"Abby Hodgdon","SUNY Potsdam","2017+2018+2019+2020+2024","Abby","Hodgdon",NA,905,552,"D-III"
"248","Centenary (LA)",35328,"Abby Hodgson","Centenary (LA)","2023","Abby","Hodgson",NA,658,125,"D-III"
"249","Adrian",35387,"Abby Hoff","Adrian","2023+2024+2025","Abby","Hoff",NA,600,4,"D-III"
"250","La Roche",35396,"Abby Hoffman","La Roche","2020+2024+2022+2023","Abby","Hoffman",NA,766,1163,"D-III"
"251","Me.-Presque Isle",36011,"Abby Hooper","Me.-Presque Isle","2024+2021","Abby","Hooper",NA,807,30040,"D-III"
"252","Hanover",36150,"Abby Horn","Hanover","2025","Abby","Horn",NA,734,1115,"D-III"
"253","Wis.-Platteville",38240,"Abby Jaques","Wis.-Platteville","2018","Abby","Jaques",NA,1003,800,"D-III"
"254","Moravian",38382,"Abby Jeffries","Moravian","2016+2017","Abby","Jeffries",NA,821,443,"D-III"
"255","Juniata",38716,"Abby John","Juniata","2022+2023+2024+2025","Abby","John",NA,757,325,"D-III"
"256","Arcadia",39187,"Abby Jones","Tulsa + Arcadia","2020+2021+2022+2023+2024+2025","Abby","Jones",NA,614,966,"D-III"
"257","Huntington",40218,"Abby Keaffaber","Huntington","2017","Abby","Keaffaber",NA,NA,NA,"D-III"
"258","Blue Mountain (MS)",40426,"Abby Keller","Blue Mountain (MS)","2025","Abby","Keller",NA,NA,NA,"D-III"
"259","Plymouth St.",40681,"Abby Kenison","Plymouth St.","2024+2022+2023","Abby","Kenison",NA,869,548,"D-III"
"260","Concordia Wisconsin",40878,"Abby Kerrins","Concordia Wisconsin","2020+2024+2022+2023","Abby","Kerrins",NA,676,1036,"D-III"
"261","Rhode Island Col.",41003,"Abby Kidd","Rhode Island Col.","2022+2023+2024+2025","Abby","Kidd",NA,881,571,"D-III"
"262","Ripon",41240,"Abby King","Mars Hill + Lake Forest + Avila + Ripon","2023+2024+2025+2016+2017+2018","Abby","King",NA,883,577,"D-III"
"263","Dickinson",42131,"Abby Kohan","Dickinson","2023+2024+2025","Abby","Kohan",NA,690,185,"D-III"
"264","Finlandia",42181,"Abby Kolek","Finlandia","2018","Abby","Kolek",NA,NA,NA,"D-III"
"265","Amherst",42243,"Abby Kong","Amherst","2023+2024+2025","Abby","Kong",NA,611,24,"D-III"
"266","Keuka",42846,"Abby Kruse","Keuka","2024","Abby","Kruse",NA,762,1159,"D-III"
"267","U New England",43458,"Abby Lambert","U New England","2016","Abby","Lambert",NA,957,1255,"D-III"
"268","Dallas",44074,"Abby Lasley","Dallas","2023+2024","Abby","Lasley",NA,683,1044,"D-III"
"269","Southern Me.",44609,"Abby Lee","Southern Me.","2024+2025","Abby","Lee",NA,924,662,"D-III"
"270","Marietta",45289,"Abby Lewis","Marietta","2019+2020","Abby","Lewis",NA,795,385,"D-III"
"271","Muhlenberg",45486,"Abby Liebowitz","Muhlenberg","2024+2025","Abby","Liebowitz",NA,828,453,"D-III"
"272","New Hampshire",45688,"Abby Lineman","Southern N.H. + New Hampshire","2023+2024+2025","Abby","Lineman",NA,NA,NA,"D-III"
"273","Haverford",45834,"Abby Litchfield","Haverford","2023+2024+2025","Abby","Litchfield",NA,738,276,"D-III"
"274","Lynchburg",46032,"Abby Lockhart","Lynchburg","2023+2024","Abby","Lockhart",NA,783,374,"D-III"
"275","Cal Lutheran",46053,"Abby Lockmann","Cal Lutheran","2023","Abby","Lockmann",NA,648,105,"D-III"
"276","Wilmington (OH)",46070,"Abby Lodewyck","Wilmington (OH)","2024","Abby","Lodewyck",NA,997,1461,"D-III"
"277","Salisbury",47412,"Abby Mace","Salisbury","2021+2020+2024+2022+2023","Abby","Mace",NA,913,622,"D-III"
"278","Wis. Lutheran",47868,"Abby Mahsem","Wis. Lutheran","2016+2017+2018+2019","Abby","Mahsem",NA,999,8911,"D-III"
"279","Dominican (IL)",47885,"Abby Maike","Dominican (IL)","2016+2017","Abby","Maike",NA,691,1332,"D-III"
"280","Louisiana Col.",47889,"Abby Maillet","Louisiana Col.","2016","Abby","Maillet",NA,NA,NA,"D-III"
"281","Haverford",48708,"Abby Marquis","Haverford","2020+2024+2022+2023","Abby","Marquis",NA,738,276,"D-III"
"282","Misericordia",49286,"Abby Marzzacco","Misericordia","2016+2017+2018","Abby","Marzzacco",NA,817,16142,"D-III"
"283","Dubuque",50029,"Abby Mcbee","Dubuque","2019+2020","Abby","Mcbee",NA,693,192,"D-III"
"284","Endicott",50213,"Abby Mcclaflin","Endicott","2024+2025","Abby","Mcclaflin",NA,708,8981,"D-III"
"285","Lebanon Valley",50702,"Abby Mcelroy","Lebanon Valley","2025","Abby","Mcelroy",NA,775,351,"D-III"
"286","Ferrum",50944,"Abby Mcguire","Ferrum","2023","Abby","Mcguire",NA,712,225,"D-III"
"287","Cairn",51025,"Abby Mcintyre","Cairn","2023+2024+2025","Abby","Mcintyre",NA,647,1305,"D-III"
"288","VTSU-Johnson",51539,"Abby Mcrae","VTSU-Johnson","2016+2017+2018","Abby","Mcrae",NA,967,324,"D-III"
"289","Wis.-Oshkosh",52103,"Abby Menting","Wis.-Oshkosh","2016+2017+2018+2019","Abby","Menting",NA,1002,798,"D-III"
"290","Rutgers-Camden",52259,"Abby Merryman","Rutgers-Camden","2016","Abby","Merryman",NA,893,588,"D-III"
"291","Simpson",52403,"Abby Meyer","Ferris St. + Simpson","2023+2024+2025+2022","Abby","Meyer",NA,921,641,"D-III"
"292","Southern Me.",53156,"Abby Miner","U New England + Southern Me.","2022+2023+2024","Abby","Miner",NA,924,662,"D-III"
"293","Wis.-Superior",53339,"Abby Mitchell","Fairleigh Dickinson + FDU + Utah Tech + Central Conn. St. + Ferris St. + Wis.-Superior","2023+2024+2025+2021+2022","Abby","Mitchell",NA,1006,804,"D-III"
"294","Belhaven",53683,"Abby Mondy","Belhaven","2019+2020","Abby","Mondy",NA,625,30197,"D-III"
"295","Keene St.",53712,"Abby Monkevicz","Keene St.","2024+2025","Abby","Monkevicz",NA,760,330,"D-III"
"296","Utica",53722,"Abby Monroe","Utica","2016","Abby","Monroe",NA,964,733,"D-III"
"297","Amherst",54235,"Abby Moravek","Amherst","2024+2025","Abby","Moravek",NA,611,24,"D-III"
"298","Wentworth",54402,"Abby Morin","Wentworth","2019+2020+2024+2022","Abby","Morin",NA,980,762,"D-III"
"299","Gordon",55376,"Abby Murray","Gordon","2023+2024","Abby","Murray",NA,724,1099,"D-III"
"300","Berea",55756,"Abby Nash","Berea","2017+2018+2019+2020","Abby","Nash",NA,628,30171,"D-III"
"301","JWU (Providence)",56152,"Abby Nerseian","JWU (Providence)","2025","Abby","Nerseian",NA,754,22626,"D-III"
"302","St. Olaf",56239,"Abby Nevin","St. Olaf","2023+2024+2025","Abby","Nevin",NA,937,615,"D-III"
"303","Eureka",56351,"Abby Newmister","Eureka","2024+2022","Abby","Newmister",NA,709,218,"D-III"
"304","Medaille",56535,"Abby Nicometi","Medaille","2017+2018+2019+2020","Abby","Nicometi",NA,NA,NA,"D-III"
"305","Thomas (ME)",56559,"Abby Nielsen","Thomas (ME)","2018","Abby","Nielsen",NA,950,2758,"D-III"
"306","Saint Mary's (MN)",56732,"Abby Nobisch","Saint Mary's (MN)","2022+2023+2024","Abby","Nobisch",NA,909,612,"D-III"
"307","Chris. Newport",57221,"Abby Nyquist","Chris. Newport","2018","Abby","Nyquist",NA,664,139,"D-III"
"308","Haverford",57920,"Abby Olivier","Haverford","2022+2023+2024+2025","Abby","Olivier",NA,738,276,"D-III"
"309","Wesleyan (CT)",58251,"Abby Orso","Colby + Wesleyan (CT)","2022+2023+2024+2025","Abby","Orso",NA,981,764,"D-III"
"310","Bethel (MN)",58513,"Abby Otterness","Bethel (MN)","2024+2025","Abby","Otterness",NA,632,60,"D-III"
"311","Averett",58590,"Abby Owen","Averett","2023+2024+2025","Abby","Owen",NA,620,44,"D-III"
"312","St. John Fisher",59318,"Abby Parks","St. John Fisher","2022+2023+2024","Abby","Parks",NA,930,601,"D-III"
"313","Puget Sound",59893,"Abby Pearce","Puget Sound","2022+2023+2024","Abby","Pearce",NA,872,557,"D-III"
"314","Wis.-Stout",60714,"Abby Peterson","Wis.-Stout","2019","Abby","Peterson",NA,1005,803,"D-III"
"315","UW-River Falls",61530,"Abby Pitts","UW-River Falls","2024+2025","Abby","Pitts",NA,961,801,"D-III"
"316","Benedictine (IL)",61687,"Abby Plutz","Benedictine (IL)","2017+2018+2019","Abby","Plutz",NA,627,296,"D-III"
"317","Lake Forest",61926,"Abby Ponder","Lake Forest","2020+2024","Abby","Ponder",NA,769,344,"D-III"
"318","Rhodes",61936,"Abby Pons","Rhodes","2019+2020+2024+2022","Abby","Pons",NA,882,573,"D-III"
"319","Mass. Maritime",61971,"Abby Pope","Mass. Maritime","2024+2022+2023","Abby","Pope",NA,803,399,"D-III"
"320","Hardin-Simmons",62200,"Abby Pounds","Hardin-Simmons","2019","Abby","Pounds",NA,735,271,"D-III"
"321","Belhaven",62419,"Abby Prescott","Belhaven","2019+2020+2024+2022+2021","Abby","Prescott",NA,625,30197,"D-III"
"322","Benedictine (KS)",62440,"Abby Pressgrove","Benedictine (KS)","2023","Abby","Pressgrove",NA,NA,NA,"D-III"
"323","St. Norbert",62596,"Abby Primus","St. Norbert","2019+2024+2022","Abby","Primus",NA,936,614,"D-III"
"324","DePauw",62951,"Abby Pyburn","DePauw","2020+2024+2022+2023","Abby","Pyburn",NA,684,177,"D-III"
"325","St. Norbert",63267,"Abby Radtke","St. Norbert","2023+2024+2025","Abby","Radtke",NA,936,614,"D-III"
"326","Columbia Int'l",63295,"Abby Ragan","Erskine + Columbia Int'l","2024+2025","Abby","Ragan",NA,NA,NA,"D-III"
"327","Austin",63835,"Abby Ratzer","Austin","2017","Abby","Ratzer",NA,619,953,"D-III"
"328","Amherst",64026,"Abby Rebhan","Amherst","2025","Abby","Rebhan",NA,611,24,"D-III"
"329","Lebanon Valley",64123,"Abby Reed","Swarthmore + Lebanon Valley","2024+2025","Abby","Reed",NA,775,351,"D-III"
"330","Mount Aloysius",64475,"Abby Reitz","Mount Aloysius","2018+2019+2024","Abby","Reitz",NA,822,30036,"D-III"
"331","Fontbonne",65102,"Abby Richmond","Fontbonne","2019+2020+2024+2022+2021","Abby","Richmond",NA,714,11538,"D-III"
"332","Westminster (PA)",65338,"Abby Rinard","Westminster (PA)","2016+2017","Abby","Rinard",NA,987,1451,"D-III"
"333","Springfield",65897,"Abby Robinson","Northwood + Springfield","2024+2025","Abby","Robinson",NA,928,673,"D-III"
"334","Chris. Newport",66102,"Abby Rochette","Chris. Newport","2024+2022+2023+2021","Abby","Rochette",NA,664,139,"D-III"
"335","Aurora",67001,"Abby Rosenow","Aurora","2016+2017+2018","Abby","Rosenow",NA,618,42,"D-III"
"336","Thiel",67166,"Abby Rottman","Thiel","2022+2023+2024+2025","Abby","Rottman",NA,949,707,"D-III"
"337","Lakeland",67552,"Abby Runkel","Lakeland","2022+2023","Abby","Runkel",NA,770,1164,"D-III"
"338","Middlebury",68731,"Abby Santis","Middlebury","2024+2022+2023","Abby","Santis",NA,813,420,"D-III"
"339","MUW",69468,"Abby Schlude","MUW","2023+2024","Abby","Schlude",NA,788,431,"D-III"
"340","MidAmerica Naz.",69815,"Abby Schulte","MidAmerica Naz.","2023","Abby","Schulte",NA,NA,NA,"D-III"
"341","Gettysburg",70409,"Abby Seiple","Gettysburg","2020","Abby","Seiple",NA,723,258,"D-III"
"342","Hardin-Simmons",70417,"Abby Seitzinger","Hardin-Simmons","2023+2024+2025","Abby","Seitzinger",NA,735,271,"D-III"
"343","Emory",70419,"Abby Sekoff","Emory","2022+2023+2024","Abby","Sekoff",NA,707,217,"D-III"
"344","Stephens College",70630,"Abby Sesti","Stephens College","2019","Abby","Sesti",NA,NA,NA,"D-III"
"345","Judson (AL)",71105,"Abby Shelby","Judson (AL)","2019","Abby","Shelby",NA,NA,NA,"D-III"
"346","Salem (NC)",71134,"Abby Shelton","Salem (NC)","2022+2020","Abby","Shelton",NA,911,30041,"D-III"
"347","Ithaca",71295,"Abby Shields","Ithaca","2017+2018+2019+2020","Abby","Shields",NA,753,313,"D-III"
"348","Penn St.-Altoona",71530,"Abby Showers","Penn St.-Altoona","2017+2018+2019+2020","Abby","Showers",NA,861,25719,"D-III"
"349","MIT",71585,"Abby Shull","MIT","2022+2023","Abby","Shull",NA,786,398,"D-III"
"350","Worcester St.",72248,"Abby Sites","Worcester St.","2024+2022","Abby","Sites",NA,1011,809,"D-III"
"351","Piedmont",72610,"Abby Smith","Texas A&M + Georgetown + Dordt + Winona St. + Piedmont","2018+2019+2022+2023+2024+2016","Abby","Smith",NA,865,21830,"D-III"
"352","Southern Va.",73591,"Abby Southern","Southern Va.","2025+2024","Abby","Southern",NA,925,30164,"D-III"
"353","Wesleyan (GA)",73709,"Abby Sparrow","Wesleyan (GA)","2018","Abby","Sparrow",NA,982,14718,"D-III"
"354","Birmingham-So.",73790,"Abby Spencer","Birmingham-So.","2017+2016+2018+2019","Abby","Spencer",NA,633,28593,"D-III"
"355","Luther",73962,"Abby Spore","Luther","2024+2022+2023","Abby","Spore",NA,781,372,"D-III"
"356","Denison",74215,"Abby Stallcup","Denison","2020","Abby","Stallcup",NA,689,182,"D-III"
"357","Central Baptist",74421,"Abby Staton","Central Baptist","2016","Abby","Staton",NA,NA,NA,"D-III"
"358","Louisiana Col.",74735,"Abby Sterling","Louisiana + Louisiana Col.","2016+2017+2018+2019","Abby","Sterling",NA,NA,NA,"D-III"
"359","Grove City",75298,"Abby Stouffer","Grove City","2024+2025","Abby","Stouffer",NA,728,265,"D-III"
"360","St. Mary (NE)",75348,"Abby Straight","St. Mary (NE)","2019","Abby","Straight",NA,NA,NA,"D-III"
"361","Cal Lutheran",75532,"Abby Strong","Cal Lutheran","2024+2025","Abby","Strong",NA,648,105,"D-III"
"362","Carlow",75555,"Abby Stroud","Carlow","2019","Abby","Stroud",NA,652,30253,"D-III"
"363","LaGrange",75642,"Abby Stuckey","LaGrange","2016","Abby","Stuckey",NA,768,1162,"D-III"
"364","Pacific (OR)",75960,"Abby Surowiec","Pacific (OR)","2024+2025","Abby","Surowiec",NA,855,2751,"D-III"
"365","Grand View",75995,"Abby Sutten","Grand View","2020","Abby","Sutten",NA,NA,NA,"D-III"
"366","Averett",76005,"Abby Sutton","Blackburn + Averett","2016+2024","Abby","Sutton",NA,620,44,"D-III"
"367","Montreat",76261,"Abby Swilley","Union (TN) + Montreat","2017+2020","Abby","Swilley",NA,NA,NA,"D-III"
"368","Manhattanville",76600,"Abby Tanuma","Manhattanville","2020+2024+2022","Abby","Tanuma",NA,792,382,"D-III"
"369","Western Univ. (CAN)",77031,"Abby Tenpas","Western Univ. (CAN)","2023","Abby","Tenpas",NA,NA,NA,"D-III"
"370","Faulkner",77073,"Abby Terrell","Faulkner","2024","Abby","Terrell",NA,NA,NA,"D-III"
"371","NVU-Johnson",77097,"Abby Terry","VTSU-Johnson + NVU-Johnson","2023","Abby","Terry",NA,NA,NA,"D-III"
"372","Grinnell",77501,"Abby Thompson","Eastern Conn. St. + Claremont-M-S + Carthage + Grinnell","2023+2016+2017+2018+2019+2022+2024+2025","Abby","Thompson",NA,727,264,"D-III"
"373","Briar Cliff (IA)",77668,"Abby Thomsen","Briar Cliff (IA)","2016","Abby","Thomsen",NA,NA,NA,"D-III"
"374","Penn St.-Behrend",77952,"Abby Tingley","Penn St.-Behrend","2023+2024+2025","Abby","Tingley",NA,862,538,"D-III"
"375","Cabrini",78023,"Abby Tobelmann","Cabrini","2022+2023","Abby","Tobelmann",NA,646,88,"D-III"
"376","Gettysburg",78046,"Abby Todd","N.C. Wesleyan + Gettysburg","2021+2022+2023+2024+2025","Abby","Todd",NA,723,258,"D-III"
"377","Allegheny",78158,"Abby Tomkowski","Allegheny","2025","Abby","Tomkowski",NA,607,19,"D-III"
"378","Centenary (LA)",78423,"Abby Touchet","Texas Lutheran + Centenary (LA)","2024+2025","Abby","Touchet",NA,658,125,"D-III"
"379","Belhaven",78497,"Abby Trahan","Saint Francis (PA) + Southern Miss. + NC State + Belhaven","2017+2018+2019+2021+2020+2024+2022","Abby","Trahan",NA,625,30197,"D-III"
"380","UMass Dartmouth",78627,"Abby Tremblay","UMass Dartmouth","2016","Abby","Tremblay",NA,960,656,"D-III"
"381","Monmouth (IL)",78993,"Abby Tucker","Monmouth (IL)","2018+2019+2020","Abby","Tucker",NA,819,438,"D-III"
"382","Wis.-Stevens Point",79835,"Abby Van beek","Wis.-Stevens Point","2022+2023+2024","Abby","Van beek",NA,1004,802,"D-III"
"383","LaGrange",80024,"Abby Vanhoose","LaGrange","2022+2023+2024+2025","Abby","Vanhoose",NA,768,1162,"D-III"
"384","SUNY Potsdam",80253,"Abby Vaughn","SUNY Potsdam","2019+2020+2024","Abby","Vaughn",NA,905,552,"D-III"
"385","UW-River Falls",80430,"Abby Veloske","UW-River Falls","2016","Abby","Veloske",NA,961,801,"D-III"
"386","Simmons",80717,"Abby Viggiano","Simmons","2023","Abby","Viggiano",NA,920,640,"D-III"
"387","Berea",80908,"Abby Vires","Berea","2022+2020","Abby","Vires",NA,628,30171,"D-III"
"388","Averett",81545,"Abby Wallace","Averett","2020+2024+2022","Abby","Wallace",NA,620,44,"D-III"
"389","Hope",81605,"Abby Wallar","Hope","2018+2019","Abby","Wallar",NA,744,286,"D-III"
"390","U New England",81662,"Abby Walsh","Mercer + U New England","2017+2018+2019+2020+2022+2023+2024+2025","Abby","Walsh",NA,957,1255,"D-III"
"391","Wis.-Whitewater",82662,"Abby Weinert","Wis.-Whitewater","2018+2019","Abby","Weinert",NA,1007,805,"D-III"
"392","Keene St.",82740,"Abby Weiterman","Keene St.","2025","Abby","Weiterman",NA,760,330,"D-III"
"393","Hamline",83312,"Abby White","Lipscomb + Ind. Wesleyan + UNC Pembroke + Hamline","2017+2016+2020+2021+2023+2024","Abby","White",NA,733,268,"D-III"
"394","Wheaton (IL)",83464,"Abby Whitehead","Wheaton (IL)","2024+2025","Abby","Whitehead",NA,988,778,"D-III"
"395","Louisiana Col.",83607,"Abby Whitworth","Louisiana Col.","2024+2021","Abby","Whitworth",NA,NA,NA,"D-III"
"396","Hope",83618,"Abby Whorton","Hope","2025","Abby","Whorton",NA,744,286,"D-III"
"397","Carthage",83700,"Abby Wierzbicki","Carthage","2024+2022+2023","Abby","Wierzbicki",NA,655,121,"D-III"
"398","Millikin",83854,"Abby Wilken","Millikin","2024+2025","Abby","Wilken",NA,814,424,"D-III"
"399","Sweet Briar",83866,"Abby Wilkerson","Sweet Briar","2023","Abby","Wilkerson",NA,946,687,"D-III"
"400","Millikin",84293,"Abby Willis","Texas Woman's + Millikin","2020+2024+2025","Abby","Willis",NA,814,424,"D-III"
"401","Hanover",84379,"Abby Wilson","Radford + Hanover","2020+2021+2022+2023+2024+2019","Abby","Wilson",NA,734,1115,"D-III"
"402","Carroll (WI)",84572,"Abby Wimmer","Carroll (WI)","2020+2024+2022+2023","Abby","Wimmer",NA,654,120,"D-III"
"403","Rochester Univ. (MI)",84839,"Abby Witt","Rochester Univ. (MI)","2024","Abby","Witt",NA,NA,NA,"D-III"
"404","Maryville (TN)",85170,"Abby Woodard","Maryville (TN)","2025","Abby","Woodard",NA,801,396,"D-III"
"405","Minn.-Morris",85400,"Abby Wothe","Minn.-Morris","2024+2022+2021","Abby","Wothe",NA,816,1226,"D-III"
"406","Me.-Farmington",85549,"Abby Wrinn","Me.-Farmington","2024+2025","Abby","Wrinn",NA,806,379,"D-III"
"407","Emory",85627,"Abby Wylie","Emory","2024+2025","Abby","Wylie",NA,707,217,"D-III"
"408","Lewis & Clark",85721,"Abby Yamashita","Lewis & Clark","2024+2025","Abby","Yamashita",NA,778,22235,"D-III"
"409","Gettysburg",86260,"Abby Zalucki","Gettysburg","2016+2017","Abby","Zalucki",NA,723,258,"D-III"
"410","Gettysburg",86678,"Abby Zucatti","Gettysburg","2024","Abby","Zucatti",NA,723,258,"D-III"
"411","Stevenson",37229,"Abbygail Hurst","Stevenson","2022+2023","Abbygail","Hurst",NA,941,21852,"D-III"
"412","RIT",15832,"Abcde Cortinas","RIT","2019+2020+2024","Abcde","Cortinas",NA,874,580,"D-III"
"413","DePauw",4322,"Abey Bass","DePauw","2017+2018+2019+2020","Abey","Bass",NA,684,177,"D-III"
"414","Franklin & Marshall",9744,"Abi Buell","Franklin & Marshall","2019+2020+2024+2022","Abi","Buell",NA,718,239,"D-III"
"415","Franklin",23350,"Abi Exl","Franklin","2024","Abi","Exl",NA,717,2694,"D-III"
"416","Saint Joseph (CT)",39669,"Abi Julian","Saint Joseph (CT)","2025","Abi","Julian",NA,908,8687,"D-III"
"417","Penn St.-Behrend",52544,"Abi Michelucci","Penn St.-Behrend","2020","Abi","Michelucci",NA,862,538,"D-III"
"418","Linfield",62680,"Abi Proffitt","Linfield","2019+2020+2024+2022","Abi","Proffitt",NA,779,1179,"D-III"
"419","Sweet Briar",69033,"Abi Sawyer","Sweet Briar","2025","Abi","Sawyer",NA,946,687,"D-III"
"420","Robert Morris-S'fiel",80082,"Abi Vanwinkle","Robert Morris (IL) + Robert Morris-S'fiel","2016","Abi","Vanwinkle",NA,NA,NA,"D-III"
"421","Central Baptist",83027,"Abi West","Central Baptist","2024","Abi","West",NA,NA,NA,"D-III"
"422","Columbia (MO)",62616,"Abiail Pringer","Columbia (MO)","2021+2024","Abiail","Pringer",NA,NA,NA,"D-III"
