"","last_team","player_id","player","teams","seasons","first","last","...1","team_id","division"
"15339","Eastern Ky.",62990,"Nikola Schwarzingerova","Eastern Ky.","2023","Nikola","Schwarzingerova",74,202,"D-I"
"15340","Pacific",16400,"Nina Davis","Pacific","2022+2023+2024","Nina","Davis",204,534,"D-I"
"15341","Charleston So.",16961,"Nina Del rio","Charleston So.","2018+2019+2020","Nina","Del rio",46,48,"D-I"
"15342","UIW",22579,"Nina Flores","UIW","2017+2018+2019","Nina","Flores",288,2743,"D-I"
"15343","Washington",37088,"Nina Kim","Washington","2016","Nina","Kim",315,756,"D-I"
"15344","Western Ill.",42988,"Nina Maggio","Western Ill.","2016+2017","Nina","Maggio",318,771,"D-I"
"15345","Columbia",43390,"Nina Mandracchia","Columbia","2016+2017+2018","Nina","Mandracchia",57,158,"D-I"
"15346","Santa Clara",69173,"Nina Taylor","Santa Clara","2022","Nina","Taylor",237,631,"D-I"
"15347","California",52289,"Nisa Ontiveros","California","2016","Nisa","Ontiveros",39,107,"D-I"
"15348","Austin Peay",66347,"Niya Sparks","Austin Peay","2016","Niya","Sparks",16,43,"D-I"
"15349","Delaware St.",44686,"Nkili Matthews","Delaware St.","2016","Nkili","Matthews",65,178,"D-I"
"15350","Cal Poly",77131,"Noa Yakir","Cal Poly","2016+2017+2018+2019","Noa","Yakir",36,90,"D-I"
"15351","Saint Peter's",55412,"Noea Pizana","Saint Peter's","2016","Noea","Pizana",230,617,"D-I"
"15352","Col. of Charleston",18418,"Noel Dominguez","Col. of Charleston","2019+2020+2021+2022","Noel","Dominguez",54,1014,"D-I"
"15353","Seton Hall",40540,"Noel Lent","Seton Hall","2016+2017","Noel","Lent",239,635,"D-I"
"15354","Howard",47032,"Noel Merritt","Howard","2017+2018+2019","Noel","Merritt",107,290,"D-I"
"15355","UMBC",31014,"Noelani Herrera","UMBC","2019","Noelani","Herrera",290,391,"D-I"
"15356","Cal Poly",57230,"Noellah Ramos","Cal Poly","2018+2019+2020+2021+2022","Noellah","Ramos",36,90,"D-I"
"15357","Hampton",18223,"Noelle Doan","Hampton","2020","Noelle","Doan",100,270,"D-I"
"15358","Wagner",20847,"Noelle Estephan","Wagner","2024","Noelle","Estephan",314,748,"D-I"
"15359","Weber St.",23014,"Noelle Foster","Weber St.","2020+2021+2022+2023","Noelle","Foster",316,758,"D-I"
"15360","Bucknell",24594,"Noelle Gardon","Bucknell","2021+2022+2023+2024","Noelle","Gardon",31,83,"D-I"
"15361","San Diego",30292,"Noelle Hee","Washington + San Diego","2018+2019+2020+2021+2022","Noelle","Hee",233,627,"D-I"
"15362","Georgetown",32122,"Noelle Holiday","Georgetown","2017+2018+2019+2020","Noelle","Holiday",93,251,"D-I"
"15363","Utah St.",35187,"Noelle Johnson","Utah St.","2016","Noelle","Johnson",305,731,"D-I"
"15364","Quinnipiac",57928,"Noelle Reid","Miami (OH) + Quinnipiac","2022+2023+2024","Noelle","Reid",216,562,"D-I"
"15365","Rhode Island",67289,"Noelle Sterner","Rhode Island","2022+2023+2024","Noelle","Sterner",218,572,"D-I"
"15366","Kennesaw St.",76186,"Noelle Winkles","Kennesaw St.","2016+2017+2018","Noelle","Winkles",124,1157,"D-I"
"15367","Campbell",14339,"Noemi Cortez","Campbell","2020+2021+2022","Noemi","Cortez",41,115,"D-I"
"15368","UMES",49364,"Nola Mountain","UMES","2022+2023+2024","Nola","Mountain",291,393,"D-I"
"15369","Maine",10207,"Nora Campo","Georgetown + Maine","2020+2022+2023+2024","Nora","Campo",145,380,"D-I"
"15370","Colgate",46601,"Nora Megenity","Colgate","2024","Nora","Megenity",55,153,"D-I"
"15371","Texas Southern",59751,"Nora Rodriguez","Texas Southern","2020+2021+2022+2023","Nora","Rodriguez",271,699,"D-I"
"15372","Dayton",51640,"Norah O'donnell","Dayton","2024","Norah","O'donnell",62,175,"D-I"
"15373","Loyola Chicago",64976,"Nova Sinskul","Loyola Chicago","2019+2020+2021+2022+2023","Nova","Sinskul",143,371,"D-I"
"15374","New Mexico St.",65040,"Nue Sivia","New Mexico St.","2016","Nue","Sivia",177,472,"D-I"
"15375","Southern U.",50992,"Number Nine","Southern U.","2021","Number","Nine",252,665,"D-I"
"15376","Northern Colo.",11664,"Nya Chacon","Northern Colo.","2023+2024","Nya","Chacon",189,502,"D-I"
"15377","Utah St.",39080,"Nya Laing","Utah St.","2022+2023","Nya","Laing",305,731,"D-I"
"15378","Texas Southern",40151,"Nya Leday-johnson","Texas Southern","2021+2022+2023","Nya","Leday-johnson",271,699,"D-I"
"15379","LIU",17774,"Nyae' Dick","LIU","2023+2024","Nyae'","Dick",127,361,"D-I"
"15380","Grambling",35520,"Nyah Jones","Grambling","2020+2021+2022+2023+2024","Nyah","Jones",97,261,"D-I"
"15381","Presbyterian",46290,"Nyah Mcneal","Presbyterian","2021","Nyah","Mcneal",210,1320,"D-I"
"15382","Florida A&M",48941,"Nyah Morgan","Stetson + Florida A&M","2020+2021+2022+2023+2024","Nyah","Morgan",84,228,"D-I"
"15383","Cal St. Fullerton",59583,"Nyah Rodman","Cal St. Fullerton","2016+2017+2018","Nyah","Rodman",38,97,"D-I"
"15384","Iowa St.",1820,"Nychole Antillon","Iowa St.","2016+2017+2018","Nychole","Antillon",116,311,"D-I"
"15385","Montana",30970,"Nyeala Herndon","Montana","2024","Nyeala","Herndon",165,441,"D-I"
"15386","Arkansas",22776,"Nyjah Fontenot","Arkansas","2024","Nyjah","Fontenot",12,31,"D-I"
"15387","Tarleton St.",76616,"Nyka Wood","Tarleton St.","2016+2017+2018","Nyka","Wood",263,1395,"D-I"
"15388","N.C. Central",59565,"Nyla Rodgers","N.C. Central","2023+2024","Nyla","Rodgers",171,489,"D-I"
"15389","Florida A&M",35521,"Nyomi Jones","Ole Miss + Florida A&M","2020+2021+2022+2023+2024","Nyomi","Jones",84,228,"D-I"
"15390","UC Santa Barbara",75738,"Nyssa Williams","UC Santa Barbara","2017","Nyssa","Williams",283,104,"D-I"
"15391","Samford",59152,"O'neil Roberson","Mississippi St. + Samford","2018+2019+2020+2021","O'neil","Roberson",232,625,"D-I"
"15392","Utah Tech",70684,"Oaklee Trapp","Utah Tech","2021+2022+2023+2024","Oaklee","Trapp",306,30095,"D-I"
"15393","Central Ark.",65009,"Oakley Sisemore","Central Ark.","2018+2019","Oakley","Sisemore",43,1004,"D-I"
"15394","California",6525,"Octavia Bond","California","2016+2017","Octavia","Bond",39,107,"D-I"
"15395","South Alabama",14169,"Odalys Cordova","South Alabama","2022+2023+2024","Odalys","Cordova",241,646,"D-I"
"15396","Saint Mary's (CA)",72167,"Odhi Vasquez","Saint Mary's (CA)","2023+2024","Odhi","Vasquez",229,610,"D-I"
"15397","James Madison",887,"Odicci Alexander","James Madison","2017+2018+2019+2020+2021","Odicci","Alexander",120,317,"D-I"
"15398","Massachusetts",70520,"Odyssey Torres","Massachusetts","2024","Odyssey","Torres",150,400,"D-I"
"15399","Texas Tech",77635,"Olga Zamarripa","Texas Tech","2018+2019+2020","Olga","Zamarripa",273,700,"D-I"
"15400","ETSU",145,"Olivia Absher","ETSU","2024","Olivia","Absher",71,198,"D-I"
"15401","Omaha",408,"Olivia Aden","Omaha","2021+2022+2023+2024","Olivia","Aden",201,464,"D-I"
"15402","Bucknell",571,"Olivia Ahern","Bucknell","2021","Olivia","Ahern",31,83,"D-I"
"15403","Towson",3259,"Olivia Baltazar","Towson","2016+2017+2018","Olivia","Baltazar",275,711,"D-I"
"15404","Tennessee Tech",4918,"Olivia Bennett","Tennessee Tech","2016","Olivia","Bennett",267,692,"D-I"
"15405","Weber St.",5666,"Olivia Birkinshaw","New Mexico + Weber St.","2022+2023+2024","Olivia","Birkinshaw",316,758,"D-I"
"15406","FGCU",5808,"Olivia Black","UAB + FGCU","2016+2017+2023+2024","Olivia","Black",79,28755,"D-I"
"15407","Bradley",7334,"Olivia Bradley","Bradley","2020+2021+2022+2023","Olivia","Bradley",28,72,"D-I"
"15408","South Alabama",7503,"Olivia Branstetter","South Alabama","2024","Olivia","Branstetter",241,646,"D-I"
"15409","Bellarmine",7778,"Olivia Bricker","Wright St. + Bellarmine","2020+2021+2022+2023+2024","Olivia","Bricker",20,52,"D-I"
"15410","UNI",8109,"Olivia Brooks","UNI","2017+2018+2019+2020","Olivia","Brooks",296,504,"D-I"
"15411","Kansas",8570,"Olivia Bruno","Kansas","2022+2023+2024","Olivia","Bruno",121,328,"D-I"
"15412","Rider",9355,"Olivia Burroughs","Rider","2022+2023+2024","Olivia","Burroughs",219,576,"D-I"
"15413","Purdue",9838,"Olivia Cainey","Purdue","2023+2024","Olivia","Cainey",213,559,"D-I"
"15414","Lafayette",11405,"Olivia Catalina","Lafayette","2023+2024","Olivia","Catalina",131,342,"D-I"
"15415","Troy",11434,"Olivia Cato","Troy","2023+2024","Olivia","Cato",276,716,"D-I"
"15416","Evansville",12032,"Olivia Cheatham","Evansville","2016+2017+2018+2019","Olivia","Cheatham",77,219,"D-I"
"15417","Saint Peter's",12375,"Olivia Christopher","Saint Peter's","2024","Olivia","Christopher",230,617,"D-I"
"15418","FDU",12380,"Olivia Christopoul","FDU","2024","Olivia","Christopoul",78,222,"D-I"
"15419","Southern Ind.",12713,"Olivia Clark-kittleson","Southern Ind.","2016+2017+2018","Olivia","Clark-kittleson",250,661,"D-I"
"15420","App State",13908,"Olivia Cook","South Carolina + App State","2022+2023+2024","Olivia","Cook",8,27,"D-I"
"15421","Ga. Southern",14893,"Olivia Creamer","Ga. Southern","2020+2021+2022+2023","Olivia","Creamer",89,253,"D-I"
"15422","N.C. Central",15958,"Olivia Daniel","Rhode Island + N.C. Central","2018+2019+2020+2021","Olivia","Daniel",171,489,"D-I"
"15423","Portland St.",16659,"Olivia Dean","Portland St.","2021+2022+2023","Olivia","Dean",208,550,"D-I"
"15424","UMass Lowell",16764,"Olivia Decitise","UMass Lowell","2024","Olivia","Decitise",292,368,"D-I"
"15425","Boston U.",17123,"Olivia Delong","Boston U.","2024","Olivia","Delong",26,68,"D-I"
"15426","North Ala.",17384,"Olivia Depew","North Ala.","2021","Olivia","Depew",182,487,"D-I"
"15427","Arizona",18050,"Olivia Dinardo","Arizona","2023+2024","Olivia","Dinardo",9,29,"D-I"
"15428","South Dakota St.",18698,"Olivia Douglas","South Dakota St.","2018+2019+2020+2021+2022","Olivia","Douglas",245,649,"D-I"
"15429","Clemson",19236,"Olivia Duncan","Clemson","2024","Olivia","Duncan",51,147,"D-I"
"15430","Holy Cross",19814,"Olivia Eckelman","Holy Cross","2020+2021+2022+2023","Olivia","Eckelman",104,285,"D-I"
"15431","Coppin St.",19917,"Olivia Edmondson","Coppin St.","2022","Olivia","Edmondson",58,165,"D-I"
"15432","Louisiana Tech",20234,"Olivia Ellingson","Louisiana Tech","2021+2022+2023+2024","Olivia","Ellingson",141,366,"D-I"
"15433","South Fla.",20267,"Olivia Elliott","UCF + South Fla.","2023+2024","Olivia","Elliott",246,651,"D-I"
"15434","Army West Point",21437,"Olivia Farris","Drexel + Army West Point","2021+2022+2023+2024","Olivia","Farris",14,725,"D-I"
"15435","Nebraska",21844,"Olivia Ferrell","Nebraska","2018+2019+2020+2021+2022","Olivia","Ferrell",174,463,"D-I"
"15436","Kansas City",22641,"Olivia Fluehr","Kansas City","2018","Olivia","Fluehr",122,2707,"D-I"
"15437","Villanova",23226,"Olivia Francomano","Boston U. + Villanova","2017+2018","Olivia","Francomano",311,739,"D-I"
"15438","Harvard",25314,"Olivia Giaquinto","Harvard","2017+2018","Olivia","Giaquinto",101,275,"D-I"
"15439","Florida",25469,"Olivia Gigante","Florida","2023","Olivia","Gigante",83,235,"D-I"
"15440","Seton Hall",25514,"Olivia Gilbert","Seton Hall","2022+2023+2024","Olivia","Gilbert",239,635,"D-I"
"15441","Kennesaw St.",25936,"Olivia Gocke","Kennesaw St.","2017+2018+2019","Olivia","Gocke",124,1157,"D-I"
"15442","Massachusetts",25961,"Olivia Godin","Massachusetts","2016","Olivia","Godin",150,400,"D-I"
"15443","St. Bonaventure",26052,"Olivia Golay","St. Bonaventure","2016+2017+2018+2019","Olivia","Golay",254,596,"D-I"
"15444","Mississippi St.",26076,"Olivia Golden","Mississippi St.","2016+2017","Olivia","Golden",160,430,"D-I"
"15445","Virginia",26695,"Olivia Gott","Virginia","2016+2017+2018+2019","Olivia","Gott",312,746,"D-I"
"15446","Michigan St.",27366,"Olivia Grey","Portland St. + Michigan St.","2020+2021+2022+2023+2024","Olivia","Grey",157,416,"D-I"
"15447","Southern Utah",27949,"Olivia Guindon","Massachusetts + Southern Utah","2022+2023+2024","Olivia","Guindon",253,667,"D-I"
"15448","Rhode Island",30593,"Olivia Hendricks","Rhode Island","2016","Olivia","Hendricks",218,572,"D-I"
"15449","Gardner-Webb",30763,"Olivia Henson","Gardner-Webb","2017","Olivia","Henson",90,1092,"D-I"
"15450","Southern Ind.",32884,"Olivia Howard","Southern Ind.","2023+2024+2022","Olivia","Howard",250,661,"D-I"
"15451","Buffalo",37137,"Olivia Kincanon","Buffalo","2019+2020+2021+2022","Olivia","Kincanon",32,86,"D-I"
"15452","Oregon",37325,"Olivia Kinsey","Oregon","2018","Olivia","Kinsey",202,529,"D-I"
"15453","Bellarmine",37740,"Olivia Knies","Bellarmine","2021+2018+2019+2020","Olivia","Knies",20,52,"D-I"
"15454","Marist",37803,"Olivia Knopf","Marist","2018+2019+2020+2021","Olivia","Knopf",147,386,"D-I"
"15455","Saint Francis (PA)",38037,"Olivia Kolowitz","Saint Francis (PA)","2024","Olivia","Kolowitz",226,600,"D-I"
"15456","Missouri St.",38437,"Olivia Krehbiel","Missouri St.","2020+2021+2022+2023+2024","Olivia","Krehbiel",163,669,"D-I"
"15457","UMass Lowell",38890,"Olivia Labbe","UMass Lowell","2018+2019+2020+2021+2022","Olivia","Labbe",292,368,"D-I"
"15458","Prairie View",38929,"Olivia Lacewell","Prairie View","2016","Olivia","Lacewell",209,553,"D-I"
"15459","South Alabama",38951,"Olivia Lackie","South Alabama","2021+2022+2023+2024","Olivia","Lackie",241,646,"D-I"
"15460","Cornell",39137,"Olivia Lam","Cornell","2016+2017+2018+2019","Olivia","Lam",59,167,"D-I"
"15461","BYU",39375,"Olivia Laney","BYU","2024","Olivia","Laney",17,77,"D-I"
"15462","Villanova",39546,"Olivia Laqua","Colgate + Villanova","2018+2019+2020","Olivia","Laqua",311,739,"D-I"
"15463","Virginia Tech",39757,"Olivia Lattin","Virginia Tech","2016+2017+2018+2019+2020","Olivia","Lattin",313,742,"D-I"
"15464","Wofford",40554,"Olivia Lenzen","Wofford","2024","Olivia","Lenzen",324,2915,"D-I"
"15465","Dayton",40689,"Olivia Lessmann","Dayton","2018+2019+2020+2021","Olivia","Lessmann",62,175,"D-I"
"15466","Chattanooga",41229,"Olivia Lipari","Chattanooga","2022+2023+2024","Olivia","Lipari",48,693,"D-I"
"15467","Le Moyne",41357,"Olivia Littman","Le Moyne","2018+2019+2020+2021","Olivia","Littman",133,349,"D-I"
"15468","Eastern Mich.",41563,"Olivia Logan","Eastern Mich.","2016+2017+2018","Olivia","Logan",75,204,"D-I"
"15469","Robert Morris",41942,"Olivia Lorusso","Robert Morris","2016+2017+2018","Olivia","Lorusso",220,579,"D-I"
"15470","UT Martin",42139,"Olivia Lowry","UT Martin","2019","Olivia","Lowry",300,695,"D-I"
"15471","Santa Clara",43001,"Olivia Maglalang","Santa Clara","2021+2022","Olivia","Maglalang",237,631,"D-I"
"15472","Detroit Mercy",43219,"Olivia Malcolm","Detroit Mercy","2024","Olivia","Malcolm",66,184,"D-I"
"15473","Hofstra",43269,"Olivia Malinowski","Hofstra","2022+2023+2024","Olivia","Malinowski",103,283,"D-I"
"15474","Canisius",43362,"Olivia Manchester","Canisius","2024","Olivia","Manchester",42,116,"D-I"
"15475","Abilene Christian",43593,"Olivia Marble","Abilene Christian","2024","Olivia","Marble",2,2,"D-I"
"15476","Bucknell",43711,"Olivia Marinelli","Bucknell","2021+2022+2023","Olivia","Marinelli",31,83,"D-I"
"15477","Delaware",43737,"Olivia Marinucci","Delaware","2023","Olivia","Marinucci",64,180,"D-I"
"15478","Boston College",43768,"Olivia Markopoulos","Boston College","2017+2018+2019","Olivia","Markopoulos",25,67,"D-I"
"15479","USC Upstate",43962,"Olivia Marshall","USC Upstate","2021","Olivia","Marshall",298,10411,"D-I"
"15480","Cornell",44832,"Olivia May","Cornell","2016","Olivia","May",59,167,"D-I"
"15481","Purdue",45671,"Olivia Mcfadden","Purdue","2022+2023+2024","Olivia","Mcfadden",213,559,"D-I"
"15482","UC Davis",45685,"Olivia Mcfarland","UC Davis","2024","Olivia","Mcfarland",280,108,"D-I"
"15483","Southern Ind.",48313,"Olivia Money","Southern Ind.","2023+2024","Olivia","Money",250,661,"D-I"
"15484","St. Bonaventure",48538,"Olivia Moon","St. Bonaventure","2020+2021+2022+2023+2024","Olivia","Moon",254,596,"D-I"
"15485","Butler",49386,"Olivia Moxley","Butler","2023+2024","Olivia","Moxley",33,87,"D-I"
"15486","Mount St. Mary's",49833,"Olivia Murphy","Mount St. Mary's","2022+2023+2024","Olivia","Murphy",168,450,"D-I"
"15487","East Carolina",50184,"Olivia Narron","East Carolina","2017+2018+2019+2020+2021","Olivia","Narron",72,196,"D-I"
"15488","George Washington",52522,"Olivia Ortlieb","George Washington","2018+2019+2020","Olivia","Ortlieb",92,249,"D-I"
"15489","Akron",52640,"Olivia Otani","Wright St. + Akron","2019+2020+2021+2022+2023","Olivia","Otani",3,5,"D-I"
"15490","Massachusetts",52874,"Olivia Packard","Massachusetts","2023+2024","Olivia","Packard",150,400,"D-I"
"15491","Northern Ky.",53570,"Olivia Pastin","Northern Ky.","2023+2024","Olivia","Pastin",190,505,"D-I"
"15492","Indiana St.",53723,"Olivia Patton","Indiana St.","2019+2020+2021+2022+2023","Olivia","Patton",113,305,"D-I"
"15493","Syracuse",54575,"Olivia Pess","Syracuse","2021+2022+2023+2024","Olivia","Pess",262,688,"D-I"
"15494","Stonehill",54705,"Olivia Peterson","Minnesota + Fla. Atlantic + Stonehill","2020+2022+2023+2016+2017+2018","Olivia","Peterson",260,682,"D-I"
"15495","South Dakota St.",54861,"Olivia Pfeifer","South Dakota St.","2019+2020+2021","Olivia","Pfeifer",245,649,"D-I"
"15496","Eastern Ill.",56299,"Olivia Price","Eastern Ill.","2021+2022+2023+2024","Olivia","Price",73,201,"D-I"
"15497","Texas Tech",57037,"Olivia Rains","Oklahoma + Texas Tech","2020+2021+2022+2023+2024","Olivia","Rains",273,700,"D-I"
"15498","Michigan",58613,"Olivia Richvalsky","Michigan","2016","Olivia","Richvalsky",156,418,"D-I"
"15499","Bowling Green",58703,"Olivia Riener","Bowling Green","2018","Olivia","Riener",27,71,"D-I"
"15500","A&M-Corpus Christi",58948,"Olivia Rivas","A&M-Corpus Christi","2019","Olivia","Rivas",1,26172,"D-I"
"15501","Missouri St.",59111,"Olivia Roark","Missouri St.","2016+2017","Olivia","Roark",163,669,"D-I"
"15502","Butler",59239,"Olivia Roberts","Butler","2024","Olivia","Roberts",33,87,"D-I"
"15503","Idaho St.",59423,"Olivia Robison","Idaho St.","2023+2024","Olivia","Robison",109,294,"D-I"
"15504","Cornell",60153,"Olivia Rooney","Cornell","2019+2020+2022","Olivia","Rooney",59,167,"D-I"
"15505","Georgetown",60892,"Olivia Russ","Georgetown","2016+2017+2018+2019","Olivia","Russ",93,251,"D-I"
"15506","Bellarmine",60942,"Olivia Russell","Bellarmine","2016+2017","Olivia","Russell",20,52,"D-I"
"15507","BYU",61612,"Olivia Sanchez","BYU","2016+2017+2018+2019","Olivia","Sanchez",17,77,"D-I"
"15508","San Diego",61757,"Olivia Sandusky","San Diego","2016+2017","Olivia","Sandusky",233,627,"D-I"
"15509","St. Bonaventure",61919,"Olivia Santos","St. Bonaventure","2023+2024","Olivia","Santos",254,596,"D-I"
"15510","UConn",61952,"Olivia Sappington","UConn","2018+2019+2020+2022","Olivia","Sappington",286,164,"D-I"
"15511","Yale",61967,"Olivia Sardoff","Yale","2019","Olivia","Sardoff",327,813,"D-I"
"15512","Kent St.",62207,"Olivia Sborlini","Kent St.","2017+2018+2019+2020+2021+2024","Olivia","Sborlini",125,331,"D-I"
"15513","Dartmouth",62782,"Olivia Schramm","Dartmouth","2024","Olivia","Schramm",61,172,"D-I"
"15514","Samford",63890,"Olivia Shaw","Samford","2024","Olivia","Shaw",232,625,"D-I"
"15515","Pacific",64688,"Olivia Silvestre","California + Pacific","2022+2024","Olivia","Silvestre",204,534,"D-I"
"15516","Fordham",64704,"Olivia Simcoe","Fordham","2024","Olivia","Simcoe",86,236,"D-I"
"15517","Alabama A&M",64809,"Olivia Simon","Alabama A&M","2021","Olivia","Simon",5,6,"D-I"
"15518","Holy Cross",65263,"Olivia Sloane","Holy Cross","2016+2017+2018+2019","Olivia","Sloane",104,285,"D-I"
"15519","Providence",66645,"Olivia Sprofera","Providence","2018+2019+2021","Olivia","Sprofera",212,556,"D-I"
"15520","Pittsburgh",67100,"Olivia Stefanoni","Akron + Pittsburgh","2021+2022+2023+2024","Olivia","Stefanoni",207,545,"D-I"
"15521","Murray St.",68375,"Olivia Suski","Murray St.","2018+2019","Olivia","Suski",169,454,"D-I"
"15522","Penn",68738,"Olivia Szewczyk","Penn","2021+2022+2024","Olivia","Szewczyk",205,540,"D-I"
"15523","Abilene Christian",69175,"Olivia Taylor","Lamar University + Abilene Christian","2020+2021+2022+2023","Olivia","Taylor",2,2,"D-I"
"15524","Radford",71306,"Olivia Turpin","Radford","2021","Olivia","Turpin",217,563,"D-I"
"15525","Saint Francis (PA)",71436,"Olivia Ulam","Saint Francis (PA)","2022+2023+2024","Olivia","Ulam",226,600,"D-I"
"15526","Tennessee",71494,"Olivia Underwood","Tennessee","2022","Olivia","Underwood",265,694,"D-I"
"15527","Sacred Heart",71644,"Olivia Vadas","Sacred Heart","2020+2021+2022+2023","Olivia","Vadas",225,590,"D-I"
"15528","UAB",71663,"Olivia Valbak","UAB","2021+2022+2023+2024","Olivia","Valbak",278,9,"D-I"
"15529","Seattle U",72612,"Olivia Viggiano","Seattle U","2019+2020+2021+2022+2023","Olivia","Viggiano",238,1356,"D-I"
"15530","George Washington",72775,"Olivia Vinyard","Yale + George Washington","2017+2018+2019+2020+2021+2022","Olivia","Vinyard",92,249,"D-I"
"15531","Lipscomb",73675,"Olivia Ward","Kentucky + Lipscomb","2019+2020+2021","Olivia","Ward",137,28600,"D-I"
"15532","Iowa St.",73702,"Olivia Wardrow","Iowa St.","2022+2023+2024","Olivia","Wardrow",116,311,"D-I"
"15533","Detroit Mercy",73824,"Olivia Warrington","Detroit Mercy","2020+2021+2022+2023+2024","Olivia","Warrington",66,184,"D-I"
"15534","Purdue Fort Wayne",75047,"Olivia White","Purdue Fort Wayne","2017","Olivia","White",214,308,"D-I"
"15535","St. Bonaventure",75085,"Olivia Whitecar","St. Bonaventure","2021+2022+2023+2024","Olivia","Whitecar",254,596,"D-I"
"15536","Towson",77188,"Olivia Yarbrough","Towson","2016","Olivia","Yarbrough",275,711,"D-I"
"15537","Bryant",65686,"Olyvia Smith","Saint Peter's + Bryant","2020+2021+2022+2023+2024","Olyvia","Smith",30,81,"D-I"
"15538","Tennessee St.",66453,"Onnika Spencer","Tennessee St.","2023+2024","Onnika","Spencer",266,691,"D-I"
"15539","FGCU",7039,"Owen Bowers","Presbyterian + FGCU","2022+2023","Owen","Bowers",79,28755,"D-I"
"15540","Kennesaw St.",72652,"Pacy Villa","Kennesaw St.","2020+2021+2022+2023","Pacy","Villa",124,1157,"D-I"
"15541","McNeese",75740,"Padyn Williams","McNeese","2018+2019+2020+2021+2022","Padyn","Williams",151,402,"D-I"
"15542","Green Bay",38497,"Paeton Kringel","Green Bay","2023+2024","Paeton","Kringel",99,794,"D-I"
"15543","Portland St.",41856,"Paetynn Lopez","Portland St.","2021+2022+2023+2024","Paetynn","Lopez",208,550,"D-I"
"15544","Texas Tech",47824,"Page Mindedahl","LMU (CA) + Texas Tech","2020+2021+2022+2023","Page","Mindedahl",273,700,"D-I"
"15545","Liberty",2739,"Paige Bachman","Liberty","2022+2023+2024","Paige","Bachman",135,355,"D-I"
"15546","Missouri",3306,"Paige Bange","Missouri","2016+2017+2018","Paige","Bange",162,434,"D-I"
"15547","San Diego St.",3819,"Paige Barth","San Diego St.","2019+2020","Paige","Barth",234,626,"D-I"
"15548","Drake",4465,"Paige Bedsworth","Drake","2022+2023+2024","Paige","Bedsworth",67,189,"D-I"
"15549","Illinois",5118,"Paige Berkmeyer","Illinois","2022+2023+2024","Paige","Berkmeyer",110,301,"D-I"
"15550","Seattle U",6949,"Paige Bouska","Seattle U","2016+2017","Paige","Bouska",238,1356,"D-I"
"15551","Lindenwood",9970,"Paige Callans","Lindenwood","2018+2019+2020+2021","Paige","Callans",136,30136,"D-I"
"15552","Western Ky.",11016,"Paige Carter","Western Ky.","2017+2018+2019+2020+2021","Paige","Carter",319,772,"D-I"
"15553","Indiana",12228,"Paige Chitwood","Indiana","2019","Paige","Chitwood",112,306,"D-I"
"15554","UT Martin",12684,"Paige Clark","UT Martin","2018+2019+2020+2021+2022","Paige","Clark",300,695,"D-I"
"15555","SIUE",12906,"Paige Clinton","SIUE","2016+2017","Paige","Clinton",223,660,"D-I"
"15556","Middle Tenn.",13742,"Paige Connors","Middle Tenn.","2023","Paige","Connors",158,419,"D-I"
"15557","Mississippi St.",13909,"Paige Cook","Mississippi St.","2020+2021+2022+2023+2024","Paige","Cook",160,430,"D-I"
"15558","Notre Dame",14618,"Paige Cowley","Notre Dame","2023+2024","Paige","Cowley",193,513,"D-I"
"15559","Jacksonville",15589,"Paige Curtis","Jacksonville","2016","Paige","Curtis",118,316,"D-I"
"15560","Bellarmine",15749,"Paige Dabney","Bellarmine","2017+2018","Paige","Dabney",20,52,"D-I"
"15561","Arizona",18042,"Paige Dimler","Arizona","2022+2023+2024","Paige","Dimler",9,29,"D-I"
"15562","Oregon St.",18313,"Paige Doerr","Oregon St.","2024","Paige","Doerr",203,528,"D-I"
"15563","Butler",18604,"Paige Dorsett","Butler","2022+2023+2024","Paige","Dorsett",33,87,"D-I"
"15564","BYU",20205,"Paige Elkins","BYU","2022","Paige","Elkins",17,77,"D-I"
"15565","Detroit Mercy",21204,"Paige Fairchild","Detroit Mercy","2016+2017","Paige","Fairchild",66,184,"D-I"
"15566","St. Thomas (MN)",21245,"Paige Falde","St. Thomas (MN)","2019+2020","Paige","Falde",257,620,"D-I"
"15567","Ark.-Pine Bluff",24502,"Paige Garcia","Ark.-Pine Bluff","2016+2017","Paige","Garcia",11,2678,"D-I"
"15568","Youngstown St.",24970,"Paige Geanangel","Youngstown St.","2016+2017+2018+2019","Paige","Geanangel",328,817,"D-I"
"15569","Louisville",25164,"Paige Geraghty","Auburn + Louisville","2021+2022+2023+2024","Paige","Geraghty",142,367,"D-I"
"15570","South Dakota St.",25186,"Paige Gerdes","South Dakota St.","2017+2018+2019+2020","Paige","Gerdes",245,649,"D-I"
"15571","Lafayette",27709,"Paige Grover","Lafayette","2018+2019+2020+2021","Paige","Grover",131,342,"D-I"
"15572","Fresno St.",27991,"Paige Gumz","Fresno St.","2016","Paige","Gumz",87,96,"D-I"
"15573","Winthrop",28458,"Paige Haley","Winthrop","2016+2017","Paige","Haley",322,792,"D-I"
"15574","Southeast Mo. St.",28594,"Paige Halliwill","Marshall + Southeast Mo. St.","2021+2022+2023+2024","Paige","Halliwill",247,654,"D-I"
"15575","UCLA",28613,"Paige Halstead","UCLA","2016+2017+2018+2019","Paige","Halstead",285,110,"D-I"
"15576","Green Bay",29039,"Paige Hanson","Green Bay","2023+2024","Paige","Hanson",99,794,"D-I"
