"","last_team","player_id","player","teams","seasons","first","last","headshot","...1","team_id","division"
"2479","Edinboro",59425,"Ashley Pearson","Edinboro","2017+2018","Ashley","Pearson",NA,396,209,"D-II"
"2480","UT Tyler",59835,"Ashley Perez","UT Tyler","2019+2020+2021+2022+2018","Ashley","Perez",NA,569,30028,"D-II"
"2481","Seton Hill",59939,"Ashley Perillo","Seton Hill","2016+2017+2018","Ashley","Perillo",NA,525,30063,"D-II"
"2482","Grand Valley St.",61100,"Ashley Platek","Grand Valley St.","2020+2021+2022+2023+2024","Ashley","Platek",NA,424,262,"D-II"
"2483","Notre Dame (OH)",61277,"Ashley Pokraka","Notre Dame (OH)","2016","Ashley","Pokraka",NA,497,30126,"D-II"
"2484","Fort Valley St.",61342,"Ashley Polke","Fort Valley St.","2016","Ashley","Polke",NA,414,237,"D-II"
"2485","Thomas More",61352,"Ashley Pollard","Thomas More","2019","Ashley","Pollard",NA,558,1402,"D-II"
"2486","Quincy",61464,"Ashley Poore","Quincy","2019+2020+2021+2022+2024","Ashley","Poore",NA,510,561,"D-II"
"2487","Southern Nazarene",61647,"Ashley Potter","Southern Nazarene","2016","Ashley","Potter",NA,538,30152,"D-II"
"2488","Regis (CO)",61918,"Ashley Prescott","Regis (CO)","2016","Ashley","Prescott",NA,511,568,"D-II"
"2489","Bluefield St.",63261,"Ashley Rasnake","Bluefield St.","2017+2018+2019+2020","Ashley","Rasnake",NA,347,985,"D-II"
"2490","Missouri S&T",63337,"Ashley Rausch","Toledo + Missouri S&T","2016+2017+2018","Ashley","Rausch",NA,475,435,"D-II"
"2491","Holy Family",63962,"Ashley Remington","Holy Family","2019+2020+2021+2022","Ashley","Remington",NA,430,1126,"D-II"
"2492","Indiana (PA)",64036,"Ashley Renzi","Indiana (PA)","2020+2021+2022","Ashley","Renzi",NA,432,307,"D-II"
"2493","Grand Valley St.",64671,"Ashley Rieger","Grand Valley St.","2020","Ashley","Rieger",NA,424,262,"D-II"
"2494","Adams St.",64851,"Ashley Rios","Adams St.","2021","Ashley","Rios",NA,321,929,"D-II"
"2495","San Fran. St.",65539,"Ashley Rocha","Chico St. + San Fran. St.","2023+2024+2025","Ashley","Rocha",NA,523,628,"D-II"
"2496","Nova Southeastern",65887,"Ashley Roe","Nova Southeastern","2016+2017","Ashley","Roe",NA,498,24639,"D-II"
"2497","Franklin Pierce",66348,"Ashley Rosario","Franklin Pierce","2018+2019+2020+2021","Ashley","Rosario",NA,416,241,"D-II"
"2498","Edinboro",66380,"Ashley Rose","Edinboro","2024+2025","Ashley","Rose",NA,396,209,"D-II"
"2499","Washburn",66849,"Ashley Ruder","Washburn","2016+2017+2018+2019","Ashley","Ruder",NA,579,2814,"D-II"
"2500","New York Tech",67181,"Ashley Russo","New York Tech","2017+2018","Ashley","Russo",NA,486,477,"D-II"
"2501","Southern Conn. St.",67355,"Ashley Saab","Southern Conn. St.","2022+2023","Ashley","Saab",NA,536,658,"D-II"
"2502","Slippery Rock",67724,"Ashley Samluk","Slippery Rock","2016","Ashley","Samluk",NA,532,643,"D-II"
"2503","Arkansas Tech",68419,"Ashley Savage","Arkansas Tech","2016","Ashley","Savage",NA,331,947,"D-II"
"2504","Georgia College",68753,"Ashley Schell","Georgia College","2020+2021+2022+2023","Ashley","Schell",NA,420,1096,"D-II"
"2505","D'Youville",68771,"Ashley Schenkel","D'Youville","2024","Ashley","Schenkel",NA,385,1059,"D-II"
"2506","Minn. Duluth",68833,"Ashley Schilling","Minn. Duluth","2016","Ashley","Schilling",NA,470,427,"D-II"
"2507","St. Cloud St.",68890,"Ashley Schloer","St. Cloud St.","2020","Ashley","Schloer",NA,545,598,"D-II"
"2508","Union (TN)",69486,"Ashley Scott","Western Wash. + Union (TN)","2016+2017","Ashley","Scott",NA,571,30153,"D-II"
"2509","Tusculum",69596,"Ashley Scozzari","Tusculum","2018+2019+2020","Ashley","Scozzari",NA,562,12830,"D-II"
"2510","Virginia Union",70333,"Ashley Sharpe","Virginia Union","2023","Ashley","Sharpe",NA,577,744,"D-II"
"2511","Fla. Southern",70762,"Ashley Shimberg","George Mason + Fla. Southern","2022+2025","Ashley","Shimberg",NA,409,233,"D-II"
"2512","Pitt.-Johnstown",70897,"Ashley Shor","Pitt.-Johnstown","2016+2017+2018+2019","Ashley","Shor",NA,505,546,"D-II"
"2513","Fort Valley St.",71389,"Ashley Simmons-blair","Fort Valley St.","2019+2017+2018+2020","Ashley","Simmons-blair",NA,414,237,"D-II"
"2514","West Ala.",71976,"Ashley Smart","West Ala.","2017+2016+2018","Ashley","Smart",NA,582,358,"D-II"
"2515","West Ala.",73812,"Ashley Stassin","West Ala.","2016+2017","Ashley","Stassin",NA,582,358,"D-II"
"2516","Walsh",74639,"Ashley Storesina","Walsh","2019","Ashley","Storesina",NA,578,30141,"D-II"
"2517","Fairmont St.",74797,"Ashley Strauss","Fairmont St.","2021+2022+2023","Ashley","Strauss",NA,404,1076,"D-II"
"2518","Hillsdale",74837,"Ashley Strick","Hillsdale","2022+2023+2024+2025","Ashley","Strick",NA,429,280,"D-II"
"2519","Lincoln (PA)",74882,"Ashley Stringer","Lincoln (PA)","2024","Ashley","Stringer",NA,451,357,"D-II"
"2520","Minnesota St.",76602,"Ashley Thell","Minnesota St.","2016+2017","Ashley","Thell",NA,472,383,"D-II"
"2521","CSU Pueblo",77761,"Ashley Tosh","CSU Pueblo","2022+2023+2024+2025","Ashley","Tosh",NA,350,2720,"D-II"
"2522","Rollins",78192,"Ashley Troutman","Rollins","2020+2021+2022+2023","Ashley","Troutman",NA,514,584,"D-II"
"2523","Franklin Pierce",78454,"Ashley Turcotte","Franklin Pierce","2020","Ashley","Turcotte",NA,416,241,"D-II"
"2524","Midwestern St.",78507,"Ashley Turner","Midwestern St.","2019+2020+2021+2022+2024","Ashley","Turner",NA,467,1222,"D-II"
"2525","Tuskegee",78663,"Ashley Tyler","Tuskegee","2018","Ashley","Tyler",NA,563,720,"D-II"
"2526","Delta St.",79663,"Ashley Vckers","Delta St.","2019","Ashley","Vckers",NA,388,181,"D-II"
"2527","New Haven",79711,"Ashley Veisz","New Haven","2021+2022+2023+2024","Ashley","Veisz",NA,485,470,"D-II"
"2528","Ashland",79762,"Ashley Veldheer","Ashland","2023+2024+2025","Ashley","Veldheer",NA,332,35,"D-II"
"2529","Lander",80229,"Ashley Vinson","Lander","2018+2019+2020","Ashley","Vinson",NA,442,1167,"D-II"
"2530","Catawba",80640,"Ashley Wagoner","Catawba","2016+2017+2018","Ashley","Wagoner",NA,362,1001,"D-II"
"2531","Mo.-St. Louis",81262,"Ashley Ware","Mo.-St. Louis","2025","Ashley","Ware",NA,478,436,"D-II"
"2532","Sul Ross St.",81697,"Ashley Weatherford","Sul Ross St.","2019+2018","Ashley","Weatherford",NA,551,1390,"D-II"
"2533","Ferris St.",81762,"Ashley Webb","Ferris St.","2024","Ashley","Webb",NA,407,224,"D-II"
"2534","Cal St. Dom. Hills",83029,"Ashley Wies","Cal St. Dom. Hills","2019+2020+2022+2023+2024","Ashley","Wies",NA,354,92,"D-II"
"2535","Salem (WV)",83328,"Ashley Williams","Rogers St. + Salem (WV)","2016+2017+2018","Ashley","Williams",NA,522,19117,"D-II"
"2536","Christian Brothers",83585,"Ashley Williamson","Christian Brothers","2025","Ashley","Williamson",NA,373,1015,"D-II"
"2537","Newberry",83621,"Ashley Willis","Newberry","2018+2019+2020","Ashley","Willis",NA,487,1257,"D-II"
"2538","Washburn",83671,"Ashley Wills","Washburn","2016+2017","Ashley","Wills",NA,579,2814,"D-II"
"2539","King (TN)",84681,"Ashley Worley","King (TN)","2024","Ashley","Worley",NA,437,30051,"D-II"
"2540","Rollins",84689,"Ashley Worrell","Rollins","2019+2020+2021+2022+2023+2024","Ashley","Worrell",NA,514,584,"D-II"
"2541","Walsh",85803,"Ashley Zgodzinski","Walsh","2020+2021+2022+2023+2024","Ashley","Zgodzinski",NA,578,30141,"D-II"
"2542","Northwood",85831,"Ashley Ziel","Northwood","2023+2024+2025","Ashley","Ziel",NA,496,510,"D-II"
"2543","Ill. Springfield",40923,"Ashli King","Ill. Springfield","2016","Ashli","King",NA,431,30050,"D-II"
"2544","Bloomsburg",79813,"Ashli Venokur","Bloomsburg","2017+2018+2019+2020","Ashli","Venokur",NA,346,65,"D-II"
"2545","Ursuline",9011,"Ashlie Brown","Ursuline","2016","Ashlie","Brown",NA,573,30140,"D-II"
"2546","Northwestern Okla.",29821,"Ashlie Green","Northwestern Okla.","2018+2019","Ashlie","Green",NA,495,30178,"D-II"
"2547","Washburn",76666,"Ashlie Thissen","Washburn","2020+2021+2022","Ashlie","Thissen",NA,579,2814,"D-II"
"2548","Lubbock Christian",31550,"Ashlinn Hamilton","Lubbock Christian","2023+2024+2025","Ashlinn","Hamilton",NA,455,30177,"D-II"
"2549","Northwestern Okla.",61444,"Ashlye Pool","Northwestern Okla.","2016","Ashlye","Pool",NA,495,30178,"D-II"
"2550","USC Beaufort",1307,"Ashlyn Alte","S.C. Beaufort + USC Beaufort","2021+2023","Ashlyn","Alte",NA,568,30259,"D-II"
"2551","Central Wash.",15174,"Ashlyn Cook","Central Mo. + Central Wash.","2019+2020+2021+2022+2023+2025","Ashlyn","Cook",NA,366,1010,"D-II"
"2552","Carson-Newman",15313,"Ashlyn Cooper","Carson-Newman","2016+2017+2018+2019","Ashlyn","Cooper",NA,361,1000,"D-II"
"2553","Missouri Western",24193,"Ashlyn Finarty","Missouri Western","2024+2025","Ashlyn","Finarty",NA,476,9013,"D-II"
"2554","Washburn",27378,"Ashlyn Gaughan","Washburn","2025","Ashlyn","Gaughan",NA,579,2814,"D-II"
"2555","Christian Brothers",34827,"Ashlyn Hinton","Christian Brothers","2018+2019+2020+2021","Ashlyn","Hinton",NA,373,1015,"D-II"
"2556","Missouri Western",35068,"Ashlyn Hoeft","Missouri Western","2024","Ashlyn","Hoeft",NA,476,9013,"D-II"
"2557","Mo. Southern St.",36643,"Ashlyn Hulett","Mo. Southern St.","2025","Ashlyn","Hulett",NA,477,9012,"D-II"
"2558","Roosevelt",41250,"Ashlyn Kitter","Roosevelt","2020","Ashlyn","Kitter",NA,515,2807,"D-II"
"2559","Angelo St.",44758,"Ashlyn Lerma","Angelo St.","2019+2020+2021+2022+2023","Ashlyn","Lerma",NA,329,25,"D-II"
"2560","Northwood",46714,"Ashlyn Lundquist","Northwood","2023+2024+2025","Ashlyn","Lundquist",NA,496,510,"D-II"
"2561","Embry-Riddle (FL)",47179,"Ashlyn Macveigh","Embry-Riddle (FL)","2022","Ashlyn","Macveigh",NA,399,9680,"D-II"
"2562","Lees-McRae",52649,"Ashlyn Mills","Lees-McRae","2018+2019+2020+2021","Ashlyn","Mills",NA,446,13302,"D-II"
"2563","Dominican (CA)",53960,"Ashlyn Moriarity","Dominican (CA)","2016","Ashlyn","Moriarity",NA,389,30118,"D-II"
"2564","Concordia-St. Paul",60229,"Ashlyn Peterson","Harding + Concordia-St. Paul","2021+2022+2023+2025","Ashlyn","Peterson",NA,383,9081,"D-II"
"2565","Mount Olive",61527,"Ashlyn Porter","Campbell + Mount Olive","2024+2025+2021+2022+2023","Ashlyn","Porter",NA,482,1245,"D-II"
"2566","Emory & Henry",62710,"Ashlyn Rachon","Emory & Henry","2023+2024+2025","Ashlyn","Rachon",NA,401,216,"D-II"
"2567","Ashland",64819,"Ashlyn Ring","Ashland","2024+2025","Ashlyn","Ring",NA,332,35,"D-II"
"2568","Mississippi Col.",65624,"Ashlyn Rodgers","Mississippi Col.","2025","Ashlyn","Rodgers",NA,474,429,"D-II"
"2569","Ga. Southwestern",65941,"Ashlyn Rogers","Ga. Southwestern","2022+2023+2024+2025","Ashlyn","Rogers",NA,418,1097,"D-II"
"2570","Walsh",70094,"Ashlyn Severns","Walsh","2025","Ashlyn","Severns",NA,578,30141,"D-II"
"2571","Fairmont St.",73131,"Ashlyn Spears","Fairmont St.","2020+2021","Ashlyn","Spears",NA,404,1076,"D-II"
"2572","Palm Beach Atl.",74653,"Ashlyn Storms","Palm Beach Atl.","2023+2024+2025","Ashlyn","Storms",NA,504,30045,"D-II"
"2573","William Jewell",75389,"Ashlyn Sutton","William Jewell","2017+2018+2019+2020","Ashlyn","Sutton",NA,593,30120,"D-II"
"2574","West Liberty",75989,"Ashlyn Tapman","West Liberty","2023+2024+2025","Ashlyn","Tapman",NA,585,1438,"D-II"
"2575","Henderson St.",76134,"Ashlyn Taylor","Texas Southern + Henderson St.","2019+2020+2021+2022","Ashlyn","Taylor",NA,428,1123,"D-II"
"2576","USC Aiken",82652,"Ashlyn White","Henderson St. + USC Aiken","2016+2022+2023+2024+2025","Ashlyn","White",NA,567,11276,"D-II"
"2577","Fla. Southern",84658,"Ashlyn Worcester","Fla. Southern","2016+2017+2018","Ashlyn","Worcester",NA,409,233,"D-II"
"2578","Chaminade",85014,"Ashlyn Yagin","Chaminade","2016+2017+2018+2019","Ashlyn","Yagin",NA,368,133,"D-II"
"2579","Davis & Elkins",85622,"Ashlyn Zapach","Davis & Elkins","2023+2024+2025","Ashlyn","Zapach",NA,387,174,"D-II"
"2580","Fayetteville St.",85965,"Ashlyn Zook","Fayetteville St.","2018+2019+2020","Ashlyn","Zook",NA,405,223,"D-II"
"2581","Regis (CO)",3550,"Ashlynn Balliet","Regis (CO)","2021","Ashlynn","Balliet",NA,511,568,"D-II"
"2582","Angelo St.",7802,"Ashlynn Box","Angelo St.","2020+2021+2022","Ashlynn","Box",NA,329,25,"D-II"
"2583","Tex. Permian Basin",8017,"Ashlynn Bradley","Tex. Permian Basin","2020+2021+2022","Ashlynn","Bradley",NA,555,30088,"D-II"
"2584","Cameron",9295,"Ashlynn Bruce","Cameron","2022+2023+2024","Ashlynn","Bruce",NA,360,996,"D-II"
"2585","Black Hills St.",59286,"Ashlynn Pauwels","Black Hills St.","2023+2024+2025","Ashlynn","Pauwels",NA,344,30134,"D-II"
"2586","Frostburg St.",66671,"Ashlynn Routzahn","Frostburg St.","2023+2024+2025","Ashlynn","Routzahn",NA,417,243,"D-II"
"2587","Florida Tech",70540,"Ashlynn Shelley","Florida Tech","2020+2021","Ashlynn","Shelley",NA,411,230,"D-II"
"2588","Lincoln (PA)",70654,"Ashlynn Sherman","Lincoln (PA)","2024+2025","Ashlynn","Sherman",NA,451,357,"D-II"
"2589","Christian Brothers",72066,"Ashlynn Smith","Christian Brothers","2023+2021+2022+2024","Ashlynn","Smith",NA,373,1015,"D-II"
"2590","Lincoln Memorial",81517,"Ashlynn Watkins","Lincoln Memorial","2025","Ashlynn","Watkins",NA,452,1176,"D-II"
"2591","Mo. Southern St.",83329,"Ashlynn Williams","Kansas City + Tex. Permian Basin + Mo. Southern St.","2019+2020+2016+2017+2018+2021+2022+2023","Ashlynn","Williams",NA,477,9012,"D-II"
"2592","Gannon",17363,"Ashlynne Daley","Gannon","2016","Ashlynne","Daley",NA,419,246,"D-II"
"2593","West Va. Wesleyan",49580,"Ashlynne Mcadow","West Va. Wesleyan","2025","Ashlynne","Mcadow",NA,587,9630,"D-II"
"2594","Ark.-Monticello",80425,"Ashlynne Vote","Ark.-Monticello","2025","Ashlynne","Vote",NA,330,8411,"D-II"
"2595","Lenoir-Rhyne",34784,"Ashten Hinkle","Lenoir-Rhyne","2017+2018+2019+2020","Ashten","Hinkle",NA,447,1170,"D-II"
"2596","Union (TN)",60387,"Ashten Petty","Union (TN)","2018+2019+2020+2021","Ashten","Petty",NA,571,30153,"D-II"
"2597","Palm Beach Atl.",456,"Ashton Adkins","Southeastern Okla. + Palm Beach Atl.","2016+2017+2018","Ashton","Adkins",NA,504,30045,"D-II"
"2598","Southern Ark.",2670,"Ashton Atwell","Southern Ark.","2016","Ashton","Atwell",NA,535,1376,"D-II"
"2599","Embry-Riddle (FL)",2862,"Ashton Aycock","Embry-Riddle (FL)","2022+2023+2024","Ashton","Aycock",NA,399,9680,"D-II"
"2600","Lubbock Christian",5097,"Ashton Bell","Lubbock Christian","2016","Ashton","Bell",NA,455,30177,"D-II"
"2601","Northeastern St.",6186,"Ashton Birchfield","Northeastern St.","2017","Ashton","Birchfield",NA,491,12810,"D-II"
"2602","N.M. Highlands",7430,"Ashton Borunda","N.M. Highlands","2016","Ashton","Borunda",NA,483,8577,"D-II"
"2603","Shaw",9013,"Ashton Brown","Shaw","2016","Ashton","Brown",NA,526,636,"D-II"
"2604","Harding",9493,"Ashton Bryce","Harding","2021+2022+2024","Ashton","Bryce",NA,425,1116,"D-II"
"2605","Converse",14401,"Ashton Coker","Converse","2017+2018","Ashton","Coker",NA,384,8935,"D-II"
"2606","Ark.-Monticello",17008,"Ashton Currey","Ark.-Monticello","2016+2017+2018","Ashton","Currey",NA,330,8411,"D-II"
"2607","Angelo St.",19895,"Ashton Dirner","Angelo St.","2021+2022+2023+2024","Ashton","Dirner",NA,329,25,"D-II"
"2608","Augustana (SD)",20418,"Ashton Dorman","Augustana (SD)","2023+2024+2025","Ashton","Dorman",NA,335,41,"D-II"
"2609","Quincy",21485,"Ashton Dyche","Quincy","2019","Ashton","Dyche",NA,510,561,"D-II"
"2610","Washburn",25873,"Ashton Friend","Washburn","2020+2021+2022","Ashton","Friend",NA,579,2814,"D-II"
"2611","Coker",29143,"Ashton Goodwin","Coker","2023+2024+2025","Ashton","Goodwin",NA,377,1023,"D-II"
"2612","Findlay",40602,"Ashton Kester","Findlay","2017","Ashton","Kester",NA,408,1079,"D-II"
"2613","Southern Wesleyan",48491,"Ashton Martin","Eastern Ky. + Southern Wesleyan","2017+2019+2020+2021","Ashton","Martin",NA,539,30192,"D-II"
"2614","Angelo St.",50943,"Ashton Mcmillan","Angelo St.","2022+2023+2024+2025","Ashton","Mcmillan",NA,329,25,"D-II"
"2615","Glenville St.",58472,"Ashton Palmer","Glenville St.","2021+2022+2023","Ashton","Palmer",NA,422,1098,"D-II"
"2616","Pittsburg St.",61863,"Ashton Pratt","Pittsburg St.","2016","Ashton","Pratt",NA,506,1314,"D-II"
"2617","Newman",64208,"Ashton Reynolds","Newman","2020","Ashton","Reynolds",NA,488,30054,"D-II"
"2618","Arkansas Tech",68076,"Ashton Sangster","Arkansas Tech","2017+2018+2019+2020","Ashton","Sangster",NA,331,947,"D-II"
"2619","Central Okla.",72067,"Ashton Smith","Central Okla.","2016","Ashton","Smith",NA,365,1009,"D-II"
"2620","Lincoln (MO)",73615,"Ashton Stalling","Lincoln (MO)","2022+2020+2021+2023","Ashton","Stalling",NA,450,356,"D-II"
"2621","Shorter",74177,"Ashton Stevens","Shorter","2023+2024+2025","Ashton","Stevens",NA,529,30151,"D-II"
"2622","Trevecca Nazarene",74715,"Ashton Stowe","Memphis + Trevecca Nazarene","2019+2017","Ashton","Stowe",NA,560,30002,"D-II"
"2623","North Greenville",84131,"Ashton Withers","North Greenville","2018","Ashton","Withers",NA,490,9223,"D-II"
"2624","Rogers St.",4083,"Ashtyn Barrett","Rogers St.","2023+2024","Ashtyn","Barrett",NA,513,30180,"D-II"
"2625","Central Wash.",23353,"Ashtyn Falor","Central Wash.","2024+2025","Ashtyn","Falor",NA,366,1010,"D-II"
"2626","Southwestern Okla.",49575,"Ashtyn Mcadoo","Southwestern Okla.","2019+2020+2021","Ashtyn","Mcadoo",NA,542,8744,"D-II"
"2627","Francis Marion",59115,"Ashtyn Patterson","Carson-Newman + Francis Marion","2018+2019+2020+2021+2022","Ashtyn","Patterson",NA,415,1085,"D-II"
"2628","Fort Valley St.",59952,"Ashtyn Perkins","Fort Valley St.","2025+2024","Ashtyn","Perkins",NA,414,237,"D-II"
"2629","West Chester",3888,"Asia Barnard","West Chester","2021+2022","Asia","Barnard",NA,583,765,"D-II"
"2630","Fort Valley St.",9630,"Asia Buckner","Fort Valley St.","2016","Asia","Buckner",NA,414,237,"D-II"
"2631","Okla. Baptist",33746,"Asia Henry","Okla. Baptist","2021+2022","Asia","Henry",NA,500,30202,"D-II"
"2632","Shorter",51160,"Asia Mcwaters","Shorter","2022+2023","Asia","Mcwaters",NA,529,30151,"D-II"
"2633","Benedict",53539,"Asia Moore","Benedict","2016","Asia","Moore",NA,341,55,"D-II"
"2634","Clark Atlanta",55560,"Asia Nelson","Clark Atlanta","2016","Asia","Nelson",NA,376,144,"D-II"
"2635","Lane",62376,"Asia Pumphrey","Lane","2020","Asia","Pumphrey",NA,443,347,"D-II"
"2636","Savannah St.",83145,"Asia Wiles","Savannah St.","2016","Asia","Wiles",NA,524,632,"D-II"
"2637","Bowie St.",85324,"Asia-marie Young","Bowie St.","2018","Asia-marie","Young",NA,348,70,"D-II"
"2638","Kutztown",67499,"Asja Saito","Kutztown","2016+2017+2018","Asja","Saito",NA,438,339,"D-II"
"2639","Lincoln Memorial",46749,"Aslynn Lupton","Lincoln Memorial","2025","Aslynn","Lupton",NA,452,1176,"D-II"
"2640","Adams St.",20986,"Aspen Dufour","Adams St.","2021","Aspen","Dufour",NA,321,929,"D-II"
"2641","Chadron St.",22978,"Aspen Eubanks","Chadron St.","2016+2017+2018","Aspen","Eubanks",NA,367,1012,"D-II"
"2642","Okla. Baptist",30246,"Aspen Grimes","Okla. Baptist","2018+2019","Aspen","Grimes",NA,500,30202,"D-II"
"2643","Western Wash.",37446,"Aspen Ison","Western Wash.","2016","Aspen","Ison",NA,591,1448,"D-II"
"2644","Newman",60230,"Aspen Peterson","Newman","2024+2025","Aspen","Peterson",NA,488,30054,"D-II"
"2645","Okla. Baptist",78349,"Aspen Tuck","Okla. Baptist","2020","Aspen","Tuck",NA,500,30202,"D-II"
"2646","Okla. Baptist",85306,"Aspen Younce","Okla. Baptist","2020+2021+2022+2023","Aspen","Younce",NA,500,30202,"D-II"
"2647","Embry-Riddle (FL)",4706,"Aspyn Beattie","Lane + Embry-Riddle (FL)","2024+2025","Aspyn","Beattie",NA,399,9680,"D-II"
"2648","Saint Rose",55129,"Astasia Myler","Saint Rose","2017+2018+2019","Astasia","Myler",NA,521,1347,"D-II"
"2649","Central Wash.",23354,"Astyn Falor","Central Wash.","2022+2023","Astyn","Falor",NA,366,1010,"D-II"
"2650","Southwest Minn. St.",28718,"Athena Golling","Southwest Minn. St.","2016+2017+2018+2019","Athena","Golling",NA,541,8736,"D-II"
"2651","Lubbock Christian",54698,"Athena Muniz","Lubbock Christian","2020+2021+2022+2024","Athena","Muniz",NA,455,30177,"D-II"
"2652","Roosevelt",61393,"Athena Pomele-pen","Roosevelt","2025","Athena","Pomele-pen",NA,515,2807,"D-II"
"2653","St. Thomas Aquinas",85562,"Athena Zak","St. Thomas Aquinas","2020+2021+2022","Athena","Zak",NA,548,1348,"D-II"
"2654","Alderson Broaddus",52636,"Attie Milliron","Alderson Broaddus","2020","Attie","Milliron",NA,325,934,"D-II"
"2655","Tex. Permian Basin",4967,"Aubree Beggs","McPherson + Tex. Permian Basin","2021+2022+2023","Aubree","Beggs",NA,555,30088,"D-II"
"2656","Adams St.",17802,"Aubree Davis","Adams St.","2024+2025","Aubree","Davis",NA,321,929,"D-II"
"2657","Ark.-Monticello",29114,"Aubree Goodnight","Ark.-Monticello","2025","Aubree","Goodnight",NA,330,8411,"D-II"
"2658","Ark.-Monticello",33145,"Aubree Head","Ark.-Monticello","2016+2017+2018","Aubree","Head",NA,330,8411,"D-II"
"2659","Washburn",34134,"Aubree Herrin","Washburn","2018","Aubree","Herrin",NA,579,2814,"D-II"
"2660","Colo. Sch. of Mines",39713,"Aubree Karraker","Colo. Sch. of Mines","2021+2023","Aubree","Karraker",NA,379,155,"D-II"
"2661","Converse",44677,"Aubree Leonard","Converse","2025","Aubree","Leonard",NA,384,8935,"D-II"
"2662","Saginaw Valley",54402,"Aubree Mouthaan","Saginaw Valley","2016+2017+2018+2019","Aubree","Mouthaan",NA,516,591,"D-II"
"2663","Livingstone",64131,"Aubree Reyes","Livingstone","2022+2023","Aubree","Reyes",NA,453,359,"D-II"
"2664","Northern St.",76466,"Aubree Terris","Upper Iowa + Northern St.","2021+2022+2023","Aubree","Terris",NA,492,1266,"D-II"
"2665","Emmanuel (GA)",76553,"Aubree Thacker","Emmanuel (GA)","2016+2017","Aubree","Thacker",NA,400,30193,"D-II"
"2666","Northeastern St.",80004,"Aubree Vickrey","Northeastern St.","2025","Aubree","Vickrey",NA,491,12810,"D-II"
"2667","Slippery Rock",1079,"Aubrey Allen","Slippery Rock","2019+2020","Aubrey","Allen",NA,532,643,"D-II"
"2668","Bemidji St.",2709,"Aubrey Aukerman","Bemidji St.","2023+2024+2025","Aubrey","Aukerman",NA,340,54,"D-II"
"2669","Tex. Permian Basin",2804,"Aubrey Avila","Tex. Permian Basin","2018","Aubrey","Avila",NA,555,30088,"D-II"
"2670","Franklin Pierce",5950,"Aubrey Bianco","Franklin Pierce","2016+2017+2018","Aubrey","Bianco",NA,416,241,"D-II"
"2671","Sonoma St.",6583,"Aubrey Blankenburg","Sonoma St.","2017+2018","Aubrey","Blankenburg",NA,533,645,"D-II"
"2672","Young Harris",7623,"Aubrey Bourrie","Young Harris","2022+2023","Aubrey","Bourrie",NA,599,30154,"D-II"
"2673","Central Mo.",9014,"Aubrey Brown","Lamar University + Central Mo.","2024+2025+2021+2022","Aubrey","Brown",NA,364,130,"D-II"
"2674","Pace",11930,"Aubrey Carroll","Pace","2023+2024+2025","Aubrey","Carroll",NA,503,533,"D-II"
"2675","Cal St. Monterey Bay",15932,"Aubrey Cousins","Cal St. Monterey Bay","2018+2019+2020","Aubrey","Cousins",NA,356,30055,"D-II"
"2676","Young Harris",16636,"Aubrey Crowell","Young Harris","2017","Aubrey","Crowell",NA,599,30154,"D-II"
"2677","Central Mo.",17476,"Aubrey Daniel","Central Mo.","2017+2018+2019","Aubrey","Daniel",NA,364,130,"D-II"
"2678","Fla. Southern",22012,"Aubrey Ehlers","Fla. Southern","2018+2019","Aubrey","Ehlers",NA,409,233,"D-II"
"2679","Barton",30119,"Aubrey Griffin","Barton","2020","Aubrey","Griffin",NA,338,15646,"D-II"
"2680","Northwest Mo. St.",30183,"Aubrey Griffith","Northwest Mo. St.","2022+2023","Aubrey","Griffith",NA,493,507,"D-II"
"2681","Nova Southeastern",37062,"Aubrey Hutzler","Campbell + Nova Southeastern","2023+2024+2025","Aubrey","Hutzler",NA,498,24639,"D-II"
"2682","King (TN)",40925,"Aubrey King","King (TN)","2025","Aubrey","King",NA,437,30051,"D-II"
"2683","Slippery Rock",47927,"Aubrey Mansfield","Slippery Rock","2023+2024+2025","Aubrey","Mansfield",NA,532,643,"D-II"
"2684","Fort Hays St.",48686,"Aubrey Martinez","Fort Hays St.","2023+2024","Aubrey","Martinez",NA,412,9011,"D-II"
"2685","Concord",49162,"Aubrey Matic","Concord","2022","Aubrey","Matic",NA,382,1028,"D-II"
"2686","Bloomfield",57763,"Aubrey Orr","Bloomfield","2016+2017","Aubrey","Orr",NA,345,984,"D-II"
"2687","Wingate",63699,"Aubrey Reep","Wingate","2017+2018+2019+2020+2021","Aubrey","Reep",NA,595,1462,"D-II"
"2688","Mansfield",63903,"Aubrey Reinert","Mansfield","2024+2025","Aubrey","Reinert",NA,460,384,"D-II"
"2689","Ohio Dominican",66114,"Aubrey Rolon","Ohio Dominican","2018+2019","Aubrey","Rolon",NA,499,30119,"D-II"
"2690","Purdue Northwest",70970,"Aubrey Shroyer","Purdue Northwest","2020+2021+2022+2023+2024","Aubrey","Shroyer",NA,508,30222,"D-II"
"2691","Columbus St.",78937,"Aubrey Ussery","Columbus St.","2025","Aubrey","Ussery",NA,381,159,"D-II"
"2692","Quincy",20073,"Aubrie Dodd","Quincy","2020","Aubrie","Dodd",NA,510,561,"D-II"
"2693","Tiffin",32176,"Aubrie Harper","Tiffin","2022+2023+2024+2025","Aubrie","Harper",NA,559,1403,"D-II"
