"","last_team","player_id","player","teams","seasons","first","last","headshot","...1","team_id","division"
"20672","Minot St.",85902,"Tori Zimmermann","Minot St.","2017+2018","Tori","Zimmermann",NA,473,30125,"D-II"
"20673","Tuskegee",27112,"Tori beth Garner","Tuskegee","2016","Tori beth","Garner",NA,563,720,"D-II"
"20674","Eastern N.M.",7431,"Torianna Borunda","Eastern N.M.","2022+2023","Torianna","Borunda",NA,394,206,"D-II"
"20675","Cal St. Dom. Hills",2678,"Torie Au","Cal St. Dom. Hills","2025","Torie","Au",NA,354,92,"D-II"
"20676","Saint Michael's",63299,"Torie Rathwell","Saint Michael's","2017+2018+2019","Torie","Rathwell",NA,520,613,"D-II"
"20677","Rogers St.",68036,"Torie Sandoval","Rogers St.","2025","Torie","Sandoval",NA,513,30180,"D-II"
"20678","Angelo St.",35227,"Torrey Hogan","Angelo St.","2021+2022+2023+2024","Torrey","Hogan",NA,329,25,"D-II"
"20679","Northwest Mo. St.",6810,"Torri Blythe","Northwest Mo. St.","2016+2017","Torri","Blythe",NA,493,507,"D-II"
"20680","Augustana (SD)",13613,"Torri Chute","Augustana (SD)","2020+2021+2022+2023+2024","Torri","Chute",NA,335,41,"D-II"
"20681","Lincoln (MO)",34801,"Torri Hinnah","Lincoln (MO)","2024+2025","Torri","Hinnah",NA,450,356,"D-II"
"20682","Savannah St.",84848,"Torrian Wright","Savannah St.","2016","Torrian","Wright",NA,524,632,"D-II"
"20683","Fairmont St.",26482,"Torrie Gall","Fairmont St.","2021+2022","Torrie","Gall",NA,404,1076,"D-II"
"20684","Alabama Huntsville",27113,"Torrie Garner","Birmingham-So. + Alabama Huntsville","2017+2019+2020+2016","Torrie","Garner",NA,323,10,"D-II"
"20685","Northwood",29764,"Torriya Gray-baker","Northwood","2017+2018+2019+2020","Torriya","Gray-baker",NA,496,510,"D-II"
"20686","Belmont Abbey",10733,"Tory Cagno","Belmont Abbey","2025","Tory","Cagno",NA,339,2683,"D-II"
"20687","Southwest Minn. St.",80185,"Tory Villotta","Southwest Minn. St.","2021","Tory","Villotta",NA,541,8736,"D-II"
"20688","Hawaii Hilo",3370,"Toshonnie Baker","Hawaii Hilo","2017","Toshonnie","Baker",NA,426,2697,"D-II"
"20689","Molloy",3474,"Tracey Balinskas","Molloy","2016","Tracey","Balinskas",NA,479,437,"D-II"
"20690","North Greenville",36229,"Traci Howell","North Greenville","2016","Traci","Howell",NA,490,9223,"D-II"
"20691","Lock Haven",42428,"Traci Kromko","Lock Haven","2016+2017+2018+2019","Traci","Kromko",NA,454,360,"D-II"
"20692","Findlay",51815,"Traci Merriman","Findlay","2019+2020","Traci","Merriman",NA,408,1079,"D-II"
"20693","Flagler",10680,"Tracy Caccavale","Flagler","2017+2018","Tracy","Caccavale",NA,410,30092,"D-II"
"20694","USC Aiken",78250,"Tracy Truesdale","USC Aiken","2020","Tracy","Truesdale",NA,567,11276,"D-II"
"20695","Newman",72453,"Travi Smith","Newman","2023","Travi","Smith",NA,488,30054,"D-II"
"20696","Newman",72454,"Travia Smith","Newman","2024+2025","Travia","Smith",NA,488,30054,"D-II"
"20697","Benedict",21566,"Tre'sor Eady","Benedict","2023+2024+2025","Tre'sor","Eady",NA,341,55,"D-II"
"20698","Fayetteville St.",59169,"Treja Patterson","Fayetteville St.","2023+2024+2025","Treja","Patterson",NA,405,223,"D-II"
"20699","Young Harris",82520,"Trellis Whaley","AUM + Young Harris","2021+2022","Trellis","Whaley",NA,599,30154,"D-II"
"20700","Edward Waters",35534,"Tremia Holmes","Edward Waters","2016","Tremia","Holmes",NA,397,30244,"D-II"
"20701","Emporia St.",81403,"Trent Warstler","Emporia St.","2024","Trent","Warstler",NA,402,1071,"D-II"
"20702","Tusculum",63726,"Treslyn Reese","Tusculum","2016+2017","Treslyn","Reese",NA,562,12830,"D-II"
"20703","Lincoln (MO)",36615,"Tressa Hughes","Lincoln (MO)","2020+2021","Tressa","Hughes",NA,450,356,"D-II"
"20704","Shippensburg",39450,"Tressa Kagarise","Shippensburg","2019+2020+2021+2022","Tressa","Kagarise",NA,528,638,"D-II"
"20705","Western Wash.",62722,"Tressa Radach","Western Wash.","2016","Tressa","Radach",NA,591,1448,"D-II"
"20706","St. Cloud St.",18355,"Tricia Deboer","St. Cloud St.","2016","Tricia","Deboer",NA,545,598,"D-II"
"20707","Franklin Pierce",31913,"Tricia Hansen","Franklin Pierce","2016","Tricia","Hansen",NA,416,241,"D-II"
"20708","St. Thomas Aquinas",68158,"Trinadey Santiago","UMass Lowell + American Int'l + St. Thomas Aquinas","2024+2022+2025","Trinadey","Santiago",NA,548,1348,"D-II"
"20709","Livingstone",7970,"Trine Bracey","Livingstone","2024+2025","Trine","Bracey",NA,453,359,"D-II"
"20710","Claflin",55893,"Trinitee Newman","Claflin","2022","Trinitee","Newman",NA,374,30058,"D-II"
"20711","San Fran. St.",69611,"Triniti Scruggs","San Fran. St.","2019","Triniti","Scruggs",NA,523,628,"D-II"
"20712","Young Harris",2866,"Trinity Aycock","Young Harris","2022+2023+2024","Trinity","Aycock",NA,599,30154,"D-II"
"20713","Carson-Newman",8911,"Trinity Brooks","Carson-Newman","2024+2025","Trinity","Brooks",NA,361,1000,"D-II"
"20714","Saint Martin's",10631,"Trinity Cabana-rodrigues","Saint Martin's","2025","Trinity","Cabana-rodrigues",NA,519,1343,"D-II"
"20715","Miles",14655,"Trinity Collier","Miles","2025","Trinity","Collier",NA,468,422,"D-II"
"20716","Davis & Elkins",15757,"Trinity Cossette","Davis & Elkins","2022+2024+2025","Trinity","Cossette",NA,387,174,"D-II"
"20717","Seton Hill",16892,"Trinity Cumo","Seton Hill","2019+2020+2021","Trinity","Cumo",NA,525,30063,"D-II"
"20718","Hawaii Hilo",23609,"Trinity Favela","Saint Martin's + Hawaii Hilo","2019+2023","Trinity","Favela",NA,426,2697,"D-II"
"20719","Davis & Elkins",24639,"Trinity Fleming","Davis & Elkins","2023+2024+2025","Trinity","Fleming",NA,387,174,"D-II"
"20720","Flagler",26015,"Trinity Fry","Flagler","2022+2023","Trinity","Fry",NA,410,30092,"D-II"
"20721","Felician",26968,"Trinity Garcia","Felician","2019+2020+2022","Trinity","Garcia",NA,406,23157,"D-II"
"20722","UT Tyler",31282,"Trinity Hale","UT Tyler","2025","Trinity","Hale",NA,569,30028,"D-II"
"20723","Elizabeth City St.",32391,"Trinity Harris","Elizabeth City St.","2018+2019","Trinity","Harris",NA,398,210,"D-II"
"20724","West Ala.",32778,"Trinity Hatcher","West Ala.","2025","Trinity","Hatcher",NA,582,358,"D-II"
"20725","St. Cloud St.",39370,"Trinity Junker","St. Cloud St.","2020+2021+2022+2023","Trinity","Junker",NA,545,598,"D-II"
"20726","West Tex. A&M",42677,"Trinity Kuntz","West Tex. A&M","2024+2025","Trinity","Kuntz",NA,586,767,"D-II"
"20727","American Int'l",43870,"Trinity Lavalley","American Int'l","2025","Trinity","Lavalley",NA,327,22,"D-II"
"20728","Saint Martin's",45708,"Trinity Loeb","Saint Martin's","2019","Trinity","Loeb",NA,519,1343,"D-II"
"20729","Bowie St.",53046,"Trinity Mizelle","Bowie St.","2023","Trinity","Mizelle",NA,348,70,"D-II"
"20730","Georgian Court",53862,"Trinity Moreno","Georgian Court","2023","Trinity","Moreno",NA,421,9004,"D-II"
"20731","Southeastern Okla.",57179,"Trinity Oden","Southeastern Okla.","2025","Trinity","Oden",NA,534,1371,"D-II"
"20732","Texas Woman's",60089,"Trinity Perry","Texas Woman's","2025","Trinity","Perry",NA,556,701,"D-II"
"20733","Anderson (SC)",62503,"Trinity Queen","Anderson (SC)","2022+2023+2024","Trinity","Queen",NA,328,13028,"D-II"
"20734","Minot St.",79089,"Trinity Valentine","Minot St.","2021+2022","Trinity","Valentine",NA,473,30125,"D-II"
"20735","Belmont Abbey",80882,"Trinity Wall","Belmont Abbey","2023+2024+2025","Trinity","Wall",NA,339,2683,"D-II"
"20736","Ga. Southwestern",82829,"Trinity Whitfield","Ga. Southwestern","2022","Trinity","Whitfield",NA,418,1097,"D-II"
"20737","Western N.M.",26530,"Trish Gallardo","Western N.M.","2022","Trish","Gallardo",NA,589,1445,"D-II"
"20738","MSU Denver",44509,"Trish Leins","MSU Denver","2022+2023+2024+2025","Trish","Leins",NA,457,413,"D-II"
"20739","Ill. Springfield",23590,"Trisha Faulkner","Ill. Springfield","2016+2017","Trisha","Faulkner",NA,431,30050,"D-II"
"20740","West Chester",41977,"Trisha Kopinetz","West Chester","2020+2021+2022","Trisha","Kopinetz",NA,583,765,"D-II"
"20741","Missouri S&T",30318,"Trista Grobe","Missouri S&T","2024+2025","Trista","Grobe",NA,475,435,"D-II"
"20742","Lincoln (MO)",33241,"Trista Heavin","Lincoln (MO)","2019","Trista","Heavin",NA,450,356,"D-II"
"20743","Pittsburg St.",60296,"Trista Peterson","Pittsburg St.","2024+2025","Trista","Peterson",NA,506,1314,"D-II"
"20744","Mount Olive",22540,"Tristan Ennis","Mount Olive","2023+2024+2025","Tristan","Ennis",NA,482,1245,"D-II"
"20745","Converse",32660,"Tristan Harvey","Converse","2016+2017","Tristan","Harvey",NA,384,8935,"D-II"
"20746","Pittsburg St.",34793,"Tristan Hinkle","Pittsburg St.","2022","Tristan","Hinkle",NA,506,1314,"D-II"
"20747","Eastern N.M.",12339,"Tristen Castaneda","Eastern N.M.","2017","Tristen","Castaneda",NA,394,206,"D-II"
"20748","Fort Lewis",28055,"Tristen Gilbert","Fort Lewis","2016+2017+2018","Tristen","Gilbert",NA,413,1083,"D-II"
"20749","Claflin",40622,"Tristen Keuchler","Claflin","2022","Tristen","Keuchler",NA,374,30058,"D-II"
"20750","USC Beaufort",56499,"Tristen Norris","USC Beaufort","2023+2025","Tristen","Norris",NA,568,30259,"D-II"
"20751","UT Tyler",1594,"Tristin Anders","Lamar University + UT Tyler","2018+2020+2021","Tristin","Anders",NA,569,30028,"D-II"
"20752","Upper Iowa",20473,"Tristin Doster","Iowa + Campbell + Upper Iowa","2022+2023+2024+2025","Tristin","Doster",NA,572,728,"D-II"
"20753","Seton Hill",41775,"Tristin Koerner","Mount St. Mary's + Seton Hill","2024+2025+2023","Tristin","Koerner",NA,525,30063,"D-II"
"20754","Rollins",59388,"Tristin Peace","Rollins","2021+2022","Tristin","Peace",NA,514,584,"D-II"
"20755","Okla. Christian",31597,"Tristyn Hamilton","Okla. Christian","2020+2021+2022+2023+2024","Tristyn","Hamilton",NA,501,30179,"D-II"
"20756","Southern Nazarene",70914,"Tristyn Short","Southern Nazarene","2016","Tristyn","Short",NA,538,30152,"D-II"
"20757","Wilmington (DE)",74342,"Tristyn Stewart","Wilmington (DE)","2024+2022+2023+2025","Tristyn","Stewart",NA,594,1460,"D-II"
"20758","Emory & Henry",77439,"Tristyn Tofano","Emory & Henry","2024+2025","Tristyn","Tofano",NA,401,216,"D-II"
"20759","Anderson (SC)",71026,"Trudi Shuman","Anderson (SC)","2016+2017+2018","Trudi","Shuman",NA,328,13028,"D-II"
"20760","Academy of Art",58737,"True Park","Academy of Art","2016+2017","True","Park",NA,320,30123,"D-II"
"20761","Shepherd",47952,"Trynda Mantz","Shepherd","2024+2025","Trynda","Mantz",NA,527,10870,"D-II"
"20762","Colo. Sch. of Mines",57931,"Trystin Oshiro-sano","Colo. Sch. of Mines","2021+2022+2023+2024","Trystin","Oshiro-sano",NA,379,155,"D-II"
"20763","Midwestern St.",11458,"Tucker Caraway","South Alabama + Midwestern St.","2016+2018+2019","Tucker","Caraway",NA,467,1222,"D-II"
"20764","Ouachita Baptist",51535,"Tuesday Melton","Ouachita Baptist","2023+2024+2022+2025","Tuesday","Melton",NA,502,1289,"D-II"
"20765","East Stroudsburg",52746,"Tulana Mingin","East Stroudsburg","2025","Tulana","Mingin",NA,393,197,"D-II"
"20766","Cameron",82945,"Turner Whorton","Cameron","2019+2020","Turner","Whorton",NA,360,996,"D-II"
"20767","Missouri S&T",55436,"Ty Neal","Missouri S&T","2024+2025","Ty","Neal",NA,475,435,"D-II"
"20768","Lenoir-Rhyne",78110,"Ty Triplett","Lenoir-Rhyne","2016+2017","Ty","Triplett",NA,447,1170,"D-II"
"20769","St. Edward's",61968,"Ty'eryka Preston","St. Edward's","2019+2020","Ty'eryka","Preston",NA,546,1334,"D-II"
"20770","Albany St. (GA)",9250,"Ty'janae Brown","Albany Pharmacy + Albany St. (GA)","2024","Ty'janae","Brown",NA,324,13,"D-II"
"20771","Virginia St.",3514,"Ty'nia Ball","Virginia St.","2025","Ty'nia","Ball",NA,576,743,"D-II"
"20772","Lincoln Memorial",28639,"Ty-kella Goins","Lincoln Memorial","2017+2018+2019+2020+2021","Ty-kella","Goins",NA,452,1176,"D-II"
"20773","Virginia Union",17537,"Tyana Daniels","Virginia Union","2016","Tyana","Daniels",NA,577,744,"D-II"
"20774","Bluefield St.",76842,"Tyann Thomas","Bluefield St.","2017","Tyann","Thomas",NA,347,985,"D-II"
"20775","Fort Valley St.",2581,"Tyanna Askew","Fort Valley St.","2019+2018+2020","Tyanna","Askew",NA,414,237,"D-II"
"20776","Saint Augustine's",60297,"Tyanna Peterson","Saint Augustine's","2016+2017","Tyanna","Peterson",NA,517,594,"D-II"
"20777","North Georgia",19060,"Tybee Denton","North Georgia","2024+2021+2022+2023","Tybee","Denton",NA,489,30052,"D-II"
"20778","Western N.M.",15422,"Tycee Coplan","Western N.M.","2018+2019","Tycee","Coplan",NA,589,1445,"D-II"
"20779","Winston-Salem",28318,"Tyeisha Gist","Winston-Salem","2024","Tyeisha","Gist",NA,597,791,"D-II"
"20780","Johnson C. Smith",27128,"Tyika Garr-carter","Johnson C. Smith","2022+2023+2024","Tyika","Garr-carter",NA,435,323,"D-II"
"20781","Albany St. (GA)",9251,"Tyjanae Brown","Albany St. (GA) <i> - Exhibition contest for this institution</i> + Albany St. (GA)","2023+2022+2024+2025","Tyjanae","Brown",NA,324,13,"D-II"
"20782","LeMoyne-Owen",21877,"Tyke Edward","LeMoyne-Owen","2022","Tyke","Edward",NA,444,350,"D-II"
"20783","Livingstone",46726,"Tykera Lundy","Livingstone","2024+2025","Tykera","Lundy",NA,453,359,"D-II"
"20784","LeMoyne-Owen",30303,"Tykeria Grissom","LeMoyne-Owen","2019+2020+2022","Tykeria","Grissom",NA,444,350,"D-II"
"20785","Lubbock Christian",44372,"Tyla Lee","Lubbock Christian","2020+2021+2022+2024","Tyla","Lee",NA,455,30177,"D-II"
"20786","Mississippi Col.",9622,"Tylan Buckley","Mississippi Col.","2016+2017","Tylan","Buckley",NA,474,429,"D-II"
"20787","Allen",16299,"Tylar Crawford","Allen","2025","Tylar","Crawford",NA,326,30240,"D-II"
"20788","Minot St.",35387,"Tylar Holland","Minot St.","2016+2017","Tylar","Holland",NA,473,30125,"D-II"
"20789","Albany St. (GA)",37629,"Tylar Jackson","Albany St. (GA) <i> - Exhibition contest for this institution</i> + Albany St. (GA)","2023","Tylar","Jackson",NA,324,13,"D-II"
"20790","Texas Woman's",43340,"Tylar Lane","Texas Woman's","2023+2024","Tylar","Lane",NA,556,701,"D-II"
"20791","St. Edward's",59,"Tyler Aasland","St. Edward's","2021+2022+2024","Tyler","Aasland",NA,546,1334,"D-II"
"20792","Holy Family",4770,"Tyler Beccari","Holy Family","2017+2018+2019+2020","Tyler","Beccari",NA,430,1126,"D-II"
"20793","Southern Ark.",12157,"Tyler Casada","Southern Ark.","2016+2017","Tyler","Casada",NA,535,1376,"D-II"
"20794","Western Ore.",16304,"Tyler Creach","Western Ore.","2018+2019+2020","Tyler","Creach",NA,590,1446,"D-II"
"20795","Shaw",25087,"Tyler Ford","Shaw","2017","Tyler","Ford",NA,526,636,"D-II"
"20796","Okla. Baptist",29931,"Tyler Greene","Texas Woman's + Okla. Baptist","2020+2021","Tyler","Greene",NA,500,30202,"D-II"
"20797","Alabama Huntsville",32466,"Tyler Harrison","Alabama Huntsville","2016+2017","Tyler","Harrison",NA,323,10,"D-II"
"20798","Adams St.",33099,"Tyler Hays","Adams St.","2016+2017+2018+2020+2021","Tyler","Hays",NA,321,929,"D-II"
"20799","Southwest Baptist",34046,"Tyler Hernandez","Southwest Baptist","2016","Tyler","Hernandez",NA,540,2755,"D-II"
"20800","LeMoyne-Owen",45228,"Tyler Lincoln","LeMoyne-Owen","2017","Tyler","Lincoln",NA,444,350,"D-II"
"20801","Bloomsburg",82777,"Tyler White","Bloomsburg","2020","Tyler","White",NA,346,65,"D-II"
"20802","Black Hills St.",82849,"Tyler Whitlock","Black Hills St.","2022+2023+2024+2025","Tyler","Whitlock",NA,344,30134,"D-II"
"20803","Rollins",14440,"Tyler jo Colby","Rollins","2020+2021+2022","Tyler jo","Colby",NA,514,584,"D-II"
"20804","Texas Woman's",75705,"Tylia Sylestine","Texas Woman's","2017+2018+2019","Tylia","Sylestine",NA,556,701,"D-II"
"20805","McKendree",74093,"Tylin Stephens","McKendree","2016+2017+2018","Tylin","Stephens",NA,464,30138,"D-II"
"20806","Lake Erie",37030,"Tymarie Hutchinson","Lake Erie","2022","Tymarie","Hutchinson",NA,440,2746,"D-II"
"20807","Arkansas Tech",64789,"Tymber Riley","Arkansas + Arkansas Tech","2023+2019+2020+2021+2022","Tymber","Riley",NA,331,947,"D-II"
"20808","Lincoln (PA)",16669,"Tymera Crudup","Lincoln (PA)","2018+2019+2020","Tymera","Crudup",NA,451,357,"D-II"
"20809","Winston-Salem",83908,"Tymiah Winbush","Winston-Salem","2022+2023+2024+2025","Tymiah","Winbush",NA,597,791,"D-II"
"20810","Mo.-St. Louis",10255,"Tynai Burrow","Mo.-St. Louis","2016","Tynai","Burrow",NA,478,436,"D-II"
"20811","Colorado Mesa",36040,"Tyneesha Houkamau","Colorado Mesa","2017","Tyneesha","Houkamau",NA,380,11416,"D-II"
"20812","Kentucky St.",83868,"Tyniesha Wilson","Kentucky St.","2016+2017","Tyniesha","Wilson",NA,436,332,"D-II"
"20813","Livingstone",83215,"Tyonna Wilkes","Livingstone","2019+2020+2022","Tyonna","Wilkes",NA,453,359,"D-II"
"20814","Okla. Baptist",26969,"Tyra Garcia","Okla. Baptist","2019+2020","Tyra","Garcia",NA,500,30202,"D-II"
"20815","Southwest Baptist",31118,"Tyra Haffer","Southwest Baptist","2025","Tyra","Haffer",NA,540,2755,"D-II"
"20816","Claflin",35434,"Tyra Hollingsworth","Claflin","2016","Tyra","Hollingsworth",NA,374,30058,"D-II"
"20817","Southern Ark.",39146,"Uchenna Jong loy","Southern Ark.","2022+2023","Uchenna","Jong loy",NA,535,1376,"D-II"
"20818","Hawaii Pacific",85436,"Uluwehi Young","Hawaii Pacific","2016","Uluwehi","Young",NA,427,2696,"D-II"
"20819","West Tex. A&M",11193,"Ursula Campo","West Tex. A&M","2018","Ursula","Campo",NA,586,767,"D-II"
"20820","Sul Ross St.",583,"Valeria Aguilar","Sul Ross St.","2025+2024","Valeria","Aguilar",NA,551,1390,"D-II"
"20821","Eastern N.M.",15132,"Valeria Contreras","Eastern N.M.","2023+2024+2025","Valeria","Contreras",NA,394,206,"D-II"
"20822","Edward Waters",38792,"Valeria Johnson","Edward Waters","2021+2022","Valeria","Johnson",NA,397,30244,"D-II"
"20823","Western N.M.",46688,"Valeria Luna","Western N.M.","2017+2018","Valeria","Luna",NA,589,1445,"D-II"
"20824","CSU Pueblo",51657,"Valeria Mendoza","CSU Pueblo","2017","Valeria","Mendoza",NA,350,2720,"D-II"
"20825","Bluefield St.",65060,"Valeria Rivera","Bluefield St.","2023+2024","Valeria","Rivera",NA,347,985,"D-II"
"20826","Cal St. Monterey Bay",584,"Valerie Aguilar","Cal St. Monterey Bay","2016+2017","Valerie","Aguilar",NA,356,30055,"D-II"
"20827","Hawaii Hilo",1359,"Valerie Alvarado","Hawaii Hilo","2019+2020+2021","Valerie","Alvarado",NA,426,2697,"D-II"
"20828","Flagler",5232,"Valerie Beltre","Flagler","2021+2022","Valerie","Beltre",NA,410,30092,"D-II"
"20829","Arkansas Tech",5423,"Valerie Bennett","Arkansas Tech","2018","Valerie","Bennett",NA,331,947,"D-II"
"20830","Lubbock Christian",8238,"Valerie Brant","St. Edward's + Lubbock Christian","2018+2019+2020+2021+2022+2024","Valerie","Brant",NA,455,30177,"D-II"
"20831","Bloomsburg",11486,"Valerie Carcasses","Bloomsburg","2016","Valerie","Carcasses",NA,346,65,"D-II"
"20832","Tex. Permian Basin",29019,"Valerie Gonzalez","Tex. Permian Basin","2019+2020+2021+2022","Valerie","Gonzalez",NA,555,30088,"D-II"
"20833","Lees-McRae",34355,"Valerie Hickey","Lees-McRae","2016+2017","Valerie","Hickey",NA,446,13302,"D-II"
"20834","Minn. Duluth",35255,"Valerie Hohol","Minn. Duluth","2016+2017+2018","Valerie","Hohol",NA,470,427,"D-II"
"20835","Eckerd",35337,"Valerie Holguin","Eckerd","2019+2020","Valerie","Holguin",NA,395,208,"D-II"
"20836","Arkansas Tech",37254,"Valerie Inghram","Arkansas Tech","2021+2022","Valerie","Inghram",NA,331,947,"D-II"
"20837","Caldwell",38380,"Valerie Joaquin","Jackson St. + Caldwell","2025+2021","Valerie","Joaquin",NA,358,995,"D-II"
"20838","Emporia St.",41073,"Valerie Kinney","Emporia St.","2016+2017+2018+2019","Valerie","Kinney",NA,402,1071,"D-II"
"20839","Tex. Permian Basin",46417,"Valerie Loyola","Tex. A&M Int'l + Tex. Permian Basin","2024+2025","Valerie","Loyola",NA,555,30088,"D-II"
"20840","Truman St.",68973,"Valerie Schmidt","Truman St.","2016+2017","Valerie","Schmidt",NA,561,499,"D-II"
"20841","Carson-Newman",69707,"Valerie Seay","Carson-Newman","2018+2019+2020+2021","Valerie","Seay",NA,361,1000,"D-II"
"20842","St. Thomas Aquinas",83900,"Valerie Winalski","St. Thomas Aquinas","2017+2019+2020","Valerie","Winalski",NA,548,1348,"D-II"
"20843","Ouachita Baptist",15845,"Valery Cotton","Ouachita Baptist","2018","Valery","Cotton",NA,502,1289,"D-II"
"20844","Lane",12874,"Van Chambers","Lane","2023","Van","Chambers",NA,443,347,"D-II"
"20845","Mont. St. Billings",1243,"Vanessa Almario","Mont. St. Billings","2016+2017+2018","Vanessa","Almario",NA,480,205,"D-II"
"20846","Tex. Permian Basin",1282,"Vanessa Alonzo","Tex. Permian Basin","2018+2019","Vanessa","Alonzo",NA,555,30088,"D-II"
"20847","Regis (CO)",11263,"Vanessa Candito","Regis (CO)","2023+2024+2025","Vanessa","Candito",NA,511,568,"D-II"
"20848","Lincoln (MO)",11513,"Vanessa Cardenas","Lincoln (MO)","2024+2025","Vanessa","Cardenas",NA,450,356,"D-II"
"20849","UT Tyler",11917,"Vanessa Carrizales","UT Tyler","2016","Vanessa","Carrizales",NA,569,30028,"D-II"
"20850","Minot St.",13529,"Vanessa Christiuk","Minot St.","2016","Vanessa","Christiuk",NA,473,30125,"D-II"
"20851","Cal St. Monterey Bay",15133,"Vanessa Contreras","Cal St. Monterey Bay","2018","Vanessa","Contreras",NA,356,30055,"D-II"
"20852","Vanguard",21481,"Vanessa Dwyer","Vanguard","2021+2017+2024","Vanessa","Dwyer",NA,575,30263,"D-II"
"20853","Northwood",23150,"Vanessa Ewing","Northwood","2016+2017","Vanessa","Ewing",NA,496,510,"D-II"
"20854","St. Mary's (TX)",27276,"Vanessa Garza","St. Mary's (TX)","2019+2020","Vanessa","Garza",NA,547,1346,"D-II"
"20855","Embry-Riddle (FL)",28056,"Vanessa Gilbert","Embry-Riddle (FL)","2024+2025","Vanessa","Gilbert",NA,399,9680,"D-II"
"20856","Christian Brothers",30921,"Vanessa Gutierrez","Christian Brothers","2021+2022","Vanessa","Gutierrez",NA,373,1015,"D-II"
"20857","Erskine",32479,"Vanessa Harshaw","Erskine","2020+2021+2022+2023","Vanessa","Harshaw",NA,403,1072,"D-II"
"20858","Western N.M.",36821,"Vanessa Hunt","Western N.M.","2021+2022","Vanessa","Hunt",NA,589,1445,"D-II"
"20859","Davis & Elkins",36869,"Vanessa Hunter","Davis & Elkins","2023+2024","Vanessa","Hunter",NA,387,174,"D-II"
"20860","Salem (WV)",38358,"Vanessa Jimenez","Salem (WV)","2016+2017","Vanessa","Jimenez",NA,522,19117,"D-II"
"20861","Staten Island",38370,"Vanessa Jioia","Staten Island","2016+2017+2018","Vanessa","Jioia",NA,550,675,"D-II"
"20862","Queens (NY)",39343,"Vanessa Juengerkes","Dowling + Queens (NY)","2016+2017+2018","Vanessa","Juengerkes",NA,509,560,"D-II"
"20863","Fayetteville St.",41824,"Vanessa Kokoszka","Fayetteville St.","2016","Vanessa","Kokoszka",NA,405,223,"D-II"
"20864","East Stroudsburg",53767,"Vanessa Morales","East Stroudsburg","2025","Vanessa","Morales",NA,393,197,"D-II"
"20865","Staten Island",61589,"Vanessa Porto","Dominican (CA) + Staten Island","2018+2019+2020+2021","Vanessa","Porto",NA,550,675,"D-II"
"20866","Cal Poly Humboldt",64567,"Vanessa Richie","Saint Mary's (CA) + Cal Poly Humboldt","2020+2021+2022+2023+2024","Vanessa","Richie",NA,353,291,"D-II"
"20867","Vanguard",65514,"Vanessa Robles","Vanguard","2025","Vanessa","Robles",NA,575,30263,"D-II"
"20868","Florida Tech",66808,"Vanessa Rubio","Florida Tech","2017+2018+2019+2020","Vanessa","Rubio",NA,411,230,"D-II"
"20869","Virginia St.",66815,"Vanessa Ruby","Virginia St.","2017+2018+2019+2020","Vanessa","Ruby",NA,576,743,"D-II"
"20870","Cal Poly Humboldt",67678,"Vanessa Saltos","Cal Poly Humboldt","2021+2022+2023+2024+2025","Vanessa","Saltos",NA,353,291,"D-II"
"20871","Saint Martin's",72491,"Vanessa Smoke","Saint Martin's","2023+2021+2022+2024","Vanessa","Smoke",NA,519,1343,"D-II"
"20872","New Haven",74911,"Vanessa Strohm","New Haven","2016+2017+2018+2019","Vanessa","Strohm",NA,485,470,"D-II"
"20873","East Central",75918,"Vanessa Tamayo","East Central","2020+2021+2022+2023","Vanessa","Tamayo",NA,392,8965,"D-II"
"20874","Newberry",83870,"Vanessa Wilson","Newberry","2024+2021+2022+2023","Vanessa","Wilson",NA,487,1257,"D-II"
"20875","Emory & Henry",7327,"Vangie Borchert","Emory & Henry","2016+2017+2019","Vangie","Borchert",NA,401,216,"D-II"
"20876","Fayetteville St.",12875,"Vangilees Chambers","Lane + Fayetteville St.","2023+2024+2025","Vangilees","Chambers",NA,405,223,"D-II"
"20877","Salem (WV)",51599,"Veneise Mendez","Salem (WV)","2016+2017+2018+2019","Veneise","Mendez",NA,522,19117,"D-II"
"20878","Cal St. East Bay",55960,"Venessa Nguyen","Cal St. East Bay","2022","Venessa","Nguyen",NA,355,98,"D-II"
"20879","Clark Atlanta",84581,"Veranae Woods","Clark Atlanta","2016","Veranae","Woods",NA,376,144,"D-II"
"20880","Virginia St.",8180,"Verlisha Brandon","Virginia St.","2016","Verlisha","Brandon",NA,576,743,"D-II"
"20881","Bloomfield",9347,"Veronica Brundage","Bloomfield","2018","Veronica","Brundage",NA,345,984,"D-II"
"20882","Okla. Christian",12299,"Veronica Cassel","Okla. Christian","2016","Veronica","Cassel",NA,501,30179,"D-II"
"20883","Tex. A&M-Kingsville",13172,"Veronica Chavez","Tex. A&M-Kingsville","2019","Veronica","Chavez",NA,554,696,"D-II"
"20884","Bloomfield",14250,"Veronica Cobos","Bloomfield","2016","Veronica","Cobos",NA,345,984,"D-II"
"20885","St. Mary's (TX)",26972,"Veronica Garcia","St. Mary's (TX)","2016","Veronica","Garcia",NA,547,1346,"D-II"
"20886","Fort Hays St.",41590,"Veronica Knittig","Fort Hays St.","2016+2017+2018","Veronica","Knittig",NA,412,9011,"D-II"
"20887","Sul Ross St.",65871,"Veronica Rodriguez","Sul Ross St.","2020+2024+2022+2023","Veronica","Rodriguez",NA,551,1390,"D-II"
