"team_id","player_id","season","player","ip","ha","bb","hb","so","hr_a","era","opp_avg","whip","fip","team"
383,65222,2017,"Coley Ries",293.2,151,64,25,476,12,"1.049",0.145,0.818,"0.598","Minnesota St."
493,70617,2017,"Jacquelyn Sertic",288.2,252,82,14,340,30,"2.814",0.223,1.206,"2.393","North Dakota St."
388,20152,2017,"Jordan Dixon",278,194,77,34,294,28,"1.863",0.19,1.097,"2.792","Marshall"
670,67586,2017,"Randi Rupp",260.2,201,56,12,325,9,"1.235",0.199,1.032,"1.138","Texas St."
90,37405,2017,"Sierra Hyland",258.2,164,56,12,275,9,"1.110",0.172,0.897,"1.514","Cal Poly"
765,36306,2017,"Amanda Houck",255.3,209,37,17,196,6,"1.531",0.208,1.027,"1.806","West Chester"
96,21328,2017,"Kamalani Dung",251.1,204,98,15,218,17,"2.256",0.211,1.261,"2.893","Fresno St."
756,1411,2017,"Taran Alvelo",251.1,221,83,27,200,21,"2.006",0.228,1.318,"3.208","Washington"
433,44663,2017,"Kaitlin Lee",247,217,37,27,118,9,"1.841",0.226,1.137,"2.695","Ole Miss"
719,82235,2017,"Emily Watson",244.3,156,55,14,348,22,"1.258",0.175,0.919,"1.571","Tulsa"
317,29284,2017,"Megan Good",244.1,125,35,10,271,9,"0.631",0.144,0.696,"1.212","James Madison"
439,65292,2017,"Amanda Riley",243.1,221,112,13,241,7,"2.677",0.227,1.423,"2.334","Monmouth"
30040,58741,2017,"Sara Packard",242.2,298,42,5,207,15,"3.174",0.28,1.422,"2.078","Me.-Presque Isle"
1116,37004,2017,"Autumn Humes",241.2,150,68,16,282,8,"1.130",0.171,0.969,"1.539","Harding"
346,47040,2017,"Ciara Luna",237.1,230,45,13,157,12,"2.360",0.239,1.214,"2.467","Lamar University"
301,85051,2017,"Breanna Wonderly",236.1,223,78,27,105,26,"2.606",0.237,1.387,"4.274","Illinois"
1004,29029,2017,"Kayla Gomness",236.1,257,52,21,111,6,"2.281",0.262,1.397,"2.717","Central Ark."
331,43263,2017,"Ronnie Ladines",235.3,180,67,13,213,11,"2.018",0.198,1.102,"2.218","Kent St."
702,13854,2017,"Samantha Clakley",235.3,224,69,26,130,14,"2.226",0.241,1.352,"3.277","UT Arlington"
309,35957,2017,"Lauren Honkomp",235.1,228,50,13,178,15,"1.873",0.238,1.236,"2.519","UIndy"
418,5896,2017,"Megan Betsa",234.1,120,100,32,412,15,"1.463",0.147,1.075,"1.406","Michigan"
757,10530,2017,"Lyndsay Butler",234.1,151,30,6,211,3,"0.687",0.172,0.798,"1.226","Wayne St. (MI)"
437,33225,2017,"Chelsea Hawks",232,192,36,8,245,22,"1.810",0.215,1.017,"2.090","Molloy"
490,71875,2017,"Peyton Silverman",231.1,338,57,24,135,45,"4.933",0.321,1.812,"4.812","NC State"
299,24424,2017,"Sarah Finck",230.2,227,67,9,91,16,"2.580",0.241,1.314,"3.501","Illinois St."
519,20620,2017,"Savannah jo Dorsey",230,112,73,16,351,12,"1.095",0.137,0.874,"1.187","Ohio"
796,52109,2017,"Kaitlyn Menz",228.2,208,100,16,130,8,"2.540",0.228,1.417,"3.240","Wisconsin"
601,77208,2017,"Lindsey Thayer",227.2,88,53,3,441,5,"0.585",0.112,0.633,"-0.453","St. John Fisher"
28600,39511,2017,"Mandy Jordan",226.2,169,59,10,261,15,"1.483",0.197,1.051,"1.870","Lipscomb"
67,20930,2017,"Jessica Dreswick",226,201,76,27,162,13,"2.786",0.224,1.345,"3.081","Boston College"
30052,72880,2017,"Kylee Smith",225.1,151,61,24,233,11,"1.118",0.179,1.047,"2.098","North Georgia"
30055,23911,2017,"Hayley Fein",224.3,203,78,30,131,14,"2.116",0.233,1.382,"3.484","Cal St. Monterey Bay"
1314,65846,2017,"Emmie Robertson",224,148,59,17,269,12,"1.093",0.176,1,"1.713","Pittsburg St."
661,45093,2017,"Jennifer Leonhardt",223.3,170,56,19,191,20,"1.688",0.203,1.094,"2.860","Southern Ind."
1071,75081,2017,"Eryn Stockman",223.1,195,43,13,106,14,"2.038",0.222,1.124,"3.018","Emporia St."
995,61942,2017,"Sydney Ponto",222.2,163,94,12,269,11,"1.793",0.195,1.209,"2.054","Caldwell"
52,26479,2017,"Sabrina Fussenegger",222.1,282,29,7,99,29,"3.275",0.294,1.43,"3.691","Bellarmine"
129,41841,2017,"Rachel Knapp",221.3,153,59,4,256,7,"1.451",0.183,0.973,"1.354","Central Mich."
782,48089,2017,"Kaitlyn Malone",221.2,221,61,9,162,26,"2.274",0.242,1.313,"3.411","Wichita St."
5,32014,2017,"Lexie Handley",221,176,92,24,183,7,"2.501",0.201,1.321,"2.730","Akron"
458,84774,2017,"Haley Wiseman",219.3,183,128,24,212,18,"3.599",0.216,1.524,"3.610","Charlotte"
30152,9156,2017,"Katelyn Brown",219.3,215,105,21,178,29,"3.024",0.24,1.551,"4.214","Southern Nazarene"
436,41362,2017,"Carly Kingery",219.2,174,54,8,202,10,"1.690",0.208,1.075,"1.999","Mo.-St. Louis"
758,7038,2017,"Kirtlyn Bohling",219.2,249,59,14,145,19,"2.772",0.273,1.466,"3.201","Weber St."
745,36961,2017,"Hanna Hull",219.1,90,58,28,372,8,"0.510",0.12,0.802,"0.659","Va. Wesleyan"
660,12974,2017,"Haley Chambers-book",219,142,53,30,256,13,"1.438",0.178,1.027,"1.971","SIUE"
107,15104,2017,"Zoe Conley",218,200,96,1,159,14,"2.728",0.23,1.362,"3.111","California"
12799,13097,2017,"Mallory Chapman",217.2,218,41,7,168,7,"1.931",0.241,1.223,"1.936","Wheeling"
51,70476,2017,"Kelsee Selman",217.1,180,53,10,200,15,"1.932",0.21,1.118,"2.326","Baylor"
947,31006,2017,"Jalissa Gum",217.1,123,69,20,345,10,"1.418",0.158,0.976,"1.051","Arkansas Tech"
457,61164,2017,"Brittany Pickett",216.1,224,46,19,151,22,"2.848",0.249,1.336,"3.228","North Carolina"
739,44288,2017,"Brette Lawrence",216,219,42,10,189,21,"2.786",0.252,1.254,"2.636","Villanova"
9630,80590,2017,"Hannah Vet",214.2,148,18,10,149,4,"0.946",0.184,0.82,"1.645","West Va. Wesleyan"
196,65452,2017,"Lydia Ritchie",214,219,74,18,143,18,"2.746",0.252,1.453,"3.446","East Carolina"
25,48645,2017,"Brandy Marlett",212.3,127,55,9,285,15,"1.315",0.164,0.897,"1.541","Angelo St."
358,22039,2017,"Andrea Edmonds",212,260,49,15,153,27,"4.587",0.28,1.528,"3.517","West Ala."
563,54603,2017,"Abby Morrow",211.3,223,39,12,104,19,"3.074",0.256,1.294,"3.307","Radford"
77,9825,2017,"Mckenna Bull",211.1,154,60,10,230,11,"1.391",0.194,1.06,"1.894","BYU"
498,16228,2017,"Melanie Coyne",210.3,157,72,40,137,24,"2.555",0.198,1.275,"4.173","ULM"
189,72824,2017,"Kailee Smith",210.2,247,66,9,91,17,"3.259",0.276,1.53,"3.654","Drake"
291,84155,2017,"Maddie Williams",210.1,171,56,16,269,14,"2.096",0.206,1.155,"1.735","Cal Poly Humboldt"
328,64337,2017,"Alexis Reid",210.1,242,65,10,121,12,"3.230",0.277,1.508,"3.061","Kansas"
29,57534,2017,"Danielle O'toole",209.3,143,39,8,204,10,"1.201",0.181,0.905,"1.747","Arizona"
597,25071,2017,"Krista Flugstad",209.3,167,57,10,150,4,"1.500",0.205,1.114,"2.176","St. Catherine"
659,39231,2017,"Brianna Jones",208.3,200,35,15,130,12,"2.446",0.238,1.197,"2.620","Southern Ill."
371,39352,2017,"Kiley Jones",207.3,211,63,24,106,9,"2.288",0.246,1.433,"3.198","Loyola Chicago"
1068,53440,2017,"Kiandra Mitchum",207.2,180,45,10,180,21,"2.224",0.222,1.131,"2.776","Elon"
231,68035,2017,"Shannon Saile",207.1,104,112,10,240,9,"1.519",0.146,1.09,"2.414","FIU"
11740,76766,2017,"Becca Taylor",206.2,195,50,3,132,10,"2.201",0.234,1.2,"2.521","West Florida"
454,65979,2017,"Mason Robinson",206.1,196,39,10,116,5,"2.238",0.233,1.187,"2.303","Murray St."
630,45691,2017,"Katelyn Linford",206.1,192,32,7,194,22,"2.512",0.234,1.12,"2.473","San Jose St."
28749,54683,2017,"Renae Morton",205.1,162,36,14,180,9,"1.568",0.209,1.033,"1.947","Transylvania"
2,35782,2017,"Sidney Holman-mansell",205,154,82,2,165,11,"1.877",0.196,1.16,"2.717","Abilene Christian"
37,11750,2017,"Kaylee Carlson",204.2,162,41,2,117,11,"1.368",0.208,1.001,"2.586","Auburn"
30181,8251,2017,"Taylor Brandts",204.1,136,42,18,192,10,"0.994",0.183,0.96,"2.038","UVA Wise"
522,59296,2017,"Paige Parker",203.3,136,47,7,262,22,"1.477",0.177,0.932,"2.027","Oklahoma"
791,32343,2017,"Mercedes Hargett",203.3,253,50,13,138,19,"4.053",0.287,1.551,"3.185","Winston-Salem"
10411,51184,2017,"Holly Mckinnon",203.3,126,54,16,216,21,"1.443",0.167,0.962,"2.650","USC Upstate"
277,35174,2017,"Brittany Hitchcock",203.2,167,28,4,169,14,"1.754",0.211,0.978,"2.105","Hawaii"
428,30583,2017,"Sara Groenewegen",203.2,102,28,12,295,7,"0.619",0.139,0.698,"0.538","Minnesota"
8411,14660,2017,"Kendra Coleman",203.2,152,44,16,174,8,"1.237",0.201,1.041,"2.086","Ark.-Monticello"
771,37655,2017,"Emily Ira",203.1,184,21,17,241,25,"2.892",0.227,1.092,"2.188","Western Ill."
339,56585,2017,"Savannah Nierintz",202.3,175,41,8,176,5,"1.931",0.22,1.103,"1.710","Kutztown"
446,4997,2017,"Amy Begg",202.2,179,74,3,173,8,"2.419",0.222,1.264,"2.346","Morgan St."
1123,73465,2017,"Michelle Sorensen",202.2,133,92,12,198,5,"1.970",0.173,1.17,"2.306","Henderson St."
26172,12146,2017,"Liz Carter",202.2,201,78,12,179,16,"3.386",0.244,1.436,"2.992","A&M-Corpus Christi"
54,85983,2017,"Jessica Yost",202.1,160,14,0,307,8,"1.245",0.204,0.86,"0.088","Bemidji St."
817,47141,2017,"Maddi Lusk",202.1,208,68,10,143,8,"2.767",0.248,1.413,"2.657","Youngstown St."
104,31004,2017,"Veronika Gulvin",201.2,200,63,21,82,18,"2.742",0.239,1.408,"3.996","UC Santa Barbara"
367,4884,2017,"Maryssa Becker",201.2,219,49,13,163,8,"2.571",0.253,1.395,"2.221","Louisville"
772,20803,2017,"Kathryn Downing",200,204,102,8,105,8,"2.309",0.246,1.569,"3.519","Western Ky."
790,43996,2017,"Mckenna Larsen",199.2,158,29,8,103,4,"1.123",0.211,0.977,"2.184","Winona St."
93,84037,2017,"Cassandra Williams",199.1,188,42,18,155,20,"2.073",0.239,1.245,"3.053","CSUSB"
8,58417,2017,"Alexis Osorio",198.3,80,106,18,334,14,"1.232",0.117,1.026,"1.827","Alabama"
184,55326,2017,"Liz Murphy",198.1,235,71,15,85,12,"3.459",0.279,1.619,"3.630","Detroit Mercy"
499,17490,2017,"Lauren Dale",198.1,206,48,10,98,11,"2.472",0.258,1.332,"3.010","Truman St."
1157,17268,2017,"Alley Cutting",198.1,177,49,18,186,16,"2.224",0.223,1.23,"2.587","Kennesaw St."
329,51326,2017,"Shannon Mcmahon",197.2,170,21,10,75,8,"1.382",0.221,1.018,"2.638","Kean"
236,63018,2017,"Lauren Quense",197.1,193,65,15,124,10,"2.554",0.242,1.384,"3.018","Fordham"
110,27172,2017,"Rachel Garcia",196.2,152,52,20,212,16,"1.923",0.199,1.139,"2.400","UCLA"
128,83314,2017,"Alea White",196.1,216,78,14,92,17,"3.457",0.268,1.568,"3.994","UCF"
1356,43950,2017,"Andie Larkins",195.3,229,123,15,95,15,"4.324",0.276,1.873,"4.539","Seattle U"
228,60296,2017,"Kenya Pereira",195.2,185,52,11,153,16,"2.361",0.233,1.267,"2.865","Florida A&M"
401,30196,2017,"Jess Greenspan",195.2,211,49,13,113,5,"2.432",0.26,1.395,"2.528","UMass Boston"
459,4611,2017,"Alicia Bazonski",195.2,238,65,17,111,14,"3.471",0.29,1.636,"3.453","UNC Greensboro"
606,80479,2017,"Ashley Ventura",194.3,158,68,12,134,12,"2.047",0.208,1.221,"3.057","Saint Joseph's"
502,64069,2017,"Jayme Reddacliff",194.1,253,39,9,78,7,"3.064",0.298,1.55,"2.807","Northern Colo."
2711,30112,2017,"Logan Green",194.1,202,72,8,95,11,"2.559",0.255,1.452,"3.394","North Florida"
568,46556,2017,"Logan Losh",193.3,170,53,14,151,6,"1.841",0.223,1.222,"2.281","Regis (CO)"
1000,65375,2017,"Lacie Rinus",193.2,154,37,17,216,15,"1.627",0.208,1.074,"2.013","Carson-Newman"
9011,13084,2017,"Hailey Chapman",193.2,222,99,16,116,11,"4.016",0.275,1.742,"3.723","Fort Hays St."
