"","team_id","player_id","season","player","ip","ha","bb","hb","so","hr_a","era","opp_avg","whip","fip","team"
"617",87,3322,2025,"Gwen Baker",100.2,124,59,5,74,5,"3.823",0.287,1.867,"3.482","Butler"
"618",238,27599,2025,"Audrey Gauthier",100.2,104,59,4,116,5,"2.575",0.25,1.66,"2.619","Framingham St."
"619",519,84665,2025,"Anna Wise",100.2,100,23,2,55,8,"2.502",0.235,1.241,"3.085","Ohio"
"620",529,73248,2025,"Elise Sokolsky",100.2,81,25,3,102,8,"2.299",0.199,1.085,"2.241","Oregon"
"621",693,46218,2025,"Taylor Long",100.2,74,67,1,134,9,"2.783",0.191,1.412,"2.927","Chattanooga"
"622",1126,31598,2025,"Kinsley Hall",100.2,100,54,3,103,10,"3.545",0.244,1.559,"3.343","Holy Family"
"623",1439,55256,2025,"Kaleigh Murphy",100.2,144,53,3,54,2,"4.801",0.31,1.988,"3.255","West Virginia St."
"624",30178,12362,2025,"Madelyn Cason",100.2,126,65,14,48,4,"4.318",0.288,2.04,"4.320","Northwestern Okla."
"625",19,5082,2025,"Aleya Belardinelli",100.1,83,21,6,127,4,"1.467",0.213,1.098,"1.192","Allegheny"
"626",312,78594,2025,"Talia Tretton",100.1,104,52,13,85,12,"3.625",0.248,1.683,"4.203","Iowa"
"627",452,10810,2025,"Kendyll Cahill",100.1,89,13,3,79,6,"2.022",0.22,1.046,"2.081","Mount Union"
"628",671,83162,2025,"Mallory Wheeler",100.1,113,55,7,64,5,"4.044",0.265,1.743,"3.625","Louisiana"
"629",22626,69238,2025,"Kathleen Scheid",100.1,89,29,12,59,2,"1.956",0.224,1.297,"2.709","JWU (Providence)"
"630",30220,64638,2025,"Raquel Reyes",100.1,101,24,11,57,5,"2.164",0.245,1.356,"2.958","Biola"
"631",2810,36809,2025,"Allison Hughes",100,91,37,2,78,4,"2.380",0.235,1.3,"2.530","St. Thomas (TX)"
"632",36,81294,2025,"Kaelin Waldron",99.3,102,46,5,56,3,"3.293",0.251,1.532,"3.201","Assumption"
"633",418,35326,2025,"Erin Hoehn",99.3,92,34,15,92,14,"2.943",0.227,1.411,"3.851","Michigan"
"634",488,3879,2025,"Joey Barkhimer",99.3,157,86,12,80,15,"7.147",0.328,2.553,"5.693","N.C. A&T"
"635",652,37245,2025,"Reagen Huskey",99.3,148,52,13,60,3,"4.975",0.319,2.132,"3.541","Sewanee"
"636",1162,12924,2025,"Claire Chamberlin",99.3,136,20,5,32,10,"5.045",0.304,1.612,"3.811","LaGrange"
"637",1334,58705,2025,"Kylen Padgett",99.3,100,54,18,52,5,"3.714",0.244,1.722,"4.172","St. Edward's"
"638",2798,37769,2025,"Annabelle Jabs",99.3,104,38,11,108,2,"2.876",0.251,1.533,"1.969","Albertus Magnus"
"639",309,12295,2025,"Jayden Casebolt",99.2,131,32,10,69,7,"4.854",0.292,1.739,"3.194","UIndy"
"640",662,15496,2025,"Mia Coots",99.2,76,38,3,90,2,"2.036",0.201,1.174,"2.089","Southern Me."
"641",15,86255,2025,"Lilly Zaskowski",99.1,104,23,8,95,6,"3.521",0.254,1.358,"2.209","Albion"
"642",409,18061,2025,"Lillie Davis",99.1,91,44,10,92,3,"3.031",0.229,1.46,"2.571","Meredith"
"643",465,82415,2025,"Ameila Weber",99.1,126,46,9,53,10,"4.577",0.284,1.821,"4.301","UNLV"
"644",564,20013,2025,"Marissa DiPaolo",99.1,72,17,3,58,2,"1.198",0.189,0.926,"2.098","Ramapo"
"645",792,439,2025,"Lonna Addison",99.1,99,23,3,75,12,"3.099",0.241,1.258,"3.245","Winthrop"
"646",1097,73665,2025,"Graceanne Spears",99.1,97,62,20,119,5,"5.070",0.232,1.801,"3.134","Ga. Southwestern"
"647",1371,71866,2025,"Emily Simmons",99.1,111,33,9,90,8,"3.736",0.267,1.541,"2.904","Southeastern Okla."
"648",12973,61396,2025,"Rylee Piper",99.1,129,16,0,66,11,"3.948",0.295,1.46,"2.994","Wilson"
"649",114,37022,2025,"Brooke Hunderman",99,77,36,6,107,2,"1.978",0.201,1.201,"1.774","Calvin"
"650",119,344,2025,"Gianna Adams",99,110,27,1,87,3,"2.828",0.26,1.394,"1.885","Carnegie Mellon"
"651",458,85693,2025,"Aubrey Yarnall",99,144,37,3,31,18,"4.808",0.305,1.859,"5.349","Charlotte"
"652",638,33354,2025,"Dani Hayward",99,102,22,8,89,10,"3.320",0.248,1.332,"2.824","Shippensburg"
"653",701,16402,2025,"Randi Crawford",99,102,40,11,80,18,"4.591",0.253,1.544,"4.691","Texas Woman's"
"654",12799,13977,2025,"Maria Clark",99,150,49,8,37,7,"5.727",0.326,2.091,"4.299","Wheeling"
"655",559,29548,2025,"Julia Gossett",98.3,84,62,11,117,10,"3.751",0.217,1.587,"3.563","Purdue"
"656",573,21080,2025,"Gina Dudley",98.3,95,25,6,73,9,"2.551",0.235,1.275,"3.048","Rhodes"
"657",676,76888,2025,"Alexis Telford",98.3,98,27,5,56,2,"2.194",0.243,1.314,"2.501","SFA"
"658",26172,84078,2025,"Malia Williams",98.3,134,64,6,47,8,"6.087",0.307,2.063,"4.624","A&M-Corpus Christi"
"659",30244,39938,2025,"Riley Kapparis",98.3,152,40,12,64,5,"6.093",0.333,2.065,"3.341","Edward Waters"
"660",129,43686,2025,"MacKenzie Langan",98.2,99,27,5,70,12,"2.837",0.247,1.327,"3.535","Central Mich."
"661",316,81155,2025,"Skylar Waggoner",98.2,88,26,1,58,5,"2.199",0.223,1.165,"2.704","Jacksonville"
"662",578,27691,2025,"Lindsay Gedro",98.2,106,26,8,45,2,"2.695",0.261,1.418,"2.785","Roanoke"
"663",644,20641,2025,"Emilie Doty",98.2,124,47,1,80,5,"5.396",0.286,1.744,"2.897","Smith"
"664",65,85638,2025,"Sarah Yamrick",98.1,95,26,8,94,8,"2.419",0.241,1.311,"2.583","Bloomsburg"
"665",150,35159,2025,"Natalie Hitt",98.1,108,46,3,107,4,"3.635",0.261,1.599,"2.247","Coe"
"666",317,24771,2025,"Kirsten Fleet",98.1,113,21,3,68,16,"3.561",0.272,1.394,"3.865","James Madison"
"667",461,86341,2025,"Avery Zembek",98.1,116,29,5,72,8,"3.849",0.269,1.527,"3.031","Nazareth"
"668",547,27760,2025,"Carly Gemmett",98.1,82,48,10,145,5,"3.557",0.209,1.423,"1.882","Plattsburgh St."
"669",579,19431,2025,"Madison DeVault",98.1,81,60,11,95,5,"3.201",0.214,1.545,"3.294","Robert Morris"
"670",673,19279,2025,"Amelia DeRosa",98.1,118,28,3,45,5,"3.561",0.282,1.516,"3.092","Springfield"
"671",21830,73863,2025,"Taylor Spivey",98.1,136,22,8,47,10,"4.553",0.308,1.687,"3.680","Piedmont"
"672",30165,66408,2025,"Ace Rogers",98.1,254,46,11,23,10,"11.098",0.444,3.161,"4.991","SUNY Canton"
"673",125,71121,2025,"Emma Shepherd",98,91,57,10,67,4,"2.854",0.229,1.611,"3.613","Centenary (LA)"
"674",224,57318,2025,"Catherine O'Donohue",98,101,42,16,62,7,"3.929",0.254,1.622,"3.839","Ferris St."
"675",314,54425,2025,"Brooklyn Morris",98,127,20,9,46,9,"3.925",0.284,1.59,"3.542","Jackson St."
"676",30031,33581,2025,"Emma Heffron",98,100,39,6,66,3,"3.354",0.254,1.478,"2.828","Northwestern-St. Paul"
"677",534,863,2025,"Justice Alcaraz",97.3,134,32,8,21,7,"4.151",0.305,1.779,"4.128","Pacific"
"678",550,41141,2025,"Grace Kimball",97.3,134,60,12,67,12,"5.440",0.297,2.106,"4.834","Portland St."
"679",1085,81546,2025,"Jenna Walling",97.3,72,28,5,96,6,"1.859",0.19,1.073,"2.247","Francis Marion"
"680",1104,4435,2025,"Taryn Batterton",97.3,89,27,3,86,7,"1.789",0.224,1.217,"2.492","Grand Canyon"
"681",9754,7188,2025,"Kailey Bond",97.3,103,72,10,83,14,"4.147",0.248,1.89,"5.076","UC-Colo. Springs"
"682",305,67906,2025,"Lauren Sackett",97.2,103,54,8,85,8,"3.733",0.25,1.692,"3.631","Indiana St."
"683",368,43157,2025,"Giana LaCedra",97.2,97,43,6,64,2,"3.367",0.242,1.494,"2.861","UMass Lowell"
"684",368,18525,2025,"Olivia DeCitise",97.2,91,40,13,98,12,"3.303",0.229,1.477,"3.621","UMass Lowell"
"685",669,76166,2025,"Makenzi Swick",97.2,141,45,4,49,10,"4.232",0.315,1.947,"4.234","Missouri St."
"686",1001,3692,2025,"Alexandra Baquie",97.2,134,55,17,54,16,"5.959",0.316,2.113,"5.641","Catawba"
"687",321,29745,2025,"Natalie Graham",97.1,114,50,13,45,8,"3.601",0.281,1.821,"4.488","John Jay"
"688",486,38683,2025,"Juliana Johansen",97.1,156,68,4,34,4,"6.698",0.339,2.346,"4.458","MCLA"
"689",582,84032,2025,"Kariana Williams",97.1,120,42,4,63,4,"3.593",0.285,1.704,"3.057","Rockford"
"690",1028,56446,2025,"Mahailey Nicholson",97.1,122,41,16,79,12,"5.108",0.288,1.84,"4.137","Concord"
"691",7,62150,2025,"Kohana Poussan",97,152,43,3,43,10,"4.902",0.328,2.039,"4.274","Alabama St."
"692",245,20960,2025,"Lacey Drolsbaugh",97,171,36,5,92,11,"6.278",0.347,2.186,"3.245","Gallaudet"
"693",321,57655,2025,"Lindsay Ogden",97,84,53,7,97,7,"2.956",0.221,1.483,"3.193","John Jay"
"694",60,81312,2025,"Dominique Walicke",96.3,94,50,7,68,6,"3.106",0.237,1.558,"3.566","Bethel (MN)"
"695",147,50438,2025,"Brooke McCubbin",96.3,111,28,8,68,12,"3.106",0.263,1.517,"3.721","Clemson"
"696",419,14450,2025,"Tori Coffman",96.3,126,39,7,31,11,"4.122",0.294,1.777,"4.662","Middle Tenn."
"697",30136,81762,2025,"Avery Wapp",96.3,86,32,9,111,2,"2.456",0.216,1.311,"1.647","Lindenwood"
"698",435,39906,2025,"Julia Kanoy",96.2,101,53,10,81,2,"3.986",0.246,1.698,"2.949","Missouri S&T"
"699",30090,25881,2025,"Zakayia Fredrick",96.2,140,17,3,45,9,"5.368",0.312,1.658,"3.302","Tex. A&M Int'l"
"700",371,8877,2025,"Andie Broniewicz",96.1,121,46,8,61,10,"4.584",0.281,1.819,"4.167","Loyola Chicago"
"701",412,55881,2025,"Emma Neeley",96.1,153,48,6,41,5,"5.457",0.345,2.152,"3.907","Methodist"
"702",665,66559,2025,"Miranda Roldan",96.1,89,23,9,69,8,"2.547",0.233,1.258,"3.044","Southern U."
"703",720,66892,2025,"Monica Rose",96.1,74,28,1,108,4,"2.033",0.197,1.068,"1.601","Tuskegee"
"704",1343,45185,2025,"Chloe Leverington",96.1,119,17,4,62,6,"3.268",0.282,1.452,"2.576","Saint Martin's"
"705",11740,32419,2025,"Hannah Harper",96.1,106,28,6,48,6,"3.195",0.264,1.452,"3.271","West Florida"
"706",14795,29933,2025,"Erin Gray",96.1,173,42,3,41,3,"5.882",0.377,2.261,"3.354","Cedar Crest"
"707",30153,23908,2025,"Emily Claire Felder",96.1,114,23,3,80,10,"4.139",0.269,1.452,"2.898","Union (TN)"
"708",128,23975,2025,"Kaitlyn Felton",96,86,25,8,59,7,"1.967",0.228,1.238,"3.149","UCF"
"709",404,5430,2025,"Lyrical Bennett",96,150,37,9,30,10,"4.953",0.323,2.04,"4.564","Memphis"
"710",455,66127,2025,"Bethany Rodman",96,130,22,12,45,7,"4.662",0.292,1.707,"3.472","Muskingum"
"711",730,1881,2025,"Christa Andrusiewicz",96,134,11,11,29,1,"2.914",0.311,1.623,"2.619","Ursinus"
"712",1023,27500,2025,"Bailee Gaskins",96,135,57,6,89,17,"6.490",0.306,2.062,"4.817","Coker"
"713",182,75884,2025,"Brooke Surbaugh",95.3,96,21,10,57,11,"3.507",0.239,1.326,"3.673","Denison"
"714",446,66333,2025,"Serena Rodriguez",95.3,126,30,8,44,16,"4.813",0.303,1.708,"4.838","Morgan St."
"715",539,8764,2025,"Abigail Britton",95.3,120,60,16,76,16,"6.204",0.285,2.044,"5.361","Penn St."
"716",725,21738,2025,"Amanda Eaglin",95.3,105,35,13,83,6,"3.354",0.253,1.594,"2.983","Army West Point"
"717",52,36273,2025,"Kelsie Houchens",95.2,103,44,6,24,11,"3.808",0.258,1.6,"4.963","Bellarmine"
"718",352,24466,2025,"Madison Finnerty",95.2,104,61,7,62,9,"4.608",0.258,1.797,"4.459","Lehigh"
"719",557,47580,2025,"Alison Madia",95.2,156,24,1,38,11,"5.858",0.343,1.893,"3.885","Puget Sound"
"720",608,35251,2025,"Tierney Hocquard",95.2,100,28,7,85,2,"3.079",0.253,1.414,"1.992","Saint Leo"
"721",613,59206,2025,"Kate Parker",95.2,109,25,11,58,7,"3.881",0.271,1.517,"3.268","Saint Michael's"
"722",635,42648,2025,"Kyra Kreuscher",95.2,129,43,5,59,5,"4.686",0.306,1.851,"3.352","Seton Hall"
"723",664,44617,2025,"Jana Lee",95.2,119,19,14,67,10,"3.881",0.277,1.59,"3.394","Southern Miss."
"724",1059,59407,2025,"Sarah Parzych",95.2,124,51,5,91,5,"3.958",0.29,1.885,"2.934","D'Youville"
"725",30127,7663,2025,"Monica Bourque",95.2,77,52,3,88,2,"2.197",0.217,1.381,"2.557","Simon Fraser"
"726",134,47983,2025,"Rose Malen",95.1,74,6,4,90,1,"0.808",0.203,0.881,"0.962","Chapman"
"727",347,54356,2025,"Koralie Morin",95.1,110,45,11,55,9,"4.916",0.272,1.74,"4.234","Lane"
"728",434,32651,2025,"Cierra Harrison",95.1,108,32,13,87,23,"4.329",0.267,1.604,"5.125","Missouri"
"729",498,43352,2025,"Dakota Lake",95.1,109,35,14,67,4,"3.966",0.276,1.658,"3.082","ULM"
"730",987,30579,2025,"Grace Gronberg",95.1,127,56,10,88,5,"5.503",0.287,2.023,"3.312","Bluffton"
"731",30146,34204,2025,"Ava Hernandez",95.1,92,30,6,54,3,"2.791",0.24,1.343,"2.809","Azusa Pacific"
"732",9,17869,2025,"Tait Davidson",95,97,44,20,52,12,"4.343",0.25,1.693,"4.966","UAB"
"733",102,23188,2025,"Caroline Evans",95,105,33,9,95,1,"3.239",0.257,1.546,"1.864","Sacramento St."
"734",117,52743,2025,"Alyssa Miller",95,133,67,10,71,6,"4.564",0.297,2.208,"4.156","Capital"
"735",139,1021,2025,"Kate Alger",95,62,14,6,98,8,"1.474",0.177,0.863,"2.063","Chris. Newport"
"736",1395,6726,2025,"Hannah Blincoe",95,86,36,10,99,6,"3.239",0.225,1.388,"2.589","Tarleton St."
"737",794,22150,2025,"Genesis Eggart",94.3,97,40,21,97,11,"4.426",0.249,1.665,"3.791","Green Bay"
"738",22235,57376,2025,"Maggie O'Leary",94.3,92,26,7,74,8,"3.544",0.241,1.319,"2.980","Lewis & Clark"
"739",30253,6026,2025,"Haley Bicko",94.3,115,25,6,47,1,"3.544",0.274,1.54,"2.527","Carlow"
"740",49,66928,2025,"Samantha Rosenberger",94.2,107,14,5,46,4,"2.516",0.266,1.332,"2.580","Barry"
"741",90,39625,2025,"Kate Judy",94.2,115,57,2,57,4,"3.848",0.281,1.839,"3.616","Cal Poly"
"742",103,775,2025,"Victoria Alarcon",94.2,112,35,7,62,8,"3.481",0.281,1.63,"3.522","Stanislaus St."
"743",106,2973,2025,"Taylor Babcock",94.2,155,49,9,33,10,"6.800",0.336,2.249,"4.913","California (PA)"
"744",630,31729,2025,"Lacie Ham",94.2,110,48,7,72,2,"3.556",0.265,1.746,"2.897","San Jose St."
"745",1157,26052,2025,"Emma Friedel",94.2,75,63,11,102,9,"3.770",0.202,1.573,"3.826","Kennesaw St."
"746",1314,9068,2025,"Aydenne Brown",94.2,72,53,12,110,10,"3.259",0.202,1.45,"3.511","Pittsburg St."
"747",286,40847,2025,"Gianna Kerschbaum",94.1,78,38,5,97,2,"1.854",0.207,1.282,"1.987","Hope"
"748",538,77879,2025,"Abby Tingley",94.1,170,24,1,52,9,"5.710",0.372,2.066,"3.332","Penn St.-Behrend"
"749",10972,55396,2025,"Victoria Murren",94.1,105,67,10,89,5,"4.968",0.264,1.928,"3.650","Chatham"
"750",30036,42295,2025,"Jessica Koptcho",94.1,73,18,1,106,0,"1.112",0.198,0.975,"0.758","Mount Aloysius"
"751",30051,36193,2025,"Kylee Horsley",94.1,98,37,4,54,5,"3.118",0.253,1.474,"3.248","King (TN)"
"752",1315,14150,2025,"Krislyn Clement",94,149,72,6,40,5,"6.026",0.324,2.412,"4.727","Pitt.-Bradford"
"753",49,1905,2025,"Haelee Angelico",93.3,89,31,7,43,7,"2.313",0.235,1.354,"3.669","Barry"
"754",164,41367,2025,"Payton Kinney",93.3,71,47,14,76,7,"2.313",0.195,1.407,"3.701","UConn"
"755",358,18309,2025,"Eleanor De Block",93.3,80,42,11,74,7,"1.940",0.216,1.418,"3.487","West Ala."
"756",561,74905,2025,"Emma Stieferman",93.3,138,56,5,46,12,"6.784",0.317,2.119,"5.030","Quincy"
"757",620,15290,2025,"Ella Cook",93.3,96,36,4,73,3,"2.687",0.253,1.45,"2.539","St. Thomas (MN)"
"758",689,50793,2025,"Gwen McGinnis",93.3,75,11,2,93,0,"1.269",0.207,0.938,"0.833","Tampa"
"759",771,85232,2025,"Lillie Wools",93.3,144,38,3,44,7,"5.069",0.321,1.97,"3.742","Western Ill."
"760",807,52293,2025,"Jillian Meszaros",93.3,123,31,9,52,0,"3.653",0.298,1.736,"2.570","Wooster"
"761",30136,58599,2025,"Ryleigh Owens",93.3,102,56,7,64,2,"3.060",0.255,1.759,"3.328","Lindenwood"
"762",508,75042,2025,"Brooklynn Stohler",93.2,124,40,24,44,19,"5.603",0.296,2.006,"6.146","Northwestern St."
"763",799,49279,2025,"Olivia Masnica",93.2,102,43,10,41,8,"3.144",0.267,1.658,"4.336","Wis.-Parkside"
"764",1305,85443,2025,"Sydney Wright",93.2,215,35,17,43,5,"9.647",0.439,2.853,"3.842","Cairn"
"765",214,70988,2025,"Caleigh Sheehan",93.1,76,39,13,115,2,"2.776",0.211,1.372,"1.886","Emerson"
"766",251,21377,2025,"Kayla Dunn",93.1,111,54,12,68,7,"5.627",0.271,1.897,"4.040","Georgetown"
"767",758,50412,2025,"Cali McCraw",93.1,105,32,10,42,10,"3.148",0.273,1.574,"4.242","Weber St."
"768",1448,41139,2025,"Alli Kimball",93.1,79,17,6,59,4,"1.803",0.222,1.094,"2.432","Western Wash."
"769",128,80261,2025,"Isabella Vega",93,65,28,12,87,7,"1.429",0.19,1.128,"2.797","UCF"
"770",1274,47101,2025,"Miah Lusk",93,97,46,21,86,9,"4.065",0.252,1.763,"3.970","Northwest Nazarene"
"771",1454,47181,2025,"Momi Lyman",93,137,67,9,44,6,"5.570",0.319,2.29,"4.744","Whitworth"
"772",22626,64100,2025,"Jillian Reed",93,87,28,2,49,2,"2.710",0.228,1.258,"2.594","JWU (Providence)"
"773",159,52880,2025,"Lily Miller",92.3,86,42,6,70,6,"2.716",0.233,1.444,"3.284","Columbus St."
"774",356,62815,2025,"Abby Pulliam",92.3,112,39,4,60,8,"4.677",0.279,1.67,"3.618","Lincoln (MO)"
"775",757,4453,2025,"Hayden Batton",92.3,134,51,11,58,4,"6.631",0.307,2.11,"3.713","Wayne St. (MI)"
"776",1346,2860,2025,"Emily Ayala",92.3,110,29,8,42,8,"3.089",0.278,1.582,"3.810","St. Mary's (TX)"
"777",303,58032,2025,"Riece Onorato",92.2,121,35,3,50,7,"3.251",0.303,1.717,"3.534","Immaculata"
"778",361,48532,2025,"Sophia Mariottini",92.2,124,28,10,43,16,"4.611",0.3,1.749,"4.949","LIU"
"779",669,80171,2025,"McKenzie Vaughan",92.2,131,28,2,41,9,"4.086",0.319,1.741,"3.751","Missouri St."
"780",689,26655,2025,"Mariah Galhouse",92.2,78,6,1,43,1,"0.681",0.216,0.919,"1.838","Tampa"
"781",733,55363,2025,"Kylie Murray",92.2,126,23,4,53,6,"3.096",0.305,1.65,"2.972","Utica"
"782",770,23594,2025,"Lindsay Farinaccio",92.2,107,32,3,46,2,"2.951",0.279,1.535,"2.822","WestConn"
"783",772,36295,2025,"Erica Houge",92.2,95,39,6,48,12,"3.708",0.249,1.514,"4.508","Western Ky."
"784",9012,76449,2025,"Avery Tallman",92.2,84,17,8,47,0,"2.039",0.235,1.176,"2.195","Mo. Southern St."
"785",11504,16355,2025,"Abby Craver",92.2,113,31,2,62,10,"4.158",0.278,1.577,"3.534","Queens (NC)"
"786",30124,52186,2025,"Maya Merrill",92.2,122,32,6,52,5,"4.229",0.294,1.726,"3.209","Cedarville"
"787",178,83310,2025,"Kristin White",92.1,81,44,10,101,2,"2.652",0.217,1.461,"2.248","Delaware St."
"788",237,55542,2025,"Tenison Myricks",92.1,60,46,3,103,4,"1.896",0.18,1.181,"2.324","Fort Valley St."
"789",475,81288,2025,"Sydney Waldon",92.1,65,55,5,119,2,"2.657",0.193,1.356,"2.053","SUNY New Paltz"
"790",505,24919,2025,"Alicia Flores",92.1,102,53,15,60,19,"5.915",0.262,1.842,"5.986","Northern Ky."
"791",664,28040,2025,"Kayla Giardina",92.1,100,24,5,74,9,"3.640",0.254,1.398,"3.007","Southern Miss."
"792",683,64854,2025,"Crimson Rice",92.1,93,43,1,27,6,"3.568",0.247,1.486,"4.092","Stony Brook"
"793",1079,39249,2025,"Emma Jones",92.1,83,26,10,52,7,"3.189",0.231,1.291,"3.430","Findlay"
"794",139,48886,2025,"Jamie Martin",92,64,20,5,133,6,"1.598",0.195,0.967,"1.172","Chris. Newport"
"795",161,26218,2025,"Bayleigh Frye",92,74,16,3,88,3,"1.141",0.212,1.011,"1.530","Concordia-M'head"
"796",243,20434,2025,"Izabella Donaldson",92,114,60,13,61,8,"4.946",0.282,2.033,"4.585","Frostburg St."
"797",335,31846,2025,"Kylie Hamm",92,109,32,3,72,2,"3.116",0.276,1.564,"2.259","Kenyon"
"798",1111,5681,2025,"Melissa Bernal",92,69,24,2,58,1,"1.293",0.205,1.033,"2.128","Greenville"
"799",1356,72010,2025,"Nicola Simpson",92,86,32,10,80,6,"2.052",0.228,1.39,"2.878","Seattle U"
"800",8490,76762,2025,"Laney Taylor",92,151,33,7,48,9,"5.320",0.349,2.074,"3.931","LeTourneau"
"801",567,26885,2025,"Katlyn Gandara",91.3,96,9,8,37,4,"2.437",0.248,1.23,"2.716","Redlands"
"802",756,64350,2025,"Morgan Reimer",91.3,80,27,10,110,10,"2.815",0.219,1.272,"2.628","Washington"
"803",110,77896,2025,"Taylor Tinsley",91.2,61,12,3,140,9,"2.295",0.177,0.831,"1.110","UCLA"
"804",169,69633,2025,"Kenzie Schopfer",91.2,106,51,4,58,17,"4.432",0.27,1.758,"5.348","Creighton"
"805",374,13146,2025,"Emily Charlton",91.2,71,14,3,57,2,"1.299",0.199,0.961,"1.996","Lynchburg"
"806",383,75103,2025,"Brianne Stone",91.2,86,16,3,68,5,"1.908",0.236,1.145,"2.247","Minnesota St."
"807",426,80107,2025,"Allana Vasquez",91.2,82,30,4,78,9,"3.057",0.226,1.266,"3.088","Millsaps"
"808",730,84850,2025,"Lucy Wolf",91.2,88,38,12,66,2,"2.595",0.24,1.505,"2.880","Ursinus"
"809",789,6575,2025,"Katie Blanch",91.2,88,21,2,58,4,"2.598",0.23,1.212,"2.455","Williams"
"810",30095,62481,2025,"Riley Price",91.2,151,53,10,41,13,"6.732",0.347,2.339,"5.416","Utah Tech"
"811",175,21629,2025,"Haven Dwyer",91.1,114,30,2,43,9,"3.761",0.289,1.601,"3.793","Dayton"
"812",182,71812,2025,"Sydney Silverstein",91.1,57,28,2,60,1,"0.921",0.173,0.954,"2.214","Denison"
"813",411,23816,2025,"Fallon Feaser",91.1,101,32,4,59,0,"3.143",0.259,1.501,"2.290","Messiah"
"814",453,5591,2025,"Justine Bergara",91.1,109,37,10,56,3,"3.829",0.272,1.707,"3.144","Muhlenberg"
"815",753,51709,2025,"Emmie Meeks",91.1,124,21,8,23,12,"4.375",0.312,1.678,"4.560","Washington Col."
"816",2746,57059,2025,"Addison Nugent",91.1,184,37,1,46,9,"7.906",0.381,2.434,"3.924","Lake Erie"
"817",11036,47610,2025,"Leah Madore",91.1,81,19,4,122,5,"2.681",0.22,1.138,"1.196","Russell Sage"
"818",30222,28153,2025,"Rylan Gick",91.1,98,43,7,102,10,"4.519",0.258,1.619,"3.232","Purdue Northwest"
"819",278,25342,2025,"Taylor Forrest",91,124,38,12,29,1,"4.303",0.292,1.91,"3.553","Heidelberg"
"820",670,75472,2025,"Emma Strood",91,95,21,8,92,6,"3.074",0.254,1.361,"2.191","Texas St."
"821",254,74618,2025,"Makayla Stephens",90.3,115,34,6,102,17,"5.782",0.286,1.707,"3.909","Georgia St."
"822",290,35838,2025,"Julia Holt",90.3,103,26,11,86,7,"3.846",0.254,1.538,"2.730","Howard"
"823",351,30708,2025,"Holly Grube",90.3,87,23,16,43,3,"2.079",0.238,1.386,"3.170","Lebanon Valley"
"824",687,76688,2025,"Ambyre Taylor",90.3,88,52,2,83,6,"3.238",0.235,1.564,"3.215","Sweet Briar"
"825",30084,79201,2025,"Sophia Tvaroch",90.3,96,38,7,76,2,"3.007",0.254,1.553,"2.499","Geneva"
"826",20,46727,2025,"Rachel Lowry",90.2,110,19,6,72,4,"3.245",0.281,1.49,"2.212","DeSales"
"827",120,81457,2025,"Makayla Wall",90.2,99,53,6,60,4,"4.486",0.258,1.746,"3.604","Carroll (WI)"
"828",169,59481,2025,"Brooklyn Patchen",90.2,88,59,9,73,9,"3.936",0.236,1.72,"4.329","Creighton"
"829",201,51079,2025,"Karlie McKenzie",90.2,83,49,1,77,7,"2.778",0.23,1.466,"3.359","Eastern Ill."
"830",205,82204,2025,"Emily Watters",90.2,120,38,6,67,15,"4.796",0.286,1.812,"4.533","Mont. St. Billings"
"831",287,31854,2025,"Leah Hammack",90.2,111,42,13,37,7,"5.248",0.284,1.83,"4.407","Houston Christian"
"832",402,84025,2025,"Kadence Williams",90.2,101,27,8,19,6,"3.481",0.266,1.503,"4.002","McNeese"
"833",423,78776,2025,"Delaney Troxell",90.2,123,16,1,75,14,"4.168",0.299,1.544,"3.315","Millersville"
"834",770,7381,2025,"Olivia Bordenaro",90.2,111,45,11,49,2,"3.786",0.294,1.843,"3.460","WestConn"
"835",2707,4796,2025,"Riley Bebb",90.2,171,50,6,20,14,"7.881",0.37,2.506,"5.822","Kansas City"
"836",24317,34112,2025,"Madison Herbert",90.2,176,30,5,55,8,"8.335",0.378,2.326,"3.492","Lesley"
"837",30051,47076,2025,"Savana Luper",90.2,89,52,17,78,0,"3.091",0.243,1.744,"2.963","King (TN)"
"838",37,63300,2025,"Haley Rainey",90.1,115,50,6,50,12,"4.956",0.278,1.892,"4.878","Auburn"
"839",149,33822,2025,"Abby Henderson",90.1,92,29,6,67,13,"3.330",0.244,1.405,"3.949","Coastal Carolina"
"840",473,26131,2025,"Natalie Fritz",90.1,109,39,2,76,10,"3.958",0.277,1.663,"3.520","New Mexico"
"841",953,38730,2025,"Alexus Johnson",90.1,150,33,7,27,9,"5.730",0.345,2.102,"4.424","Austin"
"842",1156,69567,2025,"Jerzie Schnidler",90.1,108,37,3,39,10,"3.880",0.28,1.641,"4.307","Neb.-Kearney"
"843",1438,1948,2025,"Madison Angus",90.1,118,36,4,23,8,"3.721",0.296,1.75,"4.371","West Liberty"
"844",753,42483,2025,"Gen Kozub",90,116,36,0,28,4,"3.344",0.299,1.689,"3.556","Washington Col."
"845",1083,48216,2025,"Hailie Mann",90,143,38,10,63,21,"6.300",0.338,2.122,"5.633","Fort Lewis"
"846",1097,50081,2025,"Pyper McCard",90,102,21,1,44,9,"4.122",0.261,1.378,"3.456","Ga. Southwestern"
"847",1356,79847,2025,"Berkley Vance",90,87,27,11,61,5,"2.644",0.24,1.389,"3.033","Seattle U"
