"","team_id","player_id","season","player","ip","ha","bb","hb","so","hr_a","era","opp_avg","whip","fip","team"
"2845",540,4675,2025,"Payton Bean",29.2,62,11,3,12,8,"7.306",0.397,2.559,"6.508","Penn"
"2846",644,5429,2025,"Lindsay Bennett",29.2,76,14,1,8,1,"13.007",0.415,3.074,"3.819","Smith"
"2847",693,44196,2025,"Alyssa Lavdis",29.2,42,20,1,16,4,"5.892",0.318,2.121,"5.195","Chattanooga"
"2848",1057,502,2025,"Kaley Adzick",29.2,27,19,3,26,3,"4.746",0.225,1.661,"4.197","Drury"
"2849",1445,41722,2025,"Madison Kloepper",29.2,66,18,3,14,15,"11.153",0.384,2.949,"10.197","Western N.M."
"2850",2751,75890,2025,"Abby Surowiec",29.2,47,10,1,2,3,"7.831",0.333,1.966,"4.705","Pacific (OR)"
"2851",14718,50315,2025,"Katelyn McCord",29.2,71,37,6,13,3,"15.424",0.43,3.864,"7.214","Wesleyan (GA)"
"2852",16142,44333,2025,"Sienna Lawson",29.2,35,1,0,14,1,"2.610",0.263,1.22,"1.993","Misericordia"
"2853",30024,2306,2025,"Payge Armendariz",29.2,61,29,1,31,5,"8.721",0.361,3.064,"5.531","Utah Valley"
"2854",30134,35361,2025,"Caitlyn Hoff",29.2,43,24,5,14,6,"8.986",0.301,2.432,"7.028","Black Hills St."
"2855",30165,85648,2025,"Maggi Yandoh",29.2,120,43,6,6,2,"22.862",0.531,5.69,"7.821","SUNY Canton"
"2856",30180,68529,2025,"Torie Sandoval",29.2,30,6,0,25,2,"1.661",0.25,1.22,"2.197","Rogers St."
"2857",144,31006,2025,"Hope Gunn",29.1,46,17,5,12,4,"9.110",0.329,2.329,"5.619","Clark Atlanta"
"2858",161,44853,2025,"Mallory Leitner",29.1,48,17,3,16,1,"6.928",0.333,2.321,"3.799","Concordia-M'head"
"2859",195,52260,2025,"Shelby Messer",29.1,19,19,5,31,0,"0.956",0.167,1.468,"2.741","Earlham"
"2860",281,57577,2025,"Sammy Ochoa",29.1,54,17,5,6,6,"7.619",0.367,2.585,"6.890","Hiram"
"2861",285,77993,2025,"Avery Toddings",29.1,47,22,4,12,2,"4.286",0.333,2.483,"5.121","Holy Cross"
"2862",320,12323,2025,"Casey Cash",29.1,45,11,3,16,1,"5.000",0.296,2.007,"3.182","John Carroll"
"2863",567,26623,2025,"Kaylen Galaviz",29.1,42,6,3,7,4,"3.823",0.316,1.741,"4.618","Redlands"
"2864",614,49667,2025,"Addison Maurer",29.1,59,15,6,10,2,"8.810",0.391,2.721,"4.747","St. Norbert"
"2865",706,14814,2025,"Madison Collins",29.1,44,25,3,18,0,"7.192",0.321,2.466,"4.044","UTSA"
"2866",728,44909,2025,"Faith Lemonds",29.1,34,33,7,26,2,"5.476",0.258,2.517,"5.597","Upper Iowa"
"2867",759,35101,2025,"Ainsley Hinz",29.1,51,23,2,18,1,"7.381",0.342,2.585,"4.169","Webster"
"2868",804,53291,2025,"Abby Mitchell",29.1,34,10,0,37,1,"3.333",0.272,1.497,"1.346","Wis.-Superior"
"2869",1255,41379,2025,"Mo Kinsella",29.1,35,43,13,15,3,"7.911",0.271,3.116,"8.462","U New England"
"2870",1318,45748,2025,"Katelyn Lipsky",29.1,55,11,1,29,3,"6.952",0.377,2.295,"2.982","Post"
"2871",30177,23672,2025,"Reese Farrar",29.1,32,7,4,24,3,"3.584",0.248,1.468,"3.219","Lubbock Christian"
"2872",132,54990,2025,"Madison Mullender",29,59,35,3,9,2,"12.027",0.378,3.333,"6.592","Centre"
"2873",181,8611,2025,"Averi Bridgman",29,64,20,4,21,5,"9.172",0.376,3.034,"5.676","Delta St."
"2874",221,4262,2025,"Caydence Barton",29,26,12,1,8,2,"2.405",0.222,1.34,"4.084","FDU-Florham"
"2875",367,54978,2025,"Lindsey Mullen",29,37,7,2,26,6,"5.310",0.266,1.586,"4.228","Louisville"
"2876",432,20630,2025,"Devyn Dotson",29,67,22,11,4,7,"12.552",0.419,3.448,"8.676","Mississippi Val."
"2877",479,22144,2025,"Marina Egbert",29,49,17,6,16,1,"7.457",0.329,2.474,"4.118","NYU"
"2878",484,51372,2025,"Ally McNamee",29,44,18,0,15,0,"4.586",0.314,2.138,"3.228","Nichols"
"2879",1163,45323,2025,"Kynnydy Lewis",29,61,15,6,8,1,"6.034",0.367,2.828,"4.469","La Roche"
"2880",20220,14705,2025,"Marissa Collazo",29,73,15,0,6,0,"10.825",0.429,3.024,"3.534","MSOE"
"2881",30219,74835,2025,"Jessica Stewart",29,71,7,1,15,2,"10.103",0.41,2.715,"3.087","Dean"
"2882",30259,63388,2025,"Abigail Ramirez",29,46,23,9,19,3,"6.276",0.317,2.69,"5.745","USC Beaufort"
"2883",78,4977,2025,"Laina Beer",28.3,50,13,6,13,4,"6.298",0.333,2.388,"5.272","SUNY Brockport"
"2884",160,62772,2025,"Eden Pufahl",28.3,35,14,0,10,0,"3.149",0.273,1.696,"3.161","Concordia Chicago"
"2885",182,53499,2025,"Madilyn Moffitt",28.3,36,14,2,24,4,"3.646",0.29,1.806,"4.206","Denison"
"2886",251,59201,2025,"Julia Parker",28.3,47,16,5,27,5,"7.751",0.324,2.353,"4.961","Georgetown"
"2887",280,32532,2025,"Grace Harris",28.3,37,8,1,4,0,"1.690",0.289,1.586,"3.055","Hillsdale"
"2888",366,10478,2025,"Mattison Buster",28.3,33,12,2,16,3,"3.889",0.264,1.632,"4.101","Louisiana Tech"
"2889",383,8233,2025,"Chloe Brandt",28.3,36,5,4,12,4,"3.403",0.281,1.562,"4.310","Minnesota St."
"2890",576,66221,2025,"Gabi Rodriguez",28.3,46,12,5,7,4,"7.778",0.331,2.188,"5.490","Rider"
"2891",610,77726,2025,"Ella Thurman",28.3,38,10,8,13,1,"5.813",0.29,1.938,"3.819","Saint Mary's (CA)"
"2892",675,51872,2025,"Brooklyn Mellor",28.3,37,16,2,13,2,"3.862",0.285,1.897,"4.262","Staten Island"
"2893",30052,82965,2025,"Graci West",28.3,41,21,4,27,6,"7.024",0.304,2.284,"5.826","North Georgia"
"2894",30090,34366,2025,"Nevaeh Herrera",28.3,40,20,6,8,3,"5.104",0.32,2.292,"5.907","Tex. A&M Int'l"
"2895",96,58215,2025,"Hannah Ortega",28.2,45,10,8,16,3,"5.854",0.315,2.195,"4.525","Fresno St."
"2896",170,55133,2025,"Jennelle Munoz",28.2,45,9,0,18,2,"4.406",0.319,1.888,"2.994","Curry"
"2897",214,64228,2025,"Kate Regan",28.2,41,13,0,15,0,"4.650",0.311,1.888,"2.715","Emerson"
"2898",221,30436,2025,"Sydney Grifone",28.2,40,19,5,19,0,"4.878",0.299,2.23,"3.585","FDU-Florham"
"2899",235,52930,2025,"Olivia Miller",28.2,22,10,1,18,2,"1.958",0.195,1.154,"3.204","Florida"
"2900",405,58712,2025,"Brianna Padilla",28.2,29,9,0,20,2,"3.684",0.232,1.333,"2.856","Menlo"
"2901",465,13241,2025,"Jazmine Chavez",28.2,41,17,4,16,6,"6.829",0.313,2.16,"6.198","UNLV"
"2902",510,55454,2025,"Brittani Mutter",28.2,34,14,2,17,3,"4.406",0.256,1.748,"4.253","Northwood"
"2903",595,15560,2025,"Anna Corbid",28.2,34,14,5,20,3,"5.158",0.279,1.86,"4.365","Saint Benedict"
"2904",772,3834,2025,"Delainey Bargfrede",28.2,36,11,1,12,5,"2.702",0.279,1.684,"5.102","Western Ky."
"2905",773,40495,2025,"Cameron Kelly",28.2,51,16,0,11,0,"7.098",0.354,2.343,"3.309","McDaniel"
"2906",774,57262,2025,"Kailey O'Connor",28.2,55,9,0,10,8,"7.587",0.342,2.238,"6.281","Western Mich."
"2907",784,74101,2025,"Tessa Stafursky",28.2,28,8,2,18,2,"2.456",0.231,1.333,"3.102","Wilkes"
"2908",794,82644,2025,"Megan Weiss",28.2,35,20,0,16,1,"4.421",0.273,1.93,"3.839","Green Bay"
"2909",1355,31119,2025,"Isabella Gutierrez",28.2,40,16,2,12,2,"8.780",0.284,2.021,"4.351","Schreiner"
"2910",2711,15345,2025,"Taylor Cook",28.2,29,17,6,27,4,"4.161",0.242,1.818,"4.743","North Florida"
"2911",8530,64646,2025,"Thalia Reyes",28.2,36,4,2,17,3,"3.182",0.295,1.469,"3.204","McMurry"
"2912",30045,1141,2025,"Lauren Allen",28.2,48,10,4,7,1,"5.629",0.345,2.168,"3.834","Palm Beach Atl."
"2913",30128,38834,2025,"Gracie Johnson",28.2,43,11,6,7,4,"8.105",0.326,2.105,"5.523","Sioux Falls"
"2914",30192,77698,2025,"Bailey Throckmorton",28.2,33,10,2,21,5,"4.161",0.27,1.573,"4.463","Southern Wesleyan"
"2915",30225,24129,2025,"Alethea Ferrara",28.2,35,19,4,10,2,"5.629",0.269,2.028,"5.022","SUNY Delhi"
"2916",30263,37621,2025,"Mari Ipatzi",28.2,35,4,1,20,1,"3.193",0.263,1.404,"1.979","Vanguard"
"2917",99,48928,2025,"Maddy Martin",28.1,31,16,4,16,3,"4.716",0.242,1.809,"4.776","Long Beach St."
"2918",118,47633,2025,"Becca Madsen",28.1,48,18,8,15,3,"4.965",0.338,2.624,"5.485","Carleton"
"2919",191,78354,2025,"Sidney Toukonen",28.1,75,23,6,12,6,"12.077",0.421,3.662,"7.365","Drexel"
"2920",330,52780,2025,"Carissa Miller",28.1,28,9,3,18,1,"2.711",0.231,1.408,"2.858","Keene St."
"2921",413,47577,2025,"Samantha Mader",28.1,35,18,1,22,2,"4.930",0.271,1.901,"3.773","MSU Denver"
"2922",733,31276,2025,"Maggie Habernig",28.1,35,9,3,16,0,"4.700",0.28,1.661,"2.541","Utica"
"2923",770,48135,2025,"Madison Mandra",28.1,29,11,5,3,2,"2.968",0.252,1.59,"4.803","WestConn"
"2924",1076,84426,2025,"Micah Wilson",28.1,41,12,2,21,5,"4.716",0.293,1.95,"4.705","Fairmont St."
"2925",14927,84236,2025,"Mackenzie Willis",28.1,27,15,0,22,6,"4.190",0.239,1.479,"5.182","Belmont"
"2926",27854,51343,2025,"Sydney McMurdie",28.1,36,17,3,17,0,"5.194",0.295,1.979,"3.319","Minn.-Crookston"
"2927",30152,85091,2025,"Katelyn Woodard",28.1,30,19,1,17,4,"4.930",0.252,1.761,"5.146","Southern Nazarene"
"2928",36,76597,2025,"Anna Tassone",28,53,16,1,11,1,"6.500",0.344,2.5,"3.900","Assumption"
"2929",58,39025,2025,"Reina Johnson",28,32,18,2,21,0,"4.250",0.286,1.857,"3.043","Baruch"
"2930",316,75524,2025,"Hailey Strunk",28,31,12,4,16,5,"3.737",0.267,1.673,"5.283","Jacksonville"
"2931",567,27008,2025,"Brianna Garcia",28,35,17,9,11,1,"5.231",0.278,2.171,"4.856","Redlands"
"2932",568,22051,2025,"Ava Edwards",28,46,16,5,17,4,"6.477",0.336,2.384,"5.283","Regis (CO)"
"2933",30037,14061,2025,"Lauren Clausen",28,24,4,0,20,5,"2.250",0.22,1,"3.721","Trine"
"2934",230,31429,2025,"Kelsey Hahn",27.3,25,13,2,23,0,"4.784",0.219,1.439,"2.364","Florida Tech"
"2935",499,76691,2025,"Avaree Taylor",27.3,30,21,2,8,3,"4.265",0.254,1.9,"5.697","Truman St."
"2936",554,35657,2025,"Keala Hollenkamp",27.3,41,23,3,20,6,"6.523",0.304,2.401,"6.558","Princeton"
"2937",1066,4505,2025,"Grace Baugnet",27.3,55,15,0,21,2,"5.791",0.377,2.518,"3.443","Edgewood"
"2938",1066,21114,2025,"Tatum Duff",27.3,60,14,0,7,2,"7.302",0.395,2.662,"4.342","Edgewood"
"2939",2746,79041,2025,"Lily Turkowski",27.3,64,35,4,12,3,"13.597",0.416,3.705,"7.148","Lake Erie"
"2940",30152,34972,2025,"Kelsi Hilton",27.3,40,10,2,21,1,"3.777",0.303,1.871,"2.652","Southern Nazarene"
"2941",29,71764,2025,"Aissa Silva",27.2,27,9,3,24,5,"3.055",0.237,1.418,"4.327","Arizona"
"2942",166,22074,2025,"Hannah Edwards",27.2,53,6,1,11,2,"6.065",0.363,2.166,"3.303","Cornell College"
"2943",222,45534,2025,"MaryJane Limon",27.2,42,24,2,9,1,"6.109",0.341,2.473,"5.055","FDU"
"2944",273,74714,2025,"Ashlee Stevens",27.2,52,23,6,9,2,"12.174",0.354,2.935,"5.842","Hartwick"
"2945",330,82393,2025,"Shay Webb",27.2,42,12,3,10,0,"6.341",0.316,2.065,"3.306","Keene St."
"2946",365,79710,2025,"Ashley Vallejo",27.2,32,11,2,12,1,"3.309",0.274,1.636,"3.418","LSU"
"2947",371,34607,2025,"Maddy Hickey",27.2,61,17,4,14,4,"9.927",0.379,2.982,"5.564","Loyola Chicago"
"2948",443,58475,2025,"Natalie Otto",27.2,20,7,0,31,1,"2.545",0.189,0.982,"1.382","Moravian"
"2949",803,5611,2025,"Samantha Bergeron",27.2,65,21,1,14,5,"12.130",0.401,3.141,"6.118","Wis.-Stout"
"2950",14718,78095,2025,"Makayla Tomlinson",27.2,66,27,21,4,2,"14.964",0.412,4.13,"8.270","Wesleyan (GA)"
"2951",27854,20346,2025,"Charlotte Dombrowski",27.2,36,14,0,17,0,"4.058",0.293,1.812,"2.690","Minn.-Crookston"
"2952",66,40338,2025,"Shannon Keighran",27.1,28,20,1,13,4,"3.577",0.235,1.788,"5.648","Boise St."
"2953",176,31061,2025,"Ava Gusel",27.1,45,24,11,9,3,"7.463",0.346,2.941,"7.032","DePaul"
"2954",201,25965,2025,"Bryanna French",27.1,38,21,3,10,0,"4.599",0.314,2.263,"4.298","Eastern Ill."
"2955",267,23287,2025,"Yael Everett",27.1,39,17,1,18,0,"5.109",0.32,2.08,"3.057","Hamilton"
"2956",300,34180,2025,"Ella Hermes",27.1,17,5,2,20,1,"1.533",0.167,0.876,"2.181","Ill. Wesleyan"
"2957",302,25281,2025,"Talyn Fordham",27.1,54,43,5,9,3,"14.154",0.38,3.75,"8.466","UIC"
"2958",331,44852,2025,"Kendal Leitner",27.1,48,30,1,23,3,"7.949",0.345,2.894,"5.550","Kent St."
"2959",431,10610,2025,"Avery Byerly",27.1,28,11,0,10,0,"2.051",0.246,1.429,"2.876","MUW"
"2960",485,9509,2025,"Kailey Bryant",27.1,23,12,2,13,0,"3.088",0.215,1.36,"2.988","Norfolk St."
"2961",753,37290,2025,"Anna Hutchinson",27.1,47,11,1,4,5,"7.721",0.353,2.169,"5.819","Washington Col."
"2962",785,34931,2025,"Elizabeth Hillier",27.1,43,13,5,15,0,"7.949",0.328,2.234,"3.279","Willamette"
"2963",8911,8230,2025,"Emily Brands",27.1,58,19,2,6,4,"8.718",0.379,2.894,"6.173","Wis. Lutheran"
"2964",26172,26811,2025,"Siarah Galvan",27.1,55,17,2,22,5,"9.522",0.369,2.721,"5.268","A&M-Corpus Christi"
"2965",27892,21870,2025,"Deanna Ebert",27.1,33,15,1,19,0,"3.832",0.28,1.788,"2.765","Farmingdale St."
"2966",181,61405,2025,"Grace Pippin",27,29,32,5,17,4,"5.941",0.232,2.435,"7.160","Delta St."
"2967",288,9237,2025,"Nevaeh Brown",27,33,30,1,10,4,"7.000",0.264,2.37,"7.030","Houston"
"2968",625,78755,2025,"Olivia Trout",27,36,15,6,10,4,"5.941",0.293,2.103,"5.906","Samford"
"2969",685,1501,2025,"Amanda Amerman",27,47,4,1,16,3,"5.444",0.362,1.926,"3.215","Susquehanna"
"2970",30044,29490,2025,"Maura Gorman",27,37,9,2,24,0,"2.593",0.303,1.778,"1.844","Penn St.-Berks"
"2971",263,30763,2025,"Madison Guard",26.3,28,26,1,11,0,"5.725",0.243,2.045,"4.593","Greensboro"
"2972",372,74356,2025,"Isabelle Staton",26.3,32,9,1,10,3,"2.612",0.269,1.567,"4.228","Luther"
"2973",424,63921,2025,"Emily Reagan",26.3,50,8,0,10,0,"7.052",0.379,2.164,"2.549","Millikin"
"2974",442,5975,2025,"Brooke Biamonte",26.3,36,11,1,7,2,"4.424",0.277,1.784,"4.184","Montclair St."
"2975",452,50047,2025,"Haleigh McCalla",26.3,34,14,3,23,2,"2.351",0.291,1.903,"3.557","Mount Union"
"2976",649,34163,2025,"Hailey Herman",26.3,28,23,8,12,3,"4.684",0.255,2.193,"6.415","South Dakota St."
"2977",650,27932,2025,"Campbell German",26.3,25,20,4,20,3,"3.918",0.234,1.828,"5.049","South Dakota"
"2978",778,3720,2025,"Victoria Barbar",26.3,30,33,1,7,3,"6.007",0.268,2.388,"7.139","Wheaton (IL)"
"2979",793,78746,2025,"Lauren Trottier",26.3,49,16,0,18,1,"4.164",0.363,2.416,"3.329","Wis.-Eau Claire"
"2980",1159,19275,2025,"Abbie DeRock",26.3,60,14,2,15,2,"8.097",0.387,2.836,"4.042","Keuka"
"2981",1254,23691,2025,"Lauren Farrier",26.3,73,6,4,10,1,"11.754",0.445,3.097,"3.258","Neumann"
"2982",1371,13281,2025,"Sheyenne Cheek",26.3,39,15,0,19,1,"4.701",0.312,2.015,"3.146","Southeastern Okla."
"2983",30138,49949,2025,"Paige McAllister",26.3,34,15,1,18,3,"4.424",0.27,1.859,"4.296","McKendree"
"2984",107,50488,2025,"Ashanti McDade",26.2,48,17,3,17,4,"8.981",0.34,2.566,"5.343","California"
"2985",265,8841,2025,"Brooke Brodie",26.2,37,15,7,19,6,"5.263",0.303,2.218,"6.385","Grove City"
"2986",401,45174,2025,"Izzy Levasse",26.2,27,7,0,18,1,"3.170",0.235,1.283,"2.325","UMass Boston"
"2987",503,7135,2025,"Hannah Bolly",26.2,42,9,3,15,4,"5.811",0.339,2.038,"4.589","NIU"
"2988",953,8700,2025,"Reagan Brinkley",26.2,58,11,11,9,0,"10.789",0.395,3.008,"4.205","Austin"
"2989",1104,80569,2025,"Oakley Vickers",26.2,21,6,3,30,1,"1.579",0.189,1.128,"1.648","Grand Canyon"
"2990",13028,35204,2025,"Carson Hobbs",26.2,35,8,5,26,5,"5.283",0.289,1.811,"4.362","Anderson (SC)"
"2991",22235,39670,2025,"Ryan Jurischk",26.2,36,5,4,13,4,"4.226",0.298,1.698,"4.400","Lewis & Clark"
"2992",27854,6545,2025,"Riley Blake",26.2,43,17,2,11,3,"8.127",0.323,2.322,"5.172","Minn.-Crookston"
"2993",30045,80131,2025,"Karen Vasquez",26.2,40,14,2,6,0,"5.506",0.317,2.097,"3.748","Palm Beach Atl."
"2994",30127,35694,2025,"Shaneika Hollingworth",26.2,21,16,1,7,2,"2.622",0.2,1.423,"4.760","Simon Fraser"
"2995",30263,37408,2025,"Mia Iacomini",26.2,32,13,1,3,3,"4.226",0.281,1.736,"5.230","Vanguard"
"2996",142,85795,2025,"Ella Yerkes",26.1,22,28,0,18,0,"3.206",0.22,1.908,"4.232","Claremont-M-S"
"2997",170,3904,2025,"Morgan Barmash",26.1,30,6,3,8,2,"4.008",0.268,1.489,"3.812","Curry"
"2998",218,63427,2025,"Isabel Ramirez",26.1,46,44,3,23,0,"10.687",0.326,3.55,"6.026","Eureka"
"2999",335,32508,2025,"Amanda Harris",26.1,23,13,1,25,1,"3.740",0.219,1.412,"2.591","Kenyon"
"3000",406,39257,2025,"Grace Jones",26.1,38,14,1,17,3,"5.076",0.314,2.023,"4.308","Mercer"
"3001",547,83124,2025,"Cadey Wheat",26.1,59,10,1,6,0,"9.280",0.388,2.652,"3.195","Plattsburgh St."
"3002",584,33108,2025,"Grace Hautzinger",26.1,27,18,1,19,5,"4.508",0.257,1.742,"5.582","Rollins"
"3003",628,78663,2025,"Nia Trinidad",26.1,26,2,0,19,0,"0.795",0.252,1.061,"1.188","San Fran. St."
"3004",656,28038,2025,"Riley Giard",26.1,25,12,2,14,0,"2.405",0.221,1.489,"2.934","UMass Dartmouth"
"3005",757,42262,2025,"Elly Koopman",26.1,27,9,1,19,2,"3.206",0.255,1.412,"3.087","Wayne St. (MI)"
"3006",1094,23692,2025,"Bailey Farrimond",26.1,37,15,2,18,3,"5.833",0.314,2.045,"4.445","George Fox"
"3007",1179,80100,2025,"Lacey Vasas",26.1,27,6,1,13,2,"2.121",0.25,1.288,"3.195","Linfield"
"3008",1194,50992,2025,"Margie McIntyre",26.1,87,59,26,2,3,"22.803",0.483,6.515,"13.385","Maranatha Baptist"
"3009",28749,15232,2025,"Natalie Contreras",26.1,15,7,0,24,0,"1.597",0.14,0.837,"1.373","Transylvania"
"3010",30064,86461,2025,"Madi Zigarovich",26.1,39,12,0,16,0,"6.122",0.325,1.939,"2.552","Saint Vincent"
"3011",665,84027,2025,"Kairah Williams",26,43,10,8,15,3,"6.192",0.339,2.346,"4.823","Southern U."
"3012",688,37906,2025,"Sydney Jackson",26,33,30,1,26,3,"6.192",0.28,2.462,"5.477","Syracuse"
"3013",813,64728,2025,"Sienna Reynolds",26,38,28,5,6,2,"8.077",0.304,2.731,"6.746","Yale"
"3014",1343,56838,2025,"Keagan Norfleet",25.3,71,21,1,7,5,"12.162",0.455,3.591,"6.917","Saint Martin's"
"3015",2707,59227,2025,"Maddie Parker",25.3,62,26,2,8,7,"11.577",0.405,3.462,"8.515","Kansas City"
"3016",10972,46793,2025,"Cailyn Lucas",25.3,54,13,0,8,0,"8.108",0.394,2.587,"3.288","Chatham"
"3017",12973,67798,2025,"Samantha Rybacki",25.3,47,9,0,22,0,"5.135",0.362,2.162,"1.744","Wilson"
"3018",127,30036,2025,"Adrianna Green",25.2,50,28,6,18,2,"10.895",0.37,3.268,"5.980","Central Conn. St."
"3019",247,9589,2025,"Mikayla Bucci",25.2,38,21,3,26,1,"5.992",0.336,2.412,"3.684","SUNY Geneseo"
"3020",358,66369,2025,"Megan Roe",25.2,32,11,1,22,0,"4.667",0.258,1.725,"2.086","West Ala."
"3021",376,69800,2025,"Paige Schultz",25.2,26,10,0,15,1,"3.020",0.236,1.412,"2.910","Macalester"
"3022",385,77833,2025,"Amelia Timko",25.2,49,7,3,7,1,"6.289",0.377,2.305,"3.533","Marietta"
"3023",463,15500,2025,"Emmerson Cope",25.2,31,10,2,8,3,"3.569",0.279,1.686,"4.714","Nebraska"
"3024",537,66867,2025,"Charlotte Rose",25.2,44,16,0,9,5,"7.656",0.344,2.344,"6.111","UNC Pembroke"
"3025",938,33413,2025,"Ryann Healey",25.2,42,12,2,6,1,"4.922",0.339,2.188,"4.080","Alvernia"
"3026",9680,85019,2025,"Emma Wood",25.2,29,6,3,6,0,"2.734",0.261,1.484,"2.986","Embry-Riddle (FL)"
"3027",30152,33854,2025,"Jentry Henderson",25.2,31,13,6,16,3,"6.289",0.263,1.953,"4.900","Southern Nazarene"
"3028",202,55699,2025,"Lauren Narvaez",25.1,42,6,0,9,1,"4.444",0.341,1.905,"2.916","Eastern Ky."
"3029",299,40595,2025,"Gracelyn Kemp",25.1,31,14,3,8,0,"4.409",0.284,1.89,"3.778","Illinois St."
"3030",539,34254,2025,"Jiselle Hernandez",25.1,57,22,3,10,5,"9.370",0.401,3.228,"7.124","Penn St."
"3031",683,25825,2025,"Jordyn Fray",25.1,40,19,2,13,1,"5.000",0.328,2.421,"4.384","Stony Brook"
"3032",1068,82774,2025,"Meredith Wells",25.1,40,19,1,6,3,"7.992",0.325,2.362,"5.825","Elon"
"3033",1371,41541,2025,"Bailey Kite",25.1,42,27,1,18,1,"4.722",0.328,2.778,"4.821","Southeastern Okla."
"3034",1439,34793,2025,"Alex Hill",25.1,50,14,2,4,7,"11.389",0.36,2.619,"7.598","West Virginia St."
"3035",8404,55165,2025,"Sara Munson",25.1,44,3,0,8,3,"4.961",0.344,1.85,"3.660","Hood"
"3036",16142,52699,2025,"Jennifer Milisits",25.1,39,6,0,8,0,"5.000",0.32,1.786,"2.479","Misericordia"
"3037",25719,56577,2025,"Sidney Nihart",25.1,39,5,3,10,1,"4.961",0.331,1.85,"3.069","Penn St.-Altoona"
"3038",20,44242,2025,"Tabitha Lawless",25,41,10,2,13,2,"4.462",0.318,2.112,"3.834","DeSales"
"3039",55,81801,2025,"Kyra Ward",25,32,16,2,21,0,"5.020",0.302,1.992,"2.878","Benedict"
"3040",60,58461,2025,"Abby Otterness",25,35,10,1,15,3,"5.857",0.299,1.833,"4.073","Bethel (MN)"
"3041",120,69551,2025,"Mya Schneider",25,38,15,7,7,0,"2.520",0.328,2.4,"4.480","Carroll (WI)"
"3042",306,34501,2025,"Taylor Hess",25,36,12,4,11,6,"3.625",0.298,2.072,"6.543","Indiana"
"3043",311,62122,2025,"Sami Potvin",25,33,12,5,17,9,"5.857",0.282,1.992,"7.739","Iowa St."
"3044",341,55112,2025,"Alayna Munoz",25,27,3,3,7,2,"1.952",0.276,1.315,"3.595","La Verne"
"3045",363,41460,2025,"Erin Kirkland",25,38,24,3,25,6,"7.560",0.288,2.6,"6.760","Longwood"
"3046",525,26584,2025,"Alisha Gahn",25,59,16,2,16,2,"8.120",0.393,3.08,"4.320","Olivet"
"3047",995,43818,2025,"Caroline Lanzi",25,35,7,0,12,1,"3.068",0.304,1.673,"2.798","Caldwell"
"3048",996,70511,2025,"Taylor Serio",25,49,5,1,10,12,"9.761",0.35,2.191,"8.535","Cameron"
"3049",75,83977,2025,"Elena Williams",24.3,37,12,1,16,0,"5.081",0.314,2.016,"2.682","Bridgewater (VA)"
"3050",143,19500,2025,"Ashley DeWeese",24.3,61,13,2,11,2,"9.879",0.427,3.065,"4.376","Clarion"
"3051",198,44158,2025,"Cameron Lauretta",24.3,30,16,7,19,5,"9.032",0.273,2.137,"6.271","ETSU"
"3052",303,5967,2025,"Nadia Bhuiyan",24.3,48,11,4,15,3,"8.153",0.375,2.53,"4.569","Immaculata"
"3053",394,50332,2025,"Emma McCormack",24.3,42,26,1,18,5,"9.839",0.341,2.771,"6.818","Marymount (VA)"
"3054",498,7371,2025,"Bristin Bordeau",24.3,39,20,0,13,4,"5.060",0.336,2.369,"5.854","ULM"
"3055",1124,80287,2025,"Tori Veith",24.3,43,15,5,7,1,"7.339",0.352,2.54,"4.779","Hendrix"
"3056",17,23973,2025,"Alainah Felton",24.2,49,22,14,16,0,"9.352",0.363,3.441,"5.477","Alcorn"
"3057",193,71516,2025,"Hailey Shuler",24.2,38,8,3,13,2,"6.857",0.345,2,"3.747","Duke"
"3058",288,44785,2025,"Paris Lehman",24.2,36,15,1,8,8,"4.286",0.313,2.122,"7.951","Houston"
"3059",317,39062,2025,"Taylor Johnson",24.2,34,7,1,15,5,"4.818",0.312,1.7,"4.789","James Madison"
"3060",330,75540,2025,"Megan Strzegowski",24.2,46,10,1,7,1,"6.000",0.377,2.327,"3.706","Keene St."
"3061",397,59084,2025,"Tori Para",24.2,48,14,1,17,0,"7.085",0.375,2.551,"2.845","Marywood"
"3062",464,22044,2025,"Alyson Edwards",24.2,22,12,0,15,1,"3.117",0.224,1.377,"3.169","Omaha"
"3063",620,55263,2025,"Keira Murphy",24.2,35,25,3,8,0,"4.571",0.307,2.571,"5.176","St. Thomas (MN)"
"3064",673,65836,2025,"Abby Robinson",24.2,31,12,1,14,0,"3.415",0.284,1.789,"2.847","Springfield"
"3065",691,35574,2025,"Kristian Holder",24.2,34,29,3,6,2,"7.683",0.286,2.683,"6.872","Tennessee St."
"3066",1085,83899,2025,"Abby Williams",24.2,28,10,0,15,2,"4.286",0.255,1.551,"3.461","Francis Marion"
"3067",1124,78720,2025,"Emmaline Trosclair",24.2,49,22,2,11,0,"9.636",0.36,2.955,"4.424","Hendrix"
"3068",30075,12943,2025,"Hannah Chambers",24.2,49,13,1,7,6,"7.114",0.377,2.561,"6.709","Mary"
"3069",72,3080,2025,"Abbott Badgley",24.1,37,33,7,8,1,"7.746",0.301,3.156,"7.195","Bradley"
"3070",142,19262,2025,"Perri Derian",24.1,17,8,0,5,0,"1.446",0.193,1.033,"2.979","Claremont-M-S"
"3071",234,64299,2025,"Makenna Reid",24.1,19,6,2,20,0,"1.728",0.194,1.111,"1.742","Florida St."
