"","team_id","player_id","season","player","ip","ha","bb","hb","so","hr_a","era","opp_avg","whip","fip"
"1",30052,56079,2016,"Courtney Poole",346.1,194,49,16,395,0,"0.789",0.154,0.748,"NA"
"2",436,54829,2016,"Hannah Perryman",333.1,161,60,5,522,0,"1.071",0.139,0.678,"NA"
"3",30002,21274,2016,"Haley Fagan",302.2,211,97,8,289,0,"1.619",0.186,1.044,"NA"
"4",457,42781,2016,"Kendra Lynch",296.3,350,97,22,170,0,"3.961",0.278,1.58,"NA"
"5",1001,71773,2016,"Carley Tysinger",284.1,192,65,22,390,0,"1.059",0.18,0.981,"NA"
"6",309,22837,2016,"Morgan Foley",268.2,123,84,9,497,0,"0.860",0.13,0.804,"NA"
"7",5,63727,2016,"Erin Seiler",264,205,69,11,229,0,"1.908",0.205,1.079,"NA"
"8",388,18288,2016,"Jordan Dixon",263.1,239,79,29,268,0,"2.846",0.231,1.318,"NA"
"9",670,61171,2016,"Randi Rupp",261.2,191,67,20,335,0,"1.660",0.194,1.063,"NA"
"10",383,59028,2016,"Coley Ries",252.3,132,79,19,434,0,"1.190",0.148,0.909,"NA"
"11",77,8953,2016,"Mckenna Bull",251.3,256,98,7,274,0,"2.667",0.25,1.433,"NA"
"12",584,22814,2016,"Niki Fogle",251.2,211,45,9,178,0,"1.893",0.215,1.054,"NA"
"13",522,53656,2016,"Paige Parker",249.3,174,68,10,269,0,"1.652",0.19,1.008,"NA"
"14",30094,33163,2016,"Jamie Hrobak",247.1,279,37,12,273,0,"3.226",0.263,1.326,"NA"
"15",519,18708,2016,"Savannah Jo Dorsey",242.2,141,88,25,336,0,"1.760",0.16,1.047,"NA"
"16",230,54432,2016,"Rachel Pence",241.2,248,49,6,193,0,"1.825",0.249,1.254,"NA"
"17",31,48518,2016,"Grace Moll",240.2,287,214,17,185,0,"5.496",0.281,2.152,"NA"
"18",398,44150,2016,"Alexandra Marshall",239.1,183,28,13,271,0,"1.023",0.197,0.936,"NA"
"19",563,49408,2016,"Abby Morrow",239,258,31,7,120,0,"2.225",0.26,1.238,"NA"
"20",128,71680,2016,"Shelby Turnier",237.2,174,122,23,251,0,"2.444",0.194,1.342,"NA"
"21",400,13401,2016,"Meg Colleran",237.1,227,59,8,137,0,"2.095",0.234,1.239,"NA"
"22",742,71753,2016,"Maggie Tyler",235.2,222,80,6,245,0,"2.524",0.233,1.307,"NA"
"23",428,27741,2016,"Sara Groenewegen",232.3,169,55,21,336,0,"2.045",0.192,1.052,"NA"
"24",217,22124,2016,"Brittany File",232,152,99,13,343,0,"1.478",0.177,1.137,"NA"
"25",458,5333,2016,"Lexi Betancourt",231,205,96,6,186,0,"2.666",0.224,1.328,"NA"
"26",498,14773,2016,"Melanie Coyne",230.2,243,99,29,143,0,"3.702",0.259,1.608,"NA"
"27",1013,9099,2016,"Alli Burdette",229.3,161,64,19,204,0,"1.614",0.183,1.062,"NA"
"28",257,75912,2016,"Chelsea Wilkinson",229.1,174,55,15,219,0,"1.955",0.197,1.065,"NA"
"29",454,59717,2016,"Mason Robinson",229.1,193,61,10,119,0,"2.014",0.217,1.151,"NA"
"30",1059,46131,2016,"Kalie McHenry",228.1,196,54,9,203,0,"1.594",0.218,1.134,"NA"
"31",99,12918,2016,"Christina Clermont",227.1,189,64,35,205,0,"2.402",0.215,1.267,"NA"
"32",30126,55921,2016,"Ashley Pokraka",226.1,300,38,6,152,0,"3.834",0.3,1.519,"NA"
"33",3,43796,2016,"Lindsay Mapes",225.1,187,95,25,157,0,"2.082",0.213,1.363,"NA"
"34",757,9582,2016,"Lyndsay Butler",223.3,133,39,6,227,0,"0.781",0.16,0.795,"NA"
"35",1433,47799,2016,"Cassy Miller",223.2,222,114,17,229,0,"3.978",0.242,1.579,"NA"
"36",778,70333,2016,"Katie Thornton",223.1,153,57,16,177,0,"0.752",0.185,1.012,"NA"
"37",201,76656,2016,"Jessica Wireman",221.2,184,103,27,203,0,"3.160",0.214,1.418,"NA"
"38",414,41783,2016,"Amber Logemann",221.2,193,72,28,195,0,"2.590",0.221,1.322,"NA"
"39",601,69864,2016,"Lindsey Thayer",221.1,102,35,4,416,0,"0.918",0.131,0.637,"NA"
"40",244,5242,2016,"Lindsey Bert",220.2,249,64,15,184,0,"3.841",0.269,1.488,"NA"
"41",229,29182,2016,"Kylee Hanson",220.1,105,35,9,299,0,"0.763",0.136,0.676,"NA"
"42",111,48223,2016,"Tayler Misfeldt",219.1,229,117,24,116,0,"2.776",0.259,1.686,"NA"
"43",174,39718,2016,"Allie Lapallo",218.1,188,33,13,124,0,"1.988",0.221,1.072,"NA"
"44",9011,19515,2016,"Paxton Duran",218.1,241,63,13,202,0,"2.887",0.264,1.453,"NA"
"45",660,18797,2016,"Baylee Douglass",217.3,177,70,21,149,0,"1.927",0.21,1.229,"NA"
"46",30028,4028,2016,"Kelsie Batten",215.3,138,34,4,182,0,"0.843",0.172,0.816,"NA"
"47",30120,46076,2016,"Shelby McGraw",215.2,221,60,7,107,0,"2.534",0.244,1.336,"NA"
"48",620,1621,2016,"Kierstin Anderson-Glass",215.1,140,17,3,233,0,"1.072",0.172,0.743,"NA"
"49",29,52064,2016,"Danielle O'Toole",213.1,179,49,13,192,0,"2.200",0.214,1.13,"NA"
"50",559,21662,2016,"Lilly Fecho",213.1,196,67,26,219,0,"2.101",0.226,1.356,"NA"
"51",1438,64907,2016,"Savanna Sieger",213.1,292,62,18,126,0,"4.658",0.305,1.743,"NA"
"52",9013,65886,2016,"Janie Smith",213.1,200,76,6,138,0,"2.427",0.238,1.321,"NA"
"53",1000,74653,2016,"Allison Webster",213,169,72,13,243,0,"2.300",0.203,1.192,"NA"
"54",360,65571,2016,"Bekah Slattery",212.2,169,51,6,185,0,"1.614",0.206,1.064,"NA"
"55",734,9967,2016,"Caitlyn Calhoun",212.1,178,59,14,197,0,"1.978",0.217,1.182,"NA"
"56",317,26561,2016,"Megan Good",211.2,114,43,9,222,0,"0.959",0.148,0.784,"NA"
"57",791,29314,2016,"Mercedes Hargett",211.2,211,59,5,195,0,"2.746",0.242,1.3,"NA"
"58",301,76942,2016,"Breanna Wonderly",211,225,62,35,77,0,"2.885",0.259,1.525,"NA"
"59",331,39185,2016,"Ronnie Ladines",211,176,72,14,202,0,"2.586",0.214,1.241,"NA"
"60",703,16518,2016,"Tiarra Davis",210.3,173,110,25,186,0,"1.991",0.212,1.46,"NA"
"61",102,44929,2016,"Celina Matthias",210.2,227,57,14,131,0,"2.991",0.262,1.415,"NA"
"62",30084,42488,2016,"April Lude",210.2,295,42,20,66,0,"4.057",0.309,1.696,"NA"
"63",189,50988,2016,"Nicole Newman",210.1,184,89,21,280,0,"3.030",0.224,1.399,"NA"
"64",625,29190,2016,"Mollie Hanson",210,187,38,15,136,0,"2.465",0.226,1.142,"NA"
"65",746,52845,2016,"Erika Osherow",209.3,249,53,18,122,0,"3.133",0.275,1.524,"NA"
"66",651,51739,2016,"Erica Nunn",209.1,163,79,20,217,0,"1.638",0.201,1.251,"NA"
"67",671,67765,2016,"Alex Stewart",209,198,35,9,196,0,"1.909",0.24,1.158,"NA"
"68",483,30147,2016,"Hannah Haydel",208.3,146,85,15,149,0,"1.542",0.187,1.178,"NA"
"69",648,6210,2016,"Nickie Blue",208.3,177,82,11,129,0,"2.480",0.221,1.292,"NA"
"70",695,36859,2016,"Brooke Kennedy",208.3,175,61,18,175,0,"2.179",0.217,1.216,"NA"
"71",25719,9138,2016,"Kate Burge",208.1,169,65,17,167,0,"1.612",0.209,1.204,"NA"
"72",1004,39490,2016,"Shivaun Landeros",207.2,218,51,8,114,0,"2.867",0.252,1.335,"NA"
"73",493,63911,2016,"Jacquelyn Sertic",207.1,167,71,18,216,0,"2.295",0.211,1.234,"NA"
"74",202,22785,2016,"Hayley Flynn",206.2,156,72,27,268,0,"2.203",0.198,1.235,"NA"
"75",646,8284,2016,"Devin Brown",206.1,122,71,24,324,0,"1.663",0.161,1.052,"NA"
"76",1314,59591,2016,"Emmie Robertson",205.3,126,72,21,270,0,"1.803",0.164,1.064,"NA"
"77",12810,77174,2016,"Kayce Wooldridge",205.2,178,30,11,145,0,"1.362",0.221,1.065,"NA"
"78",1395,23637,2016,"Haley Freyman",205.1,254,81,11,118,0,"2.865",0.293,1.686,"NA"
"79",709,26592,2016,"Marla Gooding",205,245,48,11,83,0,"3.515",0.28,1.482,"NA"
"80",659,35545,2016,"Brianna Jones",204.3,179,32,17,158,0,"1.946",0.221,1.112,"NA"
"81",208,72231,2016,"Nikole Van Gennep",203.1,197,25,13,108,0,"1.858",0.237,1.155,"NA"
"82",1123,66493,2016,"Michelle Sorensen",203.1,159,87,6,199,0,"2.581",0.205,1.239,"NA"
"83",361,66326,2016,"Erynn Sobieski",202.1,249,29,12,141,0,"3.426",0.285,1.434,"NA"
"84",418,5352,2016,"Megan Betsa",202,115,110,19,306,0,"1.905",0.157,1.207,"NA"
"85",30152,77459,2016,"Kayla Wyatt",202,148,91,25,284,0,"2.355",0.19,1.306,"NA"
"86",176,43384,2016,"Morgan Maize",201.3,209,118,11,173,0,"3.781",0.255,1.675,"NA"
"87",728,58013,2016,"Brooke Redmond",201,159,37,10,214,0,"1.740",0.204,1.024,"NA"
"88",48,20304,2016,"Hayley Elkins",200.3,225,134,11,170,0,"4.458",0.268,1.841,"NA"
"89",234,9391,2016,"Jessica Burroughs",200.3,122,60,10,235,0,"1.882",0.165,0.956,"NA"
"90",367,4436,2016,"Maryssa Becker",200.2,192,33,12,169,0,"2.267",0.233,1.181,"NA"
"91",416,78050,2016,"Kristina Zalewski",199.2,231,73,20,209,0,"3.509",0.268,1.624,"NA"
"92",253,57366,2016,"Dixie Raley",198.2,167,147,19,182,0,"3.385",0.218,1.678,"NA"
"93",296,28381,2016,"Holly Haberkorn",198.2,157,46,6,98,0,"1.409",0.204,1.052,"NA"
"94",423,1636,2016,"Brianna Andraos",198.2,205,59,3,98,0,"1.973",0.255,1.344,"NA"
"95",642,10611,2016,"Amanda Carilli",198.2,240,33,3,62,0,"2.751",0.273,1.39,"NA"
"96",11276,49213,2016,"Taylor Morgan",198.2,168,51,9,223,0,"2.644",0.218,1.148,"NA"
"97",149,18519,2016,"Kelsey Dominik",198,225,78,12,138,0,"4.028",0.267,1.59,"NA"
"98",645,41628,2016,"Amanda Llerena",198,178,49,26,154,0,"2.014",0.226,1.277,"NA"
"99",697,64731,2016,"Samantha Show",197.3,215,111,19,172,0,"3.751",0.263,1.744,"NA"
"100",702,12603,2016,"Samantha Clakley",197.2,216,64,17,133,0,"3.116",0.268,1.502,"NA"
"101",683,61736,2016,"Jane Sallen",197.1,204,99,29,112,0,"3.511",0.26,1.682,"NA"
"102",16,51880,2016,"Sammi O'Connor",197,168,57,10,239,0,"2.024",0.216,1.192,"NA"
"103",234,37442,2016,"Meghan King",196.2,194,45,13,127,0,"2.349",0.244,1.281,"NA"
"104",411,1007,2016,"Courtney Allen",196,174,78,8,156,0,"1.606",0.227,1.326,"NA"
"105",434,42289,2016,"Paige Lowary",195.3,186,103,19,151,0,"3.287",0.239,1.572,"NA"
"106",728,22622,2016,"Jacqueline Flood",194.3,163,23,15,181,0,"1.687",0.213,1.031,"NA"
"107",10411,46319,2016,"Holly McKinnon",193.2,146,48,15,186,0,"2.243",0.198,1.08,"NA"
"108",47,67515,2016,"Nicole Steinbach",193.1,202,81,13,144,0,"3.478",0.253,1.532,"NA"
"109",61,1769,2016,"Sabrina Anguiano",193.1,244,50,14,109,0,"3.949",0.288,1.594,"NA"
"110",96,13635,2016,"Jillian Compton",193.1,197,69,18,140,0,"3.077",0.251,1.468,"NA"
"111",255,26631,2016,"Jenna Goodrich",193,218,142,18,120,0,"4.785",0.274,1.958,"NA"
"112",28,37061,2016,"Kelsey Kessler",192.3,190,66,18,188,0,"3.121",0.245,1.42,"NA"
"113",291,76123,2016,"Maddie Williams",192.1,137,40,10,227,0,"1.346",0.187,0.972,"NA"
"114",609,42128,2016,"Brianna Lore",192.1,233,70,11,125,0,"3.711",0.288,1.632,"NA"
"115",468,40052,2016,"Sarah Lavallee",192,188,35,4,133,0,"1.786",0.244,1.182,"NA"
"116",2755,2636,2016,"Kacey Ayers",192,222,44,11,99,0,"2.952",0.274,1.442,"NA"
"117",664,59775,2016,"Samantha Robles",191.1,187,53,9,107,0,"3.002",0.244,1.302,"NA"
"118",1462,32968,2016,"Stacey Houser",191,130,59,18,116,0,"1.575",0.184,1.083,"NA"
"119",774,39008,2016,"Allyson Kus",190.3,174,61,12,140,0,"2.605",0.226,1.295,"NA"
"120",161,29208,2016,"Abigail Haraldson",190.2,173,93,37,200,0,"3.417",0.231,1.591,"NA"
"121",419,12127,2016,"Kelci Cheney",190.2,252,52,12,100,0,"4.148",0.299,1.657,"NA"
"122",9630,72889,2016,"Hannah Vet",190.2,143,13,7,102,0,"0.844",0.196,0.855,"NA"
"123",349,19807,2016,"Alexis Eastman",190,166,42,9,138,0,"1.915",0.219,1.142,"NA"
"124",1318,20925,2016,"Samantha Esque",189.3,145,17,3,157,0,"1.328",0.197,0.869,"NA"
"125",30040,53155,2016,"Sara Packard",189.2,195,53,4,167,0,"3.066",0.248,1.33,"NA"
"126",494,72362,2016,"Kaylin VanDomelen",188.3,199,68,9,151,0,"3.226",0.251,1.462,"NA"
"127",365,32673,2016,"Carley Hoover",188.2,153,83,30,225,0,"2.340",0.206,1.411,"NA"
