"","team_id","player_id","season","player","ip","ha","bb","hb","so","hr_a","era","opp_avg","whip","fip"
"1",651,4102,2022,"Georgina Corrick",270.2,114,34,18,409,12,"0.517",0.121,0.613,"0.531"
"2",71,7697,2022,"Payton Gottshall",250.2,156,53,25,370,30,"1.703",0.169,0.934,"1.937"
"3",459,18249,2022,"Morgan Scott",249,198,74,8,286,26,"2.277",0.208,1.124,"2.448"
"4",509,21878,2022,"Danielle Williams",241,155,76,45,323,20,"1.859",0.18,1.145,"2.305"
"5",670,14399,2022,"Jessica Mullins",235,183,53,16,247,21,"1.787",0.205,1.072,"2.340"
"6",249,11498,2022,"Sierra Lange",230.2,191,59,15,223,22,"2.397",0.217,1.149,"2.669"
"7",388,14696,2022,"Sydney Nester",227.3,174,68,16,294,15,"2.364",0.199,1.132,"1.782"
"8",674,20844,2022,"Alana Vawter",226.2,177,40,18,162,16,"1.915",0.207,1.037,"2.656"
"9",518,8337,2022,"Lexie Handley",225,182,85,6,271,24,"2.582",0.211,1.213,"2.591"
"10",363,813,2022,"Sydney Backstrom",224.2,127,95,18,287,14,"1.682",0.156,1.068,"2.164"
"11",514,2877,2022,"Sydney Campbell",217.2,202,35,8,164,10,"2.219",0.231,1.126,"2.083"
"12",366,15962,2022,"Audrey Pickett",213.1,212,45,13,109,18,"2.559",0.248,1.266,"3.291"
"13",796,18199,2022,"Maddie Schwartz",213,214,53,11,130,6,"2.498",0.251,1.305,"2.447"
"14",539,15543,2022,"Bailey Parshall",212.1,153,32,15,211,19,"1.681",0.195,0.942,"2.240"
"15",465,2181,2022,"Jenny Bressler",211.2,150,64,15,216,12,"1.654",0.192,1.082,"2.216"
"16",676,21800,2022,"Kassidy Wilbur",210.1,166,93,18,237,14,"2.429",0.207,1.317,"2.595"
"17",10411,9512,2022,"Hannah Houge",208,136,66,10,292,18,"1.683",0.18,1.019,"1.813"
"18",703,5263,2022,"Hailey Dolcini",203.3,130,63,20,212,27,"2.368",0.173,1.044,"3.263"
"19",609,21573,2022,"Chloe Wendling",202,238,64,16,128,12,"3.015",0.281,1.574,"3.093"
"20",817,2520,2022,"Elle Buffenbarger",202,178,105,32,224,7,"2.772",0.23,1.559,"2.667"
"21",742,17222,2022,"Keely Rochard",201.1,121,54,17,326,18,"1.634",0.166,0.954,"1.382"
"22",315,3109,2022,"Kat Carter",201,197,55,14,124,19,"3.134",0.248,1.323,"3.425"
"23",519,11100,2022,"Mackensie Kohl",201,245,83,10,136,35,"4.458",0.29,1.682,"4.699"
"24",418,19528,2022,"Alex Storako",200.1,117,64,13,300,22,"1.712",0.162,0.968,"1.986"
"25",664,11781,2022,"Morgan Leinstock",199,194,58,11,161,10,"2.357",0.244,1.322,"2.475"
"26",716,10272,2022,"Leanna Johnson",196.2,127,98,22,242,15,"2.171",0.178,1.256,"2.761"
"27",1004,1260,2022,"Kayla Beaver",195.1,165,45,15,156,12,"2.150",0.222,1.152,"2.523"
"28",37,15732,2022,"Maddie Penta",195,126,53,13,269,14,"1.687",0.176,0.985,"1.590"
"29",102,1489,2022,"Marissa Bertuccio",194.1,172,49,11,168,17,"2.377",0.231,1.194,"2.734"
"30",234,17837,2022,"Kathryn Sandercock",194.1,132,30,11,159,12,"1.441",0.189,0.89,"2.199"
"31",454,10003,2022,"Hannah James",194.1,117,25,7,234,8,"1.153",0.167,0.767,"1.021"
"32",650,5724,2022,"Clara Edwards",193.2,189,78,3,120,17,"2.747",0.244,1.394,"3.557"
"33",669,5129,2022,"Steffany Dickerson",193.2,153,32,7,172,10,"1.482",0.211,0.991,"1.899"
"34",774,6939,2022,"Reily Galloway",193.2,129,57,12,267,19,"2.096",0.179,1.022,"1.987"
"35",416,13786,2022,"Ashley Miller",193.1,152,56,11,244,4,"1.810",0.203,1.133,"1.184"
"36",7,7851,2022,"Bailey Greenlee",191,173,59,16,131,17,"2.749",0.231,1.298,"3.363"
"37",8,6627,2022,"Montana Fouts",190,135,53,5,275,10,"2.100",0.19,1.016,"1.105"
"38",108,2361,2022,"Kenedi Brown",190,139,60,6,224,7,"1.768",0.188,1.079,"1.563"
"39",625,14720,2022,"Mckenzie Newcomb",188.1,160,28,5,175,14,"1.858",0.222,1.025,"2.034"
"40",68,1790,2022,"Allison Boaz",187.1,157,40,6,118,8,"1.420",0.218,1.084,"2.432"
"41",110,6159,2022,"Megan Faraimo",187,121,35,11,281,26,"1.984",0.177,0.893,"1.940"
"42",702,100,2022,"Jessica Adams",186.2,199,55,10,76,19,"3.113",0.259,1.414,"3.954"
"43",528,13059,2022,"Mariah Mazon",186.1,138,42,18,221,16,"1.653",0.194,1.063,"2.110"
"44",285,14667,2022,"Kelly Nelson",185.1,155,47,5,228,15,"2.266",0.215,1.117,"1.833"
"45",1157,1412,2022,"Melanie Bennett",185.1,198,56,9,171,12,"2.568",0.262,1.419,"2.449"
"46",626,913,2022,"Maggie Balint",185,130,39,15,266,13,"2.119",0.19,0.995,"1.314"
"47",550,7900,2022,"Olivia Grey",184.1,136,63,20,214,13,"2.089",0.197,1.188,"2.346"
"48",61,15219,2022,"Hannah Ortega",183.2,184,41,17,117,9,"2.325",0.253,1.318,"2.710"
"49",257,10777,2022,"Madison Kerpics",183.2,145,96,14,184,21,"3.125",0.21,1.388,"3.679"
