"","team_id","player_id","season","player","ip","ha","bb","hb","so","hr_a","era","opp_avg","whip","fip"
"1",756,16064,2021,"Gabbie Plain",237.1,146,49,13,337,13,"1.445",0.172,0.876,"1.056"
"2",676,21800,2021,"Kassidy Wilbur",233.2,146,95,13,274,7,"1.078",0.175,1.087,"1.831"
"3",651,4102,2021,"Georgina Corrick",228.1,120,51,22,333,5,"0.981",0.148,0.845,"0.727"
"4",742,17222,2021,"Keely Rochard",226,120,63,19,327,19,"1.239",0.151,0.894,"1.688"
"5",694,17326,2021,"Ashley Rogers",217.1,99,50,22,296,20,"1.321",0.131,0.787,"1.866"
"6",147,2761,2021,"Valerie Cagle",216.2,148,55,9,267,7,"1.163",0.183,0.978,"1.242"
"7",709,9724,2021,"Erin Hunt",213,233,95,35,187,25,"3.582",0.267,1.704,"4.001"
"8",363,813,2021,"Sydney Backstrom",209.2,147,78,16,189,19,"2.537",0.188,1.149,"3.120"
"9",8,6627,2021,"Montana Fouts",206.1,136,48,9,338,11,"1.561",0.179,0.935,"0.646"
"10",528,13059,2021,"Mariah Mazon",204,164,58,10,204,17,"2.299",0.208,1.137,"2.483"
"11",128,21677,2021,"Alea White",202.1,150,56,11,156,15,"1.730",0.195,1.072,"2.815"
"12",1157,1412,2021,"Melanie Bennett",202.1,168,67,21,165,16,"1.972",0.215,1.265,"3.102"
"13",71,7697,2021,"Payton Gottshall",201.2,131,67,12,282,17,"1.874",0.181,1.041,"1.874"
"14",77,14004,2021,"Autumn Moffat-korth",200,175,40,18,175,6,"2.100",0.226,1.165,"1.910"
"15",674,20844,2021,"Alana Vawter",200,164,47,10,155,10,"1.540",0.212,1.105,"2.355"
"16",31,8180,2021,"Mary Haff",198.1,138,39,12,198,18,"1.553",0.188,0.953,"2.355"
"17",306,7621,2021,"Emily Goodin",198,152,49,3,173,9,"1.556",0.202,1.03,"2.031"
"18",7,19670,2021,"Skyler Sullvan",197.2,233,50,18,112,16,"3.223",0.28,1.523,"3.351"
"19",441,50,2021,"Tristin Achenbach",196.1,222,104,22,186,26,"4.671",0.272,1.772,"4.152"
