"","team","game_id","opponent","last","first","ip","ha","er","bb","hb","so","bf","hr_a","go","fo","season","team_id","player"
"13441","Lafayette","4511138","Boston U.","Cal","Jacqueline",7,10,5,0,0,2,32,2,1,18,2024,342,"Jacqueline Cal"
"13442","Lafayette","4518283","Holy Cross","Rowden","Parker",6,6,3,2,1,1,28,0,6,11,2024,342,"Parker Rowden"
"13443","Lafayette","4503881","Purdue Fort Wayne","Rowden","Parker",0.2,0,0,0,1,0,2,0,0,1,2024,342,"Parker Rowden"
"13444","Lafayette","4510216","Lehigh","Gardiner","Morrigan",3.1,5,3,2,0,1,18,0,5,4,2024,342,"Morrigan Gardiner"
"13445","Lafayette","4503145","Le Moyne","Cal","Jacqueline",2.1,5,2,0,0,3,13,2,3,1,2024,342,"Jacqueline Cal"
"13446","Lafayette","4509118","Army West Point","Cal","Jacqueline",4.2,9,4,0,0,0,24,0,6,8,2024,342,"Jacqueline Cal"
"13447","Lafayette","4499110","Florida","Cal","Jacqueline",3.1,6,6,3,3,0,22,1,0,10,2024,342,"Jacqueline Cal"
"13448","Lafayette","4497749","Tarleton St.","Gardiner","Morrigan",1.1,4,1,2,0,0,12,1,2,2,2024,342,"Morrigan Gardiner"
"13449","Lafayette","4512017","Holy Cross","Sawai","Kailee",0.2,1,0,0,0,0,3,0,0,2,2024,342,"Kailee Sawai"
"13450","Lafayette","4509869","Lehigh","Gardiner","Morrigan",3.1,4,1,3,0,2,17,0,1,7,2024,342,"Morrigan Gardiner"
"13451","Lafayette","4498929","UIC","Gardiner","Morrigan",5,10,3,1,1,2,27,0,7,4,2024,342,"Morrigan Gardiner"
"13452","Lafayette","4498273","Buffalo","Sawai","Kailee",7,5,1,8,0,5,34,0,2,13,2024,342,"Kailee Sawai"
"13453","Lafayette","4515801","Le Moyne","Gardiner","Morrigan",4,6,2,1,1,5,21,0,6,1,2024,342,"Morrigan Gardiner"
"13454","Lafayette","4517289","Army West Point","Cal","Jacqueline",7,3,0,4,0,2,28,0,4,14,2024,342,"Jacqueline Cal"
"13455","Lafayette","4492855","Rutgers","Gardiner","Morrigan",4,9,4,1,2,2,24,0,6,3,2024,342,"Morrigan Gardiner"
"13456","Lafayette","4500958","North Carolina","Sawai","Kailee",2.2,7,5,4,0,1,19,0,2,4,2024,342,"Kailee Sawai"
"13457","Lafayette","4492659","Maryland","Gardiner","Morrigan",5,9,7,4,1,1,29,1,5,8,2024,342,"Morrigan Gardiner"
"13458","Lafayette","4500958","North Carolina","Gardiner","Morrigan",1.1,4,3,0,0,0,8,1,2,2,2024,342,"Morrigan Gardiner"
"13459","Lafayette","4505192","Bucknell","Cal","Jacqueline",0.1,0,0,1,0,0,2,0,1,0,2024,342,"Jacqueline Cal"
"13460","Lafayette","4492659","Maryland","Cal","Jacqueline",0.2,2,0,1,0,0,4,0,0,1,2024,342,"Jacqueline Cal"
"13461","Lafayette","4497915","Mississippi Val.","Sawai","Kailee",3.1,4,3,3,0,3,17,0,2,4,2024,342,"Kailee Sawai"
"13462","Lafayette","4511546","Marist","Rowden","Parker",4,6,5,2,2,0,23,0,4,7,2024,342,"Parker Rowden"
"13463","Lafayette","4515801","Le Moyne","Sawai","Kailee",3,12,7,0,0,1,23,2,1,7,2024,342,"Kailee Sawai"
"13464","Lafayette","4500576","Rider","Gardiner","Morrigan",2,7,5,2,0,2,16,1,2,2,2024,342,"Morrigan Gardiner"
"13465","Lafayette","4518269","Boston U.","Gardiner","Morrigan",0.2,4,4,0,0,0,6,0,2,0,2024,342,"Morrigan Gardiner"
"13466","Lafayette","4512316","Colgate","Cal","Jacqueline",6,6,8,1,1,1,26,3,2,15,2024,342,"Jacqueline Cal"
"13467","Lafayette","4511860","Holy Cross","Cal","Jacqueline",6,3,1,0,0,2,21,0,3,13,2024,342,"Jacqueline Cal"
"13468","Lafayette","4498054","Tarleton St.","Cal","Jacqueline",7,5,0,2,0,3,28,0,6,11,2024,342,"Jacqueline Cal"
"13469","Lafayette","4510216","Lehigh","Cal","Jacqueline",2.2,2,2,2,0,1,12,1,1,6,2024,342,"Jacqueline Cal"
"13470","LaGrange","4512517","Maryville (TN)","Yeary","Jenna",5,7,3,3,1,1,27,1,5,9,2024,1162,"Jenna Yeary"
"13471","LaGrange","4512640","Concordia Wisconsin","Moody","Kelsea",0.2,0,0,0,0,1,2,0,0,1,2024,1162,"Kelsea Moody"
"13472","LaGrange","4512517","Maryville (TN)","Chauvin","Maddie",2,3,1,0,0,0,8,0,3,2,2024,1162,"Maddie Chauvin"
"13473","LaGrange","4516258","Birmingham-So.","Chamberlin","Claire",5,6,4,4,1,3,25,0,6,4,2024,1162,"Claire Chamberlin"
"13474","LaGrange","4516054","Sewanee","Chamberlin","Claire",5,3,1,4,0,4,21,0,4,6,2024,1162,"Claire Chamberlin"
"13475","LaGrange","4512640","Concordia Wisconsin","Chauvin","Maddie",6.1,11,8,3,0,2,34,0,13,5,2024,1162,"Maddie Chauvin"
"13476","LaGrange","4504331","Point U.","Moody","Kelsea",7,8,3,5,0,5,36,0,6,9,2024,1162,"Kelsea Moody"
"13477","LaGrange","4516121","Rhodes","Chauvin","Maddie",2,1,0,0,0,1,7,0,1,4,2024,1162,"Maddie Chauvin"
"13478","LaGrange","4516258","Birmingham-So.","Yeary","Jenna",0.1,0,0,0,0,0,1,0,1,0,2024,1162,"Jenna Yeary"
"13479","LaGrange","4516258","Birmingham-So.","Chauvin","Maddie",0.2,0,0,3,0,0,5,0,1,0,2024,1162,"Maddie Chauvin"
"13480","LaGrange","4516121","Rhodes","Yeary","Jenna",5,4,0,1,1,2,21,0,9,4,2024,1162,"Jenna Yeary"
"13481","Lake Erie","4503816","Malone","Rowland","Carly",7,9,4,3,0,7,32,2,6,7,2024,2746,"Carly Rowland"
"13482","Lake Erie","4517592","Northwood","Murray","Sydney",4,5,2,4,0,3,25,0,2,8,2024,2746,"Sydney Murray"
"13483","Lake Erie","4517866","Thomas More","Burwell","Baeleigh",6,10,6,4,0,3,32,1,5,8,2024,2746,"Baeleigh Burwell"
"13484","Lake Erie","4515081","Ohio Dominican","Rowland","Carly",3,3,1,1,1,1,15,0,0,8,2024,2746,"Carly Rowland"
"13485","Lake Erie","4515081","Ohio Dominican","Burwell","Baeleigh",4,9,5,4,0,0,24,0,6,5,2024,2746,"Baeleigh Burwell"
"13486","Lake Forest","5305721","Grinnell","Smith","Hannah",2,5,5,2,0,0,12,1,3,2,2024,344,"Hannah Smith"
"13487","Lake Forest","5305722","Cornell College","Challe","Brooke",7,6,0,0,0,2,27,0,6,13,2024,344,"Brooke Challe"
"13488","Lake Forest","5305721","Grinnell","Collins","Kayla",4,4,4,4,0,3,20,0,6,2,2024,344,"Kayla Collins"
"13489","Lake Forest","5253661","Hamline","Challe","Brooke",5,2,0,4,0,0,21,0,3,11,2024,344,"Brooke Challe"
"13490","Lakeland","4517995","Concordia Wisconsin","Johnson","Madi",6,8,5,0,0,2,26,2,9,6,2024,1164,"Madi Johnson"
"13491","Lakeland","4512805","St. Norbert","Johnson","Madi",7,3,0,0,1,6,26,0,7,8,2024,1164,"Madi Johnson"
"13492","Lakeland","4512731","Benedictine (IL)","Hall","Skylar",5,8,5,3,2,3,27,0,4,6,2024,1164,"Skylar Hall"
"13493","Lakeland","4516053","Wis.-Oshkosh","Nelson","Hannah",6,8,1,0,0,1,27,0,9,7,2024,1164,"Hannah Nelson"
"13494","Lamar University","4506228","Nicholls","Wardlaw","Emma",1,0,0,0,0,0,3,0,1,2,2024,346,"Emma Wardlaw"
"13495","Lamar University","4504912","Tex. A&M-Commerce","Wardlaw","Emma",7,8,2,1,0,2,28,0,13,4,2024,346,"Emma Wardlaw"
"13496","Lamar University","4498639","McNeese","Guidry","Madison",2,1,0,0,1,1,6,0,1,2,2024,346,"Madison Guidry"
"13497","Lamar University","4506831","UTSA","Guidry","Madison",1,1,0,1,0,0,4,0,0,2,2024,346,"Madison Guidry"
"13498","Lamar University","4496865","Tarleton St.","Mitchell","Karyana",3,4,2,2,1,2,16,0,3,3,2024,346,"Karyana Mitchell"
"13499","Lamar University","4515198","McNeese","Mitchell","Karyana",2.1,5,1,1,0,0,13,0,2,5,2024,346,"Karyana Mitchell"
"13500","Lamar University","4498639","McNeese","Wardlaw","Emma",3,4,2,1,1,1,15,0,6,2,2024,346,"Emma Wardlaw"
"13501","Lamar University","4504467","Sam Houston","Wardlaw","Emma",2.2,3,0,1,0,2,12,0,6,0,2024,346,"Emma Wardlaw"
"13502","Lamar University","4498354","Oklahoma","Mitchell","Karyana",0.2,3,3,1,0,0,6,0,2,0,2024,346,"Karyana Mitchell"
"13503","Lamar University","4498285","Central Ark.","Jolin","Sabrina",5,6,2,3,0,2,23,1,9,2,2024,346,"Sabrina Jolin"
"13504","Lamar University","4505755","UTSA","Mitchell","Karyana",7,6,1,0,0,7,27,1,9,5,2024,346,"Karyana Mitchell"
"13505","Lamar University","4501009","Penn","Guidry","Madison",0.2,2,3,3,1,0,8,0,1,1,2024,346,"Madison Guidry"
"13506","Lamar University","4497198","Tarleton St.","Wardlaw","Emma",7,7,0,0,0,4,28,0,11,6,2024,346,"Emma Wardlaw"
"13507","Lamar University","4498354","Oklahoma","Valle","Makayla",2.1,2,2,1,0,1,10,0,4,1,2024,346,"Makayla Valle"
"13508","Lamar University","4503008","Baylor","Jolin","Sabrina",6,9,5,3,0,1,30,0,11,5,2024,346,"Sabrina Jolin"
"13509","Lamar University","4498934","Niagara","Mitchell","Karyana",5,2,0,0,0,4,16,0,10,0,2024,346,"Karyana Mitchell"
"13510","Lamar University","4501009","Penn","Wardlaw","Emma",5.1,5,1,0,1,5,20,0,6,3,2024,346,"Emma Wardlaw"
"13511","Lamar University","4507227","McNeese","Jolin","Sabrina",1,1,0,0,0,0,4,0,1,2,2024,346,"Sabrina Jolin"
"13512","Lamar University","4506005","Nicholls","Mitchell","Karyana",6,5,1,1,0,6,27,0,10,2,2024,346,"Karyana Mitchell"
"13513","Lamar University","4515198","McNeese","Wardlaw","Emma",3.2,6,3,3,1,0,19,0,2,6,2024,346,"Emma Wardlaw"
"13514","Lamar University","4496865","Tarleton St.","Jolin","Sabrina",4,8,4,0,0,0,18,1,7,3,2024,346,"Sabrina Jolin"
"13515","Lamar University","4501988","Houston Christian","Wardlaw","Emma",3,4,3,1,0,0,14,0,3,6,2024,346,"Emma Wardlaw"
"13516","Lamar University","4515093","Houston Christian","Mitchell","Karyana",7,6,1,2,0,8,29,0,6,6,2024,346,"Karyana Mitchell"
"13517","Lamar University","4498354","Oklahoma","Guidry","Madison",1.2,3,3,1,0,1,9,2,3,1,2024,346,"Madison Guidry"
"13518","Lamar University","4498701","Texas Southern","Jolin","Sabrina",3.2,5,4,1,0,1,17,0,7,3,2024,346,"Sabrina Jolin"
"13519","Lamar University","4512667","Texas Southern","Valle","Makayla",1.2,0,0,2,0,1,7,0,0,4,2024,346,"Makayla Valle"
"13520","Lamar University","4497948","Central Ark.","Wardlaw","Emma",6,12,5,0,0,5,30,0,7,5,2024,346,"Emma Wardlaw"
"13521","Lamar University","4497362","Tennessee St.","Ben karim","Fadwa",3,5,6,2,0,1,17,0,6,2,2024,346,"Fadwa Ben karim"
"13522","Lamar University","4500648","Penn","Wardlaw","Emma",7,3,0,0,0,5,24,0,9,6,2024,346,"Emma Wardlaw"
"13523","Lamar University","4517681","UIW","Valle","Makayla",2,3,1,1,0,0,9,0,1,4,2024,346,"Makayla Valle"
"13524","Lamar University","4506831","UTSA","Valle","Makayla",2,0,0,1,0,0,7,0,1,5,2024,346,"Makayla Valle"
"13525","Lamar University","4498701","Texas Southern","Wardlaw","Emma",0.2,1,0,0,0,1,3,0,0,1,2024,346,"Emma Wardlaw"
"13526","Lamar University","4501329","SFA","Mitchell","Karyana",5,7,2,0,0,5,23,0,9,1,2024,346,"Karyana Mitchell"
"13527","Lamar University","4509213","Houston","Jolin","Sabrina",1.2,7,8,2,0,0,14,1,4,1,2024,346,"Sabrina Jolin"
"13528","Lamar University","4517681","UIW","Mitchell","Karyana",4,8,6,3,0,2,24,0,8,2,2024,346,"Karyana Mitchell"
"13529","Lamar University","4505152","Tex. A&M-Commerce","Wardlaw","Emma",5.1,2,0,1,1,5,19,0,10,0,2024,346,"Emma Wardlaw"
"13530","Lamar University","4509695","UIW","Wardlaw","Emma",9,10,4,0,0,2,39,0,21,3,2024,346,"Emma Wardlaw"
"13531","Lamar University","4509213","Houston","Guidry","Madison",1.2,3,5,1,2,1,11,0,1,3,2024,346,"Madison Guidry"
"13532","Lamar University","4508458","A&M-Corpus Christi","Wardlaw","Emma",7,7,2,0,1,7,31,0,7,7,2024,346,"Emma Wardlaw"
"13533","Lamar University","4512097","Penn","Valle","Makayla",1,3,2,0,0,1,6,0,1,1,2024,346,"Makayla Valle"
"13534","Lamar University","4509213","Houston","Mitchell","Karyana",1,2,1,1,1,0,7,0,3,0,2024,346,"Karyana Mitchell"
"13535","Lamar University","4516793","Southeastern La.","Mitchell","Karyana",4.1,12,5,1,0,2,25,0,5,5,2024,346,"Karyana Mitchell"
"13536","Lamar University","4504467","Sam Houston","Mitchell","Karyana",4.1,1,0,0,1,4,16,0,5,4,2024,346,"Karyana Mitchell"
"13537","Lamar University","4515130","Baylor","Valle","Makayla",4,3,1,1,0,2,16,0,0,10,2024,346,"Makayla Valle"
"13538","Lamar University","4505152","Tex. A&M-Commerce","Mitchell","Karyana",1.2,0,0,0,0,1,5,0,3,1,2024,346,"Karyana Mitchell"
"13539","Lamar University","4497582","Tennessee St.","Valle","Makayla",4,2,1,1,0,3,15,1,3,6,2024,346,"Makayla Valle"
"13540","Lamar University","4501687","Houston Christian","Wardlaw","Emma",7,11,1,2,0,3,35,1,16,3,2024,346,"Emma Wardlaw"
"13541","Lamar University","4506005","Nicholls","Wardlaw","Emma",7,9,1,1,0,3,29,0,7,8,2024,346,"Emma Wardlaw"
"13542","Lamar University","4508722","A&M-Corpus Christi","Mitchell","Karyana",2,3,1,1,0,2,10,0,3,1,2024,346,"Karyana Mitchell"
"13543","Lamar University","4512667","Texas Southern","Mitchell","Karyana",5.1,5,1,0,0,4,21,0,9,3,2024,346,"Karyana Mitchell"
"13544","Lamar University","4507578","McNeese","Guidry","Madison",2,0,0,3,1,0,10,0,4,2,2024,346,"Madison Guidry"
"13545","Lamar University","4515048","Nicholls","Jolin","Sabrina",7,7,0,0,0,0,28,0,9,10,2024,346,"Sabrina Jolin"
"13546","Lamar University","4512179","A&M-Corpus Christi","Mitchell","Karyana",7,5,1,1,1,3,28,0,15,3,2024,346,"Karyana Mitchell"
"13547","Lamar University","4512097","Penn","Mitchell","Karyana",6,6,1,1,1,8,27,0,8,2,2024,346,"Karyana Mitchell"
"13548","Lamar University","4515130","Baylor","Guidry","Madison",2,7,3,1,1,0,14,0,1,3,2024,346,"Madison Guidry"
"13549","Lamar University","5284783","Nicholls","Wardlaw","Emma",3.2,4,0,0,0,1,17,1,5,5,2024,346,"Emma Wardlaw"
"13550","Lamar University","4510903","Southeastern La.","Wardlaw","Emma",0.1,2,2,1,0,0,5,0,1,0,2024,346,"Emma Wardlaw"
"13551","Lamar University","4503641","Northwestern St.","Mitchell","Karyana",3,3,0,0,0,1,12,0,3,5,2024,346,"Karyana Mitchell"
"13552","Lamar University","4506831","UTSA","Jolin","Sabrina",4,9,3,1,0,2,20,0,4,4,2024,346,"Sabrina Jolin"
"13553","Lamar University","4510903","Southeastern La.","Mitchell","Karyana",0.2,2,0,1,0,1,4,0,0,0,2024,346,"Karyana Mitchell"
"13554","Lamar University","4506228","Nicholls","Mitchell","Karyana",6,7,3,2,1,3,28,1,7,7,2024,346,"Karyana Mitchell"
"13555","Lamar University","4501009","Penn","Jolin","Sabrina",1,4,3,0,0,1,7,0,2,0,2024,346,"Sabrina Jolin"
"13556","Lamar University","4509957","UIW","Mitchell","Karyana",3.1,6,0,2,0,0,19,0,5,4,2024,346,"Karyana Mitchell"
"13557","Lamar University","4508722","A&M-Corpus Christi","Wardlaw","Emma",5,1,0,1,0,0,16,0,8,5,2024,346,"Emma Wardlaw"
"13558","Lamar University","4509957","UIW","Wardlaw","Emma",3.2,7,1,0,0,3,19,1,6,2,2024,346,"Emma Wardlaw"
"13559","Lamar University","4498639","McNeese","Valle","Makayla",1,2,2,2,0,1,7,2,1,1,2024,346,"Makayla Valle"
"13560","Lamar University","4503888","Northwestern St.","Wardlaw","Emma",7,6,2,3,0,2,31,0,13,6,2024,346,"Emma Wardlaw"
"13561","Lamar University","4497582","Tennessee St.","Wardlaw","Emma",3,1,0,0,1,5,12,0,4,0,2024,346,"Emma Wardlaw"
"13562","Lamar University","4499794","Niagara","Mitchell","Karyana",1,0,0,0,0,2,3,0,1,0,2024,346,"Karyana Mitchell"
"13563","Lamar University","4510903","Southeastern La.","Jolin","Sabrina",1.2,2,2,1,0,1,8,0,3,0,2024,346,"Sabrina Jolin"
"13564","Lamar University","4507578","McNeese","Mitchell","Karyana",4,6,2,2,0,0,21,0,3,8,2024,346,"Karyana Mitchell"
"13565","Lamar University","5284787","UIW","Mitchell","Karyana",3,3,1,1,0,1,13,0,4,4,2024,346,"Karyana Mitchell"
"13566","Lamar University","4503641","Northwestern St.","Wardlaw","Emma",4,7,3,0,0,3,20,0,4,5,2024,346,"Emma Wardlaw"
"13567","Lamar University","4791282","Southern U.","Jolin","Sabrina",7,8,2,0,3,3,32,0,11,6,2024,346,"Sabrina Jolin"
"13568","Lamar University","5284787","UIW","Wardlaw","Emma",4.2,5,2,2,0,1,23,0,10,3,2024,346,"Emma Wardlaw"
"13569","Lamar University","4497362","Tennessee St.","Guidry","Madison",4,5,3,1,1,2,19,0,4,6,2024,346,"Madison Guidry"
"13570","Lamar University","4515614","Niagara","Mitchell","Karyana",4,2,0,1,0,3,15,0,5,4,2024,346,"Karyana Mitchell"
"13571","Lamar University","4507227","McNeese","Wardlaw","Emma",5,6,1,3,1,1,25,0,7,5,2024,346,"Emma Wardlaw"
"13572","Lamar University","4501988","Houston Christian","Mitchell","Karyana",4,2,0,0,1,5,15,0,4,3,2024,346,"Karyana Mitchell"
"13573","Lamar University","4514895","Northwestern St.","Valle","Makayla",0.1,0,0,1,0,1,2,0,0,0,2024,346,"Makayla Valle"
"13574","Lamar University","4515614","Niagara","Jolin","Sabrina",1,0,0,0,0,1,3,0,2,0,2024,346,"Sabrina Jolin"
"13575","Lamar University","5284783","Nicholls","Mitchell","Karyana",3.2,7,1,2,0,1,17,0,5,3,2024,346,"Karyana Mitchell"
"13576","Lamar University","4510762","Southeastern La.","Wardlaw","Emma",4.1,12,4,0,0,2,27,0,5,5,2024,346,"Emma Wardlaw"
"13577","Lamar University","4498935","North Dakota","Wardlaw","Emma",9,5,0,1,0,6,32,0,13,6,2024,346,"Emma Wardlaw"
"13578","Lamar University","4498701","Texas Southern","Guidry","Madison",2.1,1,0,2,1,2,10,0,1,3,2024,346,"Madison Guidry"
"13579","Lamar University","4510903","Southeastern La.","Guidry","Madison",1.1,2,0,0,1,0,7,1,2,1,2024,346,"Madison Guidry"
"13580","Lamar University","4515542","Tex. A&M-Commerce","Mitchell","Karyana",5,0,0,1,0,4,16,0,7,4,2024,346,"Karyana Mitchell"
"13581","Lamar University","4514895","Northwestern St.","Mitchell","Karyana",6.2,11,6,1,0,1,30,0,11,6,2024,346,"Karyana Mitchell"
"13582","Lamar University","4501329","SFA","Wardlaw","Emma",2,0,0,0,0,0,6,0,4,1,2024,346,"Emma Wardlaw"
"13583","Lamar University","4499794","Niagara","Wardlaw","Emma",6,8,2,0,0,4,26,0,9,5,2024,346,"Emma Wardlaw"
"13584","Lamar University","4498934","Niagara","Valle","Makayla",2,3,1,2,1,0,12,0,1,5,2024,346,"Makayla Valle"
"13585","Lancaster Bible","4504439","Valley Forge","Martin","Noelle",6.2,5,5,8,0,4,33,0,3,13,2024,30085,"Noelle Martin"
"13586","Lancaster Bible","4504439","Valley Forge","Rinaldi","Anna",0.1,1,2,3,0,0,5,0,1,0,2024,30085,"Anna Rinaldi"
"13587","Lancaster Bible","4509533","Penn St.-Berks","Danko","Riley",7,12,9,6,0,2,38,0,7,10,2024,30085,"Riley Danko"
"13588","Lander","4503643","West Ga.","Pattison","Bailey",3,8,7,2,0,3,20,0,6,0,2024,1167,"Bailey Pattison"
"13589","Lander","4503643","West Ga.","Veidt","Olivia",0.2,0,3,2,1,0,5,0,2,0,2024,1167,"Olivia Veidt"
"13590","Lander","4503643","West Ga.","Akins","Kamryn",0.1,1,0,0,0,0,2,0,0,1,2024,1167,"Kamryn Akins"
"13591","Lander","4514671","Flagler","Akins","Kamryn",7,3,0,2,1,2,25,0,8,9,2024,1167,"Kamryn Akins"
"13592","Lander","4501330","Embry-Riddle (FL)","Pattison","Bailey",7,4,1,3,0,2,28,0,11,7,2024,1167,"Bailey Pattison"
"13593","Lander","4501311","Assumption","Scott","Taylor",7,8,2,3,2,4,34,0,8,8,2024,1167,"Taylor Scott"
"13594","Lander","4512928","North Greenville","Scott","Taylor",7,7,4,5,1,3,36,1,8,10,2024,1167,"Taylor Scott"
"13595","Lane","4516106","Rhodes","Cabana","Jersey",7,13,5,2,0,4,36,2,5,11,2024,347,"Jersey Cabana"
"13596","Lane","4509146","LeMoyne-Owen","Cabana","Jersey",5,3,0,0,0,6,18,0,7,1,2024,347,"Jersey Cabana"
"13597","Lane","4503379","Savannah St.","Phillips","Autumn",6,3,0,1,0,2,23,0,3,12,2024,347,"Autumn Phillips"
"13598","Lane","4514161","Crowley's Ridge","Phillips","Autumn",7,8,2,1,0,1,32,0,12,8,2024,347,"Autumn Phillips"
"13599","Lasell","4517944","Framingham St.","Fortin","Abigail",5,10,9,1,0,3,29,1,6,6,2024,8486,"Abigail Fortin"
"13600","Lasell","4512803","Saint Joseph (CT)","Fortin","Abigail",7,7,0,2,0,2,28,0,12,5,2024,8486,"Abigail Fortin"
"13601","Lasell","5253527","Haverford","Sheeley","Eryn",7,8,1,1,1,6,32,0,11,3,2024,8486,"Eryn Sheeley"
"13602","Lasell","5253609","Monmouth (IL)","Fortin","Abigail",7,4,1,2,0,3,28,0,9,9,2024,8486,"Abigail Fortin"
"13603","Lawrence","4504292","Smith","Chilson","Avery",7,7,1,0,0,3,32,0,5,13,2024,348,"Avery Chilson"
"13604","Lawrence","4504636","SUNY Brockport","Rueda-marshall","Xiomara",5.1,7,0,0,0,3,27,0,9,4,2024,348,"Xiomara Rueda-marshall"
"13605","Lawrence","4504636","SUNY Brockport","Chilson","Avery",1,1,0,0,0,0,4,0,0,3,2024,348,"Avery Chilson"
"13606","Lawrence","4504651","St. Lawrence","Chilson","Avery",6,8,3,0,0,2,26,0,7,9,2024,348,"Avery Chilson"
"13607","Lawrence","4504636","SUNY Brockport","Angemi","Lizzy",0.2,1,0,1,0,0,5,0,1,1,2024,348,"Lizzy Angemi"
"13608","Le Moyne","5020616","Colgate","Delfavero","Alexis",3,4,1,0,1,1,14,0,2,5,2024,349,"Alexis Delfavero"
"13609","Le Moyne","4504186","Saint Francis (PA)","Exarchakis","Arianna",0.2,2,0,0,0,1,4,0,1,0,2024,349,"Arianna Exarchakis"
"13610","Le Moyne","5282976","Colgate","Bennett","Laura",5,6,6,3,1,5,27,0,3,7,2024,349,"Laura Bennett"
"13611","Le Moyne","4499489","Butler","Bennett","Laura",6,6,3,3,0,2,27,1,8,7,2024,349,"Laura Bennett"
"13612","Le Moyne","4498580","Binghamton","Stockwell","Michaela",1,6,7,2,0,1,11,1,1,1,2024,349,"Michaela Stockwell"
"13613","Le Moyne","4516933","Saint Peter's","Exarchakis","Arianna",3,1,0,3,2,2,15,0,3,4,2024,349,"Arianna Exarchakis"
"13614","Le Moyne","4504186","Saint Francis (PA)","Bennett","Laura",5,9,6,0,1,3,25,0,5,6,2024,349,"Laura Bennett"
"13615","Le Moyne","4503145","Lafayette","Bennett","Laura",6,4,2,0,0,8,22,1,3,7,2024,349,"Laura Bennett"
"13616","Le Moyne","4498386","Monmouth","Bennett","Laura",2,10,0,0,0,2,9,0,0,0,2024,349,"Laura Bennett"
"13617","Le Moyne","5254739","Merrimack","Stockwell","Michaela",1,1,0,1,0,1,5,0,2,0,2024,349,"Michaela Stockwell"
"13618","Le Moyne","4510321","Wagner","Bennett","Laura",3,2,0,3,0,0,13,0,3,5,2024,349,"Laura Bennett"
"13619","Le Moyne","4510673","Siena","Bennett","Laura",5,8,6,1,0,2,25,0,8,5,2024,349,"Laura Bennett"
"13620","Le Moyne","4510673","Siena","Stockwell","Michaela",1,1,0,0,0,1,4,0,2,0,2024,349,"Michaela Stockwell"
"13621","Le Moyne","5282976","Colgate","Stockwell","Michaela",1,3,3,1,0,1,6,0,1,0,2024,349,"Michaela Stockwell"
"13622","Le Moyne","4510564","Syracuse","Bennett","Laura",6,11,6,0,0,3,28,3,3,11,2024,349,"Laura Bennett"
"13623","Le Moyne","4498263","USC Upstate","Bennett","Laura",2,5,5,0,1,0,12,1,2,4,2024,349,"Laura Bennett"
"13624","Le Moyne","4514803","Central Conn. St.","Exarchakis","Arianna",3.1,5,8,4,1,4,22,0,4,3,2024,349,"Arianna Exarchakis"
"13625","Le Moyne","5286095","Stonehill","Exarchakis","Arianna",6,13,3,3,2,1,35,0,8,7,2024,349,"Arianna Exarchakis"
"13626","Le Moyne","5286099","Stonehill","Stockwell","Michaela",3,3,0,0,0,0,13,0,8,1,2024,349,"Michaela Stockwell"
"13627","Le Moyne","4506495","Central Conn. St.","Stockwell","Michaela",3,10,5,0,0,2,19,0,4,2,2024,349,"Michaela Stockwell"
"13628","Le Moyne","4524884","Syracuse","Exarchakis","Arianna",0.2,3,2,2,0,2,7,0,0,0,2024,349,"Arianna Exarchakis"
"13629","Le Moyne","4509426","Saint Peter's","Bennett","Laura",7,7,0,0,0,5,28,0,7,8,2024,349,"Laura Bennett"
"13630","Le Moyne","4512819","Saint Francis (PA)","Stockwell","Michaela",2,5,4,1,1,0,13,1,4,2,2024,349,"Michaela Stockwell"
"13631","Le Moyne","4509222","Colgate","Stockwell","Michaela",1,3,3,1,0,1,6,0,1,0,2024,349,"Michaela Stockwell"
"13632","Le Moyne","5254739","Merrimack","Bennett","Laura",8,10,5,1,1,2,38,0,9,12,2024,349,"Laura Bennett"
"13633","Le Moyne","4505721","Binghamton","Bennett","Laura",6,5,2,0,0,5,23,1,4,9,2024,349,"Laura Bennett"
"13634","Le Moyne","4497867","App State","Bennett","Laura",6.2,16,10,0,0,3,37,2,11,6,2024,349,"Laura Bennett"
"13635","Le Moyne","4499056","St. Bonaventure","Bennett","Laura",1.2,2,0,0,0,1,6,0,1,2,2024,349,"Laura Bennett"
"13636","Le Moyne","4502832","Delaware St.","Bennett","Laura",7,5,0,0,0,3,29,0,5,12,2024,349,"Laura Bennett"
"13637","Le Moyne","4506203","Central Conn. St.","Bennett","Laura",6.2,10,6,1,0,8,32,1,4,8,2024,349,"Laura Bennett"
"13638","Le Moyne","4498263","USC Upstate","Stockwell","Michaela",3,3,2,0,0,1,13,0,7,1,2024,349,"Michaela Stockwell"
"13639","Le Moyne","4514803","Central Conn. St.","Delfavero","Alexis",0.2,2,2,0,0,0,4,1,1,1,2024,349,"Alexis Delfavero"
"13640","Le Moyne","4513223","Siena","Exarchakis","Arianna",3.1,4,4,2,3,1,19,0,6,3,2024,349,"Arianna Exarchakis"
"13641","Le Moyne","4513223","Siena","Stockwell","Michaela",3.2,4,1,0,0,0,14,0,7,3,2024,349,"Michaela Stockwell"
"13642","Le Moyne","5281515","Niagara","Delfavero","Alexis",1,1,1,0,0,0,4,0,3,0,2024,349,"Alexis Delfavero"
"13643","Le Moyne","4498263","USC Upstate","Exarchakis","Arianna",1,2,2,0,1,0,6,0,1,2,2024,349,"Arianna Exarchakis"
