"","team","game_id","opponent","last","first","ip","ha","er","bb","hb","so","bf","hr_a","go","fo","season","team_id","player"
"10449","Green Bay","4510706","Purdue Fort Wayne","Green","Kelly",5,7,5,2,1,2,24,1,7,5,2024,794,"Kelly Green"
"10450","Green Bay","5253579","Robert Morris","Green","Kelly",4,5,1,0,0,2,17,0,7,2,2024,794,"Kelly Green"
"10451","Green Bay","4500683","Western Ill.","Green","Kelly",6,10,5,1,0,1,29,0,11,5,2024,794,"Kelly Green"
"10452","Green Bay","5283339","IUPUI","Miller","Martha",2.1,0,0,1,1,2,8,0,2,2,2024,794,"Martha Miller"
"10453","Green Bay","4492641","Maryland","Green","Kelly",0.2,2,0,0,0,0,5,0,1,1,2024,794,"Kelly Green"
"10454","Green Bay","5256123","Youngstown St.","Green","Kelly",1.1,1,0,1,0,2,6,0,2,0,2024,794,"Kelly Green"
"10455","Green Bay","4513750","Cleveland St.","Miller","Martha",5.1,3,1,1,0,1,20,0,8,7,2024,794,"Martha Miller"
"10456","Green Bay","4497251","Southern U.","Schill","Ava",9,6,1,2,0,6,36,0,11,9,2024,794,"Ava Schill"
"10457","Green Bay","4503739","Robert Morris","Miller","Martha",6.1,5,0,0,0,2,24,0,5,11,2024,794,"Martha Miller"
"10458","Green Bay","5256123","Youngstown St.","Miller","Martha",4.1,7,5,3,1,3,24,0,4,5,2024,794,"Martha Miller"
"10459","Green Bay","5283320","IUPUI","Schill","Ava",1,6,2,0,0,1,10,0,2,0,2024,794,"Ava Schill"
"10460","Green Bay","4507065","Cleveland St.","Miller","Martha",4.2,9,1,1,1,2,27,0,7,5,2024,794,"Martha Miller"
"10461","Green Bay","4492643","Maryland","Miller","Martha",1.2,4,4,2,1,1,11,0,1,1,2024,794,"Martha Miller"
"10462","Green Bay","4508148","St. Thomas (MN)","Schill","Ava",2.1,4,4,3,0,2,14,2,2,3,2024,794,"Ava Schill"
"10463","Green Bay","4499190","Stetson","Kringel","Paeton",1.2,0,2,4,1,0,10,0,3,2,2024,794,"Paeton Kringel"
"10464","Green Bay","4511890","Detroit Mercy","Miller","Martha",6.1,6,3,1,1,4,26,2,11,2,2024,794,"Martha Miller"
"10465","Green Bay","5253579","Robert Morris","Schill","Ava",3,5,2,2,0,2,14,0,3,2,2024,794,"Ava Schill"
"10466","Green Bay","5283339","IUPUI","Schill","Ava",3.2,9,2,1,0,2,23,0,4,4,2024,794,"Ava Schill"
"10467","Green Bay","4497250","ULM","Green","Kelly",5,9,7,1,1,5,28,1,9,1,2024,794,"Kelly Green"
"10468","Green Bay","4499716","LIU","Kringel","Paeton",1,0,0,0,0,0,2,0,2,0,2024,794,"Paeton Kringel"
"10469","Green Bay","4502075","Loyola Chicago","Green","Kelly",3,9,9,3,0,2,21,1,3,3,2024,794,"Kelly Green"
"10470","Green Bay","4508589","Oakland","Miller","Martha",0.2,0,0,0,0,0,2,0,1,1,2024,794,"Martha Miller"
"10471","Green Bay","4502335","Southern Ill.","Schill","Ava",1.1,2,2,3,0,0,9,1,1,3,2024,794,"Ava Schill"
"10472","Green Bay","4514238","St. Thomas (MN)","Miller","Martha",6,14,12,5,2,4,39,0,5,7,2024,794,"Martha Miller"
"10473","Green Bay","4503458","Robert Morris","Miller","Martha",1.2,5,5,2,0,2,12,0,1,2,2024,794,"Martha Miller"
"10474","Green Bay","5256058","Youngstown St.","Miller","Martha",4.1,2,0,1,0,8,16,0,4,1,2024,794,"Martha Miller"
"10475","Green Bay","4492643","Maryland","Kringel","Paeton",2,3,0,0,0,1,9,0,2,2,2024,794,"Paeton Kringel"
"10476","Green Bay","4502431","Loyola Chicago","Schill","Ava",1.1,3,3,3,0,1,10,0,3,0,2024,794,"Ava Schill"
"10477","Green Bay","4496858","Nicholls","Green","Kelly",0.2,3,0,1,0,0,6,0,2,0,2024,794,"Kelly Green"
"10478","Green Bay","4518313","Detroit Mercy","Schill","Ava",5.1,9,7,2,0,3,29,1,5,8,2024,794,"Ava Schill"
"10479","Green Bay","4499190","Stetson","Green","Kelly",4.1,8,2,1,0,0,21,0,7,5,2024,794,"Kelly Green"
"10480","Green Bay","4496858","Nicholls","Kringel","Paeton",3.1,7,6,1,0,0,20,0,7,2,2024,794,"Paeton Kringel"
"10481","Green Bay","4500927","Western Ill.","Kringel","Paeton",6,4,1,0,0,3,22,1,7,6,2024,794,"Paeton Kringel"
"10482","Green Bay","5283320","IUPUI","Miller","Martha",3.1,5,5,1,1,0,20,0,9,1,2024,794,"Martha Miller"
"10483","Green Bay","4518313","Detroit Mercy","Green","Kelly",1.2,2,1,2,1,0,9,0,3,1,2024,794,"Kelly Green"
"10484","Green Bay","4492643","Maryland","Schill","Ava",3.1,7,4,3,0,0,19,0,5,4,2024,794,"Ava Schill"
"10485","Green Bay","4504759","Northern Ky.","Kringel","Paeton",7,9,6,9,1,7,41,0,8,5,2024,794,"Paeton Kringel"
"10486","Green Bay","4496859","Eastern Ill.","Miller","Martha",4,7,5,4,0,2,23,0,3,7,2024,794,"Martha Miller"
"10487","Green Bay","4497537","Southeastern La.","Miller","Martha",0.1,6,6,0,0,1,7,0,0,0,2024,794,"Martha Miller"
"10488","Green Bay","4496859","Eastern Ill.","Schill","Ava",2,2,1,1,0,0,8,0,5,0,2024,794,"Ava Schill"
"10489","Green Bay","4502075","Loyola Chicago","Schill","Ava",2,7,3,1,0,2,12,0,2,0,2024,794,"Ava Schill"
"10490","Green Bay","4500056","Lindenwood","Kringel","Paeton",6,8,4,5,0,2,32,0,10,5,2024,794,"Paeton Kringel"
"10491","Green Bay","4506079","Youngstown St.","Green","Kelly",2.2,3,2,2,0,0,13,0,5,3,2024,794,"Kelly Green"
"10492","Green Bay","4502431","Loyola Chicago","Miller","Martha",3,3,0,1,0,2,12,0,4,2,2024,794,"Martha Miller"
"10493","Green Bay","4500927","Western Ill.","Schill","Ava",1,2,0,0,0,0,4,0,1,1,2024,794,"Ava Schill"
"10494","Green Bay","4502431","Loyola Chicago","Kringel","Paeton",1.2,4,5,3,0,2,12,0,2,1,2024,794,"Paeton Kringel"
"10495","Greensboro","4516420","Southern Va.","Hampel","Raina",3,0,0,0,0,2,9,0,2,5,2024,263,"Raina Hampel"
"10496","Greensboro","4516420","Southern Va.","Charlton","Katherine",4,5,3,0,0,0,17,1,8,3,2024,263,"Katherine Charlton"
"10497","Greensboro","4504505","Guilford","Engel","Lauren",8,12,7,2,0,7,38,2,6,9,2024,263,"Lauren Engel"
"10498","Greensboro","5334265","Meredith","Engel","Lauren",7,4,0,1,0,2,29,0,10,9,2024,263,"Lauren Engel"
"10499","Greensboro","4516359","William Peace","Engel","Lauren",1.2,0,0,1,0,0,6,0,2,3,2024,263,"Lauren Engel"
"10500","Greensboro","4502138","Denison","Charlton","Katherine",3.2,2,0,2,0,0,15,0,7,3,2024,263,"Katherine Charlton"
"10501","Greensboro","4516006","Ferrum","Charlton","Katherine",2.2,3,3,5,0,1,16,0,4,3,2024,263,"Katherine Charlton"
"10502","Greensboro","4502138","Denison","Hampel","Raina",2.1,3,2,0,0,1,12,2,5,1,2024,263,"Raina Hampel"
"10503","Greensboro","5334593","Pfeiffer","Charlton","Katherine",7,3,1,1,2,1,29,1,11,9,2024,263,"Katherine Charlton"
"10504","Greensboro","4516006","Ferrum","Hampel","Raina",4,3,1,2,0,0,17,0,5,7,2024,263,"Raina Hampel"
"10505","Greensboro","5334552","Pfeiffer","Engel","Lauren",6,9,4,0,1,1,27,1,6,10,2024,263,"Lauren Engel"
"10506","Greensboro","4516359","William Peace","Charlton","Katherine",5,2,2,2,2,3,22,0,9,3,2024,263,"Katherine Charlton"
"10507","Greenville","4518014","Eureka","Greenley","Valerie",1,1,0,0,0,2,4,0,0,1,2024,1111,"Valerie Greenley"
"10508","Greenville","4512687","Hanover","Bernal","Melissa",3,5,1,1,0,1,15,0,3,5,2024,1111,"Melissa Bernal"
"10509","Greenville","4512687","Hanover","Salas","Sarah",4,4,1,1,0,5,18,0,2,5,2024,1111,"Sarah Salas"
"10510","Greenville","4518014","Eureka","Salas","Sarah",4,1,0,2,0,4,14,0,4,4,2024,1111,"Sarah Salas"
"10511","Grinnell","5305723","Illinois Col.","Vermeulen","Kathryn",2,1,0,1,0,0,7,0,4,1,2024,264,"Kathryn Vermeulen"
"10512","Grinnell","4504295","Middlebury","Vermeulen","Kathryn",5,6,3,2,1,4,23,0,4,6,2024,264,"Kathryn Vermeulen"
"10513","Grinnell","5305721","Lake Forest","Hartman","Christin",3,3,1,1,0,1,14,0,3,6,2024,264,"Christin Hartman"
"10514","Grinnell","4504661","Millikin","Vermeulen","Kathryn",7,6,4,2,2,3,29,0,6,8,2024,264,"Kathryn Vermeulen"
"10515","Grinnell","4504630","Clarkson","Hartman","Christin",5,4,0,0,0,9,19,0,5,0,2024,264,"Christin Hartman"
"10516","Grinnell","5305723","Illinois Col.","Hartman","Christin",3,2,0,0,0,1,11,0,6,2,2024,264,"Christin Hartman"
"10517","Grinnell","4504414","Wash. & Jeff.","Hartman","Christin",6,9,0,1,0,4,28,0,9,4,2024,264,"Christin Hartman"
"10518","Grinnell","4502178","Millikin","Vermeulen","Kathryn",8,7,3,2,1,3,33,0,5,15,2024,264,"Kathryn Vermeulen"
"10519","Grinnell","4504381","Nazareth","Vermeulen","Kathryn",5,2,0,1,0,7,18,0,3,5,2024,264,"Kathryn Vermeulen"
"10520","Grinnell","5305721","Lake Forest","Vermeulen","Kathryn",4,1,0,2,1,1,15,0,3,7,2024,264,"Kathryn Vermeulen"
"10521","Grove City","5253596","Penn St.-Fayette","Jackson","Alexis",1,0,0,1,0,3,4,0,0,0,2024,265,"Alexis Jackson"
"10522","Grove City","5253597","Penn St.-Fayette","Jackson","Alexis",4,8,3,0,0,4,20,0,5,3,2024,265,"Alexis Jackson"
"10523","Grove City","5253596","Penn St.-Fayette","Meadors","Abigail",4,1,0,2,0,9,14,0,0,2,2024,265,"Abigail Meadors"
"10524","Grove City","5253597","Penn St.-Fayette","Wentworth","Emily",1,1,1,2,0,0,6,0,2,1,2024,265,"Emily Wentworth"
"10525","Guilford","4504505","Greensboro","Kinney","Morgan",1.1,3,2,2,1,0,9,0,3,0,2024,1112,"Morgan Kinney"
"10526","Guilford","4504505","Greensboro","Gray","Shiloh",4,9,4,1,0,1,21,0,7,3,2024,1112,"Shiloh Gray"
"10527","Guilford","4504505","Greensboro","Lester","Alexis",2.2,5,3,1,0,0,14,0,0,8,2024,1112,"Alexis Lester"
"10528","Guilford","4512643","N.C. Wesleyan","Northen","Dillon",6,7,1,1,2,1,28,0,8,8,2024,1112,"Dillon Northen"
"10529","Gwynedd Mercy","4504619","Penn St.-Berks","Baumeister","Jocelyn",7,4,0,3,0,8,28,0,5,6,2024,12399,"Jocelyn Baumeister"
"10530","Gwynedd Mercy","4504506","Cairn","Focht","Ashley",7,5,2,1,0,3,27,0,11,7,2024,12399,"Ashley Focht"
"10531","Gwynedd Mercy","4512599","Rutgers-Camden","Baumeister","Jocelyn",6,1,0,0,2,8,22,0,2,8,2024,12399,"Jocelyn Baumeister"
"10532","Hamilton","4512801","Tufts","Tansky","Emma",7,9,4,1,0,4,31,1,10,7,2024,267,"Emma Tansky"
"10533","Hamline","5253661","Lake Forest","Miller","Montana",3,3,2,0,0,1,11,1,2,5,2024,268,"Montana Miller"
"10534","Hamline","5253661","Lake Forest","Bond","Gracie",1.1,5,6,2,0,1,13,0,1,2,2024,268,"Gracie Bond"
"10535","Hamline","5253662","Nichols","Boelk","Natalee",5,5,2,3,0,0,25,0,6,9,2024,268,"Natalee Boelk"
"10536","Hamline","5253662","Nichols","Miller","Montana",2,1,0,0,0,0,8,0,2,4,2024,268,"Montana Miller"
"10537","Hampton","4504951","Col. of Charleston","Branch","Angelina",3,1,3,5,0,3,17,0,3,3,2024,270,"Angelina Branch"
"10538","Hampton","4497203","Mississippi Val.","Bennett","Taryn",4,5,0,2,0,6,18,0,2,3,2024,270,"Taryn Bennett"
"10539","Hampton","4515377","Quinnipiac","Workman","Emily",2.2,2,0,0,0,1,10,0,4,3,2024,270,"Emily Workman"
"10540","Hampton","4497204","Austin Peay","Branch","Angelina",1.2,2,3,2,0,3,9,0,1,1,2024,270,"Angelina Branch"
"10541","Hampton","4504951","Col. of Charleston","Evans","Jada",2,7,5,1,0,2,15,1,4,0,2024,270,"Jada Evans"
"10542","Hampton","4507078","Campbell","Scott","Jordyn",4,8,4,0,0,2,22,0,5,5,2024,270,"Jordyn Scott"
"10543","Hampton","4515377","Quinnipiac","Evans","Jada",5.1,5,1,1,0,3,25,0,10,3,2024,270,"Jada Evans"
"10544","Hampton","4516735","N.C. Central","Scott","Jordyn",2.2,3,3,3,0,0,13,1,2,5,2024,270,"Jordyn Scott"
"10545","Hampton","4497204","Austin Peay","Workman","Emily",2.1,5,4,1,0,0,12,0,3,3,2024,270,"Emily Workman"
"10546","Hampton","4516735","N.C. Central","Workman","Emily",4.1,4,1,1,0,1,18,0,7,5,2024,270,"Emily Workman"
"10547","Hampton","4511749","Towson","Scott","Jordyn",5.2,3,1,1,0,3,22,0,5,10,2024,270,"Jordyn Scott"
"10548","Hampton","5286369","Norfolk St.","Branch","Angelina",1.2,2,2,3,0,1,10,0,2,2,2024,270,"Angelina Branch"
"10549","Hampton","4508339","Drexel","Branch","Angelina",3.2,5,4,1,0,3,18,1,2,6,2024,270,"Angelina Branch"
"10550","Hampton","4501971","UNCW","Workman","Emily",5.2,3,1,3,1,1,23,0,4,11,2024,270,"Emily Workman"
"10551","Hampton","5251565","Howard","Workman","Emily",7,9,4,0,3,0,33,0,17,4,2024,270,"Emily Workman"
"10552","Hampton","4497203","Mississippi Val.","Scott","Jordyn",1,1,1,1,0,0,5,0,2,1,2024,270,"Jordyn Scott"
"10553","Hampton","4498378","Coppin St.","Evans","Jada",2,2,0,1,0,0,8,0,3,2,2024,270,"Jada Evans"
"10554","Hampton","4507078","Campbell","Bennett","Taryn",0.2,0,0,0,0,0,1,0,1,0,2024,270,"Taryn Bennett"
"10555","Hampton","4500340","Central Conn. St.","Scott","Jordyn",1,0,0,0,0,0,3,0,1,1,2024,270,"Jordyn Scott"
"10556","Hampton","5253474","UNCW","Evans","Jada",1.2,4,2,1,0,2,10,0,1,1,2024,270,"Jada Evans"
"10557","Hampton","4500340","Central Conn. St.","Evans","Jada",1.2,6,3,1,0,0,12,0,4,1,2024,270,"Jada Evans"
"10558","Hampton","4501631","UNCW","Evans","Jada",1.2,4,2,1,0,2,10,0,1,1,2024,270,"Jada Evans"
"10559","Hampton","4501631","UNCW","Workman","Emily",4.1,8,5,1,2,0,25,0,5,8,2024,270,"Emily Workman"
"10560","Hampton","4500340","Central Conn. St.","Workman","Emily",2.1,4,2,2,1,2,14,0,0,4,2024,270,"Emily Workman"
"10561","Hampton","4500956","Holy Cross","Workman","Emily",7,6,1,6,1,2,34,0,11,7,2024,270,"Emily Workman"
"10562","Hampton","4507078","Campbell","Workman","Emily",0.1,7,4,1,0,0,9,0,0,0,2024,270,"Emily Workman"
"10563","Hampton","4502375","UNCW","Bennett","Taryn",2,2,1,2,0,2,10,0,1,3,2024,270,"Taryn Bennett"
"10564","Hampton","4504183","Monmouth","Bennett","Taryn",2.2,4,2,0,0,4,12,0,1,3,2024,270,"Taryn Bennett"
"10565","Hampton","4507263","Campbell","Bennett","Taryn",5,11,7,1,1,1,29,0,3,11,2024,270,"Taryn Bennett"
"10566","Hampton","4508339","Drexel","Bennett","Taryn",3.1,5,1,0,1,1,17,1,2,7,2024,270,"Taryn Bennett"
"10567","Hampton","4498320","Wagner","Bennett","Taryn",5,3,0,0,0,3,19,0,6,5,2024,270,"Taryn Bennett"
"10568","Hampton","4515581","Howard","Bennett","Taryn",5,5,1,1,0,1,21,0,5,9,2024,270,"Taryn Bennett"
"10569","Hampton","4503609","Monmouth","Evans","Jada",3.2,2,3,1,0,3,15,1,7,1,2024,270,"Jada Evans"
"10570","Hampton","5283467","Elon","Branch","Angelina",3.2,5,2,0,0,2,16,1,2,7,2024,270,"Angelina Branch"
"10571","Hampton","4511482","Norfolk St.","Bennett","Taryn",2.1,0,0,0,0,3,7,0,1,3,2024,270,"Taryn Bennett"
"10572","Hampton","4498378","Coppin St.","Workman","Emily",8.2,2,0,4,0,7,32,0,12,7,2024,270,"Emily Workman"
"10573","Hampton","4511482","Norfolk St.","Workman","Emily",3,2,1,0,2,0,13,0,3,4,2024,270,"Emily Workman"
"10574","Hampton","4505372","Col. of Charleston","Bennett","Taryn",2.2,0,0,0,0,0,9,0,3,5,2024,270,"Taryn Bennett"
"10575","Hampton","4499616","Gardner-Webb","Workman","Emily",0.1,4,3,2,0,0,8,0,1,0,2024,270,"Emily Workman"
"10576","Hampton","4498860","Gardner-Webb","Workman","Emily",5,4,1,3,0,2,22,0,9,4,2024,270,"Emily Workman"
"10577","Hampton","4502375","UNCW","Workman","Emily",5,4,3,2,0,2,21,0,7,6,2024,270,"Emily Workman"
"10578","Hampton","4504183","Monmouth","Evans","Jada",1.2,6,3,2,0,0,12,0,4,0,2024,270,"Jada Evans"
"10579","Hampton","4501971","UNCW","Bonner","Carmynn",1.1,5,2,1,0,1,12,1,3,0,2024,270,"Carmynn Bonner"
"10580","Hampton","4498891","Marist","Bennett","Taryn",2,3,0,0,0,1,11,0,1,3,2024,270,"Taryn Bennett"
"10581","Hampton","4509716","Elon","Bennett","Taryn",0.1,0,1,4,0,0,5,0,0,1,2024,270,"Taryn Bennett"
"10582","Hampton","4509716","Elon","Workman","Emily",1.1,3,1,1,0,1,11,0,1,2,2024,270,"Emily Workman"
"10583","Hampton","4505372","Col. of Charleston","Workman","Emily",4.1,6,1,5,1,2,24,0,6,4,2024,270,"Emily Workman"
"10584","Hampton","4506143","N.C. A&T","Workman","Emily",3,4,1,2,1,4,14,0,2,1,2024,270,"Emily Workman"
"10585","Hampton","4504007","Monmouth","Bennett","Taryn",5,1,0,4,1,3,21,0,3,9,2024,270,"Taryn Bennett"
"10586","Hampton","4510042","Elon","Scott","Jordyn",2,4,2,2,0,0,12,0,4,2,2024,270,"Jordyn Scott"
"10587","Hampton","4499259","Marist","Workman","Emily",1,3,3,1,0,1,7,0,1,1,2024,270,"Emily Workman"
"10588","Hampton","4503609","Monmouth","Workman","Emily",2.2,6,2,0,0,1,14,0,4,3,2024,270,"Emily Workman"
"10589","Hampton","4511482","Norfolk St.","Branch","Angelina",1.2,2,2,3,0,1,10,0,2,2,2024,270,"Angelina Branch"
"10590","Hampton","4498378","Coppin St.","Scott","Jordyn",0.1,2,1,0,0,0,3,0,1,0,2024,270,"Jordyn Scott"
"10591","Hampton","4511749","Towson","Bennett","Taryn",1.1,1,0,0,0,1,6,0,1,2,2024,270,"Taryn Bennett"
"10592","Hampton","4504183","Monmouth","Workman","Emily",1.2,2,1,1,1,0,10,0,2,3,2024,270,"Emily Workman"
"10593","Hampton","4496964","Alabama St.","Branch","Angelina",7,3,0,1,0,10,24,0,3,6,2024,270,"Angelina Branch"
"10594","Hampton","4511616","Towson","Evans","Jada",3,4,0,3,0,1,17,0,7,1,2024,270,"Jada Evans"
"10595","Hampton","4510933","Hofstra","Branch","Angelina",6,3,0,5,0,2,26,0,3,11,2024,270,"Angelina Branch"
"10596","Hampton","4510042","Elon","Bennett","Taryn",4,4,2,2,0,1,16,1,2,6,2024,270,"Taryn Bennett"
"10597","Hampton","5286369","Norfolk St.","Bennett","Taryn",2.1,0,0,0,0,3,7,0,1,3,2024,270,"Taryn Bennett"
"10598","Hampton","4506143","N.C. A&T","Branch","Angelina",3,2,2,1,0,6,12,1,1,2,2024,270,"Angelina Branch"
"10599","Hampton","4498891","Marist","Workman","Emily",2,5,3,0,0,0,11,0,3,3,2024,270,"Emily Workman"
"10600","Hampton","4507709","Campbell","Branch","Angelina",7,4,2,4,1,3,28,0,7,9,2024,270,"Angelina Branch"
"10601","Hampton","4509382","N.C. Central","Bennett","Taryn",3,4,0,1,1,2,16,0,2,4,2024,270,"Taryn Bennett"
"10602","Hampton","4504321","Norfolk St.","Workman","Emily",2.2,5,0,0,0,0,13,0,2,6,2024,270,"Emily Workman"
"10603","Hampton","4504321","Norfolk St.","Scott","Jordyn",1,0,0,0,0,0,3,0,1,2,2024,270,"Jordyn Scott"
"10604","Hampton","4509382","N.C. Central","Branch","Angelina",4,2,1,4,0,1,17,0,1,9,2024,270,"Angelina Branch"
"10605","Hampton","4499616","Gardner-Webb","Bennett","Taryn",4.2,5,4,1,0,1,19,1,6,6,2024,270,"Taryn Bennett"
"10606","Hampton","4497759","Bryant","Workman","Emily",3,4,1,2,1,3,17,0,2,4,2024,270,"Emily Workman"
"10607","Hampton","4510742","Hofstra","Workman","Emily",4,2,1,3,0,2,18,0,5,4,2024,270,"Emily Workman"
"10608","Hampton","4506143","N.C. A&T","Bennett","Taryn",0.1,1,1,0,0,1,2,1,0,0,2024,270,"Taryn Bennett"
"10609","Hampton","4510742","Hofstra","Bennett","Taryn",2,6,1,1,0,0,13,0,2,3,2024,270,"Taryn Bennett"
"10610","Hampton","4508990","Drexel","Scott","Jordyn",2.2,5,2,0,0,3,13,0,1,4,2024,270,"Jordyn Scott"
"10611","Hampton","4514545","N.C. A&T","Bennett","Taryn",5.2,4,0,1,0,7,21,0,4,5,2024,270,"Taryn Bennett"
"10612","Hampton","4503063","Quinnipiac","Bennett","Taryn",4.2,7,4,2,0,1,27,0,5,7,2024,270,"Taryn Bennett"
"10613","Hampton","4499258","Lindenwood","Branch","Angelina",6,6,2,3,0,0,26,0,6,10,2024,270,"Angelina Branch"
"10614","Hampton","4503063","Quinnipiac","Evans","Jada",0.1,0,0,0,0,0,1,0,1,0,2024,270,"Jada Evans"
"10615","Hampton","4511343","Hofstra","Branch","Angelina",4,2,0,2,0,7,16,0,0,5,2024,270,"Angelina Branch"
"10616","Hampton","4500043","FDU","Workman","Emily",2,1,0,2,0,1,9,0,1,3,2024,270,"Emily Workman"
"10617","Hampton","4497759","Bryant","Branch","Angelina",3,3,3,1,1,2,13,1,1,5,2024,270,"Angelina Branch"
"10618","Hampton","4506369","N.C. A&T","Bennett","Taryn",5,3,1,1,0,4,18,0,3,6,2024,270,"Taryn Bennett"
"10619","Hampton","4508529","Drexel","Bennett","Taryn",2,4,5,2,0,2,12,1,2,2,2024,270,"Taryn Bennett"
"10620","Hampton","4499259","Marist","Scott","Jordyn",4.1,7,4,2,0,0,21,0,7,5,2024,270,"Jordyn Scott"
"10621","Hampton","5254902","Colo. Christian","Scott","Jordyn",2.1,4,2,1,0,0,13,1,3,4,2024,270,"Jordyn Scott"
"10622","Hampton","4496871","Western Caro.","Evans","Jada",3.1,2,0,0,0,1,12,0,8,1,2024,270,"Jada Evans"
"10623","Hampton","4515581","Howard","Evans","Jada",2,5,4,1,0,2,13,0,4,0,2024,270,"Jada Evans"
"10624","Hampton","4497976","Coppin St.","Evans","Jada",3.1,7,4,0,0,2,18,0,6,2,2024,270,"Jada Evans"
"10625","Hampton","5286369","Norfolk St.","Workman","Emily",3,2,1,0,2,0,13,0,3,4,2024,270,"Emily Workman"
"10626","Hampton","4504321","Norfolk St.","Bonner","Carmynn",1.1,3,3,2,0,0,8,1,0,2,2024,270,"Carmynn Bonner"
"10627","Hampton","5252845","UNCW","Bennett","Taryn",2,2,1,2,0,2,10,0,1,3,2024,270,"Taryn Bennett"
"10628","Hampton","4500043","FDU","Evans","Jada",5,2,0,3,0,1,18,0,10,2,2024,270,"Jada Evans"
"10629","Hampton","4511616","Towson","Bennett","Taryn",0.2,0,0,0,0,1,2,0,0,1,2024,270,"Taryn Bennett"
"10630","Hampton","5283467","Elon","Workman","Emily",2.1,5,2,0,0,0,14,1,1,6,2024,270,"Emily Workman"
"10631","Hampton","4498860","Gardner-Webb","Maduro","Leah",1,2,3,3,0,2,8,0,1,0,2024,270,"Leah Maduro"
"10632","Hampton","4504715","Col. of Charleston","Bennett","Taryn",6.1,5,1,3,0,2,27,0,4,13,2024,270,"Taryn Bennett"
"10633","Hampton","4504715","Col. of Charleston","Evans","Jada",2.1,3,1,2,0,2,13,0,5,0,2024,270,"Jada Evans"
"10634","Hampton","4499259","Marist","Bonner","Carmynn",0.2,2,0,0,0,0,4,0,1,1,2024,270,"Carmynn Bonner"
"10635","Hampton","4501200","Howard","Workman","Emily",7,9,4,0,3,0,33,0,17,4,2024,270,"Emily Workman"
"10636","Hampton","4500339","Marist","Workman","Emily",1,2,1,0,0,1,6,0,2,0,2024,270,"Emily Workman"
"10637","Hampton","4511575","Towson","Workman","Emily",3.1,5,3,3,0,1,18,0,5,3,2024,270,"Emily Workman"
"10638","Hampton","4511343","Hofstra","Scott","Jordyn",2,4,2,0,2,2,12,0,2,2,2024,270,"Jordyn Scott"
"10639","Hampton","4514545","N.C. A&T","Workman","Emily",1.1,0,0,1,1,1,5,0,2,0,2024,270,"Emily Workman"
"10640","Hampton","5253474","UNCW","Workman","Emily",4.1,8,5,1,2,0,25,0,5,8,2024,270,"Emily Workman"
"10641","Hampton","4496871","Western Caro.","Workman","Emily",3.2,6,3,2,1,1,20,0,6,3,2024,270,"Emily Workman"
"10642","Hampton","4509716","Elon","Branch","Angelina",3.2,3,4,3,0,4,19,1,2,5,2024,270,"Angelina Branch"
"10643","Hampton","4508990","Drexel","Workman","Emily",5.1,7,3,5,2,2,30,0,7,7,2024,270,"Emily Workman"
"10644","Hampton","4506369","N.C. A&T","Branch","Angelina",1.2,2,3,2,1,1,9,1,3,0,2024,270,"Angelina Branch"
"10645","Hampton","5254902","Colo. Christian","Evans","Jada",2.1,3,1,2,0,2,13,0,5,0,2024,270,"Jada Evans"
"10646","Hampton","4498891","Marist","Branch","Angelina",2,5,2,1,0,2,11,0,0,3,2024,270,"Angelina Branch"
"10647","Hampton","4500339","Marist","Scott","Jordyn",3,3,2,2,0,0,14,0,3,6,2024,270,"Jordyn Scott"
"10648","Hampton","4508529","Drexel","Workman","Emily",5,3,1,3,0,2,21,0,7,5,2024,270,"Emily Workman"
"10649","Hampton","4511616","Towson","Branch","Angelina",3.1,7,1,0,0,3,17,0,2,5,2024,270,"Angelina Branch"
"10650","Hampton","4511575","Towson","Bennett","Taryn",3.2,4,1,0,1,2,18,1,3,6,2024,270,"Taryn Bennett"
"10651","Hampton","4504715","Col. of Charleston","Scott","Jordyn",2.1,4,2,1,0,0,13,1,3,4,2024,270,"Jordyn Scott"
"10652","Hampton","4497759","Bryant","Bennett","Taryn",1,3,2,0,0,2,6,0,0,1,2024,270,"Taryn Bennett"
"10653","Hampton","5252845","UNCW","Workman","Emily",5,4,3,2,0,2,21,0,7,6,2024,270,"Emily Workman"
"10654","Hampton","4497976","Coppin St.","Workman","Emily",3.2,2,0,0,1,0,14,0,5,6,2024,270,"Emily Workman"
"10655","Hampton","4500339","Marist","Bennett","Taryn",3,5,3,1,1,2,17,0,3,4,2024,270,"Taryn Bennett"
"10656","Hampton","5254902","Colo. Christian","Bennett","Taryn",6.1,5,1,3,0,2,27,0,4,13,2024,270,"Taryn Bennett"
"10657","Hampton","4498891","Marist","Scott","Jordyn",1,0,0,0,0,0,3,0,1,2,2024,270,"Jordyn Scott"
"10658","Hanover","4512687","Greenville","Steward","Dani",4,12,5,0,0,1,25,0,8,2,2024,1115,"Dani Steward"
"10659","Hanover","4512687","Greenville","Beaman","Lauren",2,3,1,2,0,1,11,0,2,2,2024,1115,"Lauren Beaman"
"10660","Hanover","4516397","Bluffton","Huddleston","Rylin",4,7,2,0,0,4,18,0,6,1,2024,1115,"Rylin Huddleston"
"10661","Hanover","4516397","Bluffton","Ekart","Megan",2,2,1,1,0,3,9,0,2,1,2024,1115,"Megan Ekart"
"10662","Hardin-Simmons","5334328","LeTourneau","Hood","Jorey",1.1,2,3,1,0,0,7,0,2,2,2024,271,"Jorey Hood"
