"","team_id","player_id","season","player","ip","ha","bb","hb","so","hr_a","era","opp_avg","whip","fip"
"1",414,16247,2023,"Brianna Pratt",265,265,75,18,205,19,"2.774",0.249,1.351,"2.838"
"2",355,10643,2023,"Karlie Keeney",259.1,222,80,11,152,16,"1.997",0.224,1.207,"3.083"
"3",115,18901,2023,"Isabella Smith",234.1,181,55,22,232,12,"2.091",0.2,1.101,"2.071"
"4",609,21573,2023,"Chloe Wendling",229,245,75,12,167,14,"2.721",0.263,1.45,"2.876"
"5",458,7897,2023,"Sam Gress",227.1,206,58,10,150,16,"1.909",0.233,1.205,"2.893"
"6",463,21190,2023,"Courtney Wallace",216.2,219,112,20,132,10,"3.489",0.251,1.62,"3.609"
"7",428,15669,2023,"Autumn Pease",215.1,146,29,11,273,15,"1.463",0.185,0.864,"1.327"
"8",388,14696,2023,"Sydney Nester",214,138,91,7,214,10,"1.112",0.175,1.103,"2.381"
"9",37,15732,2023,"Maddie Penta",213.2,117,54,15,295,15,"1.310",0.155,0.871,"1.520"
"10",8,6627,2023,"Montana Fouts",209.1,119,36,4,293,16,"1.438",0.159,0.76,"1.168"
"11",127,21757,2023,"Kaylee Whittaker",208.2,157,98,12,117,14,"2.550",0.203,1.28,"3.732"
"12",742,11795,2023,"Emma Lemley",205.2,193,46,8,271,41,"3.812",0.237,1.201,"3.144"
"13",248,16618,2023,"Aly Rayle",203,156,56,18,229,18,"2.207",0.203,1.133,"2.390"
"14",26172,174,2023,"Primrose Aholelei",203,172,53,13,186,12,"1.828",0.221,1.172,"2.311"
"15",11504,4172,2023,"Autumn Courtney",202.2,163,42,17,191,17,"2.211",0.21,1.095,"2.479"
"16",519,13856,2023,"Skipp Miller",201.2,197,93,21,157,15,"2.603",0.243,1.542,"3.506"
"17",1004,1260,2023,"Kayla Beaver",201.2,141,41,9,194,5,"1.145",0.192,0.947,"1.542"
"18",670,14399,2023,"Jessica Mullins",201.1,147,59,7,176,11,"1.843",0.196,1.058,"2.345"
"19",716,10272,2023,"Leanna Johnson",201,154,70,15,188,18,"1.985",0.205,1.189,"2.962"
"20",97,19702,2023,"Myka Sutherlin",200.2,121,70,20,242,5,"1.640",0.168,1.051,"1.657"
"21",48,10506,2023,"Annah Junge",199,164,28,6,158,17,"2.497",0.214,0.995,"2.435"
"22",772,7066,2023,"Katie Gardner",197.2,180,99,15,183,19,"2.975",0.232,1.487,"3.528"
"23",418,5022,2023,"Lauren Derkowski",194.1,152,61,15,216,23,"2.161",0.205,1.173,"2.889"
"24",147,2761,2023,"Valerie Cagle",193,126,35,8,188,10,"1.560",0.181,0.876,"1.794"
"25",249,2926,2023,"Rose Cano",191,194,86,11,115,9,"2.785",0.257,1.524,"3.332"
"26",406,19917,2023,"Grace Taylor",190.2,206,76,7,62,20,"3.855",0.258,1.516,"4.419"
"27",10411,10685,2023,"Alyssa Kelly",190.2,179,57,6,137,7,"1.872",0.241,1.269,"2.431"
"28",464,13696,2023,"Kamryn Meyer",189.1,109,72,6,283,7,"1.257",0.16,0.988,"1.127"
"29",659,5669,2023,"Madi Eberle",187,193,83,26,86,12,"3.481",0.254,1.615,"4.063"
"30",129,11775,2023,"Grace Lehto",186.2,167,47,15,195,25,"3.000",0.227,1.227,"3.048"
"31",43,1384,2023,"Jordan Benefiel",186.1,168,55,12,188,18,"2.705",0.231,1.261,"2.717"
"32",198,842,2023,"Brianna Bailey",186,165,111,20,142,11,"2.973",0.231,1.591,"3.755"
"33",61,7551,2023,"Halyne Gonzales",185.1,163,83,18,179,12,"2.984",0.225,1.424,"2.945"
"34",691,12634,2023,"Caitlyn Manus",185.1,197,66,8,99,17,"2.871",0.26,1.462,"3.722"
"35",234,17837,2023,"Kathryn Sandercock",184.1,124,21,7,113,10,"1.139",0.182,0.825,"2.335"
"36",68,1790,2023,"Allison Boaz",183,138,42,4,163,7,"1.301",0.201,1.005,"1.870"
"37",664,11781,2023,"Morgan Leinstock",182.3,161,70,12,185,9,"2.563",0.227,1.328,"2.362"
"38",649,11034,2023,"Tori Kniesche",182.2,96,95,23,242,8,"1.648",0.152,1.172,"2.258"
"39",596,15927,2023,"Emily Phelan",182,251,60,9,139,9,"4.192",0.311,1.758,"2.653"
"40",702,100,2023,"Jessica Adams",182,197,55,10,73,17,"2.923",0.265,1.44,"3.884"
"41",288,21836,2023,"Kenna Wilkey",181.2,163,62,26,166,17,"2.620",0.231,1.382,"3.242"
"42",518,18843,2023,"Allison Smith",181.2,161,88,20,203,20,"3.044",0.231,1.481,"3.380"
