"","team_id","player_id","season","player","ip","ha","bb","hb","so","hr_a","era","opp_avg","whip","fip"
"1",457,12386,2016,"Kendra Lynch",301.1,350,97,22,170,NA,"3.903",0.278,1.556,"NA"
"2",388,5216,2016,"Jordan Dixon",268.1,239,79,29,268,NA,"2.791",0.231,1.293,"NA"
"3",5,18321,2016,"Erin Seiler",266.2,205,69,11,229,NA,"1.890",0.205,1.069,"NA"
"4",670,17614,2016,"Randi Rupp",265,191,67,20,335,NA,"1.638",0.194,1.049,"NA"
"5",77,2532,2016,"Mckenna Bull",256.2,256,98,7,274,NA,"2.618",0.25,1.406,"NA"
"6",522,15509,2016,"Paige Parker",252.1,174,68,10,269,NA,"1.637",0.19,0.999,"NA"
"7",519,5345,2016,"Savannah jo Dorsey",248.2,141,88,25,336,NA,"1.717",0.16,1.021,"NA"
"8",31,14029,2016,"Grace Moll",244.2,287,214,17,185,NA,"5.407",0.281,2.117,"NA"
"9",742,20615,2016,"Maggie Tyler",242,222,80,6,245,NA,"2.459",0.233,1.273,"NA"
"10",128,20596,2016,"Shelby Turnier",241.2,174,122,23,251,NA,"2.404",0.194,1.32,"NA"
"11",563,14275,2016,"Abby Morrow",241.2,258,31,7,120,NA,"2.201",0.26,1.225,"NA"
"12",400,3840,2016,"Meg Colleran",240,227,59,8,137,NA,"2.071",0.234,1.225,"NA"
"13",428,7975,2016,"Sara Groenewegen",234.2,169,55,21,336,NA,"2.028",0.192,1.044,"NA"
"14",498,4222,2016,"Melanie Coyne",234.2,243,99,29,143,NA,"3.639",0.259,1.581,"NA"
"15",458,1506,2016,"Lexi Betancourt",233.2,205,96,6,186,NA,"2.636",0.224,1.314,"NA"
"16",454,17181,2016,"Mason Robinson",232.2,193,61,10,119,NA,"1.986",0.217,1.135,"NA"
"17",257,21842,2016,"Chelsea Wilkinson",232,174,55,15,219,NA,"1.931",0.197,1.052,"NA"
"18",99,3690,2016,"Christina Clermont",230.1,189,64,35,205,NA,"2.370",0.215,1.25,"NA"
"19",414,12107,2016,"Amber Logemann",225.1,193,72,28,195,NA,"2.547",0.221,1.3,"NA"
"20",201,22100,2016,"Jessica Wireman",225,184,103,27,203,NA,"3.111",0.214,1.396,"NA"
"21",244,1479,2016,"Lindsey Bert",224,249,64,15,184,NA,"3.781",0.269,1.464,"NA"
"22",111,13939,2016,"Tayler Misfeldt",222.2,229,117,24,116,NA,"2.735",0.259,1.662,"NA"
"23",229,8393,2016,"Kylee Hanson",221,105,35,9,299,NA,"0.760",0.136,0.674,"NA"
"24",660,5371,2016,"Baylee Douglass",220.1,177,70,21,149,NA,"1.906",0.21,1.216,"NA"
"25",559,6211,2016,"Lilly Fecho",218.1,196,67,26,219,NA,"2.052",0.226,1.324,"NA"
"26",651,14955,2016,"Erica Nunn",217.1,163,79,20,217,NA,"1.578",0.201,1.206,"NA"
