"","team_id","player_id","season","player","ip","ha","bb","hb","so","hr_a","era","opp_avg","whip","fip"
"1",626,55701,2015,"Erica Romero",314,384,108,43,171,33,"3.344",0.285,1.704,"4.120"
"2",388,16866,2015,"Jordan Dixon",273.1,229,79,40,305,29,"2.613",0.215,1.274,"2.854"
"3",5,58778,2015,"Erin Seiler",261.1,217,61,10,305,11,"2.223",0.213,1.102,"1.428"
"4",77,8253,2015,"Mckenna Bull",255,219,137,14,256,13,"2.333",0.221,1.451,"2.831"
"5",90,31262,2015,"Sierra Hyland",253.2,198,98,28,233,14,"2.346",0.203,1.278,"2.771"
"6",244,4831,2015,"Lindsey Bert",247.1,244,68,27,181,18,"2.605",0.247,1.371,"3.035"
"7",61,1644,2015,"Sabrina Anguiano",246.2,305,77,20,105,17,"3.692",0.283,1.631,"3.625"
"8",312,62109,2015,"Shayla Starkenburg",245.3,270,169,29,194,36,"4.813",0.268,1.904,"5.142"
"9",10411,59747,2015,"Lexi Shubert",241.2,178,47,14,225,20,"1.680",0.196,0.989,"2.371"
"10",670,56408,2015,"Randi Rupp",240,183,65,29,284,33,"2.742",0.202,1.154,"2.996"
"11",96,12573,2015,"Jillian Compton",239.1,212,76,14,242,18,"2.282",0.225,1.262,"2.484"
"12",458,4912,2015,"Lexi Betancourt",238.3,221,89,8,225,15,"2.609",0.234,1.332,"2.551"
"13",559,19955,2015,"Lilly Fecho",238.2,172,78,9,295,18,"2.053",0.19,1.085,"2.002"
"14",257,69980,2015,"Chelsea Wilkinson",233.2,167,62,10,263,30,"2.276",0.188,1.023,"2.742"
"15",430,59954,2015,"Alexis Silkwood",233,217,118,19,216,24,"2.883",0.236,1.519,"3.648"
"16",428,25598,2015,"Sara Groenewegen",231.1,141,78,22,379,17,"1.695",0.166,1.042,"1.375"
"17",406,62458,2015,"Kirsten Stevens",230.1,228,47,13,221,20,"2.767",0.244,1.251,"2.391"
"18",697,21418,2015,"Rachel Fox",228.2,241,77,16,182,21,"3.094",0.257,1.462,"3.223"
"19",660,10885,2015,"Haley Chambers-Book",228.1,157,46,27,315,11,"1.472",0.183,1.007,"1.226"
"20",316,7821,2015,"Victoria Brown",226.2,267,89,19,120,20,"3.089",0.268,1.655,"3.918"
"21",414,38547,2015,"Amber Logemann",217.3,154,82,20,207,14,"1.864",0.186,1.175,"2.740"
"22",363,41852,2015,"Elizabeth McCarthy",216.1,225,78,26,203,30,"3.429",0.256,1.52,"3.768"
"23",692,37966,2015,"Danielle Liberatore",215.2,181,87,8,274,22,"2.272",0.217,1.28,"2.507"
"24",522,49511,2015,"Paige Parker",214.1,129,57,10,224,21,"1.667",0.166,0.915,"2.521"
"25",810,68678,2015,"Montana Wear",212.1,263,83,15,109,32,"4.385",0.288,1.7,"4.717"
"26",236,23712,2015,"Rachel Gillen",209.2,178,64,13,250,30,"2.371",0.217,1.217,"2.977"
"27",334,47742,2015,"Kelsey Nunley",208.1,186,66,24,194,15,"2.454",0.224,1.326,"2.770"
"28",346,46527,2015,"Laura Napoli",208,243,54,21,76,30,"3.938",0.277,1.529,"4.626"
"29",370,19846,2015,"Rachel Farrington",208,244,47,15,77,11,"2.861",0.278,1.471,"3.241"
"30",128,66090,2015,"Shelby Turnier",207.1,106,51,14,268,7,"0.878",0.146,0.824,"1.195"
"31",709,1409,2015,"Emily Anderson",207,248,72,16,130,27,"3.585",0.282,1.623,"4.115"
"32",305,38496,2015,"Taylor Lockwood",205.1,211,55,8,146,41,"3.307",0.246,1.335,"4.494"
"33",331,32455,2015,"Emma Johnson",204.2,100,67,27,319,9,"0.958",0.139,0.949,"1.231"
"34",731,32609,2015,"Noelle Johnson",204,270,74,2,131,32,"4.083",0.306,1.696,"4.273"
