"","team_id","player_id","season","player","ip","ha","bb","hb","so","hr_a","era","opp_avg","whip","fip"
"1",626,17387,2015,"Erica Romero",318.2,384,108,43,171,33,"3.295",0.285,1.679,"4.095"
"2",490,21511,2015,"Emily Weiman",283.1,222,96,15,322,25,"2.446",0.203,1.175,"2.449"
"3",388,5216,2015,"Jordan Dixon",276,229,79,40,305,29,"2.587",0.215,1.261,"2.849"
"4",493,13619,2015,"Krista Menke",266,158,105,39,391,24,"2.105",0.167,1.135,"2.257"
"5",5,18321,2015,"Erin Seiler",264.1,217,61,10,305,11,"2.198",0.213,1.09,"1.439"
"6",77,2532,2015,"Mckenna Bull",257.1,219,137,14,256,13,"2.312",0.221,1.438,"2.827"
"7",90,9811,2015,"Sierra Hyland",257.1,198,98,28,233,14,"2.312",0.203,1.259,"2.765"
"8",127,13671,2015,"Laura Messina",257.1,194,40,22,278,24,"1.523",0.2,0.995,"2.175"
"9",111,16142,2015,"Chelsea Ponce",256.2,184,122,18,185,9,"1.364",0.194,1.262,"3.051"
"10",61,543,2015,"Sabrina Anguiano",250,305,77,20,105,17,"3.640",0.283,1.608,"3.608"
"11",244,1479,2015,"Lindsey Bert",250,244,68,27,181,18,"2.576",0.247,1.356,"3.028"
"12",312,19320,2015,"Shayla Starkenburg",250,270,169,29,194,36,"4.732",0.268,1.872,"5.096"
"13",10411,18579,2015,"Lexi Shubert",243,178,47,14,225,20,"1.671",0.196,0.984,"2.371"
"14",559,6211,2015,"Lilly Fecho",242.2,172,78,9,295,18,"2.019",0.19,1.067,"2.009"
"15",96,3905,2015,"Jillian Compton",242.1,212,76,14,242,18,"2.253",0.225,1.246,"2.483"
"16",670,17614,2015,"Randi Rupp",242.1,183,65,29,284,33,"2.715",0.202,1.143,"2.990"
"17",772,11193,2015,"Miranda Kramer",241.2,96,93,29,437,7,"0.985",0.119,0.902,"0.674"
"18",458,1506,2015,"Lexi Betancourt",240.2,221,89,8,225,15,"2.589",0.234,1.321,"2.550"
"19",110,2968,2015,"Ally Carda",240,184,123,31,281,24,"2.625",0.204,1.408,"3.283"
"20",257,21842,2015,"Chelsea Wilkinson",237.2,167,62,10,263,30,"2.238",0.188,1.006,"2.737"
"21",430,18635,2015,"Alexis Silkwood",235.2,217,118,19,216,24,"2.851",0.236,1.502,"3.635"
"22",428,7975,2015,"Sara Groenewegen",234.1,141,78,22,379,17,"1.673",0.166,1.028,"1.389"
"23",1004,19617,2015,"Kylee Studioso",234.1,196,75,7,252,24,"2.898",0.221,1.186,"2.630"
"24",406,19418,2015,"Kirsten Stevens",233,228,47,13,221,20,"2.734",0.244,1.236,"2.391"
"25",316,2405,2015,"Victoria Brown",232.2,267,89,19,120,20,"3.009",0.268,1.612,"3.879"
"26",697,6647,2015,"Rachel Fox",232,241,77,16,182,21,"3.047",0.257,1.44,"3.210"
"27",579,18803,2015,"Nicole Sleith",225,174,51,8,296,22,"2.084",0.202,1.036,"1.827"
"28",769,7108,2015,"Jordan Garrett",220.1,193,113,17,206,19,"2.256",0.227,1.466,"3.421"
"29",414,12107,2015,"Amber Logemann",219.2,154,82,20,207,14,"1.848",0.186,1.165,"2.737"
"30",692,11928,2015,"Danielle Liberatore",219.2,181,87,8,274,22,"2.231",0.217,1.256,"2.505"
"31",522,15509,2015,"Paige Parker",217,129,57,10,224,21,"1.645",0.166,0.903,"2.520"
"32",235,8178,2015,"Lauren Haeger",215.1,140,41,10,209,9,"1.235",0.182,0.887,"1.713"
"33",810,21424,2015,"Montana Wear",215.1,263,83,15,109,32,"4.324",0.288,1.676,"4.685"
"34",236,7348,2015,"Rachel Gillen",213.1,178,64,13,250,30,"2.330",0.217,1.195,"2.967"
"35",306,15152,2015,"Lora Olson",213.1,399,73,20,90,37,"6.989",0.384,2.306,"5.119"
"36",305,12094,2015,"Taylor Lockwood",213,211,55,8,146,41,"3.188",0.246,1.286,"4.419"
"37",370,6183,2015,"Rachel Farrington",212.2,244,47,15,77,11,"2.798",0.278,1.439,"3.223"
"38",709,469,2015,"Emily Anderson",211.2,248,72,16,130,27,"3.506",0.282,1.587,"4.077"
"39",328,16002,2015,"Alicia Pille",211,182,77,24,200,27,"2.953",0.223,1.341,"3.604"
"40",334,14954,2015,"Kelsey Nunley",211,186,66,24,194,15,"2.422",0.224,1.308,"2.765"
"41",346,14572,2015,"Laura Napoli",210.1,243,54,21,76,30,"3.894",0.277,1.512,"4.601"
"42",355,920,2015,"Chandler Ball",210,213,101,3,138,20,"3.200",0.245,1.51,"3.810"
