"","team_id","player_id","rank","player","xbh"
"1",2720,14568,1,"Caitlyn Cole",41
"2",1013,1888,2,"Isabella Andujar",37
"3",1170,48478,2,"Julia Mardigian",37
"4",1462,8958,2,"Savanna Brooks",37
"5",767,55456,5,"Diana Murtha",36
"6",11416,2468,6,"Myah Arrieta",35
"7",11416,26305,6,"Ava Fugate",35
"8",1071,19569,8,"Alexis Dial",34
"9",9004,75661,8,"Kaitlyn Stufft",34
"10",1000,21680,10,"Hayden Dye",33
"11",1245,22566,10,"Kylie Emanuele",33
"12",11403,21815,12,"Kaila Eastburn",32
"13",11740,80214,12,"Maddie Vasquez",32
"14",30002,1852,12,"Kendall Andrews",32
"15",30138,32593,12,"Lauren Harris",32
"16",92,63508,16,"Mariah Ramirez",31
"17",309,57305,16,"Emily O'connor",31
"18",1238,64018,16,"Sydnee Reaves",31
"19",11416,62743,16,"Miranda Pruitt",31
"20",30093,23535,16,"Kathryn Fallen",31
"21",30154,11644,16,"Hannah Carey",31
"22",41,13719,22,"Torri Chute",30
"23",358,53408,22,"Marissa Mitchell",30
"24",429,43307,22,"Jordan Lafosse",30
"25",1000,36886,22,"Macey Hughes",30
"26",11740,4501,22,"Jessie Baughan",30
"27",30028,72816,22,"Jt Smith",30
"28",30052,6505,22,"Georgia Blair",30
"29",30063,55280,22,"Camryn Murphy",30
"30",30092,74942,22,"Sydney Stewart",30
"31",568,84191,31,"Rachel Williams",29
"32",767,29823,31,"Lauren Granger",29
"33",30051,21681,31,"Haylee Dye",29
"34",30193,303,31,"Alyssa Adams",29
"35",734,75885,35,"Abby Sulte",28
"36",1000,3226,35,"Macauley Bailey",28
"37",1170,63226,35,"Katelyn Rackard",28
"38",11403,52595,35,"Kenzie Middleton",28
"39",15646,49392,35,"Gracelyn Massey",28
"40",307,31460,40,"Jaycee Haidze",27
"41",413,65686,40,"Shelby Robb",27
"42",423,1915,40,"Aleese Angelo",27
"43",1314,33312,40,"Paxtyn Hayes",27
"44",1448,1859,40,"Maleah Andrews",27
"45",11403,52593,40,"Kayla Middleton",27
"46",30093,48917,40,"Gia Martin",27
"47",10,20724,47,"Alexa Douthitt",26
"48",206,30982,47,"Samantha Guiterrez",26
"49",995,76730,47,"Ashleigh Tavaska",26
"50",996,67276,47,"Taylor Rowley",26
"51",996,7400,47,"Kaiden Boren",26
"52",1013,66940,47,"Hannah Rose",26
"53",1176,62321,47,"Katy Pozzuto",26
"54",1257,84549,47,"Vanessa Wilson",26
"55",1448,63806,47,"Hailey Rath",26
"56",9081,53898,47,"Alexis Monty",26
"57",11416,20095,47,"Ally Distler",26
"58",280,57799,58,"Maggie Olaveson",25
"59",358,74252,58,"Ann marie Stanbridge",25
"60",499,85102,58,"Emily Wood",25
"61",638,67943,58,"Sarah Sabocsik",25
"62",638,45646,58,"Morgan Lindsay",25
"63",643,53867,58,"Julia Montie",25
"64",734,26939,58,"Aniston Gano",25
"65",734,34909,58,"Morgan Hill",25
"66",1009,65475,58,"Terin Ritz",25
"67",1013,43387,58,"Allysa Lake",25
"68",1083,75192,58,"Kayla Stone",25
"69",1170,82036,58,"Lani Warren",25
"70",11276,20138,58,"Austyn Dixon",25
"71",11416,52047,58,"Iliana Mendoza",25
"72",11740,25282,58,"Jessica Ford",25
"73",30028,69705,58,"Sam Schott",25
"74",41,10833,74,"Andera Cain",24
"75",130,77654,74,"Taylor Thompson",24
"76",307,59553,74,"Delaney Patella",24
"77",309,15356,74,"Shelby Cook",24
"78",309,20809,74,"Braxton Downs",24
"79",333,49492,74,"Megan Matheis",24
"80",638,48853,74,"Caitlyn Martell",24
"81",799,39016,74,"Mia Johnson",24
"82",929,80123,74,"Belinda Vargas",24
"83",1001,31541,74,"Kary Hales",24
"84",1085,82173,74,"Taylor Watford",24
"85",1170,62591,74,"Madison Primm",24
"86",1170,81526,74,"Cassidy Wall",24
"87",1245,5858,74,"Laci Best",24
"88",2755,26188,74,"Margo Frossard",24
"89",11740,8577,74,"Emma Brice",24
"90",11740,30887,74,"Gianna Guerriero",24
"91",13028,83293,74,"Hannah Whitaker",24
"92",30152,23226,74,"Hailey Evans",24
"93",30192,38752,74,"Addi Johnson",24
"94",41,16922,94,"Desi Cuevas",23
"95",41,8694,94,"Gracey Brink",23
"96",307,76341,94,"Jordan Sylvia",23
"97",309,64227,94,"Lexy Rees",23
"98",358,14140,94,"Taylor Clegg",23
"99",413,19839,94,"Hannah Difabio",23
"100",435,1776,94,"Sydney Anderson",23
"101",1000,49681,94,"Brooke Matyasovsky",23
"102",1096,31152,94,"Karlie Gutierrez",23
"103",1097,21137,94,"Ansley Duffey",23
"104",1167,5010,94,"Abbie Behe",23
"105",1170,63375,94,"Lauren Rakes",23
"106",1289,84063,94,"Erin Williams",23
"107",30153,55885,94,"Macey Neal",23
"108",30180,85856,94,"Callie Yellin",23
