"","team_id","player_id","rank","player","slg"
"1",622,47412,1,"Abby Mace","1.050"
"2",321,68698,2,"Jailene Santiago","1.000"
"3",2694,81259,2,"Eriana Wagner","1.000"
"4",1036,62317,4,"Jess Pozezinski","0.958"
"5",644,70869,5,"Juno Shantz","0.945"
"6",278,74213,6,"Gabbie Stallbaum","0.938"
"7",12973,3880,7,"Taylor Barker","0.895"
"8",633,74720,8,"Sarah Stepnowski","0.894"
"9",1062,47597,9,"Tristen Maddox","0.892"
"10",815,81178,10,"Emma Wade","0.890"
"11",382,32359,11,"Sarah Harker","0.884"
"12",42,6100,12,"Faith Biggs","0.880"
"13",1179,56022,13,"Brynn Nelson","0.863"
"14",443,71797,14,"Marcie Silberman","0.855"
"15",595,76724,14,"Olivia Tautges","0.855"
"16",1451,44094,16,"Mackenzie Latess","0.848"
"17",605,7591,17,"Chantelle Bouchard","0.846"
"18",8911,48964,18,"Lexi Martin","0.838"
"19",217,86476,19,"Ellie Zerr","0.835"
"20",30081,44815,19,"Madelyn Lehigh","0.835"
"21",344,13378,21,"Kyla Chevalier","0.832"
"22",581,44407,21,"Riley Laygo","0.832"
"23",795,43927,23,"Kyra Lard","0.830"
"24",329,24394,24,"Eliza Filus","0.816"
"25",411,69428,25,"Kandice Schlabach","0.810"
"26",30037,34848,25,"Debbie Hill","0.810"
"27",18,82856,27,"Mya Wells","0.802"
"28",578,36334,28,"Kate Houle","0.798"
"29",24400,41477,28,"Kylie Kirk","0.798"
"30",973,26254,30,"Morgan Frye","0.785"
"31",542,47196,31,"Kenzi Lyall","0.772"
"32",1130,35778,32,"Jordan Holman","0.765"
"33",777,84890,33,"Hannah Wodecki","0.763"
"34",30197,29430,34,"Allie Gordon","0.757"
"35",808,55635,35,"Emma Nagy","0.745"
"36",30037,48473,35,"Tyra Marcum","0.745"
"37",793,48682,37,"Molly Marquardt","0.743"
"38",394,38932,38,"Kaylynn Johnson","0.741"
"39",1179,70275,39,"Claire Seats","0.740"
"40",538,60801,40,"Meghan Petitte","0.733"
"41",16142,22424,41,"Nicole Elliott","0.731"
"42",23260,48470,41,"Grayce Marcum","0.731"
"43",374,82326,43,"Sarah Watts","0.728"
"44",30038,37994,43,"Sydney Jacobs","0.728"
"45",1179,45427,45,"Jacey Leyvas","0.726"
"46",717,36142,46,"Lauryn Horita","0.725"
"47",264,13679,47,"Samantha Chu","0.724"
"48",401,51870,47,"Brianna Melchionda","0.724"
"49",1066,33531,47,"Olivia Hebert","0.724"
"50",19,19509,50,"Olivia Devries","0.723"
"51",641,22193,50,"Alexis Ehlers","0.723"
"52",641,74517,52,"Ashlyn Steen","0.721"
"53",73,55758,53,"Haley Nash","0.717"
"54",30085,14156,54,"Phoebe Clemens","0.716"
"55",452,52156,55,"Sydney Mercer","0.715"
"56",565,4502,56,"Rilee Baughan","0.714"
"57",122,30647,57,"Kaili Gross","0.711"
"58",662,53156,58,"Abby Miner","0.709"
"59",385,40216,59,"Rachel Kazmirski","0.708"
"60",805,42420,59,"Kiarra Kostroski","0.708"
"61",8404,29595,61,"Rebecca Gottleib","0.706"
"62",4,3130,62,"Karson Bagelmann","0.705"
"63",28749,85579,63,"Stella Wulker","0.703"
"64",958,8148,64,"Haley Brag","0.700"
"65",815,4200,65,"Gretchen Barstad","0.699"
"66",25719,23843,66,"Cameryn Feathers","0.697"
"67",789,24849,67,"Sydney Fleming","0.696"
"68",300,42946,68,"Jen Kuhn","0.695"
"69",177,49527,69,"Katie Mathies","0.693"
"70",396,42288,70,"Sara Koonce","0.692"
"71",8981,70873,71,"Chloe Shapleigh","0.689"
"72",784,16692,72,"Hana Cross","0.688"
"73",215,15223,73,"Olivia Conti","0.685"
"74",281,39939,73,"Darian Kanno","0.685"
"75",1179,34500,75,"Cydney Hess","0.684"
"76",542,30383,76,"Gracie Griffin","0.683"
"77",30084,32764,77,"Julia Hart","0.682"
"78",453,13750,78,"Sophia Cicchetti","0.681"
"79",755,61336,78,"Natalia Pilpil","0.681"
"80",762,67242,80,"Jess Rowe","0.678"
"81",1036,25960,81,"Jasmine Freeze","0.674"
"82",484,29634,82,"Erin Gour","0.673"
"83",569,64228,82,"Mel Rees","0.673"
"84",271,37971,84,"Emily Jacobs","0.670"
"85",571,40115,84,"Avery Katz","0.670"
"86",781,479,84,"Emily Adkison","0.670"
"87",1062,75673,87,"Haylie Stum","0.669"
"88",1179,67915,87,"Kaili Saathoff","0.669"
"89",272,70202,89,"Mara Sczecienski","0.667"
"90",526,70562,89,"Julia Serena","0.667"
"91",46,45181,91,"Maddie Lester","0.664"
"92",75,72804,91,"Jazmyne Smith","0.664"
"93",585,56360,91,"Jessica Newsom","0.664"
"94",973,37823,91,"Anna Jackson","0.664"
"95",30031,5514,95,"Grace Bentley","0.663"
"96",22626,22840,96,"Hailey Erickson","0.661"
"97",326,56315,97,"Emma Newlove","0.660"
"98",775,11939,98,"Kailey Carrano","0.659"
"99",27892,28329,99,"Jenna Giliberti","0.658"
"100",18,27598,100,"Abigail Gatza","0.657"
"101",685,59016,100,"Lexi Palumbo","0.657"
