"","team_id","player_id","rank","player","so"
"1",390,9945,1,"Caitlyn Burch",34
"2",775,6584,2,"Ava Blanchard",33
"3",1179,40502,2,"Tayah Kelley",33
"4",78,61055,4,"Kendall Phillips",32
"5",313,15691,5,"Anna Cornell",30
"6",809,4238,5,"Emily Bartlett",30
"7",564,74538,7,"Kassy Stefanski",26
"8",30037,52553,8,"Alexis Michon",25
"9",570,74072,8,"Brooke Sroczinski",25
"10",382,71375,10,"Charli Shinstine",23
"11",146,24692,10,"Devin Fitzpatrick",23
"12",372,22689,10,"Olivia Engler",23
"13",28749,54732,10,"Sophie Moshos",23
"14",424,9442,14,"Kelsey Bruno",22
"15",681,78518,14,"Nerina Tramp",22
"16",9500,16566,14,"Trinity Critelli",22
"17",238,54210,17,"Ally Moran",21
"18",583,27962,17,"Raegen Germano",21
"19",800,9336,19,"Carlie jo Brownlee",20
"20",212,57420,19,"Chiara O'leary",20
"21",644,20661,19,"Emilie Doty",20
"22",259,50530,19,"Emily Mccutcheon",20
"23",484,37550,23,"Chelsea Indyk",19
"24",580,47941,23,"Jessica Majot",19
"25",195,15377,23,"Morgan Cooksey",19
"26",644,29940,26,"Bailey Gray",18
"27",50,63694,26,"Delaney Rankin",18
"28",264,80526,26,"Kathryn Vermeulen",18
"29",783,40093,29,"Caitlyn Katchur",17
"30",607,51862,29,"Izzy Melanson",17
"31",321,68698,29,"Jailene Santiago",17
"32",492,69390,29,"Sam Schilf",17
"33",588,26090,29,"Sammie Friel",17
"34",119,72636,34,"Amanda Smith",16
"35",802,86748,34,"Ashley Zygowski",16
"36",238,36852,34,"Caroline Hughes",16
"37",12399,4525,34,"Jocelyn Baumeister",16
"38",569,64228,34,"Mel Rees",16
"39",389,77622,34,"Molly Thompson",16
"40",565,4502,34,"Rilee Baughan",16
"41",132,70241,41,"Andrea Searcy",15
"42",58,63130,41,"Carly Quint",15
"43",264,32826,41,"Christin Hartman",15
"44",8981,16060,41,"Jaylin Couto",15
"45",139,1022,41,"Kate Alger",15
"46",30190,82408,41,"Mackenzie Weaver",15
"47",712,41851,41,"Maya Knasiak",15
"48",329,47145,41,"Nikki Lusnia",15
"49",607,5774,41,"Sofia Berryhill",15
"50",401,51870,50,"Brianna Melchionda",14
"51",114,37050,50,"Brooke Hunderman",14
"52",8968,4222,50,"Danika Barthol",14
"53",479,41804,50,"Karleigh Kluever",14
"54",583,62975,50,"Keira Quadros",14
"55",958,52916,50,"Kylee Miller",14
"56",475,66675,50,"Lindsay Roman",14
"57",801,81623,50,"Maggie Wallin",14
"58",28593,78829,50,"Olivia Trout",14
"59",30044,8671,50,"Paige Brightwell",14
"60",492,82053,50,"Taylor Warren",14
"61",783,17708,61,"Amanda Danz",13
"62",1400,75544,61,"Ashlyn Strother",13
"63",565,22449,61,"Gracie Ellis",13
"64",30114,85755,61,"Gretchen Yanss",13
"65",542,54675,61,"Kali Morton",13
"66",30038,70530,61,"Kayla Senne",13
"67",8981,4950,61,"Kristen Beebe",13
"68",321,57705,61,"Lindsay Ogden",13
"69",644,33789,61,"Lucy Helms",13
"70",15882,29600,70,"Alecia Gotts",12
"71",1130,65742,70,"Allie Roberts",12
"72",27892,74339,70,"Allie Stanya",12
"73",715,6306,70,"Cameron Bishop",12
"74",8567,40627,70,"Casey Kemp",12
"75",722,81437,70,"Dana Walker",12
"76",549,81152,70,"Devin Waddell",12
"77",973,29477,70,"Hannah Gore",12
"78",12884,52874,70,"Jaelynn Miller",12
"79",8600,44496,70,"Jesse Leatherwood",12
"80",789,6580,70,"Katie Blanch",12
"81",30166,51710,70,"Laura Medio",12
"82",801,21184,70,"Lindsey Duggan",12
"83",420,46298,70,"Mckenna Lont",12
"84",443,58527,70,"Natalie Otto",12
"85",38,57324,70,"Olivia O'connor",12
"86",182,71878,70,"Sydney Silverstein",12
"87",10972,55445,70,"Victoria Murren",12
"88",571,41003,88,"Abby Kidd",11
"89",85,60915,88,"Izzy Pezdek",11
"90",337,45002,88,"Janet Lentini",11
"91",762,67242,88,"Jess Rowe",11
"92",420,2553,88,"Jewel Ashbrook",11
"93",335,52328,88,"Jillian Messinger",11
"94",9684,18670,88,"Kami Degaetani",11
"95",69,34551,88,"Kathleen Hester",11
"96",605,29357,88,"Lydia Goodnough",11
"97",966,56804,88,"Paige Nolan",11
"98",319,17393,88,"Sidnie Dabbadie",11
"99",73,14479,99,"Alex Cohen",10
"100",564,41884,99,"Brooke Knight",10
"101",24,78374,99,"Dani Torres werra",10
"102",382,54815,99,"Emily Mottoshiski",10
"103",126,4829,99,"Emma Beck",10
"104",11538,43085,99,"Hailey Kutz",10
"105",8746,83232,99,"Jaden Wheeler",10
"106",751,35131,99,"Jordan Hinz",10
"107",297,20867,99,"Julia Drake",10
"108",656,71420,99,"Kaitlyn Shirshac",10
"109",14718,57612,99,"Kayla Ocanas",10
"110",263,22656,99,"Lauren Engel",10
"111",330,19068,99,"Lilah Demmy",10
"112",805,1724,99,"Maddy Anderson",10
"113",802,32936,99,"Morgan Harwood",10
"114",8687,23921,99,"Paige Fekete",10
"115",134,48024,99,"Rose Malen",10
"116",1179,51462,99,"Tyler Mcneley",10
"117",225,77474,99,"Wynema Thomas",10
