"","team_id","player_id","rank","player","so"
"1",30052,19213,1,"Tybee Denton",41
"2",8366,57520,2,"Abigail O'shields",32
"3",280,67685,3,"Joni Russell",31
"4",30063,32840,3,"Logan Hartman",31
"5",720,31955,5,"Kamya Hampton",30
"6",106,66923,6,"Alyssa Rose",29
"7",435,67266,6,"Charlye Rowland",29
"8",30138,62976,8,"Ellie Quaethem",28
"9",30126,24588,8,"Grace Fisher",28
"10",30202,39339,8,"Kayleigh Jones",28
"11",174,38305,8,"Sammie Jarvis",28
"12",1085,62124,12,"Alyssa Poston",26
"13",309,72866,12,"Kenzee Smith",26
"14",1126,31624,12,"Kinsley Hall",26
"15",1402,27775,15,"Annika Gels",25
"16",30198,72525,15,"Jayline Sloss",25
"17",74,9931,15,"Kaite Burawski",25
"18",10870,67440,15,"Madelayne Ruffner",25
"19",8411,61513,15,"Mallory Pitre",25
"20",30092,34553,15,"Rachel Hester",25
"21",30179,19757,21,"Jill Dickson",24
"22",9013,63252,21,"Sydney Rader",24
"23",30093,28736,23,"Alanna Goble",23
"24",12830,68811,23,"Emily Sappington",23
"25",262,22171,25,"Genesis Eggart",22
"26",13302,439,25,"Lonna Addison",22
"27",1266,67803,27,"Abby Rux",21
"28",1348,63732,27,"Eliana Raposo",21
"29",10,57230,27,"Grace O'berry",21
"30",2814,28496,27,"Jaycee Ginter",21
"31",13028,49767,27,"Laken Maxwell",21
"32",15646,35812,27,"Miranda Holmes",21
"33",757,7246,33,"Alexis Bonk",20
"34",30244,60750,33,"Jodasea Peterson",20
"35",1438,60871,33,"Kadence Pettit",20
"36",30055,84317,33,"Mackenzie Willis",20
"37",12810,33684,33,"Madison Heinle",20
"38",30180,45958,33,"Sara Llamas-howell",20
"39",30199,42084,39,"Cortney Koelmans",19
"40",339,29927,39,"Haley Gravish",19
"41",468,14534,39,"Julianna Colbert",19
"42",1126,59637,39,"Makenna Patterson",19
"43",93,11724,43,"Natalie Carlos",18
"44",2755,44886,43,"Paige Leithead",18
"45",30177,43453,43,"Teoni Lamb",18
"46",423,69193,46,"Alex Schaefer",17
"47",1013,50407,46,"Brianna Mccown",17
"48",1376,66483,46,"Brinson Rogers",17
"49",9081,50502,46,"Erica Mccullough",17
"50",436,69180,46,"Katie Schaake",17
"51",9630,75106,46,"Kendall Stoffel",17
"52",11276,61058,46,"Lakyn Phillips",17
"53",30063,18930,46,"Lauren Dellett",17
"54",1170,63375,46,"Lauren Rakes",17
"55",23157,84197,46,"Riley Williams",17
"56",70,62864,56,"Akirra Pullen",16
"57",701,44517,56,"Alyssa Leblanc",16
"58",384,62943,56,"Annabella Putnam",16
"59",658,45299,56,"Ashley Lewis",16
"60",8956,4559,56,"Emily Baxter",16
"61",159,25143,56,"Haylee Folds",16
"62",1096,71124,56,"Jana Shellhorse",16
"63",1059,44829,56,"Kendal Lehnen",16
"64",568,32470,56,"Kylie Harpman",16
"65",358,85509,56,"Madison Wright",16
"66",584,85374,66,"Ashley Worrell",15
"67",1009,61454,66,"Jordyn Pipkin",15
"68",8736,52899,66,"Karlie Miller",15
"69",1057,5910,66,"Kristina Bettis",15
"70",3,34619,66,"Lindsey Hibbs",15
"71",628,76463,66,"Mari Takeda bajan",15
"72",608,70865,66,"Morgan Shannon",15
"73",56,61470,66,"Riley Piromalli",15
"74",197,17824,66,"Sarah Davenport",15
"75",1274,7358,66,"Sidney Booth",15
"76",1266,14682,66,"Taylor Coleman",15
"77",643,37188,77,"Alexsa Hurd",14
"78",1240,46354,77,"Azalya Lopez",14
"79",429,3184,77,"Camryn Bailey",14
"80",1460,71055,77,"Delani Sheehan",14
"81",9081,7844,77,"Emmy Bowne",14
"82",30222,58922,77,"Gabby Paliska",14
"83",1015,806,77,"Haylee Alberson",14
"84",1460,31029,77,"Kylee Gunkle",14
"85",30141,73117,77,"Maci Smythe",14
"86",11416,13582,77,"Preslee Christensen",14
"87",1462,17252,77,"Raechel Cutcher",14
"88",30146,68026,77,"Sydnie Sahhar",14
"89",1085,83980,89,"Abby Williams",13
"90",30126,82644,89,"Allison Weilnau",13
"91",1012,45241,89,"Brooklyn Levin",13
"92",1013,22406,89,"Chloe Elliott",13
"93",354,27218,89,"Delaney Garden",13
"94",9013,62732,89,"Harley Pruetting",13
"95",1098,8431,89,"Holly Brehm",13
"96",30180,68504,89,"Jade Sanders",13
"97",1448,3334,89,"Joie Baker",13
"98",1403,41311,89,"Jules King",13
"99",643,1702,89,"Kelsi Anderson",13
"100",1222,11112,89,"Kennedy Cameron",13
"101",30052,18068,89,"Kristen Davis",13
"102",1266,13188,89,"Lexi Chase",13
"103",30222,66833,89,"Maddison Roop",13
"104",30051,16018,89,"Nikole Counts",13
"105",537,9835,89,"Summer Bullard",13
"106",1012,33103,89,"Tori Haug",13
"107",13,55370,89,"Trista Murphy",13
