"","team_id","player_id","rank","player","xbh"
"1",622,47412,1,"Abby Mace",35
"2",973,26254,2,"Morgan Frye",30
"3",1062,47597,2,"Tristen Maddox",30
"4",278,74213,4,"Gabbie Stallbaum",29
"5",443,71797,4,"Marcie Silberman",29
"6",815,81178,4,"Emma Wade",29
"7",30197,29430,4,"Allie Gordon",29
"8",182,10905,8,"Annabelle Calderon",28
"9",30037,34848,8,"Debbie Hill",28
"10",396,42288,10,"Sara Koonce",27
"11",633,74720,10,"Sarah Stepnowski",27
"12",1036,62317,10,"Jess Pozezinski",27
"13",1130,35778,10,"Jordan Holman",27
"14",18,82856,14,"Mya Wells",26
"15",122,30647,14,"Kaili Gross",26
"16",217,86476,14,"Ellie Zerr",26
"17",581,44407,14,"Riley Laygo",26
"18",809,43837,14,"Emma Lanpher",26
"19",16142,22424,14,"Nicole Elliott",26
"20",321,26755,20,"Maleea Gallaspy",25
"21",329,24394,20,"Eliza Filus",25
"22",382,32359,20,"Sarah Harker",25
"23",644,70869,20,"Juno Shantz",25
"24",795,43927,20,"Kyra Lard",25
"25",12973,3880,20,"Taylor Barker",25
"26",15,52907,26,"Kearney Miller",24
"27",411,69428,26,"Kandice Schlabach",24
"28",542,30383,26,"Gracie Griffin",24
"29",578,36334,26,"Kate Houle",24
"30",815,332,26,"Daphney Adams",24
"31",1133,23348,26,"Tori Exel",24
"32",1179,70275,26,"Claire Seats",24
"33",1451,44094,26,"Mackenzie Latess",24
"34",2694,81259,26,"Eriana Wagner",24
"35",23260,48470,26,"Grayce Marcum",24
"36",30081,44815,26,"Madelyn Lehigh",24
"37",177,49527,37,"Katie Mathies",23
"38",296,3948,37,"Haley Barnes",23
"39",321,68698,37,"Jailene Santiago",23
"40",542,47196,37,"Kenzi Lyall",23
"41",595,76724,37,"Olivia Tautges",23
"42",605,7591,37,"Chantelle Bouchard",23
"43",777,84890,37,"Hannah Wodecki",23
"44",798,82994,37,"Sophie Wery",23
"45",815,4200,37,"Gretchen Barstad",23
"46",953,33819,37,"Chrysi Hemby",23
"47",1179,56022,37,"Brynn Nelson",23
"48",8911,48964,37,"Lexi Martin",23
"49",30197,12059,37,"Kennedy Carruth",23
"50",42,6100,50,"Faith Biggs",22
"51",300,42946,50,"Jen Kuhn",22
"52",344,13378,50,"Kyla Chevalier",22
"53",394,38932,50,"Kaylynn Johnson",22
"54",542,13526,50,"Emma Chopko",22
"55",641,22193,50,"Alexis Ehlers",22
"56",789,24849,50,"Sydney Fleming",22
"57",958,8148,50,"Haley Brag",22
"58",1066,33531,50,"Olivia Hebert",22
"59",1179,67915,50,"Kaili Saathoff",22
"60",30084,32764,50,"Julia Hart",22
"61",19,19509,61,"Olivia Devries",21
"62",46,45181,61,"Maddie Lester",21
"63",263,73626,61,"Alexis Sox",21
"64",385,40216,61,"Rachel Kazmirski",21
"65",452,52156,61,"Sydney Mercer",21
"66",455,22957,61,"Kalie Eshelman",21
"67",717,60612,61,"Kaitlyn Perucci",21
"68",808,55635,61,"Emma Nagy",21
"69",973,37823,61,"Anna Jackson",21
"70",12884,52874,61,"Jaelynn Miller",21
"71",24400,41477,61,"Kylie Kirk",21
"72",28749,85579,61,"Stella Wulker",21
"73",59,36754,73,"Morgan Huey",20
"74",179,8512,73,"Angelina Bresnen",20
"75",238,11877,73,"Gwendolyn Carpenter",20
"76",259,47543,73,"Payton Macnair",20
"77",271,37971,73,"Emily Jacobs",20
"78",313,60844,73,"Haley Petrucci",20
"79",374,82326,73,"Sarah Watts",20
"80",399,7304,73,"Kelsey Booker",20
"81",412,6596,73,"Rachel Blanchard",20
"82",461,67751,73,"Morgan Russo",20
"83",564,67885,73,"Katie Rygiel",20
"84",565,43852,73,"Amanda Lanyon",20
"85",601,51334,73,"Emily Mcmanus",20
"86",681,73801,73,"Emily Spencer",20
"87",755,61336,73,"Natalia Pilpil",20
"88",798,63841,73,"Morgan Rau",20
"89",805,42420,73,"Kiarra Kostroski",20
"90",808,57267,73,"Riley O'brien",20
"91",973,83375,73,"Katie White",20
"92",1179,45427,73,"Jacey Leyvas",20
"93",1400,37810,73,"Kylee Jack",20
"94",30038,20824,73,"Emily Doyle",20
"95",75,72804,95,"Jazmyne Smith",19
"96",122,62173,95,"Karen Potts",19
"97",267,49813,95,"Alexis Mayer",19
"98",281,39939,95,"Darian Kanno",19
"99",326,56315,95,"Emma Newlove",19
"100",411,21764,95,"Paige Eakes",19
"101",426,80183,95,"Allana Vasquez",19
"102",452,10816,95,"Kendyll Cahill",19
"103",538,39384,95,"Maria Jones",19
"104",571,71963,95,"Noelle Simmons",19
"105",577,16866,95,"Kayla Cruz",19
"106",585,56360,95,"Jessica Newsom",19
"107",662,53156,95,"Abby Miner",19
"108",715,7612,95,"Hannah Boudreaux",19
"109",802,65794,95,"Kaitlyn Roberts",19
"110",804,44539,95,"Mykenzie Leccia",19
"111",1094,78153,95,"Sharon Tomei",19
"112",1111,54089,95,"Natalee Moore",19
"113",1179,34500,95,"Cydney Hess",19
"114",1192,45067,95,"Sabrina Leonard",19
"115",11324,35196,95,"Preslee Hix",19
"116",30037,78731,95,"Karley Trine",19
