"","team_id","player_id","rank","player","h"
"1",121,64612,1,"Clare Rettler",84
"2",382,32359,2,"Sarah Harker",73
"3",973,26254,3,"Morgan Frye",72
"4",396,84019,4,"Brecca Williams",71
"5",717,74593,5,"Josie Steinberg",68
"6",973,54433,5,"Sydney Moroney",68
"7",809,43837,7,"Emma Lanpher",67
"8",973,83375,7,"Katie White",67
"9",139,72463,9,"Candace Slaw",66
"10",717,60612,9,"Kaitlyn Perucci",66
"11",453,13750,11,"Sophia Cicchetti",65
"12",564,67885,11,"Katie Rygiel",65
"13",1062,47597,11,"Tristen Maddox",65
"14",1179,67915,11,"Kaili Saathoff",65
"15",329,24394,15,"Eliza Filus",63
"16",344,53323,15,"Kaia Mismash",63
"17",396,42288,15,"Sara Koonce",63
"18",520,79946,15,"Chameron Vanden eynden",63
"19",565,43852,19,"Amanda Lanyon",62
"20",815,4200,19,"Gretchen Barstad",62
"21",30081,44815,19,"Madelyn Lehigh",62
"22",69,23335,22,"Anika Ewert",61
"23",300,42946,22,"Jen Kuhn",61
"24",577,16866,22,"Kayla Cruz",61
"25",300,52741,25,"Hailey Milgazo",60
"26",567,36246,25,"Natalie Horton",60
"27",730,48065,25,"Samantha Mallen",60
"28",19,61081,28,"Samantha Phillips",59
"29",59,29354,28,"Destiny Goodnight",59
"30",452,52156,28,"Sydney Mercer",59
"31",581,44407,28,"Riley Laygo",59
"32",622,47412,28,"Abby Mace",59
"33",973,37823,28,"Anna Jackson",59
"34",22626,22840,28,"Hailey Erickson",59
"35",19,28793,35,"Sophia Godzak",58
"36",259,47543,35,"Payton Macnair",58
"37",329,10757,35,"Melody Caces",58
"38",542,47196,35,"Kenzi Lyall",58
"39",612,74550,35,"Mikayla Steffes",58
"40",615,2589,35,"Shreya Ashok",58
"41",777,84890,35,"Hannah Wodecki",58
"42",1036,62317,35,"Jess Pozezinski",58
"43",1062,75673,35,"Haylie Stum",58
"44",1179,34500,35,"Cydney Hess",58
"45",1179,56022,35,"Brynn Nelson",58
"46",122,62173,46,"Karen Potts",57
"47",542,30383,46,"Gracie Griffin",57
"48",567,26908,46,"Katlyn Gandara",57
"49",1164,56045,46,"Hannah Nelson",57
"50",28593,32769,46,"Katie Hart",57
"51",150,6946,51,"Heather Boeckenstedt",56
"52",296,9446,51,"Morgan Bruno",56
"53",300,84799,51,"Casey Wissmiller",56
"54",411,69428,51,"Kandice Schlabach",56
"55",798,65467,51,"Hannah Ritter",56
"56",1130,35778,51,"Jordan Holman",56
"57",1400,13907,51,"Caelee Clark",56
"58",28593,39166,51,"Emma Jolley",56
"59",4,3130,59,"Karson Bagelmann",55
"60",217,13677,59,"Ashley Chu",55
"61",329,77618,59,"Maya Thompson",55
"62",652,76421,59,"Sydney Tackett",55
"63",673,59945,59,"Carissa Pecchia",55
"64",973,25533,59,"Ava Fouts",55
"65",12973,3880,59,"Taylor Barker",55
"66",30197,29430,59,"Allie Gordon",55
"67",19,19509,67,"Olivia Devries",54
"68",122,30647,67,"Kaili Gross",54
"69",126,38851,67,"Emma Johnson",54
"70",160,68752,67,"Arissa Santos",54
"71",259,50073,67,"Liz Mccaffery",54
"72",713,52664,67,"Taylor Mikolajczak",54
"73",815,81178,67,"Emma Wade",54
"74",966,15916,67,"Madi Costigan",54
"75",1062,5148,67,"Emma Bell",54
"76",1062,83344,67,"Courtney White",54
"77",1164,38991,67,"Madi Johnson",54
"78",1164,63754,67,"Maddie Raske",54
"79",2798,69304,67,"Paige Scheid",54
"80",30037,66082,67,"Macy Rocha",54
"81",30038,37994,67,"Sydney Jacobs",54
"82",59,36754,82,"Morgan Huey",53
"83",114,18581,82,"Tory Decker",53
"84",259,51960,82,"Mckenzie Melvin",53
"85",401,65101,82,"Sofie Richland",53
"86",420,12032,82,"Kristyn Carroll",53
"87",542,13526,82,"Emma Chopko",53
"88",642,57283,82,"Grace O'connell",53
"89",652,3871,82,"Maggie Barker",53
"90",715,7612,82,"Hannah Boudreaux",53
"91",773,10590,82,"Mandy Butz",53
"92",795,36415,82,"Brooke Howard",53
"93",1066,33531,82,"Olivia Hebert",53
"94",1451,44094,82,"Mackenzie Latess",53
"95",30197,39279,82,"Ellie Jones",53
"96",455,76775,96,"Cara Taylor",52
"97",637,51525,96,"Allison Mcqueeney",52
"98",641,74517,96,"Ashlyn Steen",52
"99",644,70869,96,"Juno Shantz",52
"100",773,10887,96,"Makayla Calamita",52
"101",2694,81259,96,"Eriana Wagner",52
"102",30037,78731,96,"Karley Trine",52
"103",30084,32764,96,"Julia Hart",52
