"","team_id","player_id","rank","player","hr"
"1",789,24849,1,"Sydney Fleming",25
"2",1094,78153,2,"Sharon Tomei",20
"3",1179,70275,2,"Claire Seats",20
"4",30037,34848,4,"Debbie Hill",19
"5",1062,47597,5,"Tristen Maddox",18
"6",443,71797,6,"Marcie Silberman",16
"7",461,962,6,"Kaijah Alexander",16
"8",549,81152,8,"Devin Waddell",15
"9",1179,2802,8,"Ashlyn Aven",15
"10",30037,48473,8,"Tyra Marcum",15
"11",1179,45427,11,"Jacey Leyvas",14
"12",622,75080,12,"Emily Stockman",13
"13",22626,47318,12,"Mady Lyons",13
"14",1130,78596,14,"Miranda Treadway",12
"15",4,67710,15,"Peyton Russell",11
"16",18,64494,15,"Jessica Remm",11
"17",146,24692,15,"Devin Fitzpatrick",11
"18",641,33635,15,"Megan Heidelbauer",11
"19",717,57848,15,"Heaven Oliva",11
"20",1036,62317,15,"Jess Pozezinski",11
"21",1062,17016,15,"Tauryn Cummings",11
"22",1179,34500,15,"Cydney Hess",11
"23",1400,29248,15,"Serena Gonzalez",11
"24",139,30037,24,"Brooke Greaver",10
"25",182,10905,24,"Annabelle Calderon",10
"26",278,74213,24,"Gabbie Stallbaum",10
"27",321,9518,24,"Kendal Bryant",10
"28",491,71957,24,"Makyiah Simmons",10
"29",1130,35778,24,"Jordan Holman",10
"30",19,19509,30,"Olivia Devries",9
"31",139,63089,30,"Natalie Quinlan",9
"32",182,135,30,"Jacqui Abogado",9
"33",300,40988,30,"Ava Khoury",9
"34",389,49781,30,"Hadley May",9
"35",409,74265,30,"Ashbee Standridge",9
"36",461,67751,30,"Morgan Russo",9
"37",612,74550,30,"Mikayla Steffes",9
"38",1036,25960,30,"Jasmine Freeze",9
"39",1179,56022,30,"Brynn Nelson",9
"40",17094,18239,30,"Adanya Day",9
"41",30084,32764,30,"Julia Hart",9
"42",18,83545,42,"Molly Whitmyer",8
"43",150,80970,42,"Marisa Vodicka",8
"44",276,6920,42,"Kamaha'o Bode",8
"45",325,75947,42,"Alison Superka",8
"46",344,19083,42,"Cadence Dempsey",8
"47",394,38932,42,"Kaylynn Johnson",8
"48",549,45912,42,"Kylie Liu",8
"49",581,56433,42,"Bailey Nicholoff",8
"50",622,38023,42,"Carrie Jacoby",8
"51",681,14561,42,"Emma Coldsnow",8
"52",801,2731,42,"Kelly Aultman",8
"53",808,55635,42,"Emma Nagy",8
"54",1094,32586,42,"Kiley Harris",8
"55",1094,68557,42,"Sydney Sandifer",8
"56",1179,76006,42,"Ashley Sutton",8
"57",1297,20239,42,"Kalamani Doctor",8
"58",17094,57994,42,"Isabelle Olson",8
"59",30037,66082,42,"Macy Rocha",8
"60",30197,39279,42,"Ellie Jones",8
"61",105,82162,61,"Jessica Waters",7
"62",139,20939,61,"Sammy Drew",7
"63",166,57835,61,"Elise Oleson",7
"64",296,3948,61,"Haley Barnes",7
"65",300,62109,61,"Claire Post",7
"66",303,57810,61,"Jess Oldham",7
"67",326,56315,61,"Emma Newlove",7
"68",411,69428,61,"Kandice Schlabach",7
"69",424,22714,61,"Anna Enlow",7
"70",542,19703,61,"Emily Dickerson",7
"71",581,44407,61,"Riley Laygo",7
"72",601,73921,61,"Mari Spitz",7
"73",641,22193,61,"Alexis Ehlers",7
"74",707,34197,61,"Mackenzie Herman",7
"75",750,83678,61,"Jenna Wiebenga",7
"76",783,78205,61,"Katelyn Tong",7
"77",805,42420,61,"Kiarra Kostroski",7
"78",1179,67915,61,"Kaili Saathoff",7
"79",1203,26005,61,"Bailey Frenzel",7
"80",1297,73078,61,"Zoe Smithson",7
"81",1315,75566,61,"Sara Stroup",7
"82",8490,43635,61,"Leighton Landreth",7
"83",20220,38007,61,"Alyssa Jacobson",7
"84",22626,60083,61,"Morgan Pelletier",7
"85",4,45217,85,"Maggie Leveille",6
"86",38,58688,85,"Morgan Paaske",6
"87",46,8583,85,"Bridie Bricker",6
"88",73,81572,85,"Jordan Wallace",6
"89",179,8512,85,"Angelina Bresnen",6
"90",182,75954,85,"Brooke Surbaugh",6
"91",203,18427,85,"Meaghan Dean",6
"92",272,85003,85,"Olivia Wolk",6
"93",278,78658,85,"Ellie Tressler",6
"94",279,60368,85,"Lizbeth Perez",6
"95",281,39939,85,"Darian Kanno",6
"96",300,61422,85,"Bella Pinter",6
"97",300,42946,85,"Jen Kuhn",6
"98",341,11169,85,"Alyssa Campbell",6
"99",348,31692,85,"Mattigan Haller",6
"100",453,47870,85,"Kaya Mahy",6
"101",455,7432,85,"Tareyn Born",6
"102",526,70562,85,"Julia Serena",6
"103",567,37894,85,"Leila Jackson",6
"104",583,74408,85,"Shannon Starratt",6
"105",605,7591,85,"Chantelle Bouchard",6
"106",615,8240,85,"Elle Brandt",6
"107",640,73569,85,"Zoe Soule",6
"108",762,67242,85,"Jess Rowe",6
"109",764,44984,85,"Molly Lennon",6
"110",777,1016,85,"Mia Alfonso",6
"111",778,83464,85,"Abby Whitehead",6
"112",789,37813,85,"Dani Jackman",6
"113",793,48682,85,"Molly Marquardt",6
"114",793,4827,85,"Claire Beck",6
"115",802,41701,85,"Jesse Klicker",6
"116",807,3853,85,"Cate Barkdoll",6
"117",973,15938,85,"Lauren Cothern",6
"118",1062,66243,85,"Ava Rodriguez",6
"119",1094,65258,85,"Brooke Riggins",6
"120",1179,68041,85,"Meara Sain",6
"121",22235,28306,85,"Samantha Gildersleeve",6
"122",24400,41477,85,"Kylie Kirk",6
"123",30031,78931,85,"Kate Trump",6
"124",30038,54417,85,"Kaija Mork",6
"125",30084,71122,85,"Molly Shelley",6
