"","team_id","player_id","rank","player","opp_avg"
"1",700,11319,1,"NiJaree Canady",0.149
"2",14927,39007,2,"Maya Johnson",0.153
"3",463,3158,3,"Jordyn Bahl",0.154
"4",229,16034,4,"Autumn Courtney",0.16
"5",28,9172,5,"Kenzie Brown",0.162
"6",365,33514,6,"Jayden Heavener",0.165
"7",693,29408,7,"Peja Goold",0.169
"8",694,61152,8,"Karlyn Pickens",0.173
"9",2711,5462,9,"Allison Benning",0.174
"10",742,44939,10,"Emma Lemley",0.183
"11",529,30295,10,"Lyndsey Grein",0.183
"12",746,6107,12,"Eden Bigham",0.184
"13",180,40895,13,"Billie Kerwood",0.186
"14",202,67764,14,"Maddi Rutan",0.187
"15",674,36370,15,"Alyssa Houston",0.188
"16",716,23476,16,"Alyssa Faircloth",0.19
"17",305,30384,16,"Hailey Griffin",0.19
"18",460,36669,18,"Makayla Huddleston",0.191
"19",31,34452,18,"Robyn Herron",0.191
"20",128,80338,20,"Isabella Vega",0.192
"21",1157,26075,21,"Emma Friedel",0.193
"22",466,51255,21,"Hailey McLean",0.193
"23",590,42489,23,"Sam Kowalski",0.195
"24",610,80219,24,"Odhi Vasquez",0.196
"25",317,45826,24,"Payton List",0.196
"26",521,52473,26,"Ruby Meylan",0.197
"27",697,40713,27,"Emiley Kennedy",0.199
"28",2743,38038,27,"Larissa Jacquez",0.199
"29",464,30589,27,"Maddia Groff",0.199
"30",110,77969,30,"Taylor Tinsley",0.2
"31",115,30280,31,"Megan Gregory",0.201
"32",792,62264,31,"Megan Powell",0.201
"33",178,83391,33,"Kristin White",0.202
"34",386,61623,33,"Maddie Pleasants",0.202
"35",164,41403,33,"Payton Kinney",0.202
"36",196,2108,33,"Taylor Apple",0.202
"37",576,30630,37,"Anna-Mari Groskritz",0.203
"38",603,25684,37,"Loreley Francia",0.203
"39",522,43661,37,"Sam Landry",0.203
"40",693,46259,37,"Taylor Long",0.203
"41",312,354,41,"Jalen Adams",0.204
"42",497,1634,42,"Anneca Anderson",0.205
"43",433,30782,42,"Miali Guachino",0.205
"44",670,2935,44,"Maddy Azua",0.206
"45",62,65757,45,"Brianna Roberts",0.207
"46",1395,6731,45,"Hannah Blincoe",0.207
"47",386,55545,45,"Kiley Myers",0.207
"48",180,34525,45,"Morgan Hess",0.207
"49",175,40631,49,"Izzy Kemp",0.208
"50",459,13176,49,"Jorde Chartrand",0.208
"51",756,63633,49,"Sophia Ramuno",0.208
"52",603,70551,52,"Ana Serafinko",0.21
"53",172,31614,52,"Jensin Hall",0.21
"54",30136,81841,54,"Avery Wapp",0.211
"55",674,13696,54,"Kylie Chung",0.211
"56",509,7896,56,"Lauren Boyd",0.212
"57",579,19450,56,"Madison DeVault",0.212
"58",72,40761,56,"Sydney Kennedy",0.212
"59",61,46346,59,"Alyssa Lopez",0.213
"60",110,77109,59,"Kaitlyn Terry",0.213
"61",28755,73685,61,"Allison Sparkman",0.214
"62",735,46354,61,"Azalya Lopez",0.214
"63",472,73727,61,"Desirae Spearman",0.214
"64",29,56197,61,"Devyn Netz",0.214
"65",31,10218,61,"Payton Burnham",0.214
"66",418,19287,66,"Lauren Derkowski",0.215
"67",222,71555,67,"Brooklyn Shroyer",0.216
"68",725,24759,67,"Katelyn Flanders",0.216
"69",253,38989,69,"Maddie Johnson",0.217
"70",772,73000,69,"Rylan Smith",0.217
"71",68,64888,71,"Kasey Ricard",0.218
"72",368,18543,71,"Olivia DeCitise",0.218
"73",703,40161,71,"Teagan Kavan",0.218
"74",355,22944,74,"Elena Escobar",0.219
"75",529,73316,75,"Elise Sokolsky",0.22
"76",650,86091,75,"McKenna Young",0.22
"77",554,85449,77,"Brielle Wright",0.221
"78",255,81095,77,"Sophia Voyles",0.221
"79",410,27708,79,"Anna Gedacht",0.222
"80",587,32682,79,"Ella Harrison",0.222
"81",659,56280,79,"McKenzie Newcomb",0.222
"82",365,5817,79,"Sydney Berzon",0.222
"83",249,72711,83,"Cece Smith",0.223
"84",391,49603,83,"Kya Matter",0.223
"85",748,86354,85,"Karson Zavala",0.224
"86",1068,50124,85,"McKenna McCard",0.224
"87",220,82650,87,"Alyssa Weinberg",0.226
"88",782,56625,87,"Ryley Nihart",0.226
"89",228,36917,87,"Zoryana Hughes",0.226
"90",563,64104,90,"Dakota Redmon",0.227
"91",559,29573,90,"Julia Gossett",0.227
"92",316,81233,92,"Skylar Waggoner",0.228
"93",648,33460,93,"Jori Heard",0.229
"94",315,12132,93,"Kat Carter",0.229
"95",519,53014,93,"Skipp Miller",0.229
"96",249,64130,96,"Anna Reed",0.23
"97",651,68827,96,"Belle Sardja",0.23
"98",792,439,96,"Lonna Addison",0.23
"99",80,30900,99,"Alexis Guevara",0.231
"100",2678,369,99,"Kayla Adams",0.231
"101",630,64775,99,"Mia Reynolds",0.231
"102",29,75100,99,"Miranda Stoddard",0.231
"103",10411,48190,99,"Sierra Maness",0.231
