"","team_id","player_id","rank","player","k_bb"
"1",14927,39007,1,"Maya Johnson","16.6"
"2",464,30589,2,"Maddia Groff"," 8.4"
"3",110,77969,3,"Taylor Tinsley"," 5.2"
"4",756,63633,4,"Sophia Ramuno"," 5.2"
"5",700,11319,5,"NiJaree Canady"," 4.8"
"6",29,56197,6,"Devyn Netz"," 4.6"
"7",1395,69870,7,"Shelby Schultz"," 4.3"
"8",68,64888,8,"Kasey Ricard"," 4.2"
"9",659,56280,9,"McKenzie Newcomb"," 4.2"
"10",386,55545,10,"Kiley Myers"," 4.1"
"11",670,2935,11,"Maddy Azua"," 3.8"
"12",202,67764,12,"Maddi Rutan"," 3.7"
"13",110,77109,13,"Kaitlyn Terry"," 3.6"
"14",148,35922,14,"Melissa Holzopfel"," 3.6"
"15",694,61152,15,"Karlyn Pickens"," 3.5"
"16",670,75541,16,"Emma Strood"," 3.5"
"17",249,64130,17,"Anna Reed"," 3.4"
"18",485,51496,18,"Amaya McPherson"," 3.4"
"19",2915,30205,19,"Abby Greenwood"," 3.3"
"20",528,36978,20,"Logan Hulon"," 3.3"
"21",703,40161,21,"Teagan Kavan"," 3.2"
"22",28,9172,22,"Kenzie Brown"," 3.2"
"23",180,40895,23,"Billie Kerwood"," 3.2"
"24",80,30900,24,"Alexis Guevara"," 3.2"
"25",603,25684,25,"Loreley Francia"," 3.1"
"26",626,12774,26,"Cece Cellura"," 3.1"
"27",430,12901,27,"Raelin Chaffin"," 3.1"
"28",386,61623,28,"Maddie Pleasants"," 3.0"
"29",603,70551,29,"Ana Serafinko"," 3.0"
"30",463,3158,30,"Jordyn Bahl"," 3.0"
"31",175,40631,31,"Izzy Kemp"," 3.0"
"32",742,44939,32,"Emma Lemley"," 2.9"
"33",529,73316,33,"Elise Sokolsky"," 2.9"
"34",1014,49544,34,"Mackenzie Mathis"," 2.9"
"35",792,439,35,"Lonna Addison"," 2.9"
"36",739,26745,36,"Kat Gallant"," 2.8"
"37",116,48148,37,"Olivia Manchester"," 2.8"
"38",355,22944,38,"Elena Escobar"," 2.7"
"39",529,30295,39,"Lyndsey Grein"," 2.7"
"40",514,7174,40,"Kenna Bommarito"," 2.7"
"41",305,30384,41,"Hailey Griffin"," 2.7"
"42",650,86091,42,"McKenna Young"," 2.7"
"43",2915,2854,43,"Margaret Axelson"," 2.7"
"44",193,17107,44,"Cassidy Curd"," 2.7"
"45",2711,5462,45,"Allison Benning"," 2.7"
"46",446,24884,46,"Victoria Fletcher"," 2.7"
"47",28,44187,47,"Meika Lauppe"," 2.6"
"48",693,29408,48,"Peja Goold"," 2.6"
"49",756,64409,49,"Morgan Reimer"," 2.6"
"50",2678,369,50,"Kayla Adams"," 2.6"
"51",317,24793,51,"Kirsten Fleet"," 2.6"
"52",521,52473,52,"Ruby Meylan"," 2.5"
"53",366,25044,55,"Allie Floyd"," 2.5"
"54",253,38989,55,"Maddie Johnson"," 2.5"
"55",434,50112,55,"Marissa McCann"," 2.5"
"56",650,22083,56,"Clara Edwards"," 2.5"
"57",10411,20922,57,"Maddie Drerup"," 2.5"
"58",108,69027,58,"Ashley Sawai"," 2.5"
"59",222,71555,60,"Brooklyn Shroyer"," 2.5"
"60",283,23518,60,"Emma Falen"," 2.5"
"61",587,32682,61,"Ella Harrison"," 2.5"
"62",522,43661,62,"Sam Landry"," 2.4"
"63",2743,38038,63,"Larissa Jacquez"," 2.4"
"64",96,55988,64,"Serayah Neiss"," 2.4"
"65",665,66622,65,"Miranda Roldan"," 2.4"
"66",30136,81841,66,"Avery Wapp"," 2.4"
"67",661,56335,67,"Josie Newman"," 2.3"
"68",102,23210,68,"Caroline Evans"," 2.3"
"69",651,68827,69,"Belle Sardja"," 2.3"
"70",648,33460,70,"Jori Heard"," 2.3"
"71",101,11936,71,"Lauryn Carranco"," 2.3"
"72",220,82650,72,"Alyssa Weinberg"," 2.3"
"73",487,83855,73,"Alivia Wilken"," 2.3"
"74",255,81095,74,"Sophia Voyles"," 2.3"
"75",1068,50124,75,"McKenna McCard"," 2.3"
"76",62,65757,76,"Brianna Roberts"," 2.2"
"77",1104,4439,77,"Taryn Batterton"," 2.2"
"78",290,35866,79,"Julia Holt"," 2.2"
"79",664,28064,79,"Kayla Giardina"," 2.2"
"80",236,4966,80,"Holly Beeman"," 2.2"
"81",655,44042,81,"Macie LaRue"," 2.2"
"82",62,40754,82,"Olivia Kennedy"," 2.2"
"83",457,63926,83,"Makenna Raye Dark"," 2.2"
"84",149,61186,84,"Nicolette Picone"," 2.1"
"85",1395,6731,85,"Hannah Blincoe"," 2.1"
"86",631,22095,86,"Hannah Edwards"," 2.1"
"87",249,72711,87,"Cece Smith"," 2.1"
"88",29,75100,88,"Miranda Stoddard"," 2.1"
"89",316,81233,89,"Skylar Waggoner"," 2.1"
"90",229,16034,90,"Autumn Courtney"," 2.1"
"91",725,37789,91,"Breanna Izzo"," 2.1"
"92",509,7896,92,"Lauren Boyd"," 2.1"
"93",554,85449,93,"Brielle Wright"," 2.1"
"94",460,36669,94,"Makayla Huddleston"," 2.1"
"95",473,30896,95,"McKenna Guest"," 2.0"
"96",391,49603,96,"Kya Matter"," 2.0"
"97",128,80338,97,"Isabella Vega"," 2.0"
"98",201,58411,98,"McKenzie Oslanzi"," 2.0"
"99",562,36128,99,"Sydney Horan"," 2.0"
"100",129,43724,101,"MacKenzie Langan"," 2.0"
"101",5,38169,101,"Madie Jamrog"," 2.0"
