"","team_id","player_id","rank","player","sb"
"1",1400,40183,1,"Annie Kay",61
"2",1400,13907,2,"Caelee Clark",59
"3",730,48065,3,"Samantha Mallen",48
"4",745,11222,4,"Laci Campbell",47
"5",424,15025,5,"Charley Condill",45
"6",30084,71122,5,"Molly Shelley",45
"7",121,64612,7,"Clare Rettler",40
"8",303,1991,7,"Bryele Anthony",40
"9",344,53323,9,"Kaia Mismash",39
"10",18,80681,10,"Samantha Vidal",37
"11",69,23335,10,"Anika Ewert",37
"12",411,21684,10,"Hannah Dyer",37
"13",263,63890,13,"Ivy Ray",36
"14",542,74918,14,"Landry Stewart",35
"15",621,26192,14,"Allison Frost",35
"16",1400,44470,14,"Linzee Leal",35
"17",217,13677,17,"Ashley Chu",34
"18",401,65101,17,"Sofie Richland",34
"19",442,28721,17,"Rileigh Glynn",34
"20",770,24365,17,"Jaycee Filancia",34
"21",24400,52489,17,"Malarie Mican",34
"22",30085,43113,17,"Maggie Kwiatkowski",34
"23",30085,14156,17,"Phoebe Clemens",34
"24",612,74550,24,"Mikayla Steffes",33
"25",326,24573,25,"Brenna Fisher",32
"26",398,5352,25,"Delaney Benevides",32
"27",715,83286,25,"Ella Whitacre",32
"28",296,9446,28,"Morgan Bruno",31
"29",548,5843,29,"Kenzie Bessette",30
"30",745,62705,29,"Sarah Prosser",30
"31",1192,65179,29,"Kendal Rider",30
"32",1254,1540,29,"Emily Ammon",30
"33",59,29354,33,"Destiny Goodnight",29
"34",567,3803,33,"Brooklyn Bard",29
"35",793,75597,33,"Kenna Strunsee",29
"36",938,24658,33,"Alexia Fitzgerald",29
"37",779,86616,37,"Juliette Zito",28
"38",1332,57942,37,"Isabella Olmos",28
"39",30041,76682,37,"Maleah Tate",28
"40",420,12032,40,"Kristyn Carroll",27
"41",45,54103,41,"Sara Moore",26
"42",351,59657,41,"Erin Pattillo",26
"43",399,40838,41,"Reagan Kerecz",26
"44",547,56828,41,"Gwen Noll",26
"45",567,52301,41,"Paige Messenlehner",26
"46",622,12917,41,"Emily Challender",26
"47",804,5445,41,"Peyton Bennett",26
"48",1133,41272,41,"Camryn King",26
"49",27892,26677,41,"Nikole Galgano",26
"50",30031,77098,41,"Allison Terry",26
"51",398,77284,51,"Layla Thiessen",25
"52",401,53160,51,"Lauren Miner",25
"53",452,52156,51,"Sydney Mercer",25
"54",1203,61859,51,"Lindsey Polleschultz",25
"55",30031,27719,51,"Mikayla Gee",25
"56",30037,44645,51,"Emma Lee",25
"57",53,20468,57,"Angela Donath",24
"58",491,81516,57,"Skyler Walker",24
"59",641,74517,57,"Ashlyn Steen",24
"60",686,4053,57,"Iris Barone",24
"61",687,38088,57,"Lauren Jamerson",24
"62",1111,30769,57,"Josie Grunloh",24
"63",139,72463,63,"Candace Slaw",23
"64",279,60368,63,"Lizbeth Perez",23
"65",612,13764,63,"Allison Ciero",23
"66",793,44109,63,"Paige Lathrop",23
"67",1226,74830,63,"Sierra Stevens",23
"68",1315,30598,63,"Miranda Groll",23
"69",8490,24762,63,"Maddie Flanery",23
"70",21830,81078,63,"Kennedy Votava",23
"71",21830,60306,63,"Mandi Peretti",23
"72",30038,82624,63,"Bryn Weidner",23
"73",4,47126,73,"Meghan Lupu",22
"74",278,78728,73,"Sammie Trimpey",22
"75",443,73249,73,"Sage Snyder",22
"76",443,81720,73,"Holly Walter",22
"77",455,76775,73,"Cara Taylor",22
"78",515,1300,73,"Hailey Alspach",22
"79",564,53132,73,"Lia Milsom",22
"80",28749,10097,73,"Dakota Burke",22
"81",30031,69696,73,"Lani Schoper",22
"82",30190,34414,73,"Madison Herriman",22
"83",4,48398,83,"Genna Marasco",21
"84",452,39202,83,"Allison Jones",21
"85",542,15447,83,"Charly Cooper",21
"86",745,55553,83,"Mackenzie Myers",21
"87",807,34559,83,"Emma Hetkey",21
"88",808,23463,83,"Sandy Fairbairn",21
"89",30044,42628,83,"Kylie Krauss",21
"90",4,27935,90,"Taylor Gerhardt",20
"91",161,23514,90,"Kailee Falconer",20
"92",271,13094,90,"Libby Chapman",20
"93",286,49887,90,"Terin Maynard",20
"94",401,49612,90,"Mary Matthew",20
"95",565,43852,90,"Amanda Lanyon",20
"96",652,9688,90,"Abbie Buckner",20
"97",745,61439,90,"Julia Piotrowski",20
"98",802,3379,90,"Rachel Baker",20
"99",953,25572,90,"Tori Fowler",20
"100",1163,55245,90,"Brooke Murgenovich",20
"101",1400,67681,90,"Harleigh Russell",20
"102",1434,34742,90,"Grace Higgins",20
"103",28749,74478,90,"Ella Steczynski",20
"104",28749,71038,90,"Emily Shearer",20
