"","team_id","player_id","rank","player","ip"
"1",1176,59670,1,"Halle Grace Patton",263
"2",197,17824,2,"Sarah Davenport",259.2
"3",533,27072,3,"Gisselle Garcia",254.3
"4",1013,49365,4,"Addison Mass",233.1
"5",309,21744,5,"Cheyenne Eads",232.3
"6",339,29927,6,"Haley Gravish",225.3
"7",41,28592,7,"Grace Glanzer",218
"8",1376,66483,8,"Brinson Rogers",215.1
"9",354,27218,9,"Delaney Garden",212.3
"10",11740,30911,10,"Haley Guffey",212.1
"11",638,3513,11,"Alicia Ball",205.1
"12",645,38822,12,"Charlie Johnson",202.1
"13",591,41187,13,"Aalana Kimble",194.2
"14",280,67685,14,"Joni Russell",192.1
"15",734,49701,15,"Claire Maulding",191.3
"16",30050,4242,16,"Rosie Bartletti",189.3
"17",1009,65475,16,"Terin Ritz",189.3
"18",1348,13859,18,"Sarah Clancy",189.2
"19",790,36481,19,"Izzy Howe",188.3
"20",8366,9945,20,"Caitlyn Burch",188.2
"21",1266,67803,21,"Abby Rux",186.1
"22",30093,12649,22,"Reese Cauley",186
"23",437,17394,23,"Stevie Dabbadie",185.2
"24",1238,45984,24,"Taylor Lloyd",185.1
"25",1085,62124,25,"Alyssa Poston",183
"26",216,64272,26,"Malorie Reeves",181.3
"27",56,61470,27,"Riley Piromalli",178
"28",30134,60627,28,"Laci Peskey",177.1
"29",9013,63252,29,"Sydney Rader",176.2
"30",1098,10004,30,"Kylie Burdick",175.3
"31",13028,54504,31,"Katie Morris",174.3
"32",10870,67440,32,"Madelayne Ruffner",174.2
"33",996,64207,32,"Stormee Reed",174.2
"34",30179,1674,34,"Grace Anderson",174.1
"35",30138,36647,35,"Sami Huck",173.2
"36",262,37606,36,"Nevaeh Ingram",173.1
"37",413,66745,37,"Natalie Romero",171.3
"38",24639,81568,38,"Gracelyn Wallace",171
"39",767,7927,39,"Emilee Boyer",170.1
"40",591,37658,40,"Macy Irelan",170
"41",30198,72525,41,"Jayline Sloss",169.1
"42",130,82647,42,"Brooke Weimer",167.2
"43",333,48260,42,"Immi Mann",167.2
"44",98,63157,42,"Marissa Quintero",167.2
"45",25,25048,45,"Cheyenne Floyd",167.1
"46",19117,44941,46,"Kendall Lemley",166.2
"47",1170,84494,47,"Madison Wilson",165.3
"48",643,37188,48,"Alexsa Hurd",165.1
"49",765,13774,49,"Danielle Ciliberto",164.3
"50",354,85053,50,"Allie Wondrasek",163.2
"51",12830,208,51,"Megan Ackerman",162.2
"52",20794,62556,52,"Madison Prickett",162.1
"53",628,76463,53,"Mari Takeda Bajan",162
"54",427,47114,54,"Allison Luoma",161.1
"55",30220,76343,55,"DJ Symons",160.1
"56",9012,61153,56,"Kiki Pickens",159.3
"57",30202,70789,57,"Jaycee Shaffer",159.1
"58",307,86070,58,"Kendall Young",158.2
"59",30052,3066,59,"Angelina Badalament",158.1
"60",435,52966,59,"Mia Miller",158.1
"61",2696,77654,59,"Taylor Thompson",158.1
"62",11416,26771,62,"Jessalyn Gallegos",157.3
"63",468,25976,63,"Amelia Freitas",157.1
"64",1076,31690,63,"Delaney Haller",157.1
"65",159,25777,63,"Julianna Franklin",157.1
"66",74,9931,63,"Kaite Burawski",157.1
"67",30123,62243,67,"Kamielle Powell",157
"68",790,5578,68,"Jayda Berg",156.2
"69",208,64711,69,"Brandilyn Reymer",155.3
"70",1257,25476,70,"Lindsey Foster",155.2
"71",9630,75106,71,"Kendall Stoffel",155
"72",358,85509,72,"Madison Wright",154.2
"73",92,57694,73,"Ashley Ogata",154.1
"74",30002,70534,74,"Ashlan Sensing",154
"75",30052,62105,75,"Chloe Poss",153.3
"76",30179,19757,76,"Jill Dickson",153.1
"77",1289,1442,77,"Catie Amador",152.3
"78",1116,28732,78,"Brooklyn Gobble",151.3
"79",11403,21282,79,"Emma Duncan",150.3
"80",12799,71307,79,"Kaylin Shields",150.3
"81",11276,61058,79,"Lakyn Phillips",150.3
"82",30137,66954,82,"Mia Rose",150.1
"83",224,5141,83,"Cecelia Bell",150
"84",10,8023,83,"Katie Bracken",150
"85",30244,21518,85,"Keivana Durand",149.1
"86",8736,52899,86,"Karlie Miller",148.2
"87",947,24429,87,"Alexis Findley",148.1
"88",30262,47420,88,"Bella MacFarlane",147.2
"89",1245,35295,88,"Linda Hodge",147.2
"90",2814,81510,88,"Sadie Walker",147.2
"91",9011,22173,91,"Savanah Egger",147
"92",8956,4559,92,"Emily Baxter",146.3
"93",437,54837,93,"Natalie Moussa",146.1
"94",395,7966,94,"Cora Boyle",146
"95",2720,38137,95,"McKenna James",145.3
"96",30180,16944,96,"Harley Culie",145.2
"97",407,8214,96,"Skylar Brandemarte",145.2
"98",30028,6587,98,"Cera Blanchard",145.1
"99",598,13981,98,"Macey Clark",145.1
"100",1438,60871,100,"Kadence Pettit",144.2
"101",1348,62890,100,"Madison Puppolo",144.2
