"","team_id","player_id","rank","player","slg"
"1",31,22440,1,"Bri Ellis","1.090"
"2",306,53206,2,"Taylor Minnick","1.043"
"3",518,10250,3,"Jasmyn Burns","1.006"
"4",463,3158,4,"Jordyn Bahl","0.988"
"5",472,73727,5,"Desirae Spearman","0.977"
"6",294,9072,6,"Ava Brown","0.955"
"7",2743,1312,7,"Victoria Altamirano","0.946"
"8",110,29852,8,"Megan Grant","0.941"
"9",466,38402,9,"Aaliyah Jenkins","0.926"
"10",504,43889,10,"Kate Lappe","0.915"
"11",164,38421,11,"Grace Jenkins","0.904"
"12",670,14621,12,"Aiyana Coleman","0.893"
"13",180,70805,13,"Sydney Shaffer","0.888"
"14",110,85301,14,"Jordan Woolery","0.880"
"15",458,46508,15,"Jenna Lord","0.874"
"16",149,35970,16,"Georgia Hood","0.872"
"17",463,43076,17,"Ava Kuszak","0.871"
"18",704,64962,18,"Ajia Richard","0.866"
"19",355,67189,19,"Rachel Roupe","0.864"
"20",703,2692,20,"Reese Atwood","0.860"
"21",66,10558,21,"Makenzie Butt","0.856"
"22",539,41776,22,"Brooke Klosowicz","0.850"
"23",62,1112,23,"Elisa Allen","0.848"
"24",2711,5462,23,"Allison Benning","0.848"
"25",77,8768,25,"Ilove'a Brittingham","0.839"
"26",739,67541,26,"Maranda Runco","0.833"
"27",771,9256,27,"Payton Brown","0.821"
"28",235,71606,28,"Taylor Shumaker","0.808"
"29",697,60382,29,"Mya Perez","0.804"
"30",202,67764,30,"Maddi Rutan","0.803"
"31",746,37412,30,"Jade Hylton","0.803"
"32",365,22144,32,"Tori Edwards","0.802"
"33",80,53914,33,"Laurel Moody","0.801"
"34",522,61161,33,"Kasidi Pickering","0.801"
"35",703,53381,35,"Joley Mitchell","0.794"
"36",29,75100,36,"Miranda Stoddard","0.792"
"37",249,15753,37,"Ashley Corpuz","0.790"
"38",518,26254,37,"Morgan Frye","0.790"
"39",609,48070,39,"Abby Mallo","0.789"
"40",29,74942,40,"Sydney Stewart","0.788"
"41",236,82864,40,"Sydney Wells","0.788"
"42",308,35748,40,"Grace Hollopeter","0.788"
"43",610,9678,43,"Sam Buckley","0.787"
"44",694,59063,44,"Taylor Pannell","0.786"
"45",164,60859,45,"Cat Petteys","0.784"
"46",386,61623,46,"Maddie Pleasants","0.778"
"47",518,16828,47,"Taylor Cruse","0.775"
"48",674,40854,48,"Taryn Kern","0.774"
"49",522,59241,49,"Ella Parker","0.773"
"50",77,52751,50,"Lindy Milkowski","0.772"
"51",169,69851,50,"Kaelan Schultz","0.772"
"52",386,646,50,"Haley Ahr","0.772"
"53",522,27067,50,"Gabbie Garcia","0.772"
"54",147,54058,54,"Maddie Moore","0.771"
"55",1068,82842,54,"Kaitlyn Wells","0.771"
"56",659,84061,56,"Emily Williams","0.767"
"57",579,62183,57,"Courtney Poulich","0.766"
"58",31,18249,58,"Courtney Day","0.762"
"59",430,67956,59,"Sierra Sacco","0.761"
"60",635,11918,60,"Kelsey Carr","0.758"
"61",8,33726,61,"Kali Heivilin","0.755"
"62",518,42371,62,"Kami Kortokrax","0.754"
"63",129,72473,63,"Carly Sleeman","0.753"
"64",742,13198,63,"Michelle Chatfield","0.753"
"65",234,32432,65,"Kennedy Harp","0.752"
"66",66,32086,66,"Mykenzie Hanna","0.749"
"67",674,21968,67,"Joie Economides","0.748"
"68",149,66841,68,"Keirstin Roose","0.747"
"69",490,13706,69,"Hannah Church","0.742"
"70",149,40393,70,"Delaney Keith","0.741"
"71",428,42597,70,"Taylor Krapf","0.741"
"72",334,61666,72,"Peyton Plotts","0.740"
"73",518,53054,73,"Reagan Milliken","0.739"
"74",498,9239,74,"Morgan Brown","0.738"
"75",502,54146,74,"Amailee Morales","0.738"
"76",782,70323,76,"Taylor Sedlacek","0.737"
"77",361,61803,77,"Alyssa Polemeni","0.731"
"78",164,8508,78,"Kaitlyn Breslin","0.727"
"79",521,32978,78,"Amanda Hasler","0.727"
"80",579,8288,78,"Mary Brant","0.727"
"81",201,30702,81,"Kendall Grover","0.725"
"82",418,15260,81,"Jenissa Conway","0.725"
"83",17,52978,83,"Olivia Miller","0.723"
"84",457,55592,83,"Carlie Myrtle","0.723"
"85",66,30718,85,"Sydney Groves","0.722"
"86",648,66185,85,"Arianna Rodi","0.722"
"87",10411,40006,85,"Sophia Kardatzke","0.722"
"88",554,21233,88,"Julia Dumais","0.720"
"89",433,8135,89,"Lexie Brady","0.719"
"90",465,49072,89,"Ariana Martinez","0.719"
"91",459,46100,91,"Grace Loftin","0.718"
"92",674,47837,91,"River Mahler","0.718"
"93",434,16485,93,"Julia Crenshaw","0.717"
"94",366,48437,94,"Reagan Marchant","0.715"
"95",28600,33003,94,"Alyssa Hastings","0.715"
"96",235,84170,96,"Mia Williams","0.714"
"97",402,55181,97,"Jada Munoz","0.713"
"98",418,62947,97,"Lauren Putz","0.713"
"99",625,70986,97,"Olivia Shaw","0.713"
"100",539,29459,100,"Maddie Gordon","0.712"
"101",649,21252,100,"Brooke Dumont","0.712"
