"","team_id","player_id","rank","player","xbh"
"1",306,53206,1,"Taylor Minnick",50
"2",110,85301,2,"Jordan Woolery",45
"3",355,67189,3,"Rachel Roupe",44
"4",164,38421,4,"Grace Jenkins",42
"5",466,38402,4,"Aaliyah Jenkins",42
"6",463,3158,6,"Jordyn Bahl",41
"7",110,29852,7,"Megan Grant",40
"8",235,71606,7,"Taylor Shumaker",40
"9",518,10250,7,"Jasmyn Burns",40
"10",294,9072,10,"Ava Brown",39
"11",539,41776,10,"Brooke Klosowicz",39
"12",458,46508,12,"Jenna Lord",38
"13",66,10558,13,"Makenzie Butt",37
"14",149,66841,13,"Keirstin Roose",37
"15",110,61781,15,"Savannah Pola",36
"16",428,42597,15,"Taylor Krapf",36
"17",703,2692,15,"Reese Atwood",36
"18",31,22440,18,"Bri Ellis",35
"19",402,55181,18,"Jada Munoz",35
"20",463,43076,18,"Ava Kuszak",35
"21",466,58863,18,"Haley Painter",35
"22",498,9239,18,"Morgan Brown",35
"23",518,53054,18,"Reagan Milliken",35
"24",625,70986,18,"Olivia Shaw",35
"25",746,37412,18,"Jade Hylton",35
"26",28600,33003,18,"Alyssa Hastings",35
"27",147,41963,27,"Julia Knowler",34
"28",149,40393,27,"Delaney Keith",34
"29",334,61666,27,"Peyton Plotts",34
"30",518,42371,27,"Kami Kortokrax",34
"31",694,59063,27,"Taylor Pannell",34
"32",2743,1312,27,"Victoria Altamirano",34
"33",180,70805,33,"Sydney Shaffer",33
"34",315,22526,33,"Emma Elrod",33
"35",418,15260,33,"Jenissa Conway",33
"36",522,59241,33,"Ella Parker",33
"37",609,48070,33,"Abby Mallo",33
"38",147,54058,38,"Maddie Moore",32
"39",257,29394,38,"Jaydyn Goodwin",32
"40",365,22144,38,"Tori Edwards",32
"41",430,67956,38,"Sierra Sacco",32
"42",522,61161,38,"Kasidi Pickering",32
"43",771,9256,38,"Payton Brown",32
"44",782,70323,38,"Taylor Sedlacek",32
"45",107,63173,45,"Lagi Quiroga",31
"46",149,35970,45,"Georgia Hood",31
"47",235,22842,45,"Jocelyn Erickson",31
"48",458,65455,45,"Teagan Ritchie",31
"49",579,62183,45,"Courtney Poulich",31
"50",10411,40006,45,"Sophia Kardatzke",31
"51",29,74942,51,"Sydney Stewart",30
"52",62,1112,51,"Elisa Allen",30
"53",116,38715,51,"Ella Johel",30
"54",164,60859,51,"Cat Petteys",30
"55",193,80331,51,"Aminah Vega",30
"56",201,30702,51,"Kendall Grover",30
"57",235,84170,51,"Mia Williams",30
"58",249,15753,51,"Ashley Corpuz",30
"59",366,48437,51,"Reagan Marchant",30
"60",433,6193,51,"Aliyah Binford",30
"61",459,46100,51,"Grace Loftin",30
"62",464,77484,51,"Sydney Thomason",30
"63",472,73727,51,"Desirae Spearman",30
"64",504,43889,51,"Kate Lappe",30
"65",522,27067,51,"Gabbie Garcia",30
"66",674,40854,51,"Taryn Kern",30
"67",739,67541,51,"Maranda Runco",30
"68",1356,24645,51,"Taylor Fitch",30
"69",1395,27951,51,"Austin Germain",30
"70",31,18249,70,"Courtney Day",29
"71",236,82864,70,"Sydney Wells",29
"72",414,28943,70,"Jenna Golembiewski",29
"73",418,62947,70,"Lauren Putz",29
"74",472,82251,70,"Kristiana Watson",29
"75",518,59200,70,"Hadley Parisien",29
"76",529,47131,70,"Kedre Luschar",29
"77",529,72178,70,"Paige Sinicki",29
"78",539,9458,70,"Haylie Brunson",29
"79",649,21252,70,"Brooke Dumont",29
"80",694,57115,70,"Sophia Nugent",29
"81",703,74909,70,"Katie Stewart",29
"82",731,24332,70,"Ariel Fifita",29
"83",742,47245,70,"Jordan Lynch",29
"84",2711,5462,70,"Allison Benning",29
"85",27,29480,85,"Leah Gore",28
"86",29,1336,85,"Kaiah Altmeyer",28
"87",29,56197,85,"Devyn Netz",28
"88",68,19261,85,"Brooke Deppiesse",28
"89",147,14834,85,"Marian Collins",28
"90",196,37853,85,"Emma Jackson",28
"91",306,59226,85,"Avery Parker",28
"92",414,59323,85,"Chloe Parks",28
"93",433,8135,85,"Lexie Brady",28
"94",434,16485,85,"Julia Crenshaw",28
"95",539,29459,85,"Maddie Gordon",28
"96",651,25316,85,"Josie Foreman",28
"97",693,45760,85,"Olivia Lipari",28
"98",697,60382,85,"Mya Perez",28
"99",703,53381,85,"Joley Mitchell",28
"100",703,70135,85,"Mia Scott",28
"101",746,21857,85,"Macee Eaton",28
"102",756,28577,85,"Jadyn Glab",28
