"","team_id","player_id","rank","player","h"
"1",66,41906,1,"Sophia Knight",106
"2",110,61781,2,"Savannah Pola",101
"3",29,71437,3,"Regan Shockey",99
"4",234,78335,4,"Isa Torres",96
"5",386,646,5,"Haley Ahr",91
"6",235,23497,6,"Kendra Falby",90
"7",703,48096,6,"Ashton Maloney",90
"8",110,85301,8,"Jordan Woolery",89
"9",386,62929,9,"Peyton Pusey",87
"10",529,47130,9,"Kai Luschar",87
"11",110,14171,11,"Jessica Clements",85
"12",700,18108,11,"Mihyia Davis",85
"13",87,44830,13,"Cate Lehner",83
"14",529,47131,13,"Kedre Luschar",83
"15",193,80331,15,"Aminah Vega",82
"16",147,9043,16,"Alex Brown",81
"17",430,67956,16,"Sierra Sacco",81
"18",703,70135,16,"Mia Scott",81
"19",725,83326,16,"Ashton White",81
"20",306,53206,20,"Taylor Minnick",80
"21",352,26061,20,"Kelly Fricker",80
"22",466,38402,20,"Aaliyah Jenkins",80
"23",147,54058,23,"Maddie Moore",79
"24",169,70686,23,"Sydra Seville",79
"25",235,71606,23,"Taylor Shumaker",79
"26",703,34040,23,"Kayden Henry",79
"27",236,56785,27,"Neleh Nogay",78
"28",355,67189,27,"Rachel Roupe",78
"29",457,66329,27,"Katherine Rodriguez",78
"30",463,3158,27,"Jordyn Bahl",78
"31",631,17129,27,"Cairah Curran",78
"32",315,22526,32,"Emma Elrod",77
"33",355,85184,32,"Savannah Woodard",77
"34",694,59063,32,"Taylor Pannell",77
"35",5,44699,35,"Meagan Lee",76
"36",458,46508,35,"Jenna Lord",76
"37",498,45779,35,"Brooklin Lippert",76
"38",674,47837,35,"River Mahler",76
"39",68,19261,39,"Brooke Deppiesse",75
"40",115,59304,39,"Tyra Parker",75
"41",164,38421,39,"Grace Jenkins",75
"42",414,59323,39,"Chloe Parks",75
"43",457,14622,39,"Alex Coleman",75
"44",498,9227,39,"Meagan Brown",75
"45",518,10250,39,"Jasmyn Burns",75
"46",678,25444,39,"Addison Foster",75
"47",769,5166,39,"Lily Bell",75
"48",10411,40006,39,"Sophia Kardatzke",75
"49",28600,33003,39,"Alyssa Hastings",75
"50",418,15260,50,"Jenissa Conway",74
"51",498,9239,50,"Morgan Brown",74
"52",603,5989,50,"Jess Bianco",74
"53",674,39280,50,"Emily Jones",74
"54",676,79924,50,"Ellie Vance",74
"55",115,53828,55,"Charlie Montgomery",73
"56",1395,27951,55,"Austin Germain",73
"57",31,39053,57,"Reagan Johnson",72
"58",110,72493,57,"Rylee Slimp",72
"59",164,33012,57,"Lexi Hastings",72
"60",402,25218,57,"Nyjah Fontenot",72
"61",414,43012,57,"Shelby Kunkel",72
"62",522,59241,57,"Ella Parker",72
"63",603,38273,57,"London Jarrard",72
"64",703,2692,57,"Reese Atwood",72
"65",704,64962,57,"Ajia Richard",72
"66",1004,30400,57,"Kylie Griffin",72
"67",29,1336,67,"Kaiah Altmeyer",71
"68",107,63173,67,"Lagi Quiroga",71
"69",196,1695,67,"Kanisha Anderson",71
"70",201,30702,67,"Kendall Grover",71
"71",370,43473,67,"Justine Lambert",71
"72",428,79713,67,"Nani Valencia",71
"73",10411,77467,67,"Taliyah Thomas",71
"74",257,29394,74,"Jaydyn Goodwin",70
"75",406,43770,74,"Hallie Langford",70
"76",418,43771,74,"Indiana Langford",70
"77",457,65803,74,"Lexie Roberts",70
"78",463,43076,74,"Ava Kuszak",70
"79",529,72178,74,"Paige Sinicki",70
"80",649,27825,74,"Abby Gentry",70
"81",650,83347,74,"Delaney White",70
"82",703,74909,74,"Katie Stewart",70
"83",10411,44162,74,"Denver Lauer",70
"84",8,79934,84,"Audrey Vandagriff",69
"85",28,84614,84,"Tanya Windle",69
"86",116,38715,84,"Ella Johel",69
"87",149,35970,84,"Georgia Hood",69
"88",365,14434,84,"Danieca Coffey",69
"89",418,62947,84,"Lauren Putz",69
"90",648,71146,84,"Karley Shelton",69
"91",650,80837,84,"Tatum Villotta",69
"92",655,19413,84,"Maria Detillier",69
"93",697,85304,84,"Koko Wooley",69
"94",222,65426,94,"Madison Rishel",68
"95",229,54133,94,"Jesiana Mora",68
"96",402,13008,94,"Kassidy Chance",68
"97",466,13987,94,"Madison Clark",68
"98",487,39292,94,"Hailey Jones",68
"99",497,71992,94,"Cierra Simon",68
"100",503,79180,94,"Jenna Turner",68
"101",519,23640,94,"Brenna Farmer",68
"102",559,61796,94,"Moriah Polar",68
"103",648,45544,94,"Quincee Lilio",68
"104",674,13002,94,"Kyra Chan",68
"105",1004,29736,94,"Addie Graham",68
"106",1068,82842,94,"Kaitlyn Wells",68
"107",1395,34879,94,"Kalyn Hill",68
"108",2743,1312,94,"Victoria Altamirano",68
