"","team_id","player_id","rank","player","hr"
"1",110,29852,1,"Megan Grant",27
"2",31,22440,2,"Bri Ellis",26
"3",294,9072,3,"Ava Brown",25
"4",518,10250,3,"Jasmyn Burns",25
"5",355,67189,5,"Rachel Roupe",24
"6",62,1112,6,"Elisa Allen",23
"7",66,10558,6,"Makenzie Butt",23
"8",110,85301,6,"Jordan Woolery",23
"9",463,3158,6,"Jordyn Bahl",23
"10",164,38421,10,"Grace Jenkins",22
"11",235,71606,10,"Taylor Shumaker",22
"12",29,74942,12,"Sydney Stewart",21
"13",77,8768,12,"Ilove'a Brittingham",21
"14",149,35970,12,"Georgia Hood",21
"15",386,61623,12,"Maddie Pleasants",21
"16",414,28943,12,"Jenna Golembiewski",21
"17",458,46508,12,"Jenna Lord",21
"18",463,43076,12,"Ava Kuszak",21
"19",518,59200,12,"Hadley Parisien",21
"20",703,2692,12,"Reese Atwood",21
"21",149,40393,21,"Delaney Keith",20
"22",196,37853,21,"Emma Jackson",20
"23",428,42597,21,"Taylor Krapf",20
"24",472,73727,21,"Desirae Spearman",20
"25",518,53054,21,"Reagan Milliken",20
"26",518,42371,21,"Kami Kortokrax",20
"27",522,27067,21,"Gabbie Garcia",20
"28",609,48070,21,"Abby Mallo",20
"29",739,67541,21,"Maranda Runco",20
"30",29,56197,30,"Devyn Netz",19
"31",66,32086,30,"Mykenzie Hanna",19
"32",180,70805,30,"Sydney Shaffer",19
"33",235,84170,30,"Mia Williams",19
"34",306,53206,30,"Taylor Minnick",19
"35",490,13706,30,"Hannah Church",19
"36",504,43889,30,"Kate Lappe",19
"37",674,40854,30,"Taryn Kern",19
"38",694,57115,30,"Sophia Nugent",19
"39",746,37412,30,"Jade Hylton",19
"40",2711,5462,30,"Allison Benning",19
"41",2743,1312,30,"Victoria Altamirano",19
"42",77,52751,42,"Lindy Milkowski",18
"43",365,22144,42,"Tori Edwards",18
"44",366,48437,42,"Reagan Marchant",18
"45",418,15260,42,"Jenissa Conway",18
"46",434,81496,42,"Madison Walker",18
"47",457,55592,42,"Carlie Myrtle",18
"48",129,72473,48,"Carly Sleeman",17
"49",147,54058,48,"Maddie Moore",17
"50",164,8508,48,"Kaitlyn Breslin",17
"51",196,39024,48,"Morgan Johnson",17
"52",236,82864,48,"Sydney Wells",17
"53",433,8135,48,"Lexie Brady",17
"54",458,65455,48,"Teagan Ritchie",17
"55",466,58863,48,"Haley Painter",17
"56",466,38402,48,"Aaliyah Jenkins",17
"57",522,61161,48,"Kasidi Pickering",17
"58",648,66185,48,"Arianna Rodi",17
"59",659,84061,48,"Emily Williams",17
"60",670,14621,48,"Aiyana Coleman",17
"61",694,59063,48,"Taylor Pannell",17
"62",703,53381,48,"Joley Mitchell",17
"63",731,29171,48,"Giselle Gonzalez",17
"64",29,75100,64,"Miranda Stoddard",16
"65",31,18249,64,"Courtney Day",16
"66",164,60859,64,"Cat Petteys",16
"67",169,62167,64,"Sydney Potter",16
"68",193,28879,64,"Ana Gold",16
"69",234,17408,64,"Katie Dack",16
"70",334,61666,64,"Peyton Plotts",16
"71",419,6713,64,"Ansley Blevins",16
"72",518,16828,64,"Taylor Cruse",16
"73",521,32978,64,"Amanda Hasler",16
"74",579,62183,64,"Courtney Poulich",16
"75",697,60382,64,"Mya Perez",16
"76",703,74909,64,"Katie Stewart",16
"77",1068,82842,64,"Kaitlyn Wells",16
"78",10411,40006,64,"Sophia Kardatzke",16
"79",8,33726,79,"Kali Heivilin",15
"80",80,53914,79,"Laurel Moody",15
"81",107,63173,79,"Lagi Quiroga",15
"82",107,5190,79,"Tianna Bell",15
"83",147,41963,79,"Julia Knowler",15
"84",149,66841,79,"Keirstin Roose",15
"85",219,398,79,"Morgan Adams",15
"86",235,81696,79,"Reagan Walsh",15
"87",235,22842,79,"Jocelyn Erickson",15
"88",249,15753,79,"Ashley Corpuz",15
"89",315,22526,79,"Emma Elrod",15
"90",370,38152,79,"Izzy Jamgotchian",15
"91",388,46859,79,"Rielly Lucas",15
"92",402,55181,79,"Jada Munoz",15
"93",406,33569,79,"Tori Hedgecock",15
"94",472,82251,79,"Kristiana Watson",15
"95",674,21968,79,"Joie Economides",15
"96",704,64962,79,"Ajia Richard",15
"97",742,13198,79,"Michelle Chatfield",15
"98",756,28577,79,"Jadyn Glab",15
"99",782,70323,79,"Taylor Sedlacek",15
"100",43,63721,100,"Katie Raper",14
"101",66,60865,100,"Brooklynn Pettis",14
"102",147,13799,100,"Macey Cintron",14
"103",149,38498,100,"Maddy Jennings",14
"104",169,69851,100,"Kaelan Schultz",14
"105",202,67764,100,"Maddi Rutan",14
"106",306,15521,100,"Brianna Copeland",14
"107",317,45826,100,"Payton List",14
"108",363,31185,100,"Maryanna Guy",14
"109",418,62947,100,"Lauren Putz",14
"110",434,16485,100,"Julia Crenshaw",14
"111",459,46100,100,"Grace Loftin",14
"112",490,71910,100,"Kendall Simmers",14
"113",498,9239,100,"Morgan Brown",14
"114",502,54146,100,"Amailee Morales",14
"115",522,59241,100,"Ella Parker",14
"116",529,47347,100,"Stefini Ma'ake",14
"117",539,9458,100,"Haylie Brunson",14
"118",539,41776,100,"Brooke Klosowicz",14
"119",610,9678,100,"Sam Buckley",14
"120",635,11918,100,"Kelsey Carr",14
"121",674,5757,100,"Jade Berry",14
"122",739,58458,100,"Brooklyn Ostrowski",14
"123",742,59955,100,"Bre Peck",14
"124",771,9256,100,"Payton Brown",14
