"","team_id","player_id","rank","player","avg"
"1",386,646,1,"Haley Ahr","0.506"
"2",306,53206,2,"Taylor Minnick","0.491"
"3",704,64962,3,"Ajia Richard","0.483"
"4",66,41906,4,"Sophia Knight","0.482"
"5",287,27002,5,"Ab Garcia","0.473"
"6",463,3158,6,"Jordyn Bahl","0.462"
"7",466,38402,7,"Aaliyah Jenkins","0.457"
"8",2743,1312,8,"Victoria Altamirano","0.456"
"9",518,10250,9,"Jasmyn Burns","0.455"
"10",769,5166,9,"Lily Bell","0.455"
"11",676,59702,11,"Kaylee Paul","0.453"
"12",430,67956,12,"Sierra Sacco","0.450"
"13",29,40709,13,"Dakota Kennedy","0.444"
"14",261,9014,13,"Kamryn Broussard","0.444"
"15",703,70135,15,"Mia Scott","0.443"
"16",31,22440,16,"Bri Ellis","0.440"
"17",29,19981,17,"Paige Dimler","0.439"
"18",87,44830,18,"Cate Lehner","0.437"
"19",352,26061,18,"Kelly Fricker","0.437"
"20",559,61796,20,"Moriah Polar","0.436"
"21",1395,27951,21,"Austin Germain","0.435"
"22",457,66329,22,"Katherine Rodriguez","0.433"
"23",504,43889,22,"Kate Lappe","0.433"
"24",234,78335,24,"Isa Torres","0.432"
"25",29,71437,25,"Regan Shockey","0.430"
"26",110,61781,25,"Savannah Pola","0.430"
"27",472,73727,25,"Desirae Spearman","0.430"
"28",683,15903,25,"Alyssa Costello","0.430"
"29",688,46425,25,"Madelyn Lopez","0.430"
"30",17,52978,30,"Olivia Miller","0.429"
"31",674,47837,30,"River Mahler","0.429"
"32",703,48096,30,"Ashton Maloney","0.429"
"33",709,22741,30,"Eli Enriquez","0.429"
"34",314,37864,34,"Jace Jackson","0.428"
"35",529,47131,34,"Kedre Luschar","0.428"
"36",649,27825,36,"Abby Gentry","0.427"
"37",110,85301,37,"Jordan Woolery","0.426"
"38",794,21902,37,"Sara Ebner","0.426"
"39",80,53914,39,"Laurel Moody","0.425"
"40",459,5105,40,"Kaylyn Belfield","0.424"
"41",504,68511,40,"Kylee Sanders","0.424"
"42",697,60382,40,"Mya Perez","0.424"
"43",235,23497,43,"Kendra Falby","0.423"
"44",386,62929,44,"Peyton Pusey","0.422"
"45",68,19261,45,"Brooke Deppiesse","0.421"
"46",149,35970,45,"Georgia Hood","0.421"
"47",164,38421,45,"Grace Jenkins","0.421"
"48",180,70805,45,"Sydney Shaffer","0.421"
"49",193,80331,45,"Aminah Vega","0.421"
"50",670,14621,45,"Aiyana Coleman","0.421"
"51",697,32437,45,"Amari Harper","0.421"
"52",697,85304,45,"Koko Wooley","0.421"
"53",5,44699,53,"Meagan Lee","0.420"
"54",51,29645,54,"Shaylon Govan","0.419"
"55",229,25239,54,"Bella Foran","0.419"
"56",522,59241,54,"Ella Parker","0.419"
"57",539,41776,54,"Brooke Klosowicz","0.419"
"58",28600,33003,54,"Alyssa Hastings","0.419"
"59",458,46508,59,"Jenna Lord","0.418"
"60",115,59304,60,"Tyra Parker","0.417"
"61",678,25444,60,"Addison Foster","0.417"
"62",201,30702,62,"Kendall Grover","0.415"
"63",202,67764,62,"Maddi Rutan","0.415"
"64",498,45779,62,"Brooklin Lippert","0.415"
"65",631,17129,62,"Cairah Curran","0.415"
"66",1356,54466,66,"Avari Morris","0.414"
"67",147,9043,67,"Alex Brown","0.413"
"68",674,39280,67,"Emily Jones","0.413"
"69",463,43076,69,"Ava Kuszak","0.412"
"70",498,9227,69,"Meagan Brown","0.412"
"71",529,47130,69,"Kai Luschar","0.412"
"72",534,71880,69,"Olivia Silvestre","0.412"
"73",694,59063,69,"Taylor Pannell","0.412"
"74",796,45360,69,"Kendra Lewis","0.412"
"75",147,54058,75,"Maddie Moore","0.411"
"76",473,2203,75,"Ashley Archuleta","0.411"
"77",77,8768,77,"Ilove'a Brittingham","0.410"
"78",275,75924,77,"Sophie Sun","0.410"
"79",771,9256,77,"Payton Brown","0.410"
"80",1068,82842,77,"Kaitlyn Wells","0.410"
"81",97,2176,81,"Ava Arce","0.409"
"82",308,35748,81,"Grace Hollopeter","0.409"
"83",234,32432,83,"Kennedy Harp","0.408"
"84",306,75342,84,"Madalyn Strader","0.407"
"85",418,43771,84,"Indiana Langford","0.407"
"86",703,34040,84,"Kayden Henry","0.407"
"87",410,36599,87,"Ellen Hubbard","0.406"
"88",603,38273,88,"London Jarrard","0.404"
"89",654,19180,88,"Sydney Dennis","0.404"
"90",703,2692,88,"Reese Atwood","0.404"
"91",2711,5462,88,"Allison Benning","0.404"
"92",465,49072,92,"Ariana Martinez","0.403"
"93",164,60859,93,"Cat Petteys","0.401"
"94",725,83326,93,"Ashton White","0.401"
"95",331,44891,95,"Kendal Leitner","0.400"
"96",528,45340,95,"Jada Lewis","0.400"
"97",107,44702,97,"Mika Lee","0.398"
"98",522,61161,97,"Kasidi Pickering","0.398"
"99",674,13002,97,"Kyra Chan","0.398"
"100",116,38715,100,"Ella Johel","0.397"
"101",610,9678,100,"Sam Buckley","0.397"
