"","team_id","player_id","rank","player","so","season"
"1",418,5896,1,"Megan Betsa",412,2017
"2",651,15787,2,"Georgina Corrick",409,2022
"3",189,56343,3,"Nicole Newman",405,2019
"4",71,29606,4,"Payton Gottshall",370,2022
"5",14927,39007,5,"Maya Johnson",366,2025
"6",235,4031,6,"Kelly Barnhill",359,2017
"7",244,5776,7,"Lindsey Bert",353,2018
"8",519,20620,8,"Savannah jo Dorsey",351,2017
"9",719,82235,9,"Emily Watson",348,2017
"10",235,4031,10,"Kelly Barnhill",347,2019
"11",671,22508,11,"Summer Ellyson",346,2019
"12",391,15550,12,"Courtney Coppersmith",340,2019
"13",493,70617,12,"Jacquelyn Sertic",340,2017
"14",8,25535,14,"Montana Fouts",338,2021
"15",756,61582,15,"Gabbie Plain",337,2021
"16",8,58417,16,"Alexis Osorio",334,2017
"17",651,15787,17,"Georgina Corrick",333,2021
"18",742,66090,18,"Keely Rochard",327,2021
"19",428,24549,19,"Amber Fiser",326,2019
"20",742,66090,19,"Keely Rochard",326,2022
"21",670,67586,21,"Randi Rupp",325,2017
"22",235,4031,22,"Kelly Barnhill",324,2018
"23",509,84048,23,"Danielle Williams",323,2022
"24",670,67586,24,"Randi Rupp",317,2018
"25",674,11319,25,"Nijaree Canady",315,2024
"26",110,27172,25,"Rachel Garcia",315,2018
"27",493,70617,27,"Jacquelyn Sertic",307,2018
"28",489,53249,28,"Courtney Mirabella",306,2018
"29",719,82235,28,"Emily Watson",306,2018
"30",509,84048,30,"Danielle Williams",305,2019
"31",28,39629,30,"Giselle Juarez",305,2018
"32",694,61152,30,"Karlyn Pickens",305,2025
"33",219,25016,33,"Morgan Florey",303,2018
"34",418,75242,34,"Alex Storako",300,2022
"35",521,49765,34,"Kelly Maxwell",300,2022
"36",756,1411,34,"Taran Alvelo",300,2019
"37",694,66480,37,"Ashley Rogers",296,2021
"38",700,11319,37,"NiJaree Canady",296,2025
"39",37,60226,39,"Maddie Penta",295,2023
"40",428,30583,39,"Sara Groenewegen",295,2017
"41",388,20152,41,"Jordan Dixon",294,2017
"42",388,56175,41,"Sydney Nester",294,2022
"43",8,25535,43,"Montana Fouts",293,2023
"44",10411,36324,44,"Hannah Houge",292,2022
"45",68,64888,45,"Kasey Ricard",290,2024
"46",28,9172,46,"Kenzie Brown",289,2025
"47",464,52429,47,"Kamryn Meyer",287,2022
"48",363,3053,47,"Sydney Backstrom",287,2022
"49",29,51535,47,"Taylor Mcquillin",287,2018
"50",463,3158,50,"Jordyn Bahl",286,2025
"51",459,70138,50,"Morgan Scott",286,2022
"52",464,52429,52,"Kamryn Meyer",283,2023
"53",603,70551,53,"Ana Serafinko",282,2025
"54",683,6941,53,"Dawn Bodrug",282,2022
"55",71,29606,53,"Payton Gottshall",282,2021
"56",519,74976,56,"Danielle Stiene",281,2018
"57",110,23592,56,"Megan Faraimo",281,2022
"58",110,27172,58,"Rachel Garcia",280,2019
"59",444,51330,59,"Chelsea Mcmanaway",277,2018
"60",661,45093,59,"Jennifer Leonhardt",277,2018
"61",8,25535,61,"Montana Fouts",275,2022
"62",90,37405,61,"Sierra Hyland",275,2017
"63",676,83757,63,"Kassidy Wilbur",274,2021
"64",428,59932,64,"Autumn Pease",273,2023
"65",414,80709,65,"Courtney Vierstra",271,2021
"66",742,44939,65,"Emma Lemley",271,2023
"67",518,32014,65,"Lexie Handley",271,2022
"68",317,29284,65,"Megan Good",271,2017
"69",418,75242,69,"Alex Storako",270,2021
"70",37,60226,70,"Maddie Penta",269,2022
"71",51,66196,71,"Gia Rodoni",268,2018
"72",529,85739,72,"Brooke Yanez",267,2021
"73",774,26813,72,"Reily Galloway",267,2022
"74",504,34603,72,"Samantha Heyer",267,2023
"75",231,68035,72,"Shannon Saile",267,2018
"76",147,10803,72,"Valerie Cagle",267,2021
"77",234,10317,77,"Jessica Burroughs",266,2017
"78",626,3500,77,"Maggie Balint",266,2022
"79",418,4759,77,"Meghan Beaubien",266,2018
"80",688,66715,80,"Alexa Romero",264,2018
"81",37,60226,80,"Maddie Penta",264,2024
"82",11504,16034,82,"Autumn Courtney",263,2024
"83",222,71555,83,"Brooklyn Shroyer",262,2024
"84",522,59296,83,"Paige Parker",262,2017
"85",28600,39511,85,"Mandy Jordan",261,2017
"86",651,15787,86,"Georgina Corrick",260,2019
"87",716,38969,86,"Leanna Johnson",260,2021
"88",108,85739,88,"Brooke Yanez",259,2019
"89",414,80709,88,"Courtney Vierstra",259,2019
"90",96,20333,88,"Hailey Dolcini",259,2021
"91",10411,6095,91,"Christina Biggerstaff",258,2019
"92",331,69108,92,"Andrea Scali",257,2019
"93",660,12974,93,"Haley Chambers-book",256,2017
"94",676,83757,93,"Kassidy Wilbur",256,2019
"95",624,51291,93,"Lindsey Mcleod",256,2019
"96",129,41841,93,"Rachel Knapp",256,2017
"97",649,41879,97,"Tori Kniesche",255,2022
"98",235,29637,98,"Delanie Gourley",254,2017
"99",522,39629,99,"Giselle Juarez",251,2019
"100",464,52429,99,"Kamryn Meyer",251,2024
"101",464,30589,99,"Maddia Groff",251,2025
