"","team_id","player_id","rank","player","k_bb","season"
"1",30037,52553,1,"Alexis Michon","27.4",2025
"2",12973,62161,2,"Megan Potter","20.8",2022
"3",300,83682,3,"Ally Wiegand","20.0",2019
"4",12973,62161,4,"Megan Potter","19.0",2017
"5",300,83682,5,"Ally Wiegand","14.3",2018
"6",15,61434,6,"Ashley Pion","13.1",2023
"7",1036,25173,7,"Gina Followell","11.0",2022
"8",18,83775,8,"Jessica Wilcox","10.7",2021
"9",1468,15152,9,"Cindy Connoly","10.6",2017
"10",60,71891,10,"Kayla Simacek","10.4",2023
"11",565,22449,11,"Gracie Ellis","10.2",2022
"12",565,22449,12,"Gracie Ellis","10.1",2023
"13",12973,62161,13,"Megan Potter"," 9.6",2019
"14",1036,25173,14,"Gina Followell"," 9.6",2021
"15",1468,15152,15,"Cindy Connoly"," 9.4",2018
"16",60,71891,16,"Kayla Simacek"," 9.2",2022
"17",16142,50984,17,"Alexa Mchugh"," 8.9",2023
"18",565,22449,18,"Gracie Ellis"," 8.8",2025
"19",411,81728,19,"Madison Walter"," 8.7",2021
"20",569,51269,20,"Madi Mclellan"," 8.4",2017
"21",60,71891,21,"Kayla Simacek"," 8.0",2021
"22",601,77208,22,"Lindsey Thayer"," 7.9",2017
"23",30037,67012,23,"Adrienne Rosey"," 7.8",2022
"24",12973,62161,24,"Megan Potter"," 7.8",2018
"25",1400,75544,25,"Ashlyn Strother"," 7.6",2022
"26",601,77208,26,"Lindsey Thayer"," 7.5",2018
"27",15,61434,27,"Ashley Pion"," 7.3",2022
"28",717,39084,28,"Sky Johnson"," 7.3",2022
"29",303,60797,29,"Michaela Petito"," 7.2",2017
"30",397,1390,30,"Kirstie Alvarez"," 7.2",2018
"31",286,39442,31,"Sydney Jones"," 6.9",2017
"32",146,86634,32,"Olivia Zoeller"," 6.8",2021
"33",1400,63922,33,"Maitlin Raycroft"," 6.8",2017
"34",475,66675,34,"Lindsay Roman"," 6.7",2022
"35",30044,72680,35,"Briana Smith"," 6.5",2022
"36",411,81728,36,"Madison Walter"," 6.5",2022
"37",1133,72943,37,"Mckenna Smith"," 6.5",2023
"38",30044,67313,38,"Jess Rozick"," 6.5",2017
"39",15,61434,39,"Ashley Pion"," 6.5",2021
"40",578,40024,40,"Jada Karnes"," 6.4",2021
"41",517,45513,41,"Kirsten Lightel"," 6.4",2017
"42",134,48024,42,"Rose Malen"," 6.3",2025
"43",28749,54683,43,"Renae Morton"," 6.3",2018
"44",1036,25173,44,"Gina Followell"," 6.3",2023
"45",139,48930,45,"Jamie Martin"," 6.3",2022
"46",150,57976,46,"Alyssa Olson"," 6.3",2019
"47",789,45068,47,"Sadie Leonard"," 6.3",2025
"48",1451,66584,48,"Jazmyn Rohrer"," 6.2",2018
"49",1064,69231,49,"Elisabeth Schaffer"," 6.2",2019
"50",114,27969,50,"Anna Gernant"," 6.2",2017
"51",685,55309,51,"Katie Murphy"," 6.2",2022
"52",745,36961,52,"Hanna Hull"," 6.2",2019
"53",30083,31651,54,"Rachel Hall"," 6.1",2019
"54",1133,39084,54,"Sky Johnson"," 6.1",2025
"55",30036,42332,55,"Jessica Koptcho"," 6.0",2025
"56",142,31075,56,"Anna Gurr"," 5.8",2018
"57",1133,72943,57,"Mckenna Smith"," 5.8",2022
"58",259,50530,58,"Emily McCutcheon"," 5.8",2025
"59",263,16150,59,"Cheyanne Cox"," 5.8",2022
"60",517,44993,60,"Ashley Lenser"," 5.7",2022
"61",542,54675,61,"Kali Morton"," 5.7",2023
"62",2694,59526,62,"Olivia Paszek"," 5.7",2018
"63",325,3710,63,"Cate Baran"," 5.7",2023
"64",973,29477,64,"Hannah Gore"," 5.6",2025
"65",595,57038,65,"Elly Novak"," 5.6",2023
"66",329,19864,66,"Taryn Digiacomo"," 5.6",2021
"67",46,11082,67,"Nikki Camarati"," 5.6",2021
"68",398,57296,68,"Becca O'connor"," 5.6",2022
"69",1094,73464,69,"Madison Sorensen"," 5.5",2018
"70",1400,75544,70,"Ashlyn Strother"," 5.5",2023
"71",8981,16060,71,"Jaylin Couto"," 5.5",2022
"72",297,35985,72,"Sydney Hood"," 5.5",2021
"73",804,60035,73,"Megan Pehrson"," 5.5",2017
"74",681,78518,74,"Nerina Tramp"," 5.4",2025
"75",538,56436,75,"Aj Nichols"," 5.4",2018
"76",16142,7044,76,"Miranda Bohn"," 5.4",2019
"77",685,39231,77,"Brianna Jones"," 5.3",2025
"78",8911,47868,78,"Abby Mahsem"," 5.3",2019
"79",2694,59526,79,"Olivia Paszek"," 5.3",2017
"80",807,39037,80,"Olivia Johnson"," 5.2",2021
"81",777,11440,81,"Katherine Canty"," 5.2",2025
"82",1451,9208,82,"Madison Brown"," 5.2",2022
"83",583,62975,83,"Keira Quadros"," 5.2",2025
"84",313,15691,85,"Anna Cornell"," 5.2",2025
"85",775,79391,85,"Paige Uliase"," 5.2",2019
"86",467,3784,86,"Taylor Barbour"," 5.1",2019
"87",686,28887,87,"Lilly Goldberg"," 5.1",2025
"88",73,39937,88,"Ragini Kannan"," 5.1",2023
"89",30038,47925,89,"Bria Majeski"," 5.1",2019
"90",20220,61931,90,"Lorrin Pondo"," 5.0",2021
"91",800,3405,94,"Claire Bakkestuen"," 5.0",2023
"92",1203,83621,94,"Eileigh Whyte"," 5.0",2025
"93",1196,19224,94,"Emalee Depa"," 5.0",2021
"94",267,4953,94,"Natalie Beebe"," 5.0",2022
"95",571,41003,95,"Abby Kidd"," 5.0",2023
"96",1451,9208,96,"Madison Brown"," 5.0",2023
"97",615,29716,97,"Julie Graf"," 5.0",2017
"98",59,84753,98,"Josie Wise"," 4.9",2022
"99",137,33602,99,"Paige Heffke"," 4.9",2023
"100",21852,34566,100,"Marissa Heuer"," 4.9",2023
