"","team_id","player_id","rank","player","era","season"
"1",300,83682,1,"Ally Wiegand",0.501,2019
"2",745,36961,2,"Hanna Hull",0.51,2017
"3",601,77208,3,"Lindsey Thayer",0.585,2017
"4",745,36961,4,"Hanna Hull",0.594,2019
"5",1036,25173,5,"Gina Followell",0.696,2022
"6",1133,72943,6,"Mckenna Smith",0.721,2022
"7",382,71375,7,"Charli Shinstine",0.731,2023
"8",30190,82408,8,"Mackenzie Weaver",0.733,2023
"9",615,29716,9,"Julie Graf",0.734,2017
"10",259,2716,10,"Emily August",0.766,2021
"11",20220,44828,11,"Kennedy Lehn",0.772,2023
"12",443,57044,12,"Josie Novak",0.781,2017
"13",182,71878,13,"Sydney Silverstein",0.796,2025
"14",30037,52553,14,"Alexis Michon",0.798,2025
"15",121,30821,15,"Stefanie Guercio",0.802,2019
"16",1400,75544,16,"Ashlyn Strother",0.826,2023
"17",578,81292,16,"Teresa Wagner",0.826,2017
"18",538,56436,18,"Aj Nichols",0.835,2018
"19",259,47179,19,"Rylee Lutz",0.839,2025
"20",1400,75544,20,"Ashlyn Strother",0.85,2022
"21",8567,50353,21,"Kamryn Mccool",0.857,2021
"22",966,55422,22,"Mary pat Murray",0.859,2019
"23",1451,66584,23,"Jazmyn Rohrer",0.887,2018
"24",1036,25173,24,"Gina Followell",0.889,2023
"25",28749,54683,25,"Renae Morton",0.902,2018
"26",259,50530,26,"Emily McCutcheon",0.904,2025
"27",142,31075,27,"Anna Gurr",0.916,2017
"28",1064,69231,28,"Elisabeth Schaffer",0.957,2018
"29",146,86634,29,"Olivia Zoeller",0.969,2021
"30",595,57038,30,"Elly Novak",0.975,2021
"31",12973,62161,31,"Megan Potter",0.978,2022
"32",581,8800,32,"Molly Broccolo",0.995,2023
"33",297,20867,33,"Julia Drake",1.02,2023
"34",517,45513,33,"Kirsten Lightel",1.02,2017
"35",745,36961,35,"Hanna Hull",1.024,2018
"36",60,71891,36,"Kayla Simacek",1.025,2023
"37",30044,67313,37,"Jess Rozick",1.028,2017
"38",177,34027,38,"Cami Henry",1.029,2021
"39",443,19402,39,"Sarah DeStefano",1.032,2025
"40",443,11682,40,"Amanda Carisone",1.043,2017
"41",60,71891,41,"Kayla Simacek",1.044,2022
"42",30037,67012,42,"Adrienne Rosey",1.045,2022
"43",16142,50984,43,"Alexa Mchugh",1.05,2023
"44",42,78146,44,"Hannah Tomasko",1.052,2021
"45",789,45068,45,"Sadie Leonard",1.055,2025
"46",452,10816,46,"Kendyll Cahill",1.061,2023
"47",973,14870,47,"Marie Collop",1.075,2017
"48",200,52553,48,"Alexis Michon",1.08,2022
"49",259,18609,48,"Jesse Dedomenico",1.08,2018
"50",717,19771,50,"Sophia Dicocco",1.082,2022
"51",789,45068,51,"Sadie Leonard",1.084,2023
"52",1340,11583,52,"Theresa Cardello",1.087,2018
"53",1036,25173,53,"Gina Followell",1.114,2021
"54",686,28887,54,"Lilly Goldberg",1.115,2025
"55",300,83682,55,"Ally Wiegand",1.117,2018
"56",685,55309,56,"Katie Murphy",1.12,2022
"57",411,81728,56,"Madison Walter",1.12,2021
"58",30197,12059,58,"Kennedy Carruth",1.124,2023
"59",622,491,58,"Sydney Adolfson",1.124,2025
"60",411,81728,60,"Madison Walter",1.13,2022
"61",247,40880,61,"Ashlyn Kersch",1.131,2018
"62",565,22449,62,"Gracie Ellis",1.134,2025
"63",329,19864,63,"Taryn Digiacomo",1.136,2021
"64",717,79881,64,"Kristi Van meter",1.137,2018
"65",745,6011,65,"Lauren Bible",1.15,2023
"66",11839,69442,66,"Jaimie Schleicher",1.153,2017
"67",806,86298,67,"Chelsea Zang",1.157,2017
"68",973,31580,68,"Blair Hall",1.163,2023
"69",8567,40627,68,"Casey Kemp",1.163,2023
"70",139,48930,70,"Jamie Martin",1.167,2022
"71",259,18609,71,"Jesse Dedomenico",1.17,2017
"72",542,54675,72,"Kali Morton",1.171,2023
"73",313,24817,73,"Beth Fleming",1.173,2019
"74",114,42623,74,"Kirsten Krause",1.174,2022
"75",177,34027,75,"Cami Henry",1.179,2022
"76",424,68833,76,"Addison Sargent",1.183,2022
"77",1451,66584,77,"Jazmyn Rohrer",1.186,2017
"78",30197,12059,78,"Kennedy Carruth",1.187,2021
"79",286,39442,79,"Sydney Jones",1.188,2017
"80",973,36440,80,"Kassie Howard",1.189,2018
"81",185,52693,80,"Madison Milaszewski",1.189,2019
"82",263,16150,82,"Cheyanne Cox",1.207,2022
"83",1434,84539,83,"Sydney Wilson",1.208,2022
"84",615,29716,84,"Julie Graf",1.215,2021
"85",397,31873,85,"Mara Hamm",1.217,2022
"86",8981,16060,86,"Jaylin Couto",1.223,2023
"87",122,53321,86,"Lexi Miskey",1.223,2022
"88",622,84618,88,"Lindsey Windsor",1.228,2023
"89",200,7092,89,"Morgan Bolduk",1.229,2019
"90",717,19771,89,"Sophia Dicocco",1.229,2023
"91",712,55683,91,"Alanna Namit",1.233,2019
"92",258,64382,92,"Aileen Reilly",1.234,2017
"93",686,58671,92,"Meg Ozawa",1.234,2022
"94",601,77208,94,"Lindsey Thayer",1.236,2018
"95",622,84618,95,"Lindsey Windsor",1.239,2022
"96",411,85750,96,"Madelyn Yannetti",1.24,2017
"97",712,55683,97,"Alanna Namit",1.241,2018
"98",1451,9208,98,"Madison Brown",1.246,2022
"99",426,17872,99,"Kayla Davidson",1.248,2017
"100",443,57044,100,"Josie Novak",1.255,2018
