"","team_id","player_id","rank","player","ip","season"
"1",457,61164,1,"Brittany Pickett",296.1,2018
"2",493,70617,2,"Jacquelyn Sertic",288.2,2017
"3",388,20152,3,"Jordan Dixon",278,2017
"4",235,4031,4,"Kelly Barnhill",277.1,2019
"5",670,67586,5,"Randi Rupp",273.3,2018
"6",651,15787,6,"Georgina Corrick",270.1,2022
"7",414,62369,7,"Brianna Pratt",264.1,2023
"8",249,43751,8,"Sierra Lange",262.3,2019
"9",128,83314,9,"Alea White",262.2,2018
"10",671,22508,10,"Summer Ellyson",261.2,2019
"11",439,37678,11,"Alyssa Irons",260.2,2019
"12",670,67586,11,"Randi Rupp",260.2,2017
"13",90,37405,13,"Sierra Hyland",258.2,2017
"14",244,5776,14,"Lindsey Bert",257.2,2018
"15",355,40333,15,"Karlie Keeney",255.2,2023
"16",414,64270,16,"Madilyn Reeves",253,2025
"17",600,78497,17,"Abby Trahan",252.1,2018
"18",96,21328,18,"Kamalani Dung",251.1,2017
"19",756,1411,18,"Taran Alvelo",251.1,2017
"20",646,43227,20,"Olivia Lackie",250.1,2024
"21",71,29606,21,"Payton Gottshall",249.2,2022
"22",433,44663,22,"Kaitlin Lee",247,2017
"23",428,24549,23,"Amber Fiser",245,2019
"24",719,82235,24,"Emily Watson",244.3,2017
"25",459,70138,24,"Morgan Scott",244.3,2022
"26",317,29284,26,"Megan Good",244.1,2017
"27",149,61186,27,"Nicolette Picone",243.3,2025
"28",388,78089,28,"Abigail Tolbert",243.2,2019
"29",439,65292,29,"Amanda Riley",243.1,2017
"30",428,24549,30,"Amber Fiser",242.2,2018
"31",670,55071,31,"Jessica Mullins",241.1,2024
"32",483,43657,31,"Megan Landry",241.1,2019
"33",68,64888,33,"Kasey Ricard",240.3,2025
"34",255,1667,34,"Emily Anderson",240.2,2018
"35",29,51535,34,"Taylor Mcquillin",240.2,2018
"36",509,84048,36,"Danielle Williams",238.1,2022
"37",235,67158,37,"Keagan Rothrock",238,2024
"38",346,47040,38,"Ciara Luna",237.1,2017
"39",288,33588,39,"Savannah Heebner",236.2,2018
"40",301,85051,40,"Breanna Wonderly",236.1,2017
"41",1004,29029,40,"Kayla Gomness",236.1,2017
"42",529,17463,42,"Jordan Dail",235.3,2019
"43",331,43263,42,"Ronnie Ladines",235.3,2017
"44",702,13854,42,"Samantha Clakley",235.3,2017
"45",756,61582,45,"Gabbie Plain",235.2,2021
"46",719,82235,46,"Emily Watson",235.1,2018
"47",355,19965,46,"Julia Dimartino",235.1,2018
"48",418,5896,48,"Megan Betsa",234.1,2017
"49",671,22508,49,"Summer Ellyson",233.3,2018
"50",676,83757,50,"Kassidy Wilbur",231.3,2021
"51",670,55071,51,"Jessica Mullins",231.2,2022
"52",490,71875,52,"Peyton Silverman",231.1,2017
"53",112,81809,53,"Robyn Wampler",230.3,2019
"54",299,24424,54,"Sarah Finck",230.2,2017
"55",519,74976,55,"Danielle Stiene",230,2018
"56",519,20620,55,"Savannah jo Dorsey",230,2017
"57",115,72785,57,"Isabella Smith",229.3,2023
"58",661,45093,58,"Jennifer Leonhardt",229.1,2018
"59",661,56335,58,"Josie Newman",229.1,2024
"60",249,43751,60,"Sierra Lange",228.3,2022
"61",796,52109,61,"Kaitlyn Menz",228.2,2017
"62",410,15342,62,"Megan Cook",228.1,2018
"63",659,39231,63,"Brianna Jones",227.3,2018
"64",493,70617,63,"Jacquelyn Sertic",227.3,2018
"65",732,46433,65,"Mariah Lopez",227.2,2024
"66",676,83757,66,"Kassidy Wilbur",227,2019
"67",391,15550,67,"Courtney Coppersmith",226.3,2019
"68",489,53249,68,"Courtney Mirabella",226.2,2018
"69",315,72105,68,"Faith Sims",226.2,2018
"70",28600,39511,68,"Mandy Jordan",226.2,2017
"71",388,56175,68,"Sydney Nester",226.2,2022
"72",505,28499,68,"Taylor Ginther",226.2,2019
"73",609,82912,73,"Chloe Wendling",226.1,2023
"74",67,20930,74,"Jessica Dreswick",226,2017
"75",742,66090,74,"Keely Rochard",226,2021
"76",651,15787,76,"Georgina Corrick",225.3,2021
"77",458,30323,77,"Sam Gress",225.2,2023
"78",674,80292,78,"Alana Vawter",224,2022
"79",513,35749,79,"Alexis Holloway",223.3,2018
"80",661,45093,79,"Jennifer Leonhardt",223.3,2017
"81",28,39629,81,"Giselle Juarez",223.1,2018
"82",502,80682,81,"Valerie Vidal",223.1,2019
"83",104,38999,83,"Malaya Johnson",223,2025
"84",810,70897,84,"Ashley Sharp",222.3,2018
"85",646,9106,84,"Devin Brown",222.3,2018
"86",363,3053,84,"Sydney Backstrom",222.3,2022
"87",52,26479,87,"Sabrina Fussenegger",222.1,2017
"88",129,41841,88,"Rachel Knapp",221.3,2017
"89",457,61164,89,"Brittany Pickett",221.2,2019
"90",782,48089,89,"Kaitlyn Malone",221.2,2017
"91",68,64888,89,"Kasey Ricard",221.2,2024
"92",5,32014,92,"Lexie Handley",221,2017
"93",518,32014,93,"Lexie Handley",220.3,2022
"94",562,36128,93,"Sydney Horan",220.3,2025
"95",509,84048,95,"Danielle Williams",220.2,2019
"96",68,21042,96,"Ali Dubois",220.1,2018
"97",51,66196,96,"Gia Rodoni",220.1,2018
"98",458,84774,98,"Haley Wiseman",219.3,2017
"99",711,18743,98,"Megan Dejter",219.3,2018
"100",758,7038,100,"Kirtlyn Bohling",219.2,2017
