"","team_id","opponent_id","game_id","game_date","team","home","opponent","result","runs","allowed","record"
"1","10","358","362912","02/12/2016","Alabama Huntsville","","West Ala.","W",13,2,"1-0-0"
"2","10","358","362921","02/12/2016","Alabama Huntsville","","West Ala.","W",12,3,"2-0-0"
"3","10","358","363275","02/13/2016","Alabama Huntsville","","West Ala.","W",7,6,"3-0-0"
"4","10","499","363741","02/19/2016","Alabama Huntsville","","Truman St.","W",3,0,"4-0-0"
"5","10","499","363769","02/19/2016","Alabama Huntsville","","Truman St.","W",3,1,"5-0-0"
"6","10","30013","364129","02/20/2016","Alabama Huntsville","","Lee","W",4,3,"6-0-0"
"7","10","30013","364183","02/20/2016","Alabama Huntsville","","Lee","W",11,3,"7-0-0"
"8","10","30013","364525","02/21/2016","Alabama Huntsville","","Lee","W",8,5,"8-0-0"
"9","10","766","365320","02/27/2016","Alabama Huntsville","@","West Ga.","W",6,0,"9-0-0"
"10","10","766","365390","02/27/2016","Alabama Huntsville","@","West Ga.","L",2,4,"9-1-0"
"11","10","766","365776","02/28/2016","Alabama Huntsville","@","West Ga.","W",7,3,"10-1-0"
"12","10","1015","366872","03/05/2016","Alabama Huntsville","","Christian Brothers","W",17,0,"12-1-0"
"13","10","1015","367224","03/05/2016","Alabama Huntsville","","Christian Brothers","W",11,4,"11-1-0"
"14","10","1015","367316","03/06/2016","Alabama Huntsville","","Christian Brothers","W",10,6,"13-1-0"
"15","10","720","367918","03/08/2016","Alabama Huntsville","","Tuskegee","W",8,0,"14-1-0"
"16","10","720","367949","03/08/2016","Alabama Huntsville","","Tuskegee","W",12,0,"15-1-0"
"17","10","11740","369047","03/12/2016","Alabama Huntsville","","West Florida","W",6,0,"16-1-0"
"18","10","11740","369128","03/12/2016","Alabama Huntsville","","West Florida","L",4,5,"16-2-0"
"19","10","11740","369520","03/13/2016","Alabama Huntsville","","West Florida","W",6,2,"17-2-0"
"20","10","181","371371","03/19/2016","Alabama Huntsville","@","Delta St.","L",0,8,"17-4-0"
"21","10","181","371229","03/19/2016","Alabama Huntsville","@","Delta St.","L",1,5,"17-3-0"
"22","10","181","371663","03/20/2016","Alabama Huntsville","@","Delta St.","W",7,0,"18-4-0"
"23","10","30151","372938","03/25/2016","Alabama Huntsville","@","Shorter","W",5,4,"21-4-0"
"24","10","30151","373091","03/25/2016","Alabama Huntsville","@","Shorter","W",1,0,"22-4-0"
"25","10","30151","373300","03/26/2016","Alabama Huntsville","@","Shorter","L",1,9,"22-5-0"
"26","10","487","375016","04/02/2016","Alabama Huntsville","","North Ala.","W",7,3,"23-5-0"
"27","10","487","375227","04/02/2016","Alabama Huntsville","","North Ala.","L",6,8,"23-6-0"
"28","10","487","375542","04/03/2016","Alabama Huntsville","","North Ala.","L",0,4,"23-7-0"
"29","10","422","376408","04/07/2016","Alabama Huntsville","","Miles","W",14,1,"24-7-0"
"30","10","422","376396","04/07/2016","Alabama Huntsville","","Miles","W",12,2,"25-7-0"
"31","10","734","376851","04/09/2016","Alabama Huntsville","@","Valdosta St.","L",4,5,"25-8-0"
"32","10","734","377044","04/09/2016","Alabama Huntsville","@","Valdosta St.","L",5,7,"25-9-0"
"33","10","734","377277","04/10/2016","Alabama Huntsville","@","Valdosta St.","L",0,8,"25-10-0"
"34","10","429","379086","04/16/2016","Alabama Huntsville","","Mississippi Col.","L",0,6,"25-11-0"
"35","10","429","379423","04/16/2016","Alabama Huntsville","","Mississippi Col.","W",4,0,"26-11-0"
"36","10","429","379822","04/17/2016","Alabama Huntsville","","Mississippi Col.","W",6,5,"27-11-0"
"37","10","30153","381365","04/22/2016","Alabama Huntsville","@","Union (TN)","W",20,0,"28-11-0"
"38","10","30153","382093","04/23/2016","Alabama Huntsville","@","Union (TN)","W",5,1,"29-11-0"
"39","10","30153","382124","04/23/2016","Alabama Huntsville","@","Union (TN)","W",18,4,"30-11-0"
"40","10","181","383061","04/28/2016","Alabama Huntsville","","Delta St.","L",2,7,"30-12-0"
"41","10","11740","383451","04/29/2016","Alabama Huntsville","@","West Florida","L",1,9,"30-13-0"
"42","10","608","384332","05/05/2016","Alabama Huntsville","@","Saint Leo","W",3,0,"31-13-0"
"43","10","487","384510","05/06/2016","Alabama Huntsville","@","North Ala.","W",4,2,"32-13-0"
"44","10","487","384805","05/07/2016","Alabama Huntsville","@","North Ala.","L",0,7,"32-14-0"
"45","10","487","384831","05/07/2016","Alabama Huntsville","@","North Ala.","L",0,7,"32-15-0"
"46","1000","30051","362593","02/11/2016","Carson-Newman","","King (TN)","W",5,3,"1-0-0"
"47","1000","30051","362596","02/11/2016","Carson-Newman","","King (TN)","W",5,2,"2-0-0"
"48","1000","39","363843","02/19/2016","Carson-Newman","","Augusta","L",7,11,"2-1-0"
"49","1000","2683","364013","02/19/2016","Carson-Newman","","Belmont Abbey","W",8,2,"3-1-0"
"50","1000","159","364285","02/20/2016","Carson-Newman","","Columbus St.","L",2,5,"4-2-0"
"51","1000","30051","364487","02/20/2016","Carson-Newman","@","King (TN)","W",5,3,"4-1-0"
"52","1000","1174","365732","02/27/2016","Carson-Newman","","Limestone","L",4,12,"4-4-0"
"53","1000","1174","365723","02/27/2016","Carson-Newman","","Limestone","L",3,4,"4-3-0"
"54","1000","985","366332","03/02/2016","Carson-Newman","","Bluefield St.","W",8,0,"6-4-0"
"55","1000","985","366327","03/02/2016","Carson-Newman","","Bluefield St.","W",15,4,"5-4-0"
"56","1000","11276","366937","03/05/2016","Carson-Newman","@","USC Aiken","W",7,0,"7-5-0"
"57","1000","11276","366859","03/05/2016","Carson-Newman","@","USC Aiken","L",0,4,"6-5-0"
"58","1000","144","367420","03/06/2016","Carson-Newman","@","Clark Atlanta","W",4,0,"9-5-0"
"59","1000","144","367394","03/06/2016","Carson-Newman","@","Clark Atlanta","W",17,0,"8-5-0"
"60","1000","30181","368140","03/08/2016","Carson-Newman","@","UVA Wise","L",3,8,"10-6-0"
"61","1000","30181","367914","03/08/2016","Carson-Newman","@","UVA Wise","W",5,0,"10-5-0"
"62","1000","1028","368183","03/09/2016","Carson-Newman","@","Concord","W",8,5,"12-6-0"
"63","1000","1028","368223","03/09/2016","Carson-Newman","@","Concord","L",6,10,"13-7-0"
"64","1000","9223","370297","03/16/2016","Carson-Newman","@","North Greenville","W",4,1,"14-7-0"
"65","1000","9223","370361","03/16/2016","Carson-Newman","@","North Greenville","L",2,6,"14-8-0"
"66","1000","11504","370991","03/18/2016","Carson-Newman","","Queens (NC)","W",5,4,"15-8-0"
"67","1000","11504","371012","03/18/2016","Carson-Newman","","Queens (NC)","W",8,1,"16-8-0"
"68","1000","1199","372040","03/21/2016","Carson-Newman","","Mars Hill","W",6,1,"17-8-0"
"69","1000","1199","372043","03/21/2016","Carson-Newman","","Mars Hill","W",11,3,"18-8-0"
"70","1000","1096","372605","03/23/2016","Carson-Newman","","Georgia College","L",1,2,"18-9-0"
"71","1000","1096","372611","03/23/2016","Carson-Newman","","Georgia College","L",0,6,"18-10-0"
"72","1000","1001","373236","03/25/2016","Carson-Newman","@","Catawba","L",1,2,"18-11-0"
"73","1000","1001","373255","03/25/2016","Carson-Newman","@","Catawba","L",1,7,"18-12-0"
"74","1000","30094","373990","03/29/2016","Carson-Newman","@","Brevard","W",4,0,"19-12-0"
