"","team_id","opponent_id","game_id","game_date","team","home","opponent","result","runs","allowed","record"
"1","10","333","107420","02/08/2018","Alabama Huntsville","@","Ky. Wesleyan","W",13,0,"1-0-0"
"2","10","661","107421","02/08/2018","Alabama Huntsville","@","Southern Ind.","L",1,9,"1-1-0"
"3","10","1097","107761","02/09/2018","Alabama Huntsville","@","Ga. Southwestern","W",8,3,"3-1-0"
"4","10","30119","107757","02/09/2018","Alabama Huntsville","@","Ohio Dominican","W",15,2,"2-1-0"
"5","10","181","108903","02/17/2018","Alabama Huntsville","","Delta St.","L",4,5,"3-3-0"
"6","10","30013","108902","02/17/2018","Alabama Huntsville","@","Lee","L",3,5,"3-2-0"
"7","10","766","109208","02/18/2018","Alabama Huntsville","","West Ga.","W",7,5,"4-3-0"
"8","10","30093","109792","02/23/2018","Alabama Huntsville","","AUM","L",4,5,"4-4-0"
"9","10","30093","109911","02/24/2018","Alabama Huntsville","","AUM","W",4,1,"5-4-0"
"10","10","30093","109960","02/24/2018","Alabama Huntsville","","AUM","W",7,2,"6-4-0"
"11","10","1238","111326","03/03/2018","Alabama Huntsville","@","Montevallo","W",9,1,"7-4-0"
"12","10","1238","111387","03/03/2018","Alabama Huntsville","@","Montevallo","W",11,10,"8-4-0"
"13","10","1238","111758","03/04/2018","Alabama Huntsville","@","Montevallo","L",8,11,"8-5-0"
"14","10","720","112554","03/07/2018","Alabama Huntsville","@","Tuskegee","W",18,0,"9-5-0"
"15","10","720","112585","03/07/2018","Alabama Huntsville","@","Tuskegee","W",17,0,"10-5-0"
"16","10","734","113537","03/10/2018","Alabama Huntsville","","Valdosta St.","W",11,8,"11-5-0"
"17","10","734","113613","03/10/2018","Alabama Huntsville","","Valdosta St.","W",10,0,"12-5-0"
"18","10","734","113992","03/11/2018","Alabama Huntsville","","Valdosta St.","W",8,4,"13-5-0"
"19","10","1015","115828","03/17/2018","Alabama Huntsville","@","Christian Brothers","W",14,2,"15-5-0"
"20","10","1015","115715","03/17/2018","Alabama Huntsville","@","Christian Brothers","W",13,5,"14-5-0"
"21","10","1015","116125","03/18/2018","Alabama Huntsville","@","Christian Brothers","W",8,0,"16-5-0"
"22","10","11740","117278","03/24/2018","Alabama Huntsville","","West Florida","W",3,2,"17-5-0"
"23","10","11740","117418","03/24/2018","Alabama Huntsville","","West Florida","W",9,6,"18-5-0"
"24","10","11740","117618","03/25/2018","Alabama Huntsville","","West Florida","L",6,7,"18-6-0"
"25","10","30151","118386","03/28/2018","Alabama Huntsville","","Shorter","L",1,4,"18-7-0"
"26","10","30151","118590","03/29/2018","Alabama Huntsville","","Shorter","L",5,6,"18-8-0"
"27","10","30151","118608","03/29/2018","Alabama Huntsville","","Shorter","L",1,2,"18-9-0"
"28","10","358","120830","04/07/2018","Alabama Huntsville","@","West Ala.","W",10,6,"19-9-0"
"29","10","358","121256","04/08/2018","Alabama Huntsville","@","West Ala.","W",9,3,"20-9-0"
"30","10","358","121330","04/08/2018","Alabama Huntsville","@","West Ala.","W",8,6,"21-9-0"
"31","10","30052","121595","04/10/2018","Alabama Huntsville","","North Georgia","L",1,2,"21-11-0"
"32","10","30052","121511","04/10/2018","Alabama Huntsville","","North Georgia","L",1,6,"21-10-0"
"33","10","429","122724","04/13/2018","Alabama Huntsville","@","Mississippi Col.","W",7,6,"23-11-0"
"34","10","429","122632","04/13/2018","Alabama Huntsville","@","Mississippi Col.","W",8,4,"22-11-0"
"35","10","30153","124280","04/20/2018","Alabama Huntsville","","Union (TN)","W",5,2,"24-11-0"
