"","team_id","opponent_id","game_id","game_date","team","home","opponent","result","runs","allowed","record"
"1","10","159","2029596","02/12/2021","Alabama Huntsville","","Columbus St.","W",8,0,"1-0-0"
"2","10","30153","2039637","02/12/2021","Alabama Huntsville","@","Union (TN)","W",7,1,"2-0-0"
"3","10","1238","2029127","02/20/2021","Alabama Huntsville","@","Montevallo","L",1,6,"2-1-0"
"4","10","1238","2029129","02/20/2021","Alabama Huntsville","@","Montevallo","W",14,6,"3-1-0"
"5","10","1238","2029131","02/21/2021","Alabama Huntsville","@","Montevallo","W",8,6,"4-1-0"
"6","10","11740","2008865","02/27/2021","Alabama Huntsville","","West Florida","L",4,5,"4-2-0"
"7","10","11740","2013554","02/27/2021","Alabama Huntsville","","West Florida","W",3,2,"5-2-0"
"8","10","11740","2008982","02/28/2021","Alabama Huntsville","","West Florida","W",7,6,"6-2-0"
"9","10","1015","2029587","03/06/2021","Alabama Huntsville","@","Christian Brothers","W",6,4,"7-2-0"
"10","10","1015","2029597","03/06/2021","Alabama Huntsville","@","Christian Brothers","W",12,9,"8-2-0"
"11","10","1015","2029598","03/07/2021","Alabama Huntsville","@","Christian Brothers","W",8,4,"9-2-0"
"12","10","429","2015763","03/13/2021","Alabama Huntsville","@","Mississippi Col.","L",3,7,"9-3-0"
"13","10","429","2015764","03/13/2021","Alabama Huntsville","@","Mississippi Col.","L",1,7,"9-4-0"
"14","10","429","2015765","03/14/2021","Alabama Huntsville","@","Mississippi Col.","L",0,1,"9-5-0"
"15","10","30093","2009948","03/20/2021","Alabama Huntsville","","AUM","W",6,5,"10-5-0"
"16","10","30093","2014378","03/20/2021","Alabama Huntsville","","AUM","L",2,4,"10-6-0"
"17","10","30093","2010033","03/21/2021","Alabama Huntsville","","AUM","W",6,4,"11-6-0"
"18","10","358","2065234","03/26/2021","Alabama Huntsville","@","West Ala.","W",6,3,"12-6-0"
"19","10","358","2065256","03/26/2021","Alabama Huntsville","@","West Ala.","W",5,3,"13-6-0"
"20","10","358","2029601","03/27/2021","Alabama Huntsville","@","West Ala.","W",7,2,"14-6-0"
"21","10","30013","2027563","04/02/2021","Alabama Huntsville","","Lee","W",9,1,"15-6-0"
"22","10","30013","2027564","04/02/2021","Alabama Huntsville","","Lee","W",8,7,"16-6-0"
"23","10","30013","2027565","04/03/2021","Alabama Huntsville","","Lee","W",9,1,"17-6-0"
"24","10","30154","2015305","04/11/2021","Alabama Huntsville","@","Young Harris","L",2,12,"18-7-0"
"25","10","30154","2011348","04/11/2021","Alabama Huntsville","@","Young Harris","W",5,3,"18-6-0"
"26","10","30052","2027411","04/15/2021","Alabama Huntsville","","North Georgia","W",5,3,"19-7-0"
"27","10","30052","2027412","04/15/2021","Alabama Huntsville","","North Georgia","L",0,10,"19-8-0"
"28","10","30151","2013639","04/17/2021","Alabama Huntsville","","Shorter","W",8,2,"21-8-0"
"29","10","30151","2011722","04/17/2021","Alabama Huntsville","","Shorter","W",13,3,"20-8-0"
"30","10","30151","2011831","04/18/2021","Alabama Huntsville","","Shorter","W",11,7,"22-8-0"
"31","10","181","2012114","04/24/2021","Alabama Huntsville","@","Delta St.","W",3,0,"23-8-0"
"32","10","181","2014874","04/24/2021","Alabama Huntsville","@","Delta St.","L",5,6,"23-9-0"
"33","10","181","2012230","04/25/2021","Alabama Huntsville","@","Delta St.","W",6,0,"24-9-0"
"34","10","734","2014221","05/01/2021","Alabama Huntsville","","Valdosta St.","W",7,6,"26-9-0"
"35","10","734","2012457","05/01/2021","Alabama Huntsville","","Valdosta St.","W",4,3,"25-9-0"
"36","10","734","2012563","05/02/2021","Alabama Huntsville","","Valdosta St.","W",5,3,"27-9-0"
"37","10","30013","2077419","05/06/2021","Alabama Huntsville","@","Lee","W",2,1,"28-10-0"
"38","10","429","2077148","05/06/2021","Alabama Huntsville","","Mississippi Col.","L",3,4,"27-10-0"
"39","10","766","2077538","05/07/2021","Alabama Huntsville","","West Ga.","L",0,8,"28-11-0"
"40","10","429","2079793","05/19/2021","Alabama Huntsville","","Mississippi Col.","W",10,4,"29-11-0"
"41","10","30093","2079789","05/20/2021","Alabama Huntsville","","AUM","L",2,3,"29-12-0"
"42","10","734","2079790","05/20/2021","Alabama Huntsville","@","Valdosta St.","L",0,8,"29-13-0"
"43","1000","30051","2008262","02/17/2021","Carson-Newman","","King (TN)","L",2,8,"0-1-0"
"44","1000","30051","2012755","02/17/2021","Carson-Newman","","King (TN)","W",8,7,"1-1-0"
"45","1000","13302","2047535","02/20/2021","Carson-Newman","","Lees-McRae","W",2,1,"2-1-0"
"46","1000","13302","2047538","02/20/2021","Carson-Newman","","Lees-McRae","W",1,0,"3-1-0"
"47","1000","1403","2048005","02/21/2021","Carson-Newman","","Tiffin","W",15,0,"4-1-0"
"48","1000","1403","2047320","02/21/2021","Carson-Newman","","Tiffin","W",9,5,"5-1-0"
"49","1000","1199","2008706","02/24/2021","Carson-Newman","","Mars Hill","L",5,6,"5-2-0"
"50","1000","1199","2014916","02/24/2021","Carson-Newman","","Mars Hill","W",14,6,"6-2-0"
"51","1000","1023","2009066","03/04/2021","Carson-Newman","","Coker","W",9,5,"7-2-0"
"52","1000","1023","2014554","03/04/2021","Carson-Newman","","Coker","W",9,4,"8-2-0"
"53","1000","11504","2009237","03/06/2021","Carson-Newman","@","Queens (NC)","W",16,0,"9-2-0"
"54","1000","11504","2013311","03/06/2021","Carson-Newman","@","Queens (NC)","W",14,5,"10-2-0"
"55","1000","1174","2009390","03/10/2021","Carson-Newman","","Limestone","W",9,1,"11-2-0"
"56","1000","1174","2014072","03/10/2021","Carson-Newman","","Limestone","W",15,12,"12-2-0"
"57","1000","30181","2009681","03/16/2021","Carson-Newman","@","UVA Wise","L",2,3,"12-3-0"
"58","1000","30181","2012800","03/16/2021","Carson-Newman","@","UVA Wise","W",10,1,"13-3-0"
"59","1000","1257","2009934","03/20/2021","Carson-Newman","","Newberry","L",5,7,"13-4-0"
"60","1000","1257","2014367","03/20/2021","Carson-Newman","","Newberry","L",5,6,"13-5-0"
"61","1000","985","2009322","03/21/2021","Carson-Newman","","Bluefield St.","W",13,0,"14-5-0"
"62","1000","985","2013892","03/21/2021","Carson-Newman","","Bluefield St.","W",14,0,"15-5-0"
"63","1000","1176","2010080","03/23/2021","Carson-Newman","","Lincoln Memorial","L",0,2,"15-6-0"
