"","team_id","player_id","season","player","ab","h","x2b","x3b","hr","rbi","r","bb","hbp","k","sb","cs","avg","obp","ops","team"
"2281",197,10894,2020,"Kaitlyn Caleen",36,11,6,0,1,7,10,10,1,4,0,2,"0.306",0.44,"0.996","East Stroudsburg"
"2282",206,14154,2020,"Andrea Cline",39,15,1,0,2,9,5,4,0,7,1,0,"0.385",0.432,"0.996","Eastern N.M."
"2283",349,4090,2020,"Cassidy Barrett",14,3,0,0,2,6,4,3,0,7,0,0,"0.214",0.353,"0.996","Le Moyne"
"2284",567,24852,2020,"Tsianina Flores",50,20,7,0,0,4,15,6,0,5,2,2,"0.400",0.456,"0.996","Redlands"
"2285",693,14816,2020,"Emily Coltharp",65,27,4,0,0,7,15,15,0,19,11,1,"0.415",0.519,"0.996","Chattanooga"
"2286",30028,59957,2020,"Ashley Perez",47,15,4,0,3,15,7,7,0,0,0,0,"0.319",0.4,"0.996","UT Tyler"
"2287",288,85074,2020,"Charese Wyatt",63,17,4,1,5,12,21,11,3,16,0,0,"0.270",0.392,"0.995","Houston"
"2288",288,53513,2020,"Kelli Montgomery",63,20,3,1,4,24,14,5,6,16,2,0,"0.317",0.408,"0.995","Houston"
"2289",424,29437,2020,"Gretchen Gould",42,17,5,0,0,12,4,6,1,1,2,0,"0.405",0.471,"0.995","Millikin"
"2290",593,44616,2020,"Maddi Leite",50,17,2,0,3,12,8,8,2,15,0,0,"0.340",0.435,"0.995","St. Anselm"
"2291",1062,18770,2020,"Mariah Delgado",38,15,1,0,0,9,17,13,7,4,10,0,"0.395",0.574,"0.995","East Tex. Baptist"
"2292",9081,44860,2020,"Emma Lero",13,6,0,0,0,1,1,2,0,4,0,0,"0.462",0.533,"0.995","Concordia-St. Paul"
"2293",12799,30311,2020,"Brianna Grimes",36,13,1,0,2,11,10,5,0,2,1,0,"0.361",0.439,"0.995","Wheeling"
"2294",65,18860,2020,"Erin Delpierre",40,15,2,1,0,7,15,13,0,3,4,0,"0.375",0.519,"0.994","Bloomsburg"
"2295",276,48418,2020,"Abby Marquis",26,10,3,0,1,2,3,1,0,1,0,1,"0.385",0.379,"0.994","Haverford"
"2296",430,69920,2020,"Anna kate Segars",55,19,3,1,2,13,12,9,3,15,2,0,"0.345",0.449,"0.994","Mississippi St."
"2297",1013,48509,2020,"Kendal Marshall",49,21,5,0,0,7,8,4,0,5,2,0,"0.429",0.463,"0.994","Charleston (WV)"
"2298",1454,27487,2020,"Sara Gayer",47,18,3,0,2,10,10,2,1,4,1,0,"0.383",0.42,"0.994","Whitworth"
"2299",11324,36320,2020,"Jani Howington",23,7,1,0,2,7,2,3,0,4,0,0,"0.304",0.385,"0.994","Agnes Scott"
"2300",75,11988,2020,"Stephanie Carroll",49,20,5,0,0,11,5,7,1,1,0,0,"0.408",0.483,"0.993","Bridgewater (VA)"
"2301",111,73010,2020,"Kennedi Sorensen",63,16,1,0,7,17,14,14,0,6,0,0,"0.254",0.39,"0.993","UC Riverside"
"2302",408,29538,2020,"Natalie Graff",27,9,4,0,1,4,6,3,0,5,4,0,"0.333",0.4,"0.993","Mercyhurst"
"2303",9012,77594,2020,"Josie Tofpi",59,23,7,1,0,18,22,9,0,8,1,0,"0.390",0.451,"0.993","Mo. Southern St."
"2304",9754,33545,2020,"Courtnie Heller",49,15,2,0,3,11,8,10,5,10,0,0,"0.306",0.462,"0.993","UC-Colo. Springs"
"2305",11403,9992,2020,"Kacie Burger",71,22,4,1,4,14,20,11,4,26,2,0,"0.310",0.43,"0.993","Colo. Christian"
"2306",12810,22162,2020,"Addison Elbon",77,25,6,0,4,17,22,10,5,8,3,0,"0.325",0.435,"0.993","Northeastern St."
"2307",197,20300,2020,"Katherine Donaghue",44,18,3,0,1,10,6,3,0,8,1,1,"0.409",0.447,"0.992","East Stroudsburg"
"2308",262,13745,2020,"Joanna Cirrincione",56,25,1,1,0,11,20,7,0,6,11,0,"0.446",0.492,"0.992","Grand Valley St."
"2309",454,39128,2020,"Lexi Jones",62,18,4,0,6,20,11,6,1,9,0,1,"0.290",0.347,"0.992","Murray St."
"2310",618,6302,2020,"Toni Bishop",30,11,2,0,1,4,5,6,0,3,0,0,"0.367",0.459,"0.992","St. Scholastica"
"2311",661,44826,2020,"Jennifer Leonhardt",70,27,5,1,2,16,14,4,1,4,1,1,"0.386",0.421,"0.992","Southern Ind."
"2312",694,50151,2020,"Kk Mccrary",27,7,2,0,2,9,2,8,2,10,0,0,"0.259",0.436,"0.992","Tennessee"
"2313",719,8610,2020,"Kari Briggs",37,9,1,2,3,11,4,8,0,5,0,0,"0.243",0.37,"0.992","Tulsa"
"2314",1400,12538,2020,"Madisyn Cates",50,23,3,0,0,11,14,1,1,3,2,0,"0.460",0.472,"0.992","Texas Lutheran"
"2315",1462,80546,2020,"Jessica Voncannon",47,16,2,0,3,12,10,7,0,7,0,0,"0.340",0.418,"0.992","Wingate"
"2316",2696,17033,2020,"Cieana Curran",66,25,1,5,0,4,23,8,1,7,13,2,"0.379",0.447,"0.992","Hawaii Pacific"
"2317",8597,69215,2020,"Samantha Schoch",35,13,1,0,2,8,4,3,0,1,0,0,"0.371",0.421,"0.992","Martin Luther"
"2318",30051,18356,2020,"Bailey Deason",57,18,3,0,3,9,13,14,2,15,2,0,"0.316",0.466,"0.992","King (TN)"
"2319",30141,58134,2020,"Ariana Ott",34,9,2,0,3,13,3,9,1,6,0,0,"0.265",0.404,"0.992","Walsh"
"2320",103,48991,2020,"Kyndra Marzorini",25,8,3,1,0,6,5,8,0,8,1,0,"0.320",0.471,"0.991","Stanislaus St."
"2321",351,25225,2020,"Julia Forsythe",26,10,2,0,1,9,3,2,0,3,0,0,"0.385",0.414,"0.991","Lebanon Valley"
"2322",406,33566,2020,"Kylie Helm",26,9,3,0,1,7,2,3,0,3,1,0,"0.346",0.414,"0.991","Mercer"
"2323",482,26370,2020,"Maria Gabriele",24,10,1,0,0,5,3,5,1,2,0,0,"0.417",0.533,"0.991","Niagara"
"2324",498,35275,2020,"Ana Hogan",64,23,8,0,2,26,8,7,1,11,2,1,"0.359",0.413,"0.991","ULM"
"2325",508,36283,2020,"Jensen Howell",22,7,0,0,2,4,2,3,0,3,0,0,"0.318",0.4,"0.991","Northwestern St."
"2326",578,7497,2020,"Meri Bostic",47,18,7,0,0,13,12,8,2,2,2,0,"0.383",0.459,"0.991","Roanoke"
"2327",625,34911,2020,"Whitney Hinton",88,33,4,0,5,20,16,2,3,10,0,0,"0.375",0.4,"0.991","Samford"
"2328",1126,4778,2020,"Tyler Beccari",34,13,3,0,1,4,9,1,2,3,0,0,"0.382",0.432,"0.991","Holy Family"
"2329",30028,20274,2020,"Makayla Dominguez",44,14,6,0,2,19,9,5,3,7,0,0,"0.318",0.4,"0.991","UT Tyler"
"2330",192,6019,2020,"Kylee Biedermann",37,13,4,1,1,4,11,4,0,3,6,1,"0.351",0.395,"0.990","Dubuque"
"2331",224,57833,2020,"Kaitlyn Orme",53,16,3,1,3,12,14,9,3,13,0,0,"0.302",0.424,"0.990","Ferris St."
"2332",426,11537,2020,"Kendall Carder",57,24,7,0,1,11,17,2,0,4,6,1,"0.421",0.394,"0.990","Millsaps"
"2333",490,56518,2020,"Brigette Nordberg",64,18,1,0,7,21,14,7,2,26,1,1,"0.281",0.365,"0.990","NC State"
"2334",498,54502,2020,"Jayden Mount",72,24,8,2,2,16,18,8,3,7,5,3,"0.333",0.407,"0.990","ULM"
"2335",757,14021,2020,"Amy Claydon",37,12,3,0,3,8,4,2,0,11,0,0,"0.324",0.341,"0.990","Wayne St. (MI)"
"2336",1157,72933,2020,"Alexa Solorzano",71,23,5,0,4,22,11,15,0,5,0,0,"0.324",0.427,"0.990","Kennesaw St."
"2337",15882,31403,2020,"Colleen Hall",8,3,0,0,0,0,0,5,0,4,1,1,"0.375",0.615,"0.990","Rosemont"
"2338",26172,36345,2020,"Sydney Hoyt",56,16,4,0,4,14,5,15,0,11,1,0,"0.286",0.419,"0.990","A&M-Corpus Christi"
"2339",146,51999,2020,"Kyrstin Messier",9,4,0,0,0,1,4,2,0,0,0,1,"0.444",0.545,"0.989","Clarkson"
"2340",201,50832,2020,"Kendyl Mckeough",60,18,6,0,4,14,9,10,0,16,0,0,"0.300",0.389,"0.989","Eastern Ill."
"2341",306,62854,2020,"Grayson Radcliffe",59,18,4,0,4,13,11,9,4,17,5,0,"0.305",0.413,"0.989","Indiana"
"2342",660,14931,2020,"Bailley Concatto",49,16,1,1,3,12,17,11,1,6,2,0,"0.327",0.418,"0.989","SIUE"
"2343",722,79793,2020,"Kylie Vaverek",23,8,1,0,1,6,8,6,0,2,0,0,"0.348",0.467,"0.989","Coast Guard"
"2344",742,44114,2020,"Mackenzie Lawter",50,17,3,0,2,8,11,13,0,6,1,0,"0.340",0.469,"0.989","Virginia Tech"
"2345",1004,34638,2020,"Cylla Hill",73,25,6,0,4,19,13,9,0,12,1,0,"0.342",0.4,"0.989","Central Ark."
"2346",28749,69362,2020,"Annie Schuck",29,10,2,0,1,9,3,7,0,5,2,0,"0.345",0.472,"0.989","Transylvania"
"2347",30171,41195,2020,"Juliann Kirby",25,9,5,0,0,2,5,3,0,5,2,0,"0.360",0.429,"0.989","Berea"
"2348",30219,69770,2020,"Miranda Seacord",18,8,0,0,0,3,9,4,0,2,3,0,"0.444",0.545,"0.989","Dean"
"2349",66,70080,2020,"Alison Seng",68,27,2,1,1,13,12,9,4,9,0,0,"0.397",0.488,"0.988","Boise St."
"2350",68,36523,2020,"Aliyah Huerta-leipner",66,22,3,1,4,18,18,7,2,14,2,0,"0.333",0.397,"0.988","Boston U."
"2351",306,43226,2020,"Taylor Lambert",55,19,6,2,1,4,9,6,1,14,7,0,"0.345",0.406,"0.988","Indiana"
"2352",462,54795,2020,"Rachel Mundt",17,6,1,0,1,6,8,2,0,5,1,0,"0.353",0.4,"0.988","Neb. Wesleyan"
"2353",491,53622,2020,"Nichole Mooney",42,16,4,2,0,7,10,4,0,3,7,0,"0.381",0.417,"0.988","N.C. Wesleyan"
"2354",612,75361,2020,"Erin Sullivan",11,5,0,0,0,8,0,3,0,0,0,0,"0.455",0.533,"0.988","Saint Mary's (MN)"
"2355",725,72704,2020,"Ally Snelling",72,28,8,0,2,20,19,4,0,6,1,0,"0.389",0.405,"0.988","Army West Point"
"2356",1057,49716,2020,"Abbey Mcateer",38,13,2,0,2,7,11,7,0,5,1,0,"0.342",0.435,"0.988","Drury"
"2357",1462,24893,2020,"Jordan Floyd",63,23,7,0,2,16,13,5,2,3,0,0,"0.365",0.417,"0.988","Wingate"
"2358",8490,81514,2020,"Ethel Warren",48,18,4,2,0,6,15,7,0,8,5,0,"0.375",0.446,"0.988","LeTourneau"
"2359",30033,38633,2020,"Haley Johnson",13,6,0,0,0,2,2,4,0,3,1,0,"0.462",0.526,"0.988","Mount Mary"
"2360",30119,31138,2020,"Carson Hackerd",68,28,2,0,2,6,12,6,0,7,3,1,"0.412",0.459,"0.988","Ohio Dominican"
"2361",457,37075,2020,"Campbell Hutcherson",44,15,2,0,2,9,7,11,0,13,3,1,"0.341",0.464,"0.987","North Carolina"
"2362",534,42525,2020,"Hannah Krosky",63,26,7,1,0,12,7,2,0,9,0,0,"0.413",0.431,"0.987","Pacific"
"2363",782,56171,2020,"Bailee Nickerson",64,23,6,0,2,21,16,8,2,10,0,0,"0.359",0.44,"0.987","Wichita St."
"2364",30127,7594,2020,"Hannah Boulanger",37,13,2,0,2,9,5,4,1,3,1,0,"0.351",0.419,"0.987","Simon Fraser"
"2365",125,11143,2020,"Haley Campbell",39,14,6,1,0,3,11,4,1,2,5,0,"0.359",0.422,"0.986","Centenary (LA)"
"2366",175,10705,2020,"Alyssa Cacini",60,19,3,0,5,15,10,5,0,17,1,0,"0.317",0.369,"0.986","Dayton"
"2367",205,36613,2020,"Allie Hughes",42,13,4,0,3,11,9,4,1,5,0,0,"0.310",0.367,"0.986","Mont. St. Billings"
"2368",427,85842,2020,"Sidney Zavoral",40,13,2,0,3,9,4,2,2,2,0,0,"0.325",0.386,"0.986","Minn. Duluth"
"2369",622,25497,2020,"Dakotah Fraley",71,27,7,0,2,12,16,3,3,8,1,0,"0.380",0.423,"0.986","Salisbury"
"2370",639,64422,2020,"Taylor Rhinehart",34,11,6,2,0,9,6,2,1,4,0,0,"0.324",0.368,"0.986","Siena"
"2371",802,46681,2020,"Lauren Luedtke",24,9,4,0,0,3,9,3,0,2,3,0,"0.375",0.444,"0.986","Wis.-Stevens Point"
"2372",1012,67262,2020,"Gabby Russell",38,13,4,0,2,10,4,2,1,9,1,0,"0.342",0.381,"0.986","Chadron St."
"2373",11504,72402,2020,"Kayla Smith",30,8,2,0,3,7,5,3,1,2,0,0,"0.267",0.353,"0.986","Queens (NC)"
"2374",30120,20910,2020,"Abby Dubinski",29,11,3,0,1,11,3,2,1,6,0,0,"0.379",0.4,"0.986","William Jewell"
"2375",30170,78068,2020,"Arianna Traugott",27,11,3,0,0,5,8,2,1,1,2,0,"0.407",0.467,"0.986","Alfred St."
"2376",28,13129,2020,"Denae Chatman",67,20,1,0,5,13,16,19,0,14,0,0,"0.299",0.448,"0.985","Arizona St."
"2377",126,23571,2020,"Madison Farrington",7,3,0,0,0,0,0,2,0,2,0,0,"0.429",0.556,"0.985","Central (IA)"
"2378",235,45384,2020,"Cheyenne Lindsey",63,24,4,2,1,13,13,6,0,8,3,1,"0.381",0.429,"0.985","Florida"
"2379",303,41689,2020,"Cat Knoll",30,13,2,0,0,8,8,3,0,5,1,0,"0.433",0.485,"0.985","Immaculata"
"2380",443,68870,2020,"Alexandria Scheeler",33,14,2,0,0,12,7,4,1,2,1,0,"0.424",0.5,"0.985","Moravian"
"2381",513,77354,2020,"Payton Tidd",20,7,1,0,1,4,3,3,0,2,1,0,"0.350",0.435,"0.985","Notre Dame"
"2382",639,63397,2020,"Kelly Rasulo",18,6,4,0,0,4,1,3,0,0,0,0,"0.333",0.429,"0.985","Siena"
"2383",1460,10324,2020,"Rosa'lynn Burton",34,16,0,0,0,1,5,2,1,2,7,2,"0.471",0.514,"0.985","Wilmington (DE)"
"2384",8577,38342,2020,"Megan Jesionowski",20,8,3,0,0,2,2,2,0,5,0,1,"0.400",0.435,"0.985","N.M. Highlands"
"2385",9013,35180,2020,"Emma Hoffart",72,24,10,1,2,16,21,8,1,8,3,0,"0.333",0.402,"0.985","Missouri Western"
"2386",30094,32618,2020,"Ali grace Hartman",23,8,1,3,0,6,2,0,0,2,2,0,"0.348",0.333,"0.985","Brevard"
"2387",10,56845,2020,"Mackenzie Nutt",61,22,5,0,2,15,17,9,0,6,4,0,"0.361",0.443,"0.984","Alabama Huntsville"
"2388",148,81377,2020,"Lindsay Ward",44,14,6,0,2,13,12,4,4,7,4,1,"0.318",0.393,"0.984","Cleveland St."
"2389",180,26815,2020,"Hanna Garber",75,26,2,5,1,10,20,12,0,12,17,1,"0.347",0.437,"0.984","Delaware"
"2390",334,38731,2020,"Lauren Johnson",65,21,3,1,3,18,16,13,3,10,3,2,"0.323",0.446,"0.984","Kentucky"
"2391",389,62456,2020,"Lacey Pugh",25,8,3,0,1,2,7,6,0,5,1,0,"0.320",0.424,"0.984","Mary Baldwin"
"2392",465,78133,2020,"Mia Trejo",76,26,5,0,3,21,12,15,3,11,0,0,"0.342",0.458,"0.984","UNLV"
"2393",533,59617,2020,"Gwen Pederso",22,8,0,3,0,5,4,0,0,3,1,0,"0.364",0.348,"0.984","Pace"
"2394",1124,54320,2020,"Laura Mortan",38,17,3,0,0,15,6,4,1,1,2,0,"0.447",0.458,"0.984","Hendrix"
"2395",1451,58677,2020,"Leah Pancake",22,6,1,0,2,5,8,5,0,1,2,0,"0.273",0.393,"0.984","Westminster (PA)"
"2396",2694,34488,2020,"Abby Hickson",23,11,1,0,0,4,1,1,0,1,0,0,"0.478",0.462,"0.984","Franklin"
"2397",367,30022,2020,"Cassady Greenwood",44,17,3,0,1,7,7,6,0,13,2,0,"0.386",0.46,"0.983","Louisville"
"2398",540,50795,2020,"Laurel Mckelvey",14,5,3,0,0,4,1,2,0,2,0,0,"0.357",0.412,"0.983","Penn"
"2399",1133,8763,2020,"Bri Brochu",26,12,1,0,0,0,6,2,0,1,2,1,"0.462",0.483,"0.983","Husson"
"2400",25,85875,2020,"Avery Zeigler",36,10,1,0,3,9,6,6,4,9,1,0,"0.278",0.426,"0.982","Angelo St."
"2401",391,40107,2020,"Julia Keffler",19,6,0,3,0,3,5,1,0,3,1,0,"0.316",0.35,"0.982","UMBC"
"2402",550,38478,2020,"Emily Johansen",70,20,2,0,8,25,11,5,0,12,0,0,"0.286",0.325,"0.982","Portland St."
"2403",1170,31710,2020,"Kory Hammett",30,10,2,0,2,7,8,2,1,1,0,0,"0.333",0.382,"0.982","Lenoir-Rhyne"
"2404",1376,12305,2020,"Alese Casper",60,25,4,1,0,9,24,7,1,9,3,0,"0.417",0.465,"0.982","Southern Ark."
"2405",9012,69658,2020,"Haleigh Scott",58,22,4,1,1,21,8,8,0,2,1,1,"0.379",0.448,"0.982","Mo. Southern St."
"2406",13302,63490,2020,"Caitlyn Ray",52,19,3,0,2,9,12,9,0,10,0,0,"0.365",0.444,"0.982","Lees-McRae"
"2407",30064,65651,2020,"Shae Robson",22,9,0,2,0,4,5,0,0,2,3,0,"0.409",0.391,"0.982","Saint Vincent"
"2408",30090,68466,2020,"Paige Sasser",9,3,1,0,0,0,0,4,0,1,0,0,"0.333",0.538,"0.982","Tex. A&M Int'l"
"2409",30193,71645,2020,"Abbey Sims",57,21,2,1,2,11,14,3,4,4,1,0,"0.368",0.438,"0.982","Emmanuel (GA)"
"2410",288,69385,2020,"Becca Schulte",54,14,3,0,5,18,14,7,5,9,3,1,"0.259",0.388,"0.981","Houston"
"2411",366,34486,2020,"Zoe Hicks",64,22,6,0,2,9,9,12,2,13,5,1,"0.344",0.45,"0.981","Louisiana Tech"
"2412",389,71509,2020,"Lindsay Simmons",40,13,2,2,2,9,12,3,0,8,6,1,"0.325",0.356,"0.981","Mary Baldwin"
"2413",497,34799,2020,"Tarah Hilton",66,21,2,1,4,13,13,11,2,7,2,0,"0.318",0.42,"0.981","North Texas"
"2414",674,45285,2020,"Kaitlyn Lim",77,26,6,1,4,22,17,6,1,10,7,0,"0.338",0.384,"0.981","Stanford"
"2415",753,10488,2020,"Rachel Butler",19,7,3,0,0,7,2,3,0,4,0,0,"0.368",0.455,"0.981","Washington Col."
"2416",1156,35140,2020,"Haleigh Hoefs",31,12,6,0,0,7,4,2,0,2,0,1,"0.387",0.4,"0.981","Neb.-Kearney"
"2417",2707,23873,2020,"Delainey Fenoglio",42,15,0,0,2,7,4,10,0,5,0,0,"0.357",0.481,"0.981","Kansas City"
"2418",12830,29613,2020,"Alexis Grampp",61,21,6,0,3,12,13,5,1,12,1,0,"0.344",0.391,"0.981","Tusculum"
"2419",21,24674,2020,"Hannah Fleming",39,15,6,0,0,8,6,4,0,4,1,0,"0.385",0.442,"0.980","Alma"
"2420",174,6929,2020,"Ryn Boelter",41,15,3,0,2,6,3,1,1,2,0,0,"0.366",0.395,"0.980","Davis & Elkins"
"2421",360,2457,2020,"Sydney Arrigale",41,12,1,0,4,10,7,5,0,10,0,0,"0.293",0.37,"0.980","Lock Haven"
"2422",436,54577,2020,"Jessica Mrzlak",37,14,3,0,1,12,3,4,0,8,0,0,"0.378",0.439,"0.980","Mo.-St. Louis"
"2423",102,69669,2020,"Jessica Scott",17,6,0,0,1,5,1,2,1,1,0,0,"0.353",0.45,"0.979","Sacramento St."
"2424",147,49361,2020,"Grace Mattimore",66,22,10,0,0,12,16,22,0,10,0,1,"0.333",0.494,"0.979","Clemson"
"2425",191,40560,2020,"Taylor Kent",17,7,0,1,0,3,6,1,1,2,2,0,"0.412",0.45,"0.979","Drexel"
"2426",695,40237,2020,"Kaitlyn Kelley",57,19,7,0,2,10,5,7,2,8,0,0,"0.333",0.418,"0.979","UT Martin"
"2427",744,77484,2020,"Mya Tino",35,13,3,0,1,4,5,4,0,3,0,1,"0.371",0.436,"0.979","Virginia Union"
"2428",796,33363,2020,"Caroline Hedgcock",44,11,1,0,5,9,9,7,1,15,0,0,"0.250",0.365,"0.979","Wisconsin"
"2429",30179,65512,2020,"Brianna Robinson",53,18,4,1,2,18,5,6,2,6,0,0,"0.340",0.413,"0.979","Okla. Christian"
"2430",166,72466,2020,"Maddy Smith",21,7,0,1,1,6,4,3,1,4,0,0,"0.333",0.407,"0.978","Cornell College"
"2431",236,2698,2020,"Madie Aughinbaugh",63,22,6,0,2,16,11,9,1,11,7,2,"0.349",0.438,"0.978","Fordham"
"2432",271,56006,2020,"Peyton Newman",41,17,3,0,0,5,9,5,2,1,0,0,"0.415",0.49,"0.978","Hardin-Simmons"
"2433",335,825,2020,"Bella Albrecht",23,11,0,0,0,6,10,3,0,5,5,0,"0.478",0.5,"0.978","Kenyon"
"2434",798,37287,2020,"Ana Iliopoulos",18,7,2,0,0,10,5,3,1,1,0,0,"0.389",0.478,"0.978","Wis.-Oshkosh"
"2435",1461,16184,2020,"Megan Crager",33,11,2,2,0,5,13,5,3,1,5,0,"0.333",0.463,"0.978","Wilmington (OH)"
"2436",1462,75749,2020,"Emma Swenson",62,22,6,2,0,8,19,14,0,2,3,0,"0.355",0.462,"0.978","Wingate"
"2437",21830,82863,2020,"Kaylee White",18,7,2,0,0,3,7,3,1,3,2,1,"0.389",0.478,"0.978","Piedmont"
"2438",60,35333,2020,"Cortney Hokanson",18,7,3,0,0,1,4,0,1,2,0,0,"0.389",0.421,"0.977","Bethel (MN)"
"2439",128,83943,2020,"Juliana Wilson",56,18,6,0,2,13,14,12,0,8,1,0,"0.321",0.441,"0.977","UCF"
"2440",281,27031,2020,"Victoria Garcia",35,15,3,0,0,5,6,4,0,3,0,1,"0.429",0.463,"0.977","Hiram"
"2441",334,19295,2020,"Gabi Deters",31,7,2,1,2,4,5,9,2,10,1,0,"0.226",0.429,"0.977","Kentucky"
"2442",483,33323,2020,"Kennedy Hebert",78,27,3,1,4,13,13,11,0,13,1,2,"0.346",0.413,"0.977","Nicholls"
"2443",507,1128,2020,"Karli Allen",58,16,2,0,5,12,11,8,5,22,0,1,"0.276",0.408,"0.977","Northwest Mo. St."
"2444",559,20591,2020,"Madison Douglass",59,20,3,0,3,15,10,8,2,12,1,0,"0.339",0.435,"0.977","Purdue"
"2445",2683,1211,2020,"Katie Allison",35,15,1,1,0,6,5,2,2,8,2,0,"0.429",0.463,"0.977","Belmont Abbey"
"2446",24639,43064,2020,"Sydney Lageyre",75,32,3,2,0,9,19,5,0,4,20,2,"0.427",0.457,"0.977","Nova Southeastern"
"2447",30069,75775,2020,"Anna Swierczewski",17,6,2,1,0,5,2,1,0,2,3,0,"0.353",0.389,"0.977","Franciscan"
"2448",30160,32766,2020,"Hannah Haskell",33,12,3,1,0,8,7,3,3,5,5,1,"0.364",0.462,"0.977","Houghton"
"2449",41,46790,2020,"Abbie Lund",41,19,1,0,0,7,7,2,0,4,7,0,"0.463",0.488,"0.976","Augustana (SD)"
"2450",159,61750,2020,"Paris Poston",50,18,3,1,2,11,13,3,0,8,1,1,"0.360",0.396,"0.976","Columbus St."
"2451",320,8479,2020,"Gracie Bressoud",37,16,1,1,0,1,8,2,0,5,11,1,"0.432",0.462,"0.976","John Carroll"
"2452",635,4057,2020,"Janae Barracato",82,26,12,2,2,15,18,7,3,14,1,0,"0.317",0.391,"0.976","Seton Hall"
"2453",670,57688,2020,"Tara Oltmann",61,23,4,0,3,16,10,4,0,6,3,1,"0.377",0.386,"0.976","Texas St."
"2454",700,39219,2020,"Zoe Jones",72,21,4,0,7,26,12,4,3,17,1,0,"0.292",0.337,"0.976","Texas Tech"
"2455",1446,2171,2020,"Ayanna Arceneaux",63,24,4,2,1,9,14,5,0,3,3,1,"0.381",0.42,"0.976","Western Ore."
"2456",1450,62140,2020,"Katie Price",14,4,2,0,1,5,5,1,0,0,0,0,"0.286",0.333,"0.976","Westminster (MO)"
"2457",30222,69428,2020,"Madison Schultz",23,5,1,1,2,6,4,3,3,6,0,0,"0.217",0.367,"0.976","Purdue Northwest"
"2458",27,54337,2020,"Baylee Morton",64,18,2,1,5,19,10,12,1,17,0,0,"0.281",0.397,"0.975","App State"
"2459",317,75394,2020,"Michelle Sullivan",45,12,2,0,4,20,14,7,4,13,0,0,"0.267",0.397,"0.975","James Madison"
"2460",436,17402,2020,"Corinne Daley",72,21,4,0,6,16,20,7,3,13,2,0,"0.292",0.378,"0.975","Mo.-St. Louis"
"2461",529,35901,2020,"Maddie Hopper",22,10,0,0,0,7,3,3,0,3,0,0,"0.455",0.52,"0.975","Oregon"
"2462",1257,4165,2020,"Kylee Barry",30,12,3,0,0,5,6,4,3,5,0,0,"0.400",0.475,"0.975","Newberry"
"2463",30095,1595,2020,"Meagan Anders",35,12,1,0,2,13,8,7,0,5,3,1,"0.343",0.432,"0.975","Utah Tech"
"2464",30202,18905,2020,"Cheyenne Demaree",50,18,3,0,3,21,10,3,0,5,2,0,"0.360",0.375,"0.975","Okla. Baptist"
"2465",201,65296,2020,"Jenna Robbins",11,3,0,0,1,3,1,3,0,5,0,0,"0.273",0.429,"0.974","Eastern Ill."
"2466",203,11136,2020,"Emily Campbell",32,12,1,1,1,7,5,2,0,3,2,0,"0.375",0.412,"0.974","East. Mennonite"
"2467",218,44310,2020,"Morgan Ledbetter",29,11,1,0,1,8,4,4,1,2,1,0,"0.379",0.457,"0.974","Eureka"
"2468",221,53908,2020,"Tara Morash",33,14,1,1,0,1,1,3,0,1,0,1,"0.424",0.459,"0.974","FDU-Florham"
"2469",224,9761,2020,"Taylor Buiter",27,9,2,0,1,4,3,6,0,12,0,0,"0.333",0.455,"0.974","Ferris St."
"2470",366,65264,2020,"Addison Roark",14,4,1,1,0,2,5,3,2,6,0,0,"0.286",0.474,"0.974","Louisiana Tech"
"2471",511,24984,2020,"Madelyn Folcik",16,6,2,0,0,7,6,3,0,4,1,0,"0.375",0.474,"0.974","Norwich"
"2472",552,9198,2020,"Morgan Brown",14,6,1,0,0,2,0,1,2,3,1,0,"0.429",0.474,"0.974","SUNY Potsdam"
"2473",615,30360,2020,"Abby Grismer",16,6,2,0,0,3,4,3,0,2,0,0,"0.375",0.474,"0.974","St. Olaf"
"2474",39,78581,2020,"Sydney Tullin",50,15,2,0,5,14,9,4,0,15,0,0,"0.300",0.333,"0.973","Augusta"
"2475",452,52842,2020,"Savannah Miner",34,14,4,0,0,6,11,1,1,2,3,0,"0.412",0.444,"0.973","Mount Union"
"2476",1094,50185,2020,"Jennifer Mccue",9,2,0,0,1,3,2,3,0,4,0,0,"0.222",0.417,"0.973","George Fox"
"2477",1126,56135,2020,"Taylor Nichols",29,10,4,0,1,8,4,2,0,7,0,0,"0.345",0.387,"0.973","Holy Family"
"2478",23008,47293,2020,"Megan Madden",35,16,2,0,0,3,10,0,1,3,0,1,"0.457",0.459,"0.973","Ozarks (AR)"
"2479",311,73316,2020,"Carli Spelhaug",72,23,5,1,3,9,19,9,5,12,14,0,"0.319",0.43,"0.972","Iowa St."
"2480",414,16924,2020,"Allie Cummins",63,21,7,1,3,11,4,2,1,8,0,0,"0.333",0.353,"0.972","Miami (OH)"
"2481",525,3927,2020,"Jessica Barnes",44,16,3,0,2,10,10,3,0,5,3,0,"0.364",0.404,"0.972","Olivet"
"2482",1010,85953,2020,"Maddy Zerr",28,9,2,0,1,7,5,7,1,4,1,0,"0.321",0.472,"0.972","Central Wash."
"2483",1057,33347,2020,"Madison Hecker",27,9,2,1,1,9,2,2,0,9,2,0,"0.333",0.379,"0.972","Drury"
"2484",1176,81934,2020,"Emma Webb",66,25,4,2,1,16,14,7,0,6,1,0,"0.379",0.427,"0.972","Lincoln Memorial"
