"","team_id","season","player","ab","h","x2b","x3b","hr","rbi","r","bb","hbp","k","sb","cs","avg","obp","ops"
"1",1104,2017,"Jordon Keeton",2,2,1,1,0,2,1,2,0,0,0,0,"1.000",1,"3.500"
"2",346,2017,"Mackenzie Futrell",1,1,1,0,0,0,12,0,0,0,1,0,"1.000",1,"3.000"
"3",358,2017,"Audrey Diekmann",5,3,0,0,2,5,4,3,0,0,0,0,"0.600",0.75,"2.550"
"4",702,2017,"Bryanna Datko",2,1,0,0,1,1,1,0,0,0,0,0,"0.500",0.5,"2.500"
"5",315,2017,"Jordan Sims",5,3,2,0,1,1,1,2,0,0,0,0,"0.600",0.714,"2.314"
"6",317,2017,"Ashley Samuels",5,4,0,0,1,4,4,2,0,1,2,0,"0.800",0.857,"2.257"
"7",17,2017,"Madi Creed",1,1,0,0,0,0,0,0,0,0,0,0,"1.000",1,"2.000"
"8",29,2017,"Merrilee Miller",2,2,0,0,0,1,5,0,0,0,0,0,"1.000",1,"2.000"
"9",61,2017,"Mara Brody",2,2,0,0,0,2,0,1,0,0,0,0,"1.000",1,"2.000"
"10",62,2017,"Brook Megna",1,1,0,0,0,1,2,0,0,0,0,0,"1.000",1,"2.000"
"11",66,2017,"Matti Chavez",1,1,0,0,0,1,3,0,1,0,0,0,"1.000",1,"2.000"
"12",80,2017,"Rebecca Mandelbaum",1,1,0,0,0,0,2,1,0,0,0,0,"1.000",1,"2.000"
"13",191,2017,"Tara Konopka",1,1,0,0,0,0,0,0,0,0,0,0,"1.000",1,"2.000"
"14",196,2017,"Ashley Weingartz",2,2,0,0,0,2,6,1,0,0,0,0,"1.000",1,"2.000"
"15",219,2017,"Emily Lockhart",2,2,0,0,0,0,0,0,0,0,0,0,"1.000",1,"2.000"
"16",272,2017,"Melissa Pereira",1,1,0,0,0,0,0,0,0,0,0,0,"1.000",1,"2.000"
"17",288,2017,"Hannah Wolfe",1,1,0,0,0,0,0,0,0,0,0,0,"1.000",1,"2.000"
"18",299,2017,"Kadi Borries",1,1,0,0,0,0,1,0,0,0,0,0,"1.000",1,"2.000"
"19",310,2017,"Samantha Mello",1,1,0,0,0,0,9,0,0,0,0,1,"1.000",1,"2.000"
"20",313,2017,"Ellie Murray",1,1,0,0,0,0,0,0,0,0,0,0,"1.000",1,"2.000"
"21",317,2017,"Raine Wilson",1,1,0,0,0,1,1,0,0,0,0,0,"1.000",1,"2.000"
"22",356,2017,"Macie Kinsey",2,2,0,0,0,3,1,2,0,0,0,0,"1.000",1,"2.000"
"23",358,2017,"Bree Thompson",1,1,0,0,0,2,0,0,0,0,0,0,"1.000",1,"2.000"
"24",366,2017,"Preslee Gallaway",2,2,0,0,0,1,0,0,0,0,0,0,"1.000",1,"2.000"
"25",381,2017,"Danielle Gabriel",1,1,0,0,0,1,0,0,0,0,0,0,"1.000",1,"2.000"
"26",418,2017,"Abby Skvarce",2,2,0,0,0,0,2,0,0,0,0,0,"1.000",1,"2.000"
"27",429,2017,"Heath Griffith",1,1,0,0,0,1,0,0,0,0,0,0,"1.000",1,"2.000"
"28",610,2017,"Katie Moss",1,1,0,0,0,0,4,0,0,0,0,0,"1.000",1,"2.000"
"29",664,2017,"Beth Taylor",2,2,0,0,0,1,1,2,0,0,0,0,"1.000",1,"2.000"
"30",702,2017,"Briana Angel",1,1,0,0,0,1,2,0,0,0,0,0,"1.000",1,"2.000"
"31",704,2017,"Taylor Grohmann",1,1,0,0,0,0,1,0,0,0,0,0,"1.000",1,"2.000"
"32",934,2017,"Jazmine Martin",1,1,0,0,0,0,0,0,0,0,0,0,"1.000",1,"2.000"
"33",2699,2017,"Erica Tharp",1,1,0,0,0,0,0,0,0,0,0,0,"1.000",1,"2.000"
"34",144,2017,"Jessica Vason",6,5,2,0,0,3,2,1,0,1,1,0,"0.833",0.75,"1.917"
"35",545,2017,"Kaitlyn Kruger",4,2,0,0,1,1,5,1,1,0,0,0,"0.500",0.667,"1.917"
"36",356,2017,"Chelsey Kerr",3,1,0,0,1,3,1,1,0,0,0,0,"0.333",0.5,"1.833"
"37",697,2017,"Celena Massey",5,3,0,0,1,3,1,2,0,0,0,0,"0.600",0.625,"1.825"
"38",332,2017,"Jittaun Thompson",4,3,1,0,0,0,1,0,0,0,1,0,"0.750",0.75,"1.750"
"39",356,2017,"Jordan Lawson",4,2,0,0,1,3,2,0,0,0,0,0,"0.500",0.5,"1.750"
"40",695,2017,"Gabby Zizzi",1,1,0,0,0,0,18,2,0,0,8,2,"1.000",0.75,"1.750"
"41",358,2017,"Ashlend Rodriguez",6,3,0,2,0,3,2,1,0,1,1,0,"0.500",0.571,"1.738"
"42",358,2017,"Allison Craft",7,4,1,0,1,3,4,0,0,1,1,0,"0.571",0.571,"1.714"
"43",317,2017,"Tahli Moore",8,5,1,1,0,2,7,2,0,0,2,1,"0.625",0.7,"1.700"
"44",254,2017,"Cassidy Faulk",3,2,1,0,0,2,11,0,0,0,1,0,"0.667",0.667,"1.667"
"45",429,2017,"Lauren Mulligan",6,4,0,1,0,2,2,0,0,0,2,0,"0.667",0.667,"1.667"
"46",30095,2017,"Brenna Cornwall",3,2,1,0,0,0,1,0,0,0,0,0,"0.667",0.667,"1.667"
"47",167,2017,"Michiko Mcgivney",18,10,2,0,2,2,6,2,0,1,0,0,"0.556",0.6,"1.600"
"48",720,2017,"Jasmine Snyder",6,3,0,0,1,2,2,1,0,0,0,0,"0.500",0.571,"1.571"
"49",115,2017,"Rachel Mccollum",35,15,6,0,5,15,12,6,2,3,1,0,"0.429",0.535,"1.564"
"50",129,2017,"Laura Vaccaro",4,3,0,0,0,1,0,1,0,1,0,0,"0.750",0.8,"1.550"
"51",671,2017,"Dj Sanders",160,62,13,0,29,82,72,46,1,27,2,1,"0.388",0.524,"1.536"
"52",14,2017,"Elizabeth Snow",116,50,20,1,13,46,35,27,8,6,2,2,"0.431",0.559,"1.516"
"53",428,2017,"Kendyl Lindaman",146,63,8,1,20,76,57,61,5,13,0,0,"0.432",0.6,"1.511"
"54",125,2017,"Kylie Bradley",5,2,0,0,1,1,1,1,0,0,0,0,"0.400",0.5,"1.500"
"55",254,2017,"Mallory Koepke",4,3,0,0,0,4,3,0,0,0,0,0,"0.750",0.75,"1.500"
"56",313,2017,"Frankie-ann Mccauley",2,1,1,0,0,0,0,0,0,0,0,0,"0.500",0.5,"1.500"
"57",314,2017,"Symone Williams",4,3,0,0,0,2,1,0,0,0,0,0,"0.750",0.75,"1.500"
"58",429,2017,"Carly Crawford",5,2,0,0,1,1,2,1,0,0,0,0,"0.400",0.5,"1.500"
"59",508,2017,"Kayla Roquemore",2,1,1,0,0,1,12,0,0,0,0,0,"0.500",0.5,"1.500"
"60",554,2017,"Joey Smith",5,2,0,0,1,2,14,2,0,2,2,2,"0.400",0.5,"1.500"
"61",739,2017,"Jordan Prutzer",2,1,1,0,0,0,0,0,0,1,0,0,"0.500",0.5,"1.500"
"62",30095,2017,"Jessica Gonzalez",5,2,0,0,1,2,1,1,0,0,0,0,"0.400",0.5,"1.500"
"63",115,2017,"Amber Schisler",151,66,8,1,18,50,47,56,18,27,9,4,"0.437",0.622,"1.483"
"64",688,2017,"Sydney O'hara",122,59,10,4,9,42,37,46,8,20,6,0,"0.484",0.631,"1.483"
"65",697,2017,"Miranda Miles",10,4,2,0,1,2,16,4,0,4,1,1,"0.400",0.571,"1.471"
"66",31,2017,"Lauren Archuleta",5,3,1,0,0,2,0,1,0,2,0,0,"0.600",0.667,"1.467"
"67",234,2017,"Jessie Warren",179,74,14,4,23,68,61,35,19,16,6,2,"0.413",0.538,"1.460"
"68",356,2017,"Mykenzie Livesay",3,2,0,0,0,0,4,1,0,0,0,0,"0.667",0.75,"1.417"
"69",735,2017,"Samantha Stewart",116,45,7,0,15,46,42,49,2,27,2,0,"0.388",0.568,"1.404"
"70",313,2017,"Alex Wright",5,2,0,0,1,2,1,0,0,0,0,0,"0.400",0.4,"1.400"
"71",694,2017,"Meghan Gregg",167,73,18,2,15,79,53,34,11,12,7,2,"0.437",0.557,"1.395"
"72",554,2017,"Marissa Reynolds",110,48,17,2,8,27,34,27,4,18,0,1,"0.436",0.549,"1.394"
"73",229,2017,"Emily Lochten",158,64,11,1,18,41,58,45,2,31,36,2,"0.405",0.536,"1.365"
"74",450,2017,"Rachel Heinze",150,61,15,1,17,49,56,24,3,24,9,1,"0.407",0.489,"1.349"
"75",29,2017,"Katiyana Mauga",143,49,6,0,22,54,45,49,2,17,0,0,"0.343",0.5,"1.346"
"76",796,2017,"Chloe Miller",153,66,18,3,11,48,52,36,4,12,7,5,"0.431",0.538,"1.342"
"77",30095,2017,"Arista Honey",3,2,0,0,0,1,0,0,0,0,0,0,"0.667",0.667,"1.334"
"78",261,2017,"Laa'iqah Shaheer",3,1,0,1,0,0,0,0,0,2,0,0,"0.333",0.333,"1.333"
"79",191,2017,"Linda Rush",133,55,16,0,14,50,31,18,0,14,2,0,"0.414",0.48,"1.330"
"80",458,2017,"Haley Pace",164,71,12,5,15,47,53,18,2,14,19,2,"0.433",0.487,"1.328"
"81",626,2017,"Jenavee Peres",163,74,11,2,16,60,56,12,5,23,4,2,"0.454",0.487,"1.327"
"82",249,2017,"Jenna Cone",152,60,9,1,18,59,47,33,2,11,2,1,"0.395",0.5,"1.322"
"83",416,2017,"Lea Foerster",178,71,26,2,14,49,67,25,19,11,2,1,"0.399",0.516,"1.319"
"84",671,2017,"Aleah Craighton",145,50,5,2,18,53,65,49,14,35,5,1,"0.345",0.536,"1.315"
"85",472,2017,"Kelsey Horton",164,68,15,0,16,59,52,29,5,17,6,2,"0.415",0.505,"1.304"
"86",254,2017,"Megan Litumbe",161,58,9,0,22,60,41,31,6,18,0,0,"0.360",0.473,"1.299"
"87",299,2017,"Jordan De los reyes",174,67,15,2,19,69,39,28,0,31,0,0,"0.385",0.463,"1.285"
"88",388,2017,"Morgan Zerkle",166,79,13,6,9,43,48,13,1,13,39,8,"0.476",0.492,"1.281"
"89",331,2017,"Maddy Grimm",153,50,11,1,19,55,49,50,3,35,0,0,"0.327",0.488,"1.272"
"90",253,2017,"Emily Snider",163,63,9,6,16,44,41,20,4,31,8,1,"0.387",0.46,"1.270"
"91",5,2017,"Kayla Schlosser",5,3,0,0,0,0,12,1,0,1,15,5,"0.600",0.667,"1.267"
"92",29,2017,"Jaycee Lindley",5,3,0,0,0,3,4,1,0,1,0,0,"0.600",0.667,"1.267"
"93",632,2017,"Cortni Jones",56,24,4,1,3,13,10,8,9,10,2,1,"0.429",0.562,"1.258"
"94",156,2017,"Amber Nelson",133,52,7,0,12,40,30,38,7,28,4,0,"0.391",0.536,"1.250"
"95",315,2017,"Aryan Williams",4,2,1,0,0,1,0,0,0,0,0,0,"0.500",0.5,"1.250"
"96",772,2017,"Do Not use",2,1,0,0,0,0,2,0,2,0,0,0,"0.500",0.75,"1.250"
"97",457,2017,"Kendra Lynch",182,68,13,0,21,68,33,27,3,14,0,0,"0.374",0.458,"1.249"
"98",301,2017,"Nicole Evans",169,59,14,2,18,58,40,33,7,22,2,1,"0.349",0.471,"1.246"
"99",556,2017,"Nicole Lundstrom",135,51,8,1,12,39,47,46,1,19,2,1,"0.378",0.527,"1.246"
"100",61,2017,"Ryan Jackson",152,62,9,2,14,47,38,12,12,21,16,2,"0.408",0.473,"1.243"
"101",635,2017,"Alexis Walkden",142,50,15,1,13,39,41,36,5,25,10,0,"0.352",0.497,"1.243"
"102",231,2017,"Stephanie Texeira",156,57,9,0,15,52,51,50,9,14,4,1,"0.365",0.53,"1.242"
"103",732,2017,"Hannah Flippen",158,67,12,3,10,50,46,26,4,14,12,1,"0.424",0.505,"1.233"
"104",31,2017,"Nicole Schroeder",146,48,11,1,17,49,31,35,3,30,0,0,"0.329",0.465,"1.232"
"105",62,2017,"Kate Richard",129,47,9,4,13,48,20,18,4,13,1,0,"0.364",0.434,"1.232"
"106",441,2017,"Delene Colburn",179,71,19,1,14,58,38,27,3,13,3,1,"0.397",0.481,"1.230"
"107",317,2017,"Casie Hill",5,1,0,0,1,3,7,2,0,2,1,0,"0.200",0.429,"1.229"
"108",144,2017,"Jacey Gray",5,2,1,0,0,0,3,3,0,1,1,0,"0.400",0.625,"1.225"
"109",66,2017,"Rebekah Cervantes",162,70,15,3,9,50,46,23,1,11,12,2,"0.432",0.495,"1.223"
"110",402,2017,"Erika Piancastelli",160,60,8,1,13,49,56,63,1,18,26,5,"0.375",0.541,"1.222"
"111",518,2017,"Lilli Piper",178,75,7,2,18,53,47,7,0,11,13,0,"0.421",0.434,"1.221"
"112",236,2017,"Jess Hughes",177,67,12,6,11,41,64,53,2,24,23,6,"0.379",0.519,"1.220"
"113",590,2017,"Kelyn Fillmore",23,11,3,0,1,9,3,1,0,1,0,0,"0.478",0.48,"1.219"
"114",671,2017,"Abby Sterling",10,4,1,0,1,5,2,1,0,5,0,0,"0.400",0.417,"1.217"
"115",600,2017,"Jordan Seneca",163,47,5,1,22,66,64,52,9,51,22,1,"0.288",0.48,"1.216"
"116",294,2017,"Kacie Burnett",154,75,15,5,2,23,38,10,2,13,25,6,"0.487",0.521,"1.209"
"117",125,2017,"Michelle Tasin",11,6,1,0,0,2,1,0,2,0,0,0,"0.545",0.571,"1.207"
"118",454,2017,"Jessica Twaddle",172,67,13,3,14,46,46,25,2,6,11,1,"0.390",0.461,"1.205"
"119",236,2017,"Madi Shaw",179,69,12,2,15,74,42,32,4,30,3,3,"0.385",0.477,"1.203"
"120",17,2017,"Jessica Crum",124,47,14,0,10,49,27,25,0,29,0,0,"0.379",0.468,"1.202"
"121",654,2017,"Rachel Anderson",153,63,10,8,7,33,35,20,1,15,12,5,"0.412",0.483,"1.202"
"122",125,2017,"Lizzie Moran",5,3,0,0,0,1,2,0,0,0,2,0,"0.600",0.6,"1.200"
"123",587,2017,"Arielle Couso",5,3,0,0,0,2,0,0,0,0,0,0,"0.600",0.6,"1.200"
