"","team_id","player_id","season","player","ab","h","x2b","x3b","hr","rbi","r","bb","hbp","k","sb","cs","avg","obp","ops"
"70",697,11718,2022,"Haley Lee",166,68,15,0,15,45,54,49,1,27,6,1,"0.410",0.546,"1.317"
"71",248,21916,2022,"Madi Williams",5,3,0,0,0,1,2,1,1,1,2,1,"0.600",0.714,"1.314"
"72",334,3754,2022,"Erin Coffel",157,66,11,1,17,59,41,20,3,17,6,3,"0.420",0.484,"1.312"
"73",458,20787,2022,"Bailey Vannoy",192,74,12,3,24,58,60,25,3,22,7,2,"0.385",0.457,"1.311"
"74",522,3816,2022,"Jayda Coleman",133,59,9,1,8,39,67,49,5,14,12,2,"0.444",0.601,"1.308"
"75",1320,9031,2022,"Morgan Hess",132,50,14,0,16,50,36,22,0,21,1,2,"0.379",0.45,"1.298"
"76",626,971,2022,"Mac Barbara",172,68,14,1,18,61,32,34,0,24,6,1,"0.395",0.493,"1.295"
"77",31,6966,2022,"Hannah Gammill",155,58,9,0,18,51,50,24,20,31,0,0,"0.374",0.513,"1.294"
"78",671,11499,2022,"Alexa Langeliers",115,44,6,2,13,42,37,23,3,16,5,0,"0.383",0.479,"1.288"
"79",720,3321,2022,"Jada Chadwick",7,3,0,0,1,2,3,0,0,0,1,0,"0.429",0.429,"1.286"
"80",503,10666,2022,"Katie Keller",140,62,20,2,7,45,40,26,0,9,15,3,"0.443",0.521,"1.285"
"81",794,15842,2022,"Alicia Peters",115,44,10,0,12,26,29,25,4,24,5,0,"0.383",0.5,"1.283"
"82",504,21550,2022,"Emmy Wells",122,38,7,0,19,51,24,29,2,31,0,0,"0.311",0.445,"1.281"
"83",1157,3248,2022,"Taylor Cates",148,57,12,0,19,48,39,14,2,22,11,2,"0.385",0.429,"1.280"
"84",306,1140,2022,"Cora Bassett",155,62,19,0,13,34,57,29,5,17,16,5,"0.400",0.505,"1.279"
"85",43,15263,2022,"Lexi Osowski-anderson",157,64,15,2,13,46,42,24,8,6,2,0,"0.408",0.497,"1.274"
"86",367,7858,2022,"Carmyn Greenwood",175,70,18,7,14,52,54,18,0,35,7,0,"0.400",0.449,"1.272"
"87",255,768,2022,"Patricia Awald",145,57,16,1,9,43,28,52,12,30,1,0,"0.393",0.568,"1.271"
"88",66,8235,2022,"Kelsey Hall",120,47,6,1,13,32,37,19,6,21,5,1,"0.392",0.486,"1.269"
"89",110,22116,2022,"Delanie Wisz",163,66,9,1,16,63,44,31,6,20,1,1,"0.405",0.502,"1.269"
"90",77,750,2022,"Huntyr Ava",145,59,9,0,15,52,30,22,4,11,1,1,"0.407",0.483,"1.262"
"91",317,18526,2022,"Hannah Shifflett",135,53,10,0,15,39,41,19,0,22,7,3,"0.393",0.462,"1.262"
"92",29,18758,2022,"Allie Skaggs",177,65,4,0,24,58,48,30,3,29,1,0,"0.367",0.462,"1.259"
"93",716,9470,2022,"Kelly Horne",133,47,6,1,14,28,40,44,6,20,0,0,"0.353",0.53,"1.259"
"94",176,10213,2022,"Brooke Johnson",157,61,15,1,13,52,40,37,4,31,3,1,"0.389",0.51,"1.255"
"95",30024,9269,2022,"Aubree Hogan",10,4,1,0,1,4,1,1,0,3,0,0,"0.400",0.455,"1.255"
"96",70,10431,2022,"Saniya Jones",4,2,1,0,0,0,0,0,0,1,0,0,"0.500",0.5,"1.250"
