"","team_id","season","player","ab","h","x2b","x3b","hr","rbi","r","bb","hbp","k","sb","cs","avg","obp","ops"
"1",169,2018,"Logan Black",1,1,0,0,1,2,1,0,1,0,0,0,"1.000",1,"5.000"
"2",703,2018,"Reagan Hathaway",1,1,0,0,1,2,1,0,0,0,0,0,"1.000",1,"5.000"
"3",446,2018,"Amber Arlinghaus",1,1,0,1,0,1,0,0,0,0,0,0,"1.000",1,"4.000"
"4",125,2018,"Maddie Fremen",1,1,1,0,0,1,1,0,0,0,0,0,"1.000",1,"3.000"
"5",422,2018,"Magen Rich",1,1,1,0,0,0,0,0,0,0,0,0,"1.000",1,"3.000"
"6",742,2018,"Dani Hugney",2,2,2,0,0,0,3,2,0,0,0,0,"1.000",1,"3.000"
"7",746,2018,"Rachel Keshin",1,1,1,0,0,1,0,0,0,0,1,0,"1.000",1,"3.000"
"8",1289,2018,"Sarah Johnson",2,2,2,0,0,0,1,0,0,0,0,0,"1.000",1,"3.000"
"9",430,2018,"Grace Dabbs",5,4,1,1,1,5,11,1,0,1,1,0,"0.800",0.833,"2.833"
"10",125,2018,"Wendy Gillet",2,2,1,0,0,1,1,0,0,0,0,0,"1.000",1,"2.500"
"11",249,2018,"Faith Weber",8,5,0,1,2,5,4,1,0,1,0,0,"0.625",0.667,"2.292"
"12",27,2018,"Maddy Bloom",1,1,0,0,0,0,7,0,0,0,1,1,"1.000",1,"2.000"
"13",31,2018,"Carley Haizlip",1,1,0,0,0,0,17,1,0,0,0,0,"1.000",1,"2.000"
"14",61,2018,"Mara Brody",2,1,0,1,0,2,1,0,0,1,0,0,"0.500",0.5,"2.000"
"15",71,2018,"Kiley Sosby",1,1,0,0,0,1,0,0,0,0,0,0,"1.000",1,"2.000"
"16",71,2018,"Natalie Herder",2,2,0,0,0,0,0,0,0,0,0,0,"1.000",1,"2.000"
"17",144,2018,"Khalayla Joseph",1,1,0,0,0,0,1,0,0,0,0,0,"1.000",1,"2.000"
"18",167,2018,"Katie Hale",1,1,0,0,0,2,0,1,0,0,0,0,"1.000",1,"2.000"
"19",244,2018,"Carolina Nageotte",4,2,0,0,1,3,17,3,1,1,2,1,"0.500",0.75,"2.000"
"20",368,2018,"Kaysee Talcik",2,2,0,0,0,0,0,0,0,0,0,0,"1.000",1,"2.000"
"21",414,2018,"Courtney Vierstra",1,1,0,0,0,0,0,0,0,0,0,0,"1.000",1,"2.000"
"22",430,2018,"Lexi Malone",1,1,0,0,0,0,0,0,0,0,0,0,"1.000",1,"2.000"
"23",439,2018,"Tyranny Royster",1,1,0,0,0,0,0,0,0,0,0,0,"1.000",1,"2.000"
"24",460,2018,"Ashley Marriner",1,1,0,0,0,0,3,0,0,0,2,0,"1.000",1,"2.000"
"25",521,2018,"Jamie Lowrie",1,1,0,0,0,0,8,0,0,0,1,0,"1.000",1,"2.000"
"26",720,2018,"Sierra Smith",6,3,0,0,2,5,2,0,0,0,0,0,"0.500",0.5,"2.000"
"27",739,2018,"Kalee Smith",1,1,0,0,0,0,0,1,0,0,0,0,"1.000",1,"2.000"
"28",1057,2018,"Megan Holmes",2,2,0,0,0,0,1,1,1,0,0,0,"1.000",1,"2.000"
"29",2678,2018,"Angelique Ramos",1,1,0,0,0,0,0,0,0,0,0,0,"1.000",1,"2.000"
"30",313,2018,"Hannah Anderson",3,2,1,0,0,1,3,0,1,0,0,0,"0.667",0.75,"1.750"
"31",529,2018,"Cherish Burks",11,4,1,0,3,11,16,1,1,2,6,3,"0.364",0.462,"1.735"
"32",331,2018,"Holly Speers",120,58,11,2,17,58,45,60,2,15,0,0,"0.483",0.656,"1.689"
"33",125,2018,"Erin Lewis",2,1,1,0,0,1,1,1,0,0,0,0,"0.500",0.667,"1.667"
"34",332,2018,"Chante Thome",3,2,1,0,0,2,1,0,0,1,0,0,"0.667",0.667,"1.667"
"35",422,2018,"Alexus Gonzalez",3,2,1,0,0,0,0,0,0,1,1,0,"0.667",0.667,"1.667"
"36",731,2018,"Kayla Fielder",3,2,1,0,0,1,4,0,0,0,0,0,"0.667",0.667,"1.667"
"37",400,2018,"Jena Cozza",137,66,13,2,17,57,63,34,24,8,1,0,"0.482",0.636,"1.614"
"38",1356,2018,"Madison Cathcart",151,67,20,0,19,57,33,53,4,15,0,0,"0.444",0.596,"1.550"
"39",522,2018,"Jocelyn Alo",174,73,7,0,30,72,64,49,2,19,4,1,"0.420",0.549,"1.526"
"40",180,2018,"Miranda O'donald",4,3,0,0,0,0,9,0,0,0,1,0,"0.750",0.75,"1.500"
