"","team_id","player_id","season","player","ab","h","x2b","x3b","hr","rbi","r","bb","hbp","k","sb","cs","avg","obp","ops"
"1",231,10086,2016,"Corinne Jenkins",1,1,0,0,1,2,1,0,0,0,0,0,"1.000",1,"5.000"
"2",96,3716,2016,"Brooke Coates",1,1,0,1,0,0,12,1,0,0,2,0,"1.000",1,"4.000"
"3",234,4594,2016,"Tessa Daniels",1,1,1,0,0,2,1,1,0,0,0,0,"1.000",1,"3.000"
"4",609,4148,2016,"Miranda Cotton",2,2,0,1,0,1,12,0,0,0,4,0,"1.000",1,"3.000"
"5",99,12116,2016,"Lauren Lombardi",2,1,0,0,1,3,1,1,0,0,0,0,"0.500",0.667,"2.667"
"6",7,14660,2016,"Diauna Nelson",2,2,1,0,0,0,1,0,1,0,0,0,"1.000",1,"2.500"
"7",301,6905,2016,"Katie Gallagher",2,2,1,0,0,3,0,0,0,0,0,0,"1.000",1,"2.500"
"8",30095,4911,2016,"Kaitlyn Delange",2,1,0,0,1,1,1,0,0,1,0,0,"0.500",0.5,"2.500"
"9",30177,4772,2016,"Molly Davison",3,2,0,0,1,3,1,1,0,0,0,0,"0.667",0.75,"2.417"
"10",30177,3783,2016,"Morgan Colburn",3,2,0,0,1,2,2,1,0,1,0,0,"0.667",0.75,"2.417"
"11",413,6004,2016,"Sarena Espinoza",5,5,1,0,0,2,3,2,0,0,0,0,"1.000",0.875,"2.075"
"12",14,20898,2016,"Celeste Verdolivo",1,1,0,0,0,1,1,0,0,0,0,0,"1.000",1,"2.000"
"13",71,3889,2016,"Briana Combs",1,1,0,0,0,0,1,0,0,0,0,0,"1.000",1,"2.000"
"14",81,2587,2016,"Brandi Burgin",1,1,0,0,0,0,0,0,0,0,0,0,"1.000",1,"2.000"
"15",97,569,2016,"Jasmine Antunez",1,1,0,0,0,0,2,0,0,0,0,0,"1.000",1,"2.000"
"16",129,5335,2016,"Michelle Dornan",1,1,0,0,0,0,0,1,0,0,0,0,"1.000",1,"2.000"
