"team_id","player_id","season","player","ab","h","x2b","x3b","hr","rbi","r","bb","hbp","k","sb","cs","avg","obp","ops","team"
80,31422,2021,"Jadey Hagiwara",1,1,0,0,1,2,1,1,0,0,0,0,"1.000",1,"5.000","Brown"
30013,61094,2021,"Sydney Piattoni",1,1,0,0,1,2,2,2,0,0,0,0,"1.000",1,"5.000","Lee"
1064,71018,2021,"Alyssa Shearing",2,4,0,0,0,2,1,0,0,0,0,0,"2.000",2,"4.000","Eastern Nazarene"
28,8316,2021,"Harleigh Braswell",2,2,0,0,1,3,1,3,2,0,0,0,"1.000",1,"3.500","Arizona St."
418,66310,2021,"Kaylee Rodriguez",2,2,0,0,1,3,10,1,0,0,1,1,"1.000",1,"3.500","Michigan"
42,71910,2021,"Erin Simmons",1,1,1,0,0,1,1,0,0,0,0,0,"1.000",1,"3.000","Aurora"
121,60653,2021,"Kirby Peters",1,1,1,0,0,2,2,0,0,0,0,0,"1.000",1,"3.000","Carthage"
151,56564,2021,"Brooke Niemiec",1,1,1,0,0,0,1,0,0,0,0,0,"1.000",1,"3.000","Colby"
247,71610,2021,"Madison Shutts",1,1,1,0,0,0,3,0,0,0,1,0,"1.000",1,"3.000","SUNY Geneseo"
518,57012,2021,"Destinee Noury",1,1,1,0,0,0,1,0,0,0,0,0,"1.000",1,"3.000","Ohio St."
542,62455,2021,"Malea Prestwood",1,1,1,0,0,1,0,0,0,0,0,0,"1.000",1,"3.000","Pfeiffer"
662,14057,2021,"Jazmin Clary",1,1,1,0,0,1,0,0,0,0,0,0,"1.000",1,"3.000","Southern Me."
2751,81099,2021,"Taylor Waara",1,1,1,0,0,2,1,0,0,0,0,0,"1.000",1,"3.000","Pacific (OR)"
2814,33115,2021,"Jordan Hausher",1,1,1,0,0,2,1,0,0,0,0,0,"1.000",1,"3.000","Washburn"
9004,66280,2021,"Jadalyn Rodriguez",1,1,1,0,0,1,5,1,0,0,0,0,"1.000",1,"3.000","Georgian Court"
9630,8154,2021,"Paije Bragg",1,1,1,0,0,1,2,1,0,0,0,0,"1.000",1,"3.000","West Va. Wesleyan"
12884,29235,2021,"Roxana Gonzalez",1,1,1,0,0,0,1,17,0,0,0,0,"1.000",1,"3.000","Centenary (NJ)"
30075,1347,2021,"Alissa Alvarado",1,1,1,0,0,2,0,0,0,0,0,0,"1.000",1,"3.000","Mary"
30178,42158,2021,"Brooke Kolanek",1,1,1,0,0,1,1,0,0,0,0,0,"1.000",1,"3.000","Northwestern Okla."
561,56974,2021,"Emma Norton",7,6,2,0,2,4,9,0,0,0,1,0,"0.857",0.857,"2.857","Quincy"
790,63058,2021,"Emma Quimby",2,1,0,0,1,5,2,1,0,0,0,0,"0.500",0.667,"2.667","Winona St."
110,12142,2021,"Lauryn Carter",2,1,0,0,1,2,13,0,0,0,1,0,"0.500",0.5,"2.500","UCLA"
119,540,2021,"Adriana Agosta",2,2,1,0,0,0,1,2,0,0,0,0,"1.000",1,"2.500","Carnegie Mellon"
277,4262,2021,"Cira Bartolotti",2,1,0,0,1,1,4,0,0,1,1,0,"0.500",0.5,"2.500","Hawaii"
1203,52870,2021,"Jessica Miller",2,2,1,0,0,2,2,0,0,0,1,0,"1.000",1,"2.500","Mary Hardin-Baylor"
9081,32200,2021,"Payton Hanson",4,3,1,0,1,3,2,0,0,0,0,0,"0.750",0.75,"2.500","Concordia-St. Paul"
9500,78698,2021,"Sabrina Trimblett",2,1,0,0,1,3,1,0,0,1,0,0,"0.500",0.5,"2.500","SUNY Poly"
18422,7604,2021,"Olivia Boucher",2,1,0,0,1,3,1,0,0,0,0,0,"0.500",0.5,"2.500","Rivier"
30051,70100,2021,"Logan Scott",2,2,1,0,0,4,2,0,0,0,0,0,"1.000",1,"2.500","King (TN)"
151,34854,2021,"Jackie Hill",12,12,0,0,1,7,7,0,0,2,2,0,"1.000",0.923,"2.340","Colby"
178,27063,2021,"Gabriela Garcia",3,2,0,0,1,1,8,0,0,0,0,0,"0.667",0.667,"2.334","Delaware St."
9013,18708,2021,"Kylie Dehook",3,2,0,1,0,0,3,0,2,0,0,0,"0.667",0.8,"2.133","Missouri Western"
78,67830,2021,"Molly Ryan",9,6,1,0,2,4,5,0,0,1,1,0,"0.667",0.667,"2.111","SUNY Brockport"
9,2068,2021,"Gabi Apiag",2,2,0,0,0,1,1,1,0,0,0,0,"1.000",1,"2.000","UAB"
20,56745,2021,"Julianna Nocito",1,1,0,0,0,1,2,0,0,0,0,0,"1.000",1,"2.000","DeSales"
27,15704,2021,"Shelby Cornett",1,1,0,0,0,0,2,0,0,0,0,0,"1.000",1,"2.000","App State"
40,26051,2021,"Allyson Fricano",1,1,0,0,0,0,0,0,0,0,0,0,"1.000",1,"2.000","Augustana (IL)"
60,19829,2021,"Elizabeth Dietz",1,1,0,0,0,0,0,6,0,0,0,0,"1.000",1,"2.000","Bethel (MN)"
78,35484,2021,"Erynn Hogan",1,1,0,0,0,1,1,0,0,0,2,0,"1.000",1,"2.000","SUNY Brockport"
80,605,2021,"Jodie Aguirre",2,2,0,0,0,0,0,0,0,0,0,0,"1.000",1,"2.000","Brown"
118,81705,2021,"Alexis Walters",1,1,0,0,0,1,0,0,0,0,0,0,"1.000",1,"2.000","Carleton"
122,66636,2021,"Elise Rolston",1,1,0,0,0,1,4,0,1,0,0,0,"1.000",1,"2.000","CWRU"
145,25640,2021,"Kaitlin Fraga",1,1,0,0,0,0,0,0,0,0,0,0,"1.000",1,"2.000","Clark (MA)"
146,73731,2021,"Carrie Speer",2,2,0,0,0,0,0,0,0,0,0,0,"1.000",1,"2.000","Clarkson"
151,86685,2021,"Jazmin Zuniga",1,1,0,0,0,0,3,0,0,0,1,0,"1.000",1,"2.000","Colby"
166,34601,2021,"Gabrielle Hiatt",1,1,0,0,0,0,0,0,0,0,0,0,"1.000",1,"2.000","Cornell College"
192,41616,2021,"Alyssa Klawitter",1,1,0,0,0,0,1,0,0,0,0,0,"1.000",1,"2.000","Dubuque"
192,21566,2021,"Harlie Durr",1,1,0,0,0,0,1,0,0,0,0,0,"1.000",1,"2.000","Dubuque"
209,74045,2021,"Macy Sral",2,2,0,0,0,0,0,0,0,0,0,0,"1.000",1,"2.000","Edinboro"
224,14286,2021,"Dakota Cloutier",1,1,0,0,0,0,1,0,0,0,0,0,"1.000",1,"2.000","Ferris St."
265,25692,2021,"Mariah Francis",1,1,0,0,0,0,1,2,0,0,0,1,"1.000",1,"2.000","Grove City"
266,15015,2021,"Alex Concepcion",1,1,0,0,0,1,0,0,0,0,0,0,"1.000",1,"2.000","Gust. Adolphus"
268,66893,2021,"Dana Rosbacka",1,1,0,0,0,0,0,2,0,0,0,0,"1.000",1,"2.000","Hamline"
291,31994,2021,"Ava Hand",2,2,0,0,0,1,0,2,0,0,0,0,"1.000",1,"2.000","Cal Poly Humboldt"
300,402,2021,"Nora Adams",1,1,0,0,0,0,1,0,0,0,0,0,"1.000",1,"2.000","Ill. Wesleyan"
313,49759,2021,"Alison May",1,1,0,0,0,0,2,0,0,0,2,0,"1.000",1,"2.000","Ithaca"
326,82381,2021,"Maija Weaver",1,1,0,0,0,0,4,0,0,0,0,0,"1.000",1,"2.000","Kalamazoo"
340,59789,2021,"Makie Paxson",1,1,0,0,0,2,0,0,0,0,0,1,"1.000",1,"2.000","La Salle"
401,80815,2021,"Elsa Vinacco",1,1,0,0,0,0,0,0,0,0,0,0,"1.000",1,"2.000","UMass Boston"
424,22095,2021,"Jaycie Edwards",1,1,0,0,0,0,0,0,0,0,0,0,"1.000",1,"2.000","Millikin"
433,13382,2021,"Raegan Cheyne",1,1,0,0,0,0,1,0,0,0,0,0,"1.000",1,"2.000","Ole Miss"
434,39745,2021,"Katherine Kadlec",1,1,0,0,0,1,0,0,0,0,0,0,"1.000",1,"2.000","Missouri"
434,33539,2021,"Riley Heckenkamp",1,1,0,0,0,0,0,0,0,0,0,0,"1.000",1,"2.000","Missouri"
453,3618,2021,"Jane Banahan",1,1,0,0,0,0,4,0,0,0,1,0,"1.000",1,"2.000","Muhlenberg"
459,10489,2021,"Breanna Butcher",3,3,0,0,0,3,2,0,0,0,0,0,"1.000",1,"2.000","UNC Greensboro"
486,59137,2021,"Justina Pardi",5,4,2,0,0,0,1,0,0,0,0,0,"0.800",0.8,"2.000","MCLA"
509,35714,2021,"Maegan Hollins",1,1,0,0,0,0,1,0,0,0,0,0,"1.000",1,"2.000","Northwestern"
548,52243,2021,"Sadie Merrow",1,1,0,0,0,0,5,0,0,0,2,0,"1.000",1,"2.000","Plymouth St."
554,3073,2021,"Cate Bade",1,1,0,0,0,0,0,2,0,0,2,0,"1.000",1,"2.000","Princeton"
567,72641,2021,"Aya Smith",2,2,0,0,0,0,1,0,0,0,0,0,"1.000",1,"2.000","Redlands"
567,43283,2021,"Kylla Lafleur",1,1,0,0,0,1,1,0,0,0,0,0,"1.000",1,"2.000","Redlands"
581,66191,2021,"Adryiana Rodriguez",1,1,0,0,0,0,0,0,0,0,0,0,"1.000",1,"2.000","Rochester (NY)"
597,62673,2021,"Erica Pronschinske",1,1,0,0,0,2,0,2,0,0,0,0,"1.000",1,"2.000","St. Catherine"
618,74302,2021,"Emma Stanoch",4,4,0,0,0,3,2,0,0,0,0,0,"1.000",1,"2.000","St. Scholastica"
618,64447,2021,"Makenzie Reiter",2,1,0,1,0,2,2,0,0,1,0,0,"0.500",0.5,"2.000","St. Scholastica"
622,55759,2021,"Kat Nashold",2,2,0,0,0,0,5,1,1,0,0,0,"1.000",1,"2.000","Salisbury"
633,9552,2021,"Catherine Bryceland",1,1,0,0,0,0,0,0,0,0,0,0,"1.000",1,"2.000","Scranton"
638,70857,2021,"Bridget Sharkey",2,1,0,1,0,1,0,0,0,0,0,0,"0.500",0.5,"2.000","Shippensburg"
638,31326,2021,"Maggie Hackler",1,1,0,0,0,0,0,0,0,0,0,0,"1.000",1,"2.000","Shippensburg"
642,5707,2021,"Bernie Berner",1,1,0,0,0,2,0,0,0,0,0,0,"1.000",1,"2.000","Skidmore"
652,73734,2021,"Jenna Speer",1,1,0,0,0,1,1,0,0,0,0,0,"1.000",1,"2.000","Sewanee"
681,59042,2021,"Jacqueline Panico",1,1,0,0,0,0,0,0,0,0,0,0,"1.000",1,"2.000","Stockton"
689,71692,2021,"Abigail Siegel",4,3,0,1,0,1,8,0,0,0,1,0,"0.750",0.75,"2.000","Tampa"
696,44532,2021,"Anisa Lechner",1,1,0,0,0,0,8,0,1,0,3,1,"1.000",1,"2.000","Tex. A&M-Kingsville"
699,10840,2021,"Deja Cain",1,1,0,0,0,0,3,0,0,0,0,0,"1.000",1,"2.000","Texas Southern"
770,18412,2021,"Kaitlyn Dean",1,1,0,0,0,0,0,3,0,0,0,0,"1.000",1,"2.000","WestConn"
784,38460,2021,"Cheyenne Jenner",1,1,0,0,0,0,0,0,0,0,0,0,"1.000",1,"2.000","Wilkes"
791,41104,2021,"Taniyah Killette",1,1,0,0,0,0,0,0,0,0,0,0,"1.000",1,"2.000","Winston-Salem"
805,14197,2021,"Kate Cleveland",1,1,0,0,0,1,1,20,0,0,0,0,"1.000",1,"2.000","Wis.-Whitewater"
973,70887,2021,"Shirley Sharp",1,1,0,0,0,1,0,8,0,0,0,0,"1.000",1,"2.000","Berry"
1000,44324,2021,"Grace Laws",1,1,0,0,0,1,2,1,0,0,0,0,"1.000",1,"2.000","Carson-Newman"
1000,49531,2021,"Madison Mathis",1,1,0,0,0,1,6,0,0,0,0,0,"1.000",1,"2.000","Carson-Newman"
1000,41893,2021,"Sarah Knight",2,2,0,0,0,0,2,0,0,0,0,0,"1.000",1,"2.000","Carson-Newman"
1010,75364,2021,"Lexie Strasser",2,1,0,1,0,0,0,0,0,0,0,0,"0.500",0.5,"2.000","Central Wash."
1013,22992,2021,"Jade Espinosa",1,1,0,0,0,1,1,2,0,0,0,0,"1.000",1,"2.000","Charleston (WV)"
1028,11205,2021,"Imani Campbell",1,1,0,0,0,0,9,0,0,0,2,2,"1.000",1,"2.000","Concord"
1064,19022,2021,"Chelsea Demartini",2,2,0,0,0,0,0,0,0,0,0,0,"1.000",1,"2.000","Eastern Nazarene"
1097,13589,2021,"Bailey Christian",1,1,0,0,0,0,3,0,0,0,0,0,"1.000",1,"2.000","Ga. Southwestern"
1164,77079,2021,"Carson Terry",3,3,0,0,0,3,0,0,0,0,0,0,"1.000",1,"2.000","Lakeland"
1179,81323,2021,"Leah Walborn",1,1,0,0,0,1,0,0,0,0,0,0,"1.000",1,"2.000","Linfield"
1226,61734,2021,"Allison Pohlmann",1,1,0,0,0,0,5,0,0,0,0,0,"1.000",1,"2.000","Minn.-Morris"
1266,60708,2021,"Bailey Peterson",1,1,0,0,0,0,0,0,0,0,0,0,"1.000",1,"2.000","Northern St."
1297,73318,2021,"Georjina Soliai",1,1,0,0,0,0,0,0,0,0,0,0,"1.000",1,"2.000","Pacific Lutheran"
1318,31798,2021,"Annabelle Hamilton",1,1,0,0,0,1,0,0,0,0,0,0,"1.000",1,"2.000","Post"
1340,14926,2021,"Victoria Coman",1,1,0,0,0,1,0,0,0,0,0,0,"1.000",1,"2.000","St. Joseph's (L.I.)"
1438,50466,2021,"Mahayla Mccroskey",2,2,0,0,0,0,0,0,1,0,0,0,"1.000",1,"2.000","West Liberty"
8597,20414,2021,"Hannah Domke",1,1,0,0,0,0,3,0,0,0,0,0,"1.000",1,"2.000","Martin Luther"
8597,63762,2021,"Hannah Rassat",3,3,0,0,0,2,1,0,0,0,0,0,"1.000",1,"2.000","Martin Luther"
8911,82587,2021,"Macy Weible",1,1,0,0,0,0,11,0,0,0,5,0,"1.000",1,"2.000","Wis. Lutheran"
9013,82491,2021,"Natalee Weber",1,1,0,0,0,0,0,0,0,0,0,0,"1.000",1,"2.000","Missouri Western"
11740,21233,2021,"Chelsea Dumas",4,2,1,0,1,2,16,0,0,0,2,0,"0.500",0.5,"2.000","West Florida"
14718,55283,2021,"Jalees Murphy",1,1,0,0,0,2,0,0,0,0,0,0,"1.000",1,"2.000","Wesleyan (GA)"
14795,7160,2021,"Lillian Boltz",1,1,0,0,0,0,0,2,0,0,0,0,"1.000",1,"2.000","Cedar Crest"
28593,40816,2021,"Lauren Keplinger",1,1,0,0,0,0,1,21,0,0,0,0,"1.000",1,"2.000","Birmingham-So."
