"","team_id","player_id","rank","player","k_bb"
"1",235,1059,1,"Kelly Barnhill","7.5"
"2",428,7975,2,"Sara Groenewegen","7.4"
"3",234,2647,3,"Jessica Burroughs","6.5"
"4",235,7702,4,"Delanie Gourley","6.3"
"5",771,9875,5,"Emily Ira","6.3"
"6",317,7611,6,"Megan Good","6.0"
"7",277,9196,7,"Brittany Hitchcock","5.3"
"8",522,12192,8,"Mariah Lopez","5.2"
"9",719,21390,9,"Emily Watson","5.0"
"10",630,12001,10,"Katelyn Linford","5.0"
"11",522,15509,11,"Paige Parker","4.8"
"12",670,17614,12,"Randi Rupp","4.8"
"13",83,7196,13,"Raeanne Geffert","4.5"
"14",8,12051,14,"Sydney Littlejohn","4.1"
"15",129,11018,15,"Rachel Knapp","4.1"
"16",90,9811,16,"Sierra Hyland","4.0"
"17",248,21027,17,"Marina Vitalich","3.8"
"18",28600,10462,18,"Mandy Jordan","3.8"
"19",739,11624,19,"Brette Lawrence","3.6"
"20",244,1479,20,"Lindsey Bert","3.6"
"21",493,18369,21,"Jacquelyn Sertic","3.5"
"22",529,913,22,"Maggie Balint","3.5"
"23",671,19436,23,"Alex Stewart","3.5"
"24",529,10986,24,"Megan Kleist","3.5"
"25",77,2532,25,"Mckenna Bull","3.3"
"26",1068,13980,26,"Kiandra Mitchum","3.3"
"27",68,194,27,"Makinna Akers","3.2"
"28",28755,16562,28,"Riley Randolph","3.2"
"29",51,18342,29,"Kelsee Selman","3.2"
"30",51,17248,30,"Gia Rodoni","3.2"
"31",418,1513,31,"Megan Betsa","3.1"
"32",519,19468,32,"Danielle Stiene","3.1"
"33",646,2336,33,"Devin Brown","3.0"
"34",110,7044,34,"Rachel Garcia","2.9"
"35",699,6832,35,"Jasmine Fulmore","2.9"
"36",236,728,36,"Madie Aughinbaugh","2.9"
"37",522,12253,37,"Paige Lowary","2.9"
"38",694,14322,38,"Matty Moss","2.9"
"39",175,3171,39,"Manda Cash","2.9"
"40",234,10895,40,"Meghan King","2.9"
"41",504,19194,41,"Jaclyn Spencer","2.9"
"42",381,21925,42,"Nicole Williams","2.8"
"43",540,17933,43,"Alexis Sargent","2.8"
"44",441,9413,44,"Michaela Hood","2.8"
"45",1157,4497,45,"Alley Cutting","2.8"
"46",1320,3982,46,"Alex Cook","2.8"
"47",366,6918,47,"Preslee Gallaway","2.8"
"48",732,21014,48,"Miranda Viramontes","2.7"
"49",219,6518,49,"Morgan Florey","2.7"
"50",391,9383,50,"Jessica Holte","2.7"
"51",37,3003,51,"Kaylee Carlson","2.7"
"52",176,22574,52,"Missy Zoch","2.7"
"53",346,12326,53,"Ciara Luna","2.7"
"54",312,5323,54,"Allison Doocy","2.7"
"55",8,15261,55,"Alexis Osorio","2.7"
"56",165,5145,56,"Madison Didion","2.7"
"57",331,11381,57,"Ronnie Ladines","2.7"
"58",388,5216,58,"Jordan Dixon","2.6"
"59",367,1283,60,"Maryssa Becker","2.6"
"60",10411,18579,60,"Lexi Shubert","2.6"
"61",485,8226,61,"Hunter Halford","2.6"
"62",514,11180,62,"Erin Kownacki","2.6"
"63",288,8793,63,"Savannah Heebner","2.6"
"64",659,10352,64,"Brianna Jones","2.6"
"65",365,21210,65,"Allie Walljasper","2.6"
"66",660,9857,66,"Emily Ingles","2.6"
"67",331,8700,67,"Janel Hayes","2.6"
"68",14927,11710,68,"Brooklin Lee","2.5"
"69",71,13836,69,"Meredith Miller","2.5"
"70",2699,20036,71,"Erica Tharp","2.4"
"71",386,15045,71,"Jayne Oberdorf","2.4"
"72",393,8043,72,"Adrienne Guerra","2.4"
"73",228,15747,74,"Kenya Pereira","2.4"
"74",220,15403,74,"Destinee Pallotto","2.4"
"75",419,10111,75,"Cori Jennings","2.4"
"76",288,13559,76,"Trystan Melancon","2.4"
"77",454,17181,77,"Mason Robinson","2.4"
"78",340,17081,78,"Marlo Roadcap","2.3"
"79",90,3333,79,"Lindsey Chalmers","2.3"
"80",457,15963,80,"Brittany Pickett","2.3"
"81",782,12567,81,"Kaitlyn Malone","2.3"
"82",27,12144,82,"Kenzie Longanecker","2.3"
"83",315,21615,83,"Taylor West","2.2"
"84",446,1301,84,"Amy Begg","2.2"
"85",688,17382,85,"Alexa Romero","2.2"
"86",400,3840,86,"Meg Colleran","2.2"
"87",600,20396,87,"Abby Trahan","2.2"
"88",514,22538,88,"Haley Zemmer","2.2"
"89",368,19828,89,"Kaysee Talcik","2.2"
"90",692,11928,90,"Danielle Liberatore","2.2"
"91",498,16180,91,"Paige Porter","2.2"
"92",380,1822,92,"Erin Bogdanovich","2.2"
"93",2,14937,93,"Hannah Null","2.2"
"94",1157,20949,94,"Logan Viers","2.2"
"95",315,7354,95,"Whitney Gillespie","2.2"
"96",813,10145,96,"Terra Jerpbak","2.2"
"97",363,7175,97,"Sydney Gay","2.1"
"98",229,2496,98,"Tatum Buckley","2.1"
"99",202,17752,99,"Alex Sallberg","2.1"
"100",610,14321,100,"Katie Moss","2.1"
