"","team_id","player_id","rank","player","xbh"
"1",671,17847,1,"Dj Sanders",42
"2",416,6546,1,"Lea Foerster",42
"3",234,21319,3,"Jessie Warren",41
"4",299,4818,4,"Jordan De los reyes",36
"5",694,7870,5,"Meghan Gregg",35
"6",110,19168,5,"Delaney Spaulding",35
"7",14,19026,7,"Elizabeth Snow",34
"8",457,12386,7,"Kendra Lynch",34
"9",301,6079,7,"Nicole Evans",34
"10",441,3782,7,"Delene Colburn",34
"11",2,8789,7,"Peyton Hedrick",34
"12",48,6972,7,"Jade Gandara",34
"13",450,8828,13,"Rachel Heinze",33
"14",386,11132,13,"Janna Korak",33
"15",29,8460,13,"Jessie Harper",33
"16",670,15227,13,"Ariel Ortiz",33
"17",796,13797,17,"Chloe Miller",32
"18",458,15341,17,"Haley Pace",32
"19",116,3233,17,"Lauren Castro",32
"20",472,9485,20,"Kelsey Horton",31
"21",254,12052,20,"Megan Litumbe",31
"22",331,7957,20,"Maddy Grimm",31
"23",253,19016,20,"Emily Snider",31
"24",229,12078,24,"Emily Lochten",30
"25",191,17619,24,"Linda Rush",30
"26",454,20605,24,"Jessica Twaddle",30
"27",709,16870,24,"Chandler Rice",30
"28",37,21189,24,"Carlee Wallace",30
"29",47,9509,24,"Rachel Houck",30
"30",428,11978,30,"Kendyl Lindaman",29
"31",626,15750,30,"Jenavee Peres",29
"32",635,21143,30,"Alexis Walkden",29
"33",31,18150,30,"Nicole Schroeder",29
"34",236,9664,30,"Jess Hughes",29
"35",236,18448,30,"Madi Shaw",29
"36",716,8572,30,"Becca Hartley",29
"37",234,16226,30,"Alex Powers",29
"38",756,6511,30,"Morganne Flores",29
"39",311,21934,30,"Sami Williams",29
"40",29,12996,40,"Katiyana Mauga",28
"41",249,3917,40,"Jenna Cone",28
"42",388,22545,40,"Morgan Zerkle",28
"43",600,18347,40,"Jordan Seneca",28
"44",2699,7610,40,"Maggie Good",28
"45",1157,19705,40,"Courtney Sutter",28
"46",175,19035,40,"Gabrielle Snyder",28
"47",29,15418,40,"Alyssa Palomino",28
"48",110,19895,40,"Brianna Tautalafua",28
"49",522,15718,40,"Nicole Pendley",28
"50",115,18073,50,"Amber Schisler",27
"51",554,16830,50,"Marissa Reynolds",27
"52",66,3305,50,"Rebekah Cervantes",27
"53",518,16029,50,"Lilli Piper",27
"54",28,7546,50,"Chelsea Gonzales",27
"55",101,9489,50,"Savannah Horvath",27
"56",29,14381,50,"Dejah Mulipola",27
"57",418,2911,50,"Faith Canfield",27
"58",2699,15602,50,"Roni Patterson",27
"59",1157,22083,50,"Noelle Winkles",27
"60",418,6145,50,"Aidan Falk",27
"61",110,10076,50,"Madeline Jelenicki",27
"62",508,10865,50,"Kellye Kincannon",27
"63",522,17397,50,"Sydney Romero",27
"64",366,4356,50,"Jazlyn Crowder",27
"65",62,16887,65,"Kate Richard",26
"66",235,12208,65,"Amanda Lorenz",26
"67",659,8469,65,"Shaye Harre",26
"68",756,145,65,"Ali Aguilar",26
"69",671,8688,65,"Haley Hayden",26
"70",697,20943,65,"Tori Vidales",26
"71",29,13633,65,"Mo Mercado",26
"72",204,11216,65,"Michelle Kriegshauser",26
"73",198,11053,65,"Danielle Knoetze",26
"74",355,1621,65,"Amber Bishop",26
"75",414,18078,65,"Michaela Schlattman",26
"76",600,13358,65,"Sierra Mckee",26
"77",310,20582,65,"Kristen Turner",26
"78",649,8923,65,"Ali Herdliska",26
"79",756,20756,65,"Taylor Van zee",26
"80",28600,16083,65,"Caitlin Plocheck",26
"81",254,2792,65,"Kensey Caldwell",26
"82",37,20850,65,"Kendall Veach",26
"83",671,4238,83,"Aleah Craighton",25
"84",61,9952,83,"Ryan Jackson",25
"85",732,6482,83,"Hannah Flippen",25
"86",654,491,83,"Rachel Anderson",25
"87",416,6089,83,"Kaitlyn Eveland",25
"88",72,13101,83,"Caitlyn Mccarron",25
"89",158,8033,83,"Sommer Grzybek",25
"90",521,18546,83,"Vanessa Shippy",25
"91",315,13325,83,"Jamie Mcguire",25
"92",196,2650,83,"Meredith Burroughs",25
"93",587,8243,83,"Rebecca Hall",25
"94",77,19642,83,"Libby Sugg",25
"95",77,11568,83,"Caitlyn Larsen alldredge",25
"96",317,14747,83,"Taylor Newton",25
"97",513,16682,83,"Morgan Reed",25
"98",66,19664,83,"Makenzie Sullivan",25
"99",301,32,83,"Stephanie Abello",25
"100",5,6795,83,"Savannah Fruin",25
"101",180,11117,83,"Mariah Kondravy",25
"102",769,7267,83,"Hunter Gibbon",25
"103",314,11038,83,"Denisha Knight",25
"104",428,12445,83,"Sam Macken",25
"105",758,9171,83,"Sara Hingsberger",25
"106",494,20774,83,"Kaylin Vandomelen",25
"107",234,8560,83,"Cali Harrod",25
"108",202,370,83,"Johnkyria Alston",25
