"","team_id","player_id","rank","player","era"
"1",235,1059,1,"Kelly Barnhill",0.506
"2",428,7975,2,"Sara Groenewegen",0.616
"3",317,7611,3,"Megan Good",0.629
"4",235,7702,4,"Delanie Gourley",0.715
"5",90,9811,5,"Sierra Hyland",1.095
"6",365,9430,6,"Carley Hoover",1.189
"7",8,15261,7,"Alexis Osorio",1.207
"8",670,17614,8,"Randi Rupp",1.217
"9",234,2647,9,"Jessica Burroughs",1.221
"10",529,913,10,"Maggie Balint",1.222
"11",719,21390,11,"Emily Watson",1.249
"12",732,21014,12,"Miranda Viramontes",1.271
"13",8,12051,13,"Sydney Littlejohn",1.312
"14",315,7354,14,"Whitney Gillespie",1.315
"15",529,10986,15,"Megan Kleist",1.32
"16",37,3003,16,"Kaylee Carlson",1.357
"17",77,2532,17,"Mckenna Bull",1.372
"18",402,6491,18,"Alexsandra Flores",1.391
"19",504,2477,19,"Alyssa Buchanan",1.428
"20",522,15509,20,"Paige Parker",1.431
"21",129,11018,21,"Rachel Knapp",1.438
"22",418,1513,22,"Megan Betsa",1.458
"23",28600,10462,23,"Mandy Jordan",1.461
"24",10411,18579,24,"Lexi Shubert",1.466
"25",234,10895,25,"Meghan King",1.5
"26",646,2336,26,"Devin Brown",1.506
"27",231,17713,27,"Shannon Saile",1.512
"28",522,12253,28,"Paige Lowary",1.527
"29",600,17897,29,"Ethel Santai",1.535
"30",697,18939,30,"Lexi Smith",1.56
"31",365,21210,31,"Allie Walljasper",1.612
"32",703,22272,32,"Erica Wright",1.629
"33",460,10465,33,"Peyton Jordan",1.652
"34",302,6699,34,"Karissa Frazier",1.659
"35",90,3333,35,"Lindsey Chalmers",1.667
"36",514,11180,36,"Erin Kownacki",1.673
"37",51,17248,37,"Gia Rodoni",1.718
"38",277,9196,38,"Brittany Hitchcock",1.744
"39",694,14322,39,"Matty Moss",1.762
"40",671,19436,40,"Alex Stewart",1.765
"41",219,6518,41,"Morgan Florey",1.81
"42",433,11726,42,"Kaitlin Lee",1.822
"43",381,12934,43,"Briana Matazinsky",1.837
"44",388,5216,44,"Jordan Dixon",1.846
"45",51,18342,45,"Kelsee Selman",1.864
"46",110,7044,46,"Rachel Garcia",1.865
"47",248,21027,47,"Marina Vitalich",1.867
"48",522,12192,48,"Mariah Lopez",1.871
"49",334,16784,49,"Erin Rethlake",1.885
"50",231,11279,50,"Megan Kugelmann",1.927
"51",315,21615,51,"Taylor West",1.934
"52",694,656,52,"Caylan Arnold",1.966
"53",363,7175,53,"Sydney Gay",1.969
"54",68,194,54,"Makinna Akers",1.979
"55",37,12792,55,"Makayla Martin",1.983
"56",756,401,56,"Taran Alvelo",1.984
"57",331,11381,57,"Ronnie Ladines",2
"58",236,728,57,"Madie Aughinbaugh",2
"59",365,18984,59,"Sydney Smith",2.015
"60",703,4766,60,"Tiarra Davis",2.019
"61",606,20892,61,"Ashley Ventura",2.025
"62",302,8799,62,"Elaine Heflin",2.031
"63",334,16304,63,"Meagan Prince",2.032
"64",381,21925,64,"Nicole Williams",2.043
"65",28755,16562,65,"Riley Randolph",2.057
"66",355,6765,66,"Kenzie Friesen",2.094
"67",244,1479,67,"Lindsey Bert",2.1
"68",229,22000,68,"Amanda Wilson",2.104
"69",699,17292,69,"Lauren Rodriguez",2.12
"70",288,8793,70,"Savannah Heebner",2.128
"71",697,8492,71,"Trinity Harrington",2.13
"72",590,3001,72,"Jamie Carlson",2.138
"73",430,18635,73,"Alexis Silkwood",2.162
"74",257,7773,74,"Brittany Gray",2.167
"75",676,8063,75,"Callee Guffey",2.176
"76",1068,13980,76,"Kiandra Mitchum",2.183
"77",725,16109,77,"Renee Poirier",2.188
"78",1157,4497,78,"Alley Cutting",2.19
"79",697,18573,79,"Samantha Show",2.197
"80",518,9762,80,"Shelby Hursh",2.2
"81",83,7196,81,"Raeanne Geffert",2.201
"82",454,17181,82,"Mason Robinson",2.203
"83",441,9413,82,"Michaela Hood",2.203
"84",302,20496,84,"Allie Trudeau",2.204
"85",702,3584,85,"Samantha Clakley",2.206
"86",782,12567,86,"Kaitlyn Malone",2.214
"87",352,2856,87,"Christine Campbell",2.215
"88",534,22441,88,"Marissa Young",2.221
"89",96,5546,89,"Kamalani Dung",2.229
"90",1004,7534,90,"Kayla Gomness",2.23
"91",28,12425,91,"Breanna Macha",2.232
"92",371,10405,92,"Kiley Jones",2.238
"93",404,18957,93,"Molly Smith",2.241
"94",406,1584,94,"Megan Bilgri",2.246
"95",772,5396,95,"Kathryn Downing",2.254
"96",430,21265,96,"Holly Ward",2.259
"97",47,9590,97,"Darcie Huber",2.262
"98",671,4980,98,"Alyssa Denham",2.267
"99",386,15045,99,"Jayne Oberdorf",2.27
"100",31,19534,100,"Autumn Storms",2.279
