"","team_id","player_id","rank","player","hr_a"
"1",302,6699,1,"Karissa Frazier",1
"2",28755,21092,2,"Taylor Wade",2
"3",639,2710,2,"Laura Butts",2
"4",178,18520,2,"Hannah Shields",2
"5",732,21014,2,"Miranda Viramontes",2
"6",37,12792,6,"Makayla Martin",3
"7",725,16109,6,"Renee Poirier",3
"8",381,12934,6,"Briana Matazinsky",3
"9",725,18865,6,"Caroline Smith",3
"10",697,8492,6,"Trinity Harrington",3
"11",302,20496,6,"Allie Trudeau",3
"12",402,6491,6,"Alexsandra Flores",3
"13",77,8854,6,"Arissa Henderson",3
"14",315,7354,14,"Whitney Gillespie",4
"15",441,9413,14,"Michaela Hood",4
"16",288,8793,14,"Savannah Heebner",4
"17",235,7702,14,"Delanie Gourley",4
"18",694,656,14,"Caylan Arnold",4
"19",68,194,14,"Makinna Akers",4
"20",346,14572,14,"Laura Napoli",4
"21",275,5537,14,"Kathleen Duncan",4
"22",1104,148,14,"Brianna Aguilar",4
"23",1320,3982,14,"Alex Cook",4
"24",231,11279,14,"Megan Kugelmann",4
"25",697,18939,14,"Lexi Smith",4
"26",699,6832,14,"Jasmine Fulmore",4
"27",454,17181,27,"Mason Robinson",5
"28",235,1059,27,"Kelly Barnhill",5
"29",176,22574,27,"Missy Zoch",5
"30",365,21210,27,"Allie Walljasper",5
"31",402,18964,27,"Rachel Smith",5
"32",519,19468,27,"Danielle Stiene",5
"33",460,4757,27,"Sarah Davis",5
"34",249,4134,27,"Sarah Costlow",5
"35",90,3333,27,"Lindsey Chalmers",5
"36",253,2849,27,"Kierra Camp",5
"37",81,5956,27,"Gabrielle Ermish",5
"38",1014,1467,27,"Izzy Berouty",5
"39",176,7028,27,"Kennedy Garcia",5
"40",655,9139,27,"Lacey Hill",5
"41",164,19490,27,"Jill Stockley",5
"42",17,8554,27,"Robin Harrison",5
"43",606,3650,27,"Maddison Clarke",5
"44",693,9610,27,"Celie Hudson",5
"45",579,5852,27,"Kaitlin Ellzy",5
"46",514,22538,27,"Haley Zemmer",5
"47",1004,7534,47,"Kayla Gomness",6
"48",234,10895,47,"Meghan King",6
"49",460,10465,47,"Peyton Jordan",6
"50",219,6518,47,"Morgan Florey",6
"51",365,9430,47,"Carley Hoover",6
"52",676,8063,47,"Callee Guffey",6
"53",522,12253,47,"Paige Lowary",6
"54",99,3690,47,"Christina Clermont",6
"55",302,8799,47,"Elaine Heflin",6
"56",503,20032,47,"Tara Thacker",6
"57",504,2477,47,"Alyssa Buchanan",6
"58",311,21510,47,"Brianna Weilbacher",6
"59",562,12130,47,"Abbey Long",6
"60",352,19101,47,"Emily Sorem",6
"61",1014,18541,47,"Sydney Shipley",6
"62",774,11316,47,"Jordan Kurth",6
"63",609,3383,47,"Kaylea Chappelle",6
"64",367,8908,47,"Megan Hensley",6
"65",2711,1780,47,"Morgan Blourne",6
"66",664,17211,47,"Samantha Robles",6
"67",430,21265,47,"Holly Ward",6
"68",386,15045,47,"Jayne Oberdorf",6
"69",355,6765,47,"Kenzie Friesen",6
"70",47,9590,47,"Darcie Huber",6
"71",365,18984,47,"Sydney Smith",6
"72",699,17292,47,"Lauren Rodriguez",6
"73",334,16784,47,"Erin Rethlake",6
"74",248,551,47,"Bekah Ansbro",6
"75",522,12192,47,"Mariah Lopez",6
"76",439,16996,76,"Amanda Riley",7
"77",5,8337,76,"Lexie Handley",7
"78",129,11018,76,"Rachel Knapp",7
"79",428,7975,76,"Sara Groenewegen",7
"80",502,16651,76,"Jayme Reddacliff",7
"81",334,16304,76,"Meagan Prince",7
"82",28755,16562,76,"Riley Randolph",7
"83",400,3840,76,"Meg Colleran",7
"84",229,22000,76,"Amanda Wilson",7
"85",419,10111,76,"Cori Jennings",7
"86",735,8001,76,"Mackenzie Grossmann",7
"87",742,5668,76,"Carrie Eberle",7
"88",404,18957,76,"Molly Smith",7
"89",600,17897,76,"Ethel Santai",7
"90",697,18573,76,"Samantha Show",7
"91",310,18773,76,"Marnie Skinner",7
"92",518,9762,76,"Shelby Hursh",7
"93",111,13939,76,"Tayler Misfeldt",7
"94",648,5826,76,"Jessica Elliott",7
"95",102,20019,76,"Taylor Tessier",7
"96",482,19799,76,"Jennifer Szilagyi",7
"97",28600,20104,76,"Mccarley Thomas",7
"98",651,15487,76,"Hannah Parker",7
"99",529,913,76,"Maggie Balint",7
"100",664,4368,76,"Kim Crowson",7
"101",482,1487,76,"Sierra Bertrand",7
"102",86,16224,76,"Ally Power",7
"103",393,8043,76,"Adrienne Guerra",7
"104",400,4984,76,"Candace Denis",7
"105",678,15794,76,"Tori Perkins",7
"106",381,21925,76,"Nicole Williams",7
"107",691,22196,76,"Lauren Woodard",7
"108",630,16988,76,"Colette Riggs",7
"109",110,19804,76,"Selina Ta'amilo",7
"110",660,9857,76,"Emily Ingles",7
"111",498,16180,76,"Paige Porter",7
"112",505,14870,76,"Charlie Nolen",7
