"","team_id","player_id","rank","player","so"
"1",418,1513,1,"Megan Betsa",412
"2",235,1059,2,"Kelly Barnhill",359
"3",719,21390,3,"Emily Watson",348
"4",493,18369,4,"Jacquelyn Sertic",340
"5",8,15261,5,"Alexis Osorio",334
"6",670,17614,6,"Randi Rupp",325
"7",428,7975,7,"Sara Groenewegen",295
"8",388,5216,8,"Jordan Dixon",294
"9",90,9811,9,"Sierra Hyland",275
"10",317,7611,10,"Megan Good",271
"11",234,2647,11,"Jessica Burroughs",266
"12",522,15509,12,"Paige Parker",262
"13",28600,10462,13,"Mandy Jordan",261
"14",129,11018,14,"Rachel Knapp",256
"15",235,7702,15,"Delanie Gourley",254
"16",439,16996,16,"Amanda Riley",241
"17",771,9875,16,"Emily Ira",241
"18",231,17713,18,"Shannon Saile",240
"19",77,2532,19,"Mckenna Bull",230
"20",96,5546,20,"Kamalani Dung",218
"21",331,11381,21,"Ronnie Ladines",213
"22",458,22110,22,"Haley Wiseman",212
"23",110,7044,22,"Rachel Garcia",212
"24",175,3171,24,"Manda Cash",204
"25",756,401,25,"Taran Alvelo",200
"26",51,18342,25,"Kelsee Selman",200
"27",244,1479,27,"Lindsey Bert",197
"28",248,21027,27,"Marina Vitalich",197
"29",630,12001,29,"Katelyn Linford",194
"30",646,2336,29,"Devin Brown",194
"31",694,14322,31,"Matty Moss",193
"32",739,11624,32,"Brette Lawrence",189
"33",219,6518,32,"Morgan Florey",189
"34",8,12051,34,"Sydney Littlejohn",187
"35",1157,4497,35,"Alley Cutting",186
"36",14927,11710,35,"Brooklin Lee",186
"37",149,8072,35,"Ashley Guillette",186
"38",5,8337,38,"Lexie Handley",183
"39",466,9896,39,"Mckenna Isenberg",181
"40",1068,13980,40,"Kiandra Mitchum",180
"41",26172,3113,41,"Liz Carter",179
"42",441,9413,42,"Michaela Hood",178
"43",334,16304,43,"Meagan Prince",175
"44",446,1301,44,"Amy Begg",173
"45",201,22100,45,"Jessica Wireman",171
"46",519,19468,46,"Danielle Stiene",170
"47",277,9196,47,"Brittany Hitchcock",169
"48",306,20402,47,"Tara Trainer",169
"49",365,9430,47,"Carley Hoover",169
"50",367,1283,50,"Maryssa Becker",163
"51",10411,18579,50,"Lexi Shubert",163
"52",311,21510,50,"Brianna Weilbacher",163
"53",67,5432,53,"Jessica Dreswick",162
"54",782,12567,53,"Kaitlyn Malone",162
"55",529,10986,55,"Megan Kleist",161
"56",28755,16562,56,"Riley Randolph",160
"57",176,22574,56,"Missy Zoch",160
"58",590,3001,56,"Jamie Carlson",160
"59",310,6054,56,"Alana Evans",160
"60",107,3932,60,"Zoe Conley",159
"61",692,11928,60,"Danielle Liberatore",159
"62",1104,14928,62,"Taylor Nowlin",158
"63",346,12326,63,"Ciara Luna",157
"64",228,15747,64,"Kenya Pereira",153
"65",253,16477,65,"Dixie Raley",152
"66",529,913,65,"Maggie Balint",152
"67",457,15963,67,"Brittany Pickett",151
"68",302,8799,67,"Elaine Heflin",151
"69",792,12523,69,"Kiley Majette",150
"70",315,7354,70,"Whitney Gillespie",149
"71",483,11468,70,"Megan Landry",149
"72",393,8043,70,"Adrienne Guerra",149
"73",671,19436,73,"Alex Stewart",148
"74",688,17382,73,"Alexa Romero",148
"75",366,6918,75,"Preslee Gallaway",146
"76",758,1832,76,"Kirtlyn Bohling",145
"77",416,16465,76,"Bridgette Rainey",145
"78",340,17081,76,"Marlo Roadcap",145
"79",363,7175,79,"Sydney Gay",144
"80",695,10734,79,"Brooke Kennedy",144
"81",483,10237,79,"Jackie Johnson",144
"82",694,656,79,"Caylan Arnold",144
"83",196,17035,83,"Lydia Ritchie",143
"84",817,12350,83,"Maddi Lusk",143
"85",504,19194,83,"Jaclyn Spencer",143
"86",51,17248,86,"Gia Rodoni",142
"87",102,20019,87,"Taylor Tessier",141
"88",528,4150,88,"Taylor Cotton",140
"89",2699,6366,89,"Nickole Finch",138
"90",498,4222,90,"Melanie Coyne",137
"91",202,15625,90,"Mollie Paulick",137
"92",490,18649,92,"Peyton Silverman",135
"93",606,20892,93,"Ashley Ventura",134
"94",257,7773,93,"Brittany Gray",134
"95",2,14937,95,"Hannah Null",132
"96",732,5320,95,"Katie Donovan",132
"97",610,14321,97,"Katie Moss",131
"98",702,3584,98,"Samantha Clakley",130
"99",796,13625,98,"Kaitlyn Menz",130
"100",659,10352,98,"Brianna Jones",130
