"","team_id","player_id","rank","player","so"
"1",383,65222,1,"Coley Ries",476
"2",947,31006,2,"Jalissa Gum",345
"3",8875,65893,3,"Kayla Robins",321
"4",54,85983,4,"Jessica Yost",307
"5",25,48645,5,"Brandy Marlett",285
"6",1116,37004,6,"Autumn Humes",282
"7",1314,65846,7,"Emmie Robertson",269
"8",291,84155,7,"Maddie Williams",269
"9",995,61942,7,"Sydney Ponto",269
"10",437,33225,10,"Chelsea Hawks",245
"11",30052,72880,11,"Kylee Smith",233
"12",1009,13370,12,"Jayden Chestnut",220
"13",262,45773,13,"Allison Lipovsky",216
"14",1000,65375,13,"Lacie Rinus",216
"15",757,10530,15,"Lyndsay Butler",211
"16",436,41362,16,"Carly Kingery",202
"17",1123,73465,17,"Michelle Sorensen",198
"18",765,36306,18,"Amanda Houck",196
"19",30181,8251,19,"Taylor Brandts",192
"20",30092,48415,20,"Ally Marcano",187
"21",30058,56919,21,"Tiaria Norman",186
"22",790,41681,22,"Jordyn Kleman",185
"23",11416,75958,23,"Mckenzie Surface",184
"24",543,60253,24,"Stephanie Pepper",181
"25",30152,9156,25,"Katelyn Brown",178
"26",309,35957,25,"Lauren Honkomp",178
"27",9680,1876,27,"Ilona Andringa",177
"28",339,56585,28,"Savannah Nierintz",176
"29",70,63910,29,"Stefanie Ray",175
"30",8411,14660,30,"Kendra Coleman",174
"31",2755,52842,31,"Claire Miller",173
"32",30199,32906,32,"Grayson Harvey",170
"33",12799,13097,33,"Mallory Chapman",168
"34",10,32732,34,"Tyler Harrison",167
"35",984,84474,35,"Kirsten Wilson",166
"36",65,59303,35,"Taylor Parker",166
"37",608,473,37,"Stephanie Adkins",163
"38",1013,9985,38,"Alli Burdette",162
"39",591,84334,39,"Samantha Willman",160
"40",1376,76888,39,"Victoria Taylor",160
"41",1448,40055,41,"Anna Kasner",156
"42",93,84037,42,"Cassandra Williams",155
"43",358,22039,43,"Andrea Edmonds",153
"44",354,68492,44,"Dara Sanders",152
"45",383,5280,44,"Libby Bemis",152
"46",568,46556,46,"Logan Losh",151
"47",246,31008,46,"Olivia Gumbita",151
"48",30140,36995,48,"Brittany Humbel",150
"49",1012,38260,48,"Jessica Jarecki",150
"50",9630,80590,50,"Hannah Vet",149
"51",9223,14467,51,"Amanda Coffrin",147
"52",159,19021,51,"Darby Demarest",147
"53",216,40269,53,"Emily Kedrick",146
"54",65,78138,53,"Mallory Tomaschik",146
"55",30138,47777,55,"Holly Magre",145
"56",2755,2898,56,"Kacey Ayers",144
"57",30118,32262,56,"Katelyn Harden",144
"58",30050,31361,58,"Ali Haesele",142
"59",30154,42459,59,"Nikkie Kovalsky",139
"60",8736,57293,60,"Alex O'connor",138
"61",791,32343,60,"Mercedes Hargett",138
"62",230,60141,60,"Rachel Pence",138
"63",593,33982,60,"Sam Hennequin",138
"64",30051,36857,64,"Emma Hughes",136
"65",638,84542,65,"Taryn Wilson",135
"66",701,81401,66,"Abby Walker",133
"67",360,72450,66,"Bekah Slattery",133
"68",95,28326,66,"Haley Gilham",133
"69",11740,76766,69,"Becca Taylor",132
"70",1462,82626,69,"Rachel Weidner",132
"71",30055,23911,71,"Hayley Fein",131
"72",30123,3505,72,"Hannah rose Balke",130
"73",30120,6218,73,"Anna Biondo",128
"74",13028,60117,73,"Augie Pena",128
"75",3,48378,73,"Lindsay Mapes",128
"76",30124,2169,76,"Morgan Arbogast",127
"77",1167,24077,77,"Mckenzi Ferguson",126
"78",9630,25158,77,"Sayaka Foley",126
"79",30141,61291,79,"Olivia Pifer",123
"80",307,86641,80,"Lauren Zola",122
"81",41,85021,80,"Olivia Wolters",122
"82",30177,22543,82,"Katera Eltsosie",121
"83",1403,64767,82,"Kimmy Reynolds",121
"84",333,9201,84,"Maci Brown",119
"85",360,54821,85,"Rachel Mouillesseaux",118
"86",1085,35668,85,"Sydney Holland",118
"87",1402,18611,87,"Alix Dedreu",117
"88",9680,72031,87,"Kassidy Simons",117
"89",9011,13084,89,"Hailey Chapman",116
"90",1170,59320,90,"Brandi Parks",115
"91",20794,57838,90,"Francais Olexa",115
"92",1334,72448,90,"Lauren Slatten",115
"93",30179,31438,90,"Madison Hagood",115
"94",1000,82534,94,"Allison Webster",114
"95",30178,55409,94,"Karly Murray",114
"96",477,51242,96,"Laura Mclaughlin",113
"97",10,28693,97,"Emily Glover",112
"98",767,31504,97,"Kilee Halbert",112
"99",929,55324,97,"Lauren Murphy",112
"100",30178,27495,100,"Madison Garza",111
