"","team_id","player_id","rank","player","ip"
"1",383,65200,1,"Coley Ries",293.2
"2",765,36297,2,"Amanda Houck",255.3
"3",1116,36995,3,"Autumn Humes",241.2
"4",309,35948,4,"Lauren Honkomp",235.1
"5",757,10530,5,"Lyndsay Butler",234.1
"6",437,33218,6,"Chelsea Hawks",232
"7",30052,72856,7,"Kylee Smith",225.1
"8",30055,23906,8,"Hayley Fein",224.3
"9",1314,65824,9,"Emmie Robertson",224
"10",1071,75057,10,"Eryn Stockman",223.1
"11",995,61924,11,"Sydney Ponto",222.2
"12",30152,9156,12,"Katelyn Brown",219.3
"13",436,41350,13,"Carly Kingery",219.2
"14",12799,13095,14,"Mallory Chapman",217.2
"15",947,31000,15,"Jalissa Gum",217.1
"16",9630,80563,16,"Hannah Vet",214.2
"17",25,48632,17,"Brandy Marlett",212.3
"18",358,22034,18,"Andrea Edmonds",212
"19",291,84125,19,"Maddie Williams",210.1
"20",11740,76742,20,"Becca Taylor",206.2
"21",30181,8251,21,"Taylor Brandts",204.1
"22",791,32336,22,"Mercedes Hargett",203.3
"23",8411,14657,23,"Kendra Coleman",203.2
"24",339,56570,24,"Savannah Nierintz",202.3
"25",1123,73441,25,"Michelle Sorensen",202.2
"26",54,85951,26,"Jessica Yost",202.1
"27",790,43984,27,"Mckenna Larsen",199.2
"28",93,84007,28,"Cassandra Williams",199.1
"29",499,17486,29,"Lauren Dale",198.1
"30",568,46543,30,"Logan Losh",193.3
"31",9011,13082,31,"Hailey Chapman",193.2
"32",1000,65353,31,"Lacie Rinus",193.2
"33",216,40257,33,"Emily Kedrick",192.3
"34",30154,42447,33,"Nikkie Kovalsky",192.3
"35",95,28320,35,"Haley Gilham",192.2
"36",24639,75246,36,"Lexie Storrer",191
"37",280,82591,37,"Dana Weidinger",190.2
"38",1057,41589,38,"Jessica Kjeldgaard",189.3
"39",30180,66988,39,"Megan Rosewell",189.1
"40",1013,9985,40,"Alli Burdette",186.3
"41",9013,6157,41,"Barbara Billingsley",185.2
"42",591,84304,42,"Samantha Willman",185.1
"43",30092,48402,43,"Ally Marcano",184.2
"44",1009,13367,43,"Jayden Chestnut",184.2
"45",3,48365,43,"Lindsay Mapes",184.2
"46",30126,58013,43,"Taylor Olson",184.2
"47",11416,75934,47,"Mckenzie Surface",184
"48",230,60125,48,"Rachel Pence",183.1
"49",8875,65871,49,"Kayla Robins",182.2
"50",2755,2898,50,"Kacey Ayers",182.1
"51",996,35036,51,"Bethany Hines",181
"52",790,41669,52,"Jordyn Kleman",178.2
"53",1460,83457,53,"Caitlyn Whiteside",177
"54",30051,36848,53,"Emma Hughes",177
"55",1462,82597,55,"Rachel Weidner",176.1
"56",799,21319,56,"Carly Dundee",175.2
"57",423,61334,57,"Cassidy Pinchorski",175.1
"58",23157,58596,58,"Ashley Owens",174.3
"59",70,63889,59,"Stefanie Ray",174.1
"60",628,13993,60,"Megan Clark",174
"61",701,81373,61,"Abby Walker",173.3
"62",30123,3505,62,"Hannah rose Balke",173.2
"63",206,66489,63,"Kaylee Rogers",173.1
"64",477,51228,64,"Laura Mclaughlin",172.3
"65",10870,32202,64,"Tara Hanson",172.3
"66",354,68469,66,"Dara Sanders",172.2
"67",35,51334,66,"Paige Mcmenemy",172.2
"68",10,32725,68,"Tyler Harrison",172
"69",1013,67220,69,"Jessie Rowe",171.2
"70",1116,38861,70,"Hannah Johnson",170.3
"71",1433,36083,70,"Nataliah Hopkins",170.3
"72",435,22689,72,"Avery English",168.1
"73",1371,16901,73,"Emily Cudd",167.3
"74",360,72426,74,"Bekah Slattery",167.2
"75",9223,14464,75,"Amanda Coffrin",167.1
"76",30141,61273,76,"Olivia Pifer",166.2
"77",9013,35007,77,"Kenzie Hilzer",165.3
"78",1085,35659,78,"Sydney Holland",165.1
"79",608,473,79,"Stephanie Adkins",164.2
"80",30028,41544,80,"Alaina Kissinger",163.3
"81",30119,43532,81,"Abby Lamping",163.1
"82",1257,54548,82,"Devon Morrison",162.3
"83",30179,31432,83,"Madison Hagood",160.3
"84",470,10583,83,"Megan Butts",160.3
"85",9680,1876,85,"Ilona Andringa",160
"86",1012,38251,86,"Jessica Jarecki",159.3
"87",30118,32255,87,"Katelyn Harden",159.2
"88",1126,58207,88,"Koreen Orozco",158.2
"89",98,30214,89,"Abby Greer",158
"90",1346,67663,89,"Jorden Russell",158
"91",30124,2169,91,"Morgan Arbogast",157.3
"92",41,84989,92,"Olivia Wolters",157.1
"93",65,59287,93,"Taylor Parker",156.3
"94",8736,57277,94,"Alex O'connor",156.2
"95",30120,6218,95,"Anna Biondo",156.1
"96",510,23335,95,"Vanessa Ewing",156.1
"97",1170,59304,97,"Brandi Parks",155.2
"98",93,63436,98,"Amanda Ramirez",155.1
"99",174,43846,99,"Allie Lapallo",154.2
"100",1001,81632,99,"Brooke Walser",154.2
"101",30090,77517,99,"Delainy Thompson",154.2
